Date,Ticker_1,Shares_1,Dividend_1,Price_1,Cash,Capital,InOutCash,Bench
2007-12-31,VUSTX,869.1493383742911,0.0,11.5,0.0,9995,0,135.9
2008-01-02,VUSTX,869.1493383742911,0.0,11.66,0.0,10134,0,133.97
2008-01-03,VUSTX,869.1493383742911,0.0,11.64,0.0,10116,0,133.97
2008-01-04,VUSTX,869.1493383742911,0.0,11.66,0.0,10134,0,130.7
2008-01-07,VUSTX,869.1493383742911,0.0,11.69,0.0,10160,0,131.12
2008-01-08,VUSTX,869.1493383742911,0.0,11.67,0.0,10142,0,128.77
2008-01-09,VUSTX,869.1493383742911,0.0,11.73,0.0,10195,0,130.52
2008-01-10,VUSTX,869.1493383742911,0.0,11.58,0.0,10064,0,131.55
2008-01-11,VUSTX,869.1493383742911,0.0,11.66,0.0,10134,0,129.79
2008-01-14,VUSTX,869.1493383742911,0.0,11.69,0.0,10160,0,131.19
2008-01-15,VUSTX,869.1493383742911,0.0,11.79,0.0,10247,0,127.94
2008-01-16,VUSTX,869.1493383742911,0.0,11.76,0.0,10221,0,127.23
2008-01-17,VUSTX,869.1493383742911,0.0,11.84,0.0,10290,0,123.56
2008-01-18,VUSTX,869.1493383742911,0.0,11.8,0.0,10255,0,122.82
2008-01-22,VUSTX,869.1493383742911,0.0,11.92,0.0,10360,0,121.46
2008-01-23,VUSTX,869.1493383742911,0.0,11.88,0.0,10325,0,124.05
2008-01-24,VUSTX,869.1493383742911,0.0,11.74,0.0,10203,0,125.29
2008-01-25,VUSTX,869.1493383742911,0.0,11.83,0.0,10282,0,123.32
2008-01-28,VUSTX,869.1493383742911,0.0,11.83,0.0,10282,0,125.47
2008-01-29,VUSTX,869.1493383742911,0.0,11.76,0.0,10221,0,126.25
2008-01-30,VUSTX,869.1493383742911,0.0,11.7,0.0,10169,0,125.66
2008-01-31,VUSTX,872.0292970307216,0.0,11.76,0.0,10255,0,127.77
2008-02-01,VUSTX,872.0292970307216,0.0,11.81,0.0,10298,0,129.33
2008-02-04,VUSTX,872.0292970307216,0.0,11.75,0.0,10246,0,127.98
2008-02-05,VUSTX,872.0292970307216,0.0,11.8,0.0,10289,0,123.92
2008-02-06,VUSTX,872.0292970307216,0.0,11.76,0.0,10255,0,123.03
2008-02-07,VUSTX,872.0292970307216,0.0,11.61,0.0,10124,0,124.03
2008-02-08,VUSTX,872.0292970307216,0.0,11.7,0.0,10202,0,123.51
2008-02-11,VUSTX,872.0292970307216,0.0,11.74,0.0,10237,0,124.24
2008-02-12,VUSTX,872.0292970307216,0.0,11.66,0.0,10167,0,125.14
2008-02-13,VUSTX,872.0292970307216,0.0,11.58,0.0,10098,0,126.88
2008-02-14,VUSTX,872.0292970307216,0.0,11.45,0.0,9984,0,125.19
2008-02-15,VUSTX,872.0292970307216,0.0,11.53,0.0,10054,0,125.3
2008-02-19,VUSTX,872.0292970307216,0.0,11.42,0.0,9958,0,125.2
2008-02-20,VUSTX,872.0292970307216,0.0,11.42,0.0,9958,0,126.24
2008-02-21,VUSTX,872.0292970307216,0.0,11.55,0.0,10071,0,124.67
2008-02-22,VUSTX,872.0292970307216,0.0,11.52,0.0,10045,0,125.66
2008-02-25,VUSTX,872.0292970307216,0.0,11.4,0.0,9941,0,127.39
2008-02-26,VUSTX,872.0292970307216,0.0,11.42,0.0,9958,0,128.26999999999998
2008-02-27,VUSTX,872.0292970307216,0.0,11.43,0.0,9967,0,128.18
2008-02-28,VUSTX,872.0292970307216,0.0,11.6,0.0,10115,0,127.05
2008-02-29,VUSTX,874.7187426991259,0.0,11.76,0.0,10286,0,123.64
2008-03-03,VUSTX,874.7187426991259,0.0,11.75,0.0,10277,0,123.7
2008-03-04,VUSTX,874.7187426991259,0.0,11.65,0.0,10190,0,123.28
2008-03-05,VUSTX,874.7187426991259,0.0,11.54,0.0,10094,0,123.98
2008-03-06,VUSTX,874.7187426991259,0.0,11.59,0.0,10137,0,121.29
2008-03-07,VUSTX,874.7187426991259,0.0,11.63,0.0,10172,0,120.27
2008-03-10,VUSTX,874.7187426991259,0.0,11.76,0.0,10286,0,118.44
2008-03-11,VUSTX,874.7187426991259,0.0,11.62,0.0,10164,0,122.81
2008-03-12,VUSTX,874.7187426991259,0.0,11.81,0.0,10330,0,121.74
2008-03-13,VUSTX,874.7187426991259,0.0,11.72,0.0,10251,0,122.37
2008-03-14,VUSTX,874.7187426991259,0.0,11.85,0.0,10365,0,119.84
2008-03-17,VUSTX,874.7187426991259,0.0,11.89,0.0,10400,0,118.79
2008-03-18,VUSTX,874.7187426991259,0.0,11.85,0.0,10365,0,123.8
2008-03-19,VUSTX,874.7187426991259,0.0,11.96,0.0,10461,0,120.81
2008-03-20,VUSTX,874.7187426991259,0.0,12.03,0.0,10522,0,123.69
2008-03-24,VUSTX,874.7187426991259,0.0,11.78,0.0,10304,0,125.57
2008-03-25,VUSTX,874.7187426991259,0.0,11.84,0.0,10356,0,125.86
2008-03-26,VUSTX,874.7187426991259,0.0,11.81,0.0,10330,0,124.77
2008-03-27,VUSTX,874.7187426991259,0.016,11.73,0.0,10260,0,123.36999999999999
2008-03-28,VUSTX,874.7187426991259,0.0,11.78,0.0,10304,0,122.41
2008-03-31,VUSTX,878.6683883933521,0.0,11.82,0.0,10385,0,123.1
