Date,On_Ticker_SPY,On_Price_SPY,On_Shares_SPY,On_Dividend_SPY,On_Ticker_DIA,On_Price_DIA,On_Shares_DIA,On_Dividend_DIA,Off_Ticker_TLT,Off_Price_TLT,Off_Shares_TLT,Off_Dividend_TLT,Cash_x,Capital_x,InOutCash_x,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Cash_y,Capital_y,InOutCash_y,Capital,Bench
2009-06-04,0,94.0,48.701144268765425,0.0,0,86.91,79.30869582154482,0.0,0,91.43,186.16459954881427,0.0,0.0,28491,0,QQQ,1119.26363014809,0.0,36.41,FBT,1336.8359189744722,0.0,21.3,0.0,69226,0,97717,50.137
2009-06-05,0,95.49,48.701144268765425,0.0,0,88.25,79.30869582154482,0.0,0,89.91,186.16459954881427,0.0,0.0,28387,0,QQQ,1119.26363014809,0.0,36.96,FBT,1336.8359189744722,0.0,20.93,0.0,69347,0,97734,49.567
2009-06-08,0,93.84,48.701144268765425,0.0,0,87.22,79.30869582154482,0.0,0,90.41,186.16459954881427,0.0,0.0,28318,0,QQQ,1119.26363014809,0.0,36.55,FBT,1336.8359189744722,0.0,20.57,0.0,68407,0,96725,50.797000000000004
2009-06-09,0,94.69,48.701144268765425,0.0,0,87.97,79.30869582154482,0.0,0,90.19,186.16459954881427,0.0,0.0,28378,0,QQQ,1119.26363014809,0.0,36.84,FBT,1336.8359189744722,0.0,20.6,0.0,68772,0,97150,51.447
2009-06-10,0,95.48,48.701144268765425,0.0,0,88.55,79.30869582154482,0.0,0,88.87,186.16459954881427,0.0,0.0,28217,0,QQQ,1119.26363014809,0.0,37.16,FBT,1336.8359189744722,0.0,20.91,0.0,69545,0,97762,52.377
2009-06-11,0,94.58,48.701144268765425,0.0,0,87.86,79.30869582154482,0.0,0,87.76,186.16459954881427,0.0,0.0,27912,0,QQQ,1119.26363014809,0.0,36.77,FBT,1336.8359189744722,0.0,20.86,0.0,69041,0,96953,51.257000000000005
2009-06-12,0,94.4,48.701144268765425,0.0,0,87.6,79.30869582154482,0.0,0,89.42,186.16459954881427,0.0,0.0,28191,0,QQQ,1119.26363014809,0.0,36.67,FBT,1336.8359189744722,0.0,20.6,0.0,68582,0,96773,50.657000000000004
2009-06-15,0,93.96,48.701144268765425,0.0,0,87.23,79.30869582154482,0.0,0,90.54,186.16459954881427,0.0,0.0,28349,0,QQQ,1119.26363014809,0.0,36.3,FBT,1336.8359189744722,0.0,20.5,0.0,68034,0,96383,51.367000000000004
2009-06-16,0,93.23,48.701144268765425,0.0,0,86.69,79.30869582154482,0.0,0,90.96,186.16459954881427,0.0,0.0,28349,0,QQQ,1119.26363014809,0.0,36.04,FBT,1336.8359189744722,0.0,19.98,0.0,67048,0,95397,51.797000000000004
2009-06-17,0,91.6,48.701144268765425,0.0,0,85.22,79.30869582154482,0.0,0,92.45,186.16459954881427,0.0,0.0,28430,0,QQQ,1119.26363014809,0.0,35.7,FBT,1336.8359189744722,0.0,19.83,0.0,66467,0,94897,52.457
2009-06-18,0,91.69,48.701144268765425,0.0,0,85.28,79.30869582154482,0.0,0,91.25,186.16459954881427,0.0,0.0,28216,0,QQQ,1119.26363014809,0.0,35.83,FBT,1336.8359189744722,0.0,20.05,0.0,66906,0,95122,52.627
2009-06-19,0,92.58,48.701144268765425,0.518,0,85.96,79.30869582154482,0.28300000000000003,0,90.33,186.16459954881427,0.0,0.0,28142,0,QQQ,1119.26363014809,0.044000000000000004,36.05,FBT,1336.8359189744722,0.0,20.64,0.0,67941,0,96083,52.787
2009-06-22,0,91.14,48.701144268765425,0.0,0,84.58,79.30869582154482,0.0,0,92.44,186.16459954881427,0.0,0.0,28355,0,QQQ,1119.26363014809,0.0,35.83,FBT,1336.8359189744722,0.0,20.44,0.0,67428,0,95783,52.417
2009-06-23,0,89.47,48.701144268765425,0.0,0,83.42,79.30869582154482,0.0,0,92.77,186.16459954881427,0.0,0.0,28243,0,QQQ,1119.26363014809,0.0,35.18,FBT,1336.8359189744722,0.0,20.11,0.0,66259,0,94502,51.497
2009-06-24,0,90.16,48.701144268765425,0.0,0,83.74,79.30869582154482,0.0,0,93.65,186.16459954881427,0.0,0.0,28466,0,QQQ,1119.26363014809,0.0,35.3,FBT,1336.8359189744722,0.0,20.19,0.0,66500,0,94966,51.257000000000005
2009-06-25,0,89.67,48.701144268765425,0.0,0,82.69,79.30869582154482,0.0,0,93.22,186.16459954881427,0.0,0.0,28279,0,QQQ,1119.26363014809,0.0,35.36,FBT,1336.8359189744722,0.0,20.37,0.0,66808,0,95087,50.947
2009-06-26,0,91.77,48.701144268765425,0.0,0,84.46,79.30869582154482,0.0,0,94.62,186.16459954881427,0.0,0.0,28782,0,QQQ,1119.26363014809,0.0,36.12,FBT,1336.8359189744722,0.0,21.04,0.0,68554,0,97336,50.407000000000004
2009-06-29,0,92.11,48.701144268765425,0.0,0,84.51,79.30869582154482,0.0,0,95.07,186.16459954881427,0.0,0.0,28886,0,QQQ,1119.26363014809,0.0,36.47,FBT,1336.8359189744722,0.0,21.25,0.0,69227,0,98113,50.057
2009-06-30,0,92.72,48.701144268765425,0.0,0,85.33,79.30869582154482,0.0,0,94.19,186.16459954881427,0.0,0.0,28817,0,QQQ,1119.26363014809,0.0,36.55,FBT,1336.8359189744722,0.0,21.27,0.0,69343,0,98160,50.787
2009-07-01,0,92.34,61.45343317014349,0.0,0,84.98,100.16374474460548,0.0,0,93.42,162.74893187593494,0.303,0.0,29390,0,QQQ,1125.503073535242,0.0,36.56,FBT,1296.4206795352382,0.0,21.16,0.0,68580,0,97970,51.9
2009-07-02,0,91.13,61.45343317014349,0.0,0,84.0,100.16374474460548,0.0,0,94.33,162.74893187593494,0.0,0.0,29366,0,QQQ,1125.503073535242,0.0,36.09,FBT,1296.4206795352382,0.0,20.29,0.0,66923,0,96289,52.23
2009-07-06,0,88.94,61.45343317014349,0.0,0,82.21,100.16374474460548,0.0,0,94.05,162.74893187593494,0.0,0.0,29006,0,QQQ,1125.503073535242,0.0,35.38,FBT,1296.4206795352382,0.0,20.09,0.0,65865,0,94871,52.35
2009-07-07,0,89.71,61.45343317014349,0.0,0,83.16,100.16374474460548,0.0,0,93.62,162.74893187593494,0.0,0.0,29079,0,QQQ,1125.503073535242,0.0,35.42,FBT,1296.4206795352382,0.0,20.0,0.0,65793,0,94872,52.55
2009-07-08,0,88.59,61.45343317014349,0.0,0,81.93,100.16374474460548,0.0,0,95.12,162.74893187593494,0.0,0.0,29131,0,QQQ,1125.503073535242,0.0,34.74,FBT,1296.4206795352382,0.0,20.04,0.0,65080,0,94211,52.26
2009-07-09,0,88.61,61.45343317014349,0.0,0,82.24,100.16374474460548,0.0,0,95.35,162.74893187593494,0.0,0.0,29200,0,QQQ,1125.503073535242,0.0,34.84,FBT,1296.4206795352382,0.0,19.59,0.0,64609,0,93809,51.79
2009-07-10,0,87.7,61.45343317014349,0.0,0,81.41,100.16374474460548,0.0,0,95.62,162.74893187593494,0.0,0.0,29105,0,QQQ,1125.503073535242,0.0,34.67,FBT,1296.4206795352382,0.0,19.64,0.0,64482,0,93587,51.49
2009-07-13,0,88.31,61.45343317014349,0.0,0,81.69,100.16374474460548,0.0,0,96.32,162.74893187593494,0.0,0.0,29285,0,QQQ,1125.503073535242,0.0,34.95,FBT,1296.4206795352382,0.0,19.7,0.0,64875,0,94160,50.629999999999995
2009-07-14,0,90.38,61.45343317014349,0.0,0,83.54,100.16374474460548,0.0,0,94.76,162.74893187593494,0.0,0.0,29343,0,QQQ,1125.503073535242,0.0,35.55,FBT,1296.4206795352382,0.0,19.78,0.0,65654,0,94997,50.03
2009-07-15,0,91.81,61.45343317014349,0.0,0,84.59,100.16374474460548,0.0,0,92.66,162.74893187593494,0.0,0.0,29195,0,QQQ,1125.503073535242,0.0,36.32,FBT,1296.4206795352382,0.0,19.9,0.0,66677,0,95872,48.62
2009-07-16,0,93.0,61.45343317014349,0.0,0,86.11,100.16374474460548,0.0,0,92.81,162.74893187593494,0.0,0.0,29444,0,QQQ,1125.503073535242,0.0,36.75,FBT,1296.4206795352382,0.0,20.34,0.0,67731,0,97175,48.49
2009-07-17,0,94.06,61.45343317014349,0.0,0,87.22,100.16374474460548,0.126,0,91.9,162.74893187593494,0.0,0.0,29473,0,QQQ,1125.503073535242,0.0,37.35,FBT,1296.4206795352382,0.0,20.91,0.0,69145,0,98618,47.33
2009-07-20,0,94.68,61.45343317014349,0.0,0,87.88,100.16374474460548,0.0,0,90.85,162.74893187593494,0.0,0.0,29406,0,QQQ,1125.503073535242,0.0,37.76,FBT,1296.4206795352382,0.0,23.01,0.0,72329,0,101735,47.65
2009-07-21,0,95.87,61.45343317014349,0.0,0,89.13,100.16374474460548,0.0,0,91.45,162.74893187593494,0.0,0.0,29702,0,QQQ,1125.503073535242,0.0,38.07,FBT,1296.4206795352382,0.0,24.14,0.0,74143,0,103845,47.949999999999996
2009-07-22,0,94.96,61.45343317014349,0.0,0,88.76,100.16374474460548,0.0,0,93.4,162.74893187593494,0.0,0.0,29926,0,QQQ,1125.503073535242,0.0,38.21,FBT,1296.4206795352382,0.0,24.76,0.0,75104,0,105030,47.91
2009-07-23,0,95.61,61.45343317014349,0.0,0,88.9,100.16374474460548,0.0,0,92.76,162.74893187593494,0.0,0.0,29876,0,QQQ,1125.503073535242,0.0,38.46,FBT,1296.4206795352382,0.0,24.66,0.0,75256,0,105132,47.589999999999996
2009-07-24,0,97.2,61.45343317014349,0.0,0,90.4,100.16374474460548,0.0,0,91.0,162.74893187593494,0.0,0.0,29838,0,QQQ,1125.503073535242,0.0,38.93,FBT,1296.4206795352382,0.0,25.41,0.0,76757,0,106595,46.41
2009-07-27,0,97.88,61.45343317014349,0.0,0,90.86,100.16374474460548,0.0,0,90.23,162.74893187593494,0.0,0.0,29800,0,QQQ,1125.503073535242,0.0,39.33,FBT,1296.4206795352382,0.0,26.33,0.0,78400,0,108200,46.46
2009-07-28,0,97.66,61.45343317014349,0.0,0,90.61,100.16374474460548,0.0,0,90.72,162.74893187593494,0.0,0.0,29841,0,QQQ,1125.503073535242,0.0,39.18,FBT,1296.4206795352382,0.0,26.16,0.0,78011,0,107852,45.86
2009-07-29,0,97.44,61.45343317014349,0.0,0,90.68,100.16374474460548,0.0,0,92.17,162.74893187593494,0.0,0.0,30071,0,QQQ,1125.503073535242,0.0,39.32,FBT,1296.4206795352382,0.0,26.62,0.0,78765,0,108836,43.05
2009-07-30,0,98.83,61.45343317014349,0.0,0,91.58,100.16374474460548,0.0,0,91.54,162.74893187593494,0.0,0.0,30144,0,QQQ,1125.503073535242,0.0,39.75,FBT,1296.4206795352382,0.0,27.27,0.0,80092,0,110236,42.76
2009-07-31,0,98.65,61.45343317014349,0.0,0,91.47,100.16374474460548,0.0,0,93.85,162.74893187593494,0.0,0.0,30498,0,QQQ,1125.503073535242,0.0,39.57,FBT,1296.4206795352382,0.0,26.54,0.0,78943,0,109441,44.41
2009-08-03,0,99.85,65.41959129422662,0.0,0,92.47,105.96106073421427,0.0,0,93.81,178.39729355178375,0.318,0.0,33065,0,DIA,500.49391410634644,0.0,92.47,XLP,1252.691087763266,0.0,24.63,0.0,77134,0,110199,46.089999999999996
2009-08-04,0,99.99,65.41959129422662,0.0,0,92.59,105.96106073421427,0.0,0,93.63,178.39729355178375,0.0,0.0,33055,0,DIA,500.49391410634644,0.0,92.59,XLP,1252.691087763266,0.0,24.52,0.0,77056,0,110111,44.24
2009-08-05,0,100.77,65.41959129422662,0.0,0,93.13,105.96106073421427,0.0,0,91.31,178.39729355178375,0.0,0.0,32749,0,DIA,500.49391410634644,0.0,93.13,XLP,1252.691087763266,0.0,24.54,0.0,77352,0,110101,44.78
2009-08-06,0,100.87,65.41959129422662,0.0,0,93.24,105.96106073421427,0.0,0,90.9,178.39729355178375,0.0,0.0,32694,0,DIA,500.49391410634644,0.0,93.24,XLP,1252.691087763266,0.0,24.41,0.0,77244,0,109938,44.47
2009-08-07,0,100.94,65.41959129422662,0.0,0,93.55,105.96106073421427,0.0,0,90.42,178.39729355178375,0.0,0.0,32646,0,DIA,500.49391410634644,0.0,93.55,XLP,1252.691087763266,0.0,24.21,0.0,77148,0,109794,44.089999999999996
2009-08-10,0,100.74,65.41959129422662,0.0,0,93.49,105.96106073421427,0.0,0,90.51,178.39729355178375,0.0,0.0,32643,0,DIA,500.49391410634644,0.0,93.49,XLP,1252.691087763266,0.0,24.28,0.0,77206,0,109849,45.72
2009-08-11,0,100.54,65.41959129422662,0.0,0,93.19,105.96106073421427,0.0,0,92.39,178.39729355178375,0.0,0.0,32933,0,DIA,500.49391410634644,0.0,93.19,XLP,1252.691087763266,0.0,24.31,0.0,77093,0,110026,45.8
2009-08-12,0,99.56,65.41959129422662,0.0,0,92.55,105.96106073421427,0.0,0,92.95,178.39729355178375,0.0,0.0,32901,0,DIA,500.49391410634644,0.0,92.55,XLP,1252.691087763266,0.0,24.22,0.0,76660,0,109561,44.39
2009-08-13,0,101.26,65.41959129422662,0.0,0,94.14,105.96106073421427,0.0,0,91.8,178.39729355178375,0.0,0.0,32976,0,DIA,500.49391410634644,0.0,94.14,XLP,1252.691087763266,0.0,24.35,0.0,77619,0,110595,44.14
2009-08-14,0,101.52,65.41959129422662,0.0,0,94.07,105.96106073421427,0.0,0,93.3,178.39729355178375,0.0,0.0,33253,0,DIA,500.49391410634644,0.0,94.07,XLP,1252.691087763266,0.0,24.39,0.0,77634,0,110887,42.55
2009-08-17,0,98.85,65.41959129422662,0.0,0,91.87,105.96106073421427,0.0,0,93.95,178.39729355178375,0.0,0.0,32961,0,DIA,500.49391410634644,0.0,91.87,XLP,1252.691087763266,0.0,24.1,0.0,76170,0,109131,43.42
2009-08-18,0,98.53,65.41959129422662,0.0,0,91.88,105.96106073421427,0.0,0,94.66,178.39729355178375,0.0,0.0,33068,0,DIA,500.49391410634644,0.0,91.88,XLP,1252.691087763266,0.0,24.1,0.0,76175,0,109243,43.99
2009-08-19,0,98.31,65.41959129422662,0.0,0,91.69,105.96106073421427,0.0,0,95.17,178.39729355178375,0.0,0.0,33125,0,DIA,500.49391410634644,0.0,91.69,XLP,1252.691087763266,0.0,24.05,0.0,76017,0,109142,44.56
2009-08-20,0,100.09,65.41959129422662,0.0,0,93.15,105.96106073421427,0.0,0,95.38,178.39729355178375,0.0,0.0,33433,0,DIA,500.49391410634644,0.0,93.15,XLP,1252.691087763266,0.0,24.29,0.0,77048,0,110481,44.61
2009-08-21,0,101.82,65.41959129422662,0.0,0,93.98,105.96106073421427,0.32899999999999996,0,95.64,178.39729355178375,0.0,0.0,33681,0,DIA,500.49391410634644,0.32899999999999996,93.98,XLP,1252.691087763266,0.0,24.58,0.0,77827,0,111508,45.07
2009-08-24,0,103.39,65.41959129422662,0.0,0,95.43,105.96106073421427,0.0,0,93.49,178.39729355178375,0.0,0.0,33553,0,DIA,500.49391410634644,0.0,95.43,XLP,1252.691087763266,0.0,24.87,0.0,78916,0,112469,43.949999999999996
2009-08-25,0,103.37,65.41959129422662,0.0,0,95.45,105.96106073421427,0.0,0,95.37,178.39729355178375,0.0,0.0,33890,0,DIA,500.49391410634644,0.0,95.45,XLP,1252.691087763266,0.0,24.75,0.0,78776,0,112666,44.62
2009-08-26,0,102.84,65.41959129422662,0.0,0,95.26,105.96106073421427,0.0,0,96.18,178.39729355178375,0.0,0.0,33979,0,DIA,500.49391410634644,0.0,95.26,XLP,1252.691087763266,0.0,24.82,0.0,78768,0,112747,43.48
2009-08-27,0,103.11,65.41959129422662,0.0,0,95.5,105.96106073421427,0.0,0,96.18,178.39729355178375,0.0,0.0,34022,0,DIA,500.49391410634644,0.0,95.5,XLP,1252.691087763266,0.0,24.94,0.0,79039,0,113061,44.58
2009-08-28,0,104.23,65.41959129422662,0.0,0,96.39,105.96106073421427,0.0,0,95.44,178.39729355178375,0.0,0.0,34058,0,DIA,500.49391410634644,0.0,96.39,XLP,1252.691087763266,0.0,24.91,0.0,79447,0,113505,43.89
2009-08-31,0,102.37,65.41959129422662,0.0,0,94.71,105.96106073421427,0.0,0,96.36,178.39729355178375,0.0,0.0,33922,0,DIA,500.49391410634644,0.0,94.71,XLP,1252.691087763266,0.0,24.72,0.0,78368,0,112290,43.85
2009-09-01,0,101.95,71.45916746367914,0.0,0,94.6,115.51684127254897,0.0,0,95.82,161.55616217397278,0.307,0.0,33693,0,DIA,498.6522565913468,0.0,94.6,XLP,1272.6967077712507,0.0,24.71,0.0,78620,0,112313,43.87
2009-09-02,0,99.78,71.45916746367914,0.0,0,92.94,115.51684127254897,0.0,0,96.48,161.55616217397278,0.0,0.0,33453,0,DIA,498.6522565913468,0.0,92.94,XLP,1272.6967077712507,0.0,24.55,0.0,77589,0,111042,43.99
2009-09-03,0,100.4,71.45916746367914,0.0,0,93.24,115.51684127254897,0.0,0,96.84,161.55616217397278,0.0,0.0,33590,0,DIA,498.6522565913468,0.0,93.24,XLP,1272.6967077712507,0.0,24.85,0.0,78120,0,111710,44.339999999999996
2009-09-04,0,100.85,71.45916746367914,0.0,0,93.57,115.51684127254897,0.0,0,96.44,161.55616217397278,0.0,0.0,33596,0,DIA,498.6522565913468,0.0,93.57,XLP,1272.6967077712507,0.0,24.7,0.0,78094,0,111690,43.87
2009-09-08,0,103.0,71.45916746367914,0.0,0,95.2,115.51684127254897,0.0,0,94.48,161.55616217397278,0.0,0.0,33621,0,DIA,498.6522565913468,0.0,95.2,XLP,1272.6967077712507,0.0,24.97,0.0,79250,0,112871,43.14
2009-09-09,0,103.12,71.45916746367914,0.0,0,95.09,115.51684127254897,0.0,0,93.89,161.55616217397278,0.0,0.0,33521,0,DIA,498.6522565913468,0.0,95.09,XLP,1272.6967077712507,0.0,25.1,0.0,79361,0,112882,42.62
2009-09-10,0,103.8,71.45916746367914,0.0,0,95.57,115.51684127254897,0.0,0,94.93,161.55616217397278,0.0,0.0,33793,0,DIA,498.6522565913468,0.0,95.57,XLP,1272.6967077712507,0.0,25.1,0.0,79600,0,113393,43.21
2009-09-11,0,104.99,71.45916746367914,0.0,0,96.37,115.51684127254897,0.0,0,96.82,161.55616217397278,0.0,0.0,34276,0,DIA,498.6522565913468,0.0,96.37,XLP,1272.6967077712507,0.0,25.38,0.0,80356,0,114632,43.31
2009-09-14,0,103.88,71.45916746367914,0.0,0,95.44,115.51684127254897,0.0,0,96.02,161.55616217397278,0.0,0.0,33960,0,DIA,498.6522565913468,0.0,95.44,XLP,1272.6967077712507,0.0,25.12,0.0,79561,0,113521,42.14
2009-09-15,0,105.45,71.45916746367914,0.0,0,96.5,115.51684127254897,0.0,0,95.19,161.55616217397278,0.0,0.0,34061,0,DIA,498.6522565913468,0.0,96.5,XLP,1272.6967077712507,0.0,25.36,0.0,80395,0,114456,42.23
2009-09-16,0,106.1,71.45916746367914,0.0,0,97.32,115.51684127254897,0.0,0,95.34,161.55616217397278,0.0,0.0,34226,0,DIA,498.6522565913468,0.0,97.32,XLP,1272.6967077712507,0.0,25.25,0.0,80664,0,114890,42.08
2009-09-17,0,107.17,71.45916746367914,0.0,0,97.97,115.51684127254897,0.0,0,95.69,161.55616217397278,0.0,0.0,34434,0,DIA,498.6522565913468,0.0,97.97,XLP,1272.6967077712507,0.0,25.36,0.0,81128,0,115562,43.22
2009-09-18,0,107.15,71.45916746367914,0.508,0,98.34,115.51684127254897,0.175,0,96.2,161.55616217397278,0.0,0.0,34558,0,DIA,498.6522565913468,0.175,98.34,XLP,1272.6967077712507,0.179,25.22,0.0,81134,0,115692,42.449999999999996
2009-09-21,0,105.89,71.45916746367914,0.0,0,97.56,115.51684127254897,0.0,0,96.1,161.55616217397278,0.0,0.0,34362,0,DIA,498.6522565913468,0.0,97.56,XLP,1272.6967077712507,0.0,25.37,0.0,80936,0,115298,43.55
2009-09-22,0,107.08,71.45916746367914,0.0,0,98.31,115.51684127254897,0.0,0,95.65,161.55616217397278,0.0,0.0,34461,0,DIA,498.6522565913468,0.0,98.31,XLP,1272.6967077712507,0.0,25.44,0.0,81399,0,115860,41.51
2009-09-23,0,107.32,71.45916746367914,0.0,0,98.36,115.51684127254897,0.0,0,95.94,161.55616217397278,0.0,0.0,34530,0,DIA,498.6522565913468,0.0,98.36,XLP,1272.6967077712507,0.0,25.44,0.0,81424,0,115954,42.46
2009-09-24,0,106.41,71.45916746367914,0.0,0,97.75,115.51684127254897,0.0,0,96.5,161.55616217397278,0.0,0.0,34485,0,DIA,498.6522565913468,0.0,97.75,XLP,1272.6967077712507,0.0,25.41,0.0,81082,0,115567,43.73
2009-09-25,0,104.78,71.45916746367914,0.0,0,96.88,115.51684127254897,0.0,0,97.36,161.55616217397278,0.0,0.0,34407,0,DIA,498.6522565913468,0.0,96.88,XLP,1272.6967077712507,0.0,25.32,0.0,80534,0,114941,42.603
2009-09-28,0,104.85,71.45916746367914,0.0,0,97.01,115.51684127254897,0.0,0,98.32,161.55616217397278,0.0,0.0,34582,0,DIA,498.6522565913468,0.0,97.01,XLP,1272.6967077712507,0.0,25.16,0.0,80395,0,114977,43.533
2009-09-29,0,106.51,71.45916746367914,0.0,0,97.95,115.51684127254897,0.0,0,98.32,161.55616217397278,0.0,0.0,34810,0,DIA,498.6522565913468,0.0,97.95,XLP,1272.6967077712507,0.0,25.42,0.0,81194,0,116004,44.953
2009-09-30,0,106.36,71.45916746367914,0.0,0,97.62,115.51684127254897,0.0,0,98.56,161.55616217397278,0.0,0.0,34800,0,DIA,498.6522565913468,0.0,97.62,XLP,1272.6967077712507,0.0,25.5,0.0,81132,0,115932,44.923
2009-10-01,0,103.0,81.5936501046451,0.0,0,96.92,130.0682928308674,0.0,0,98.96,138.0131960321271,0.307,0.0,34668,0,DIA,500.79510001856755,0.0,96.92,XLP,1274.4403595588701,0.0,25.39,0.0,80895,0,115563,44.693
2009-10-02,0,102.02,81.5936501046451,0.0,0,94.22,130.0682928308674,0.0,0,100.28,138.0131960321271,0.0,0.0,34419,0,DIA,500.79510001856755,0.0,94.22,XLP,1274.4403595588701,0.0,25.09,0.0,79160,0,113579,44.273
2009-10-05,0,102.9,81.5936501046451,0.0,0,95.07,130.0682928308674,0.0,0,99.47,138.0131960321271,0.0,0.0,34489,0,DIA,500.79510001856755,0.0,95.07,XLP,1274.4403595588701,0.0,25.29,0.0,79841,0,114330,43.903
2009-10-06,0,104.77,81.5936501046451,0.0,0,96.58,130.0682928308674,0.0,0,98.76,138.0131960321271,0.0,0.0,34740,0,DIA,500.79510001856755,0.0,96.58,XLP,1274.4403595588701,0.0,25.41,0.0,80750,0,115490,44.673
2009-10-07,0,105.27,81.5936501046451,0.0,0,97.13,130.0682928308674,0.0,0,98.67,138.0131960321271,0.0,0.0,34840,0,DIA,500.79510001856755,0.0,97.13,XLP,1274.4403595588701,0.0,25.63,0.0,81306,0,116146,45.953
2009-10-08,0,106.55,81.5936501046451,0.0,0,97.94,130.0682928308674,0.0,0,99.71,138.0131960321271,0.0,0.0,35193,0,DIA,500.79510001856755,0.0,97.94,XLP,1274.4403595588701,0.0,25.74,0.0,81851,0,117044,45.543
2009-10-09,0,106.64,81.5936501046451,0.0,0,97.87,130.0682928308674,0.0,0,97.62,138.0131960321271,0.0,0.0,34903,0,DIA,500.79510001856755,0.0,97.87,XLP,1274.4403595588701,0.0,25.89,0.0,82008,0,116911,46.023
2009-10-12,0,107.76,81.5936501046451,0.0,0,99.0,130.0682928308674,0.0,0,96.03,138.0131960321271,0.0,0.0,34922,0,DIA,500.79510001856755,0.0,99.0,XLP,1274.4403595588701,0.0,25.9,0.0,82586,0,117508,46.393
2009-10-13,0,107.39,81.5936501046451,0.0,0,98.64,130.0682928308674,0.0,0,96.62,138.0131960321271,0.0,0.0,34927,0,DIA,500.79510001856755,0.0,98.64,XLP,1274.4403595588701,0.0,26.02,0.0,82559,0,117486,45.663
2009-10-14,0,108.72,81.5936501046451,0.0,0,99.77,130.0682928308674,0.0,0,95.51,138.0131960321271,0.0,0.0,35029,0,DIA,500.79510001856755,0.0,99.77,XLP,1274.4403595588701,0.0,26.14,0.0,83278,0,118307,45.723
2009-10-15,0,108.78,81.5936501046451,0.0,0,99.87,130.0682928308674,0.0,0,94.57,138.0131960321271,0.0,0.0,34917,0,DIA,500.79510001856755,0.0,99.87,XLP,1274.4403595588701,0.0,26.01,0.0,83162,0,118079,45.183
2009-10-16,0,108.8,81.5936501046451,0.0,0,99.74,130.0682928308674,0.094,0,95.19,138.0131960321271,0.0,0.0,34987,0,DIA,500.79510001856755,0.094,99.74,XLP,1274.4403595588701,0.0,26.15,0.0,83275,0,118262,45.273
2009-10-19,0,109.07,81.5936501046451,0.0,0,100.11,130.0682928308674,0.0,0,95.59,138.0131960321271,0.0,0.0,35113,0,DIA,500.79510001856755,0.0,100.11,XLP,1274.4403595588701,0.0,26.41,0.0,83792,0,118905,44.463
2009-10-20,0,109.95,81.5936501046451,0.0,0,100.97,130.0682928308674,0.0,0,97.02,138.0131960321271,0.0,0.0,35494,0,DIA,500.79510001856755,0.0,100.97,XLP,1274.4403595588701,0.0,26.5,0.0,84337,0,119831,44.493
2009-10-21,0,109.04,81.5936501046451,0.0,0,100.22,130.0682928308674,0.0,0,96.16,138.0131960321271,0.0,0.0,35203,0,DIA,500.79510001856755,0.0,100.22,XLP,1274.4403595588701,0.0,26.45,0.0,83898,0,119101,44.943
2009-10-22,0,108.19,81.5936501046451,0.0,0,99.62,130.0682928308674,0.0,0,95.38,138.0131960321271,0.0,0.0,34948,0,DIA,500.79510001856755,0.0,99.62,XLP,1274.4403595588701,0.0,26.24,0.0,83330,0,118278,45.673
2009-10-23,0,109.69,81.5936501046451,0.0,0,100.98,130.0682928308674,0.0,0,94.88,138.0131960321271,0.0,0.0,35178,0,DIA,500.79510001856755,0.0,100.98,XLP,1274.4403595588701,0.0,26.4,0.0,84215,0,119393,46.723
2009-10-26,0,108.2,81.5936501046451,0.0,0,99.9,130.0682928308674,0.0,0,94.44,138.0131960321271,0.0,0.0,34856,0,DIA,500.79510001856755,0.0,99.9,XLP,1274.4403595588701,0.0,26.05,0.0,83228,0,118084,46.873
2009-10-27,0,107.03,81.5936501046451,0.0,0,98.95,130.0682928308674,0.0,0,93.97,138.0131960321271,0.0,0.0,34572,0,DIA,500.79510001856755,0.0,98.95,XLP,1274.4403595588701,0.0,25.9,0.0,82561,0,117133,47.003
2009-10-28,0,106.15,81.5936501046451,0.0,0,98.62,130.0682928308674,0.0,0,95.14,138.0131960321271,0.0,0.0,34619,0,DIA,500.79510001856755,0.0,98.62,XLP,1274.4403595588701,0.0,25.81,0.0,82281,0,116900,46.933
2009-10-29,0,105.19,81.5936501046451,0.0,0,98.34,130.0682928308674,0.0,0,94.82,138.0131960321271,0.0,0.0,34460,0,DIA,500.79510001856755,0.0,98.34,XLP,1274.4403595588701,0.0,26.06,0.0,82460,0,116920,47.123
2009-10-30,0,106.3,81.5936501046451,0.0,0,99.35,130.0682928308674,0.0,0,95.1,138.0131960321271,0.0,0.0,34720,0,DIA,500.79510001856755,0.0,99.35,XLP,1274.4403595588701,0.0,26.21,0.0,83157,0,117877,47.573
2009-11-02,0,104.13,73.1395947219314,0.0,0,97.4,117.28992810669477,0.0,0,95.51,165.4134260403672,0.308,0.0,34838,0,QQQ,1189.3294966969038,0.0,41.0,FBT,1271.8442713764493,0.0,25.56,0.0,81270,0,116108,47.513
2009-11-03,0,103.74,73.1395947219314,0.0,0,97.26,117.28992810669477,0.0,0,95.28,165.4134260403672,0.0,0.0,34755,0,QQQ,1189.3294966969038,0.0,40.91,FBT,1271.8442713764493,0.0,25.65,0.0,81278,0,116033,47.403
