Date,On_Ticker_SPY,On_Price_SPY,On_Shares_SPY,On_Dividend_SPY,On_Ticker_DIA,On_Price_DIA,On_Shares_DIA,On_Dividend_DIA,Off_Ticker_TLT,Off_Price_TLT,Off_Shares_TLT,Off_Dividend_TLT,Cash_x,Capital_x,InOutCash_x,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Cash_y,Capital_y,InOutCash_y,Capital,Bench
2008-01-25,0,136.51,57.03961106283368,0.0,0,124.64,94.64253275123069,0.0,0,94.19,97.61972629927564,0.0,0.0,28777,0,TLT,600.5007726642181,0.0,94.19,GLD,167.533251633107,0.0,90.93,0.0,71794,0,100571,36.22
2008-01-28,0,133.26,57.03961106283368,0.0,0,122.02,94.64253275123069,0.0,0,95.68,97.61972629927564,0.0,0.0,28489,0,TLT,600.5007726642181,0.0,95.68,GLD,167.533251633107,0.0,90.96,0.0,72694,0,101183,36.12
2008-01-29,0,136.1,57.03961106283368,0.0,0,124.25,94.64253275123069,0.0,0,95.28,97.61972629927564,0.0,0.0,28823,0,TLT,600.5007726642181,0.0,95.28,GLD,167.533251633107,0.0,91.36,0.0,72521,0,101344,36.75
2008-01-30,0,135.58,57.03961106283368,0.0,0,124.21,94.64253275123069,0.0,0,94.69,97.61972629927564,0.0,0.0,28732,0,TLT,600.5007726642181,0.0,94.69,GLD,167.533251633107,0.0,90.71,0.0,72058,0,100790,35.88
2008-01-31,0,133.4,57.03961106283368,0.0,0,122.67,94.64253275123069,0.0,0,95.3,97.61972629927564,0.0,0.0,28522,0,TLT,600.5007726642181,0.0,95.3,GLD,167.533251633107,0.0,90.92,0.0,72459,0,100981,35.84
2008-02-01,0,137.94,25.03687955440572,0.0,0,126.49,40.95486400981964,0.0,0,95.0,230.41466859071818,0.329,0.0,30523,0,TLT,599.7839807731768,0.0,95.0,GLD,155.25743371512752,0.0,91.75,0.0,71224,0,101747,36.49
2008-02-04,0,139.21,25.03687955440572,0.0,0,127.21,40.95486400981964,0.0,0,94.39,230.41466859071818,0.0,0.0,30444,0,TLT,599.7839807731768,0.0,94.39,GLD,155.25743371512752,0.0,88.51,0.0,70355,0,100799,36.51
2008-02-05,0,135.94,25.03687955440572,0.0,0,124.69,40.95486400981964,0.0,0,95.41,230.41466859071818,0.0,0.0,30494,0,TLT,599.7839807731768,0.0,95.41,GLD,155.25743371512752,0.0,87.9,0.0,70872,0,101366,36.74
2008-02-06,0,134.58,25.03687955440572,0.0,0,123.41,40.95486400981964,0.0,0,94.63,230.41466859071818,0.0,0.0,30227,0,TLT,599.7839807731768,0.0,94.63,GLD,155.25743371512752,0.0,89.0,0.0,70575,0,100802,36.53
2008-02-07,0,131.8,25.03687955440572,0.0,0,121.6,40.95486400981964,0.0,0,94.53,230.41466859071818,0.0,0.0,30061,0,TLT,599.7839807731768,0.0,94.53,GLD,155.25743371512752,0.0,88.95,0.0,70507,0,100568,37.08
2008-02-08,0,133.09,25.03687955440572,0.0,0,122.18,40.95486400981964,0.0,0,93.25,230.41466859071818,0.0,0.0,29822,0,TLT,599.7839807731768,0.0,93.25,GLD,155.25743371512752,0.0,90.0,0.0,69903,0,99725,36.77
2008-02-11,0,133.1,25.03687955440572,0.0,0,121.69,40.95486400981964,0.0,0,94.28,230.41466859071818,0.0,0.0,30039,0,TLT,599.7839807731768,0.0,94.28,GLD,155.25743371512752,0.0,91.04,0.0,70682,0,100721,36.61
2008-02-12,0,134.91,25.03687955440572,0.0,0,123.17,40.95486400981964,0.0,0,93.32,230.41466859071818,0.0,0.0,29924,0,TLT,599.7839807731768,0.0,93.32,GLD,155.25743371512752,0.0,90.83,0.0,70073,0,99997,36.52
2008-02-13,0,136.01,25.03687955440572,0.0,0,124.51,40.95486400981964,0.0,0,92.93,230.41466859071818,0.0,0.0,29916,0,TLT,599.7839807731768,0.0,92.93,GLD,155.25743371512752,0.0,88.88,0.0,69537,0,99453,37.45
2008-02-14,0,136.95,25.03687955440572,0.0,0,125.69,40.95486400981964,0.0,0,91.8,230.41466859071818,0.0,0.0,29728,0,TLT,599.7839807731768,0.0,91.8,GLD,155.25743371512752,0.0,89.37,0.0,68935,0,98663,36.91
2008-02-15,0,134.5,25.03687955440572,0.0,0,123.34,40.95486400981964,0.235,0,91.61,230.41466859071818,0.0,0.0,29527,0,TLT,599.7839807731768,0.0,91.61,GLD,155.25743371512752,0.0,90.3,0.0,68965,0,98492,36.81
2008-02-19,0,136.72,25.03687955440572,0.0,0,124.73,40.95486400981964,0.0,0,91.14,230.41466859071818,0.0,0.0,29531,0,TLT,599.7839807731768,0.0,91.14,GLD,155.25743371512752,0.0,91.23,0.0,68828,0,98359,36.99
2008-02-20,0,133.99,25.03687955440572,0.0,0,122.54,40.95486400981964,0.0,0,90.62,230.41466859071818,0.0,0.0,29253,0,TLT,599.7839807731768,0.0,90.62,GLD,155.25743371512752,0.0,90.84,0.0,68456,0,97709,36.43
2008-02-21,0,136.66,25.03687955440572,0.0,0,124.68,40.95486400981964,0.0,0,92.08,230.41466859071818,0.0,0.0,29744,0,TLT,599.7839807731768,0.0,92.08,GLD,155.25743371512752,0.0,93.44,0.0,69735,0,99479,36.65
2008-02-22,0,134.97,25.03687955440572,0.0,0,123.21,40.95486400981964,0.0,0,92.49,230.41466859071818,0.0,0.0,29736,0,TLT,599.7839807731768,0.0,92.49,GLD,155.25743371512752,0.0,93.56,0.0,69999,0,99735,36.84
2008-02-25,0,135.54,25.03687955440572,0.0,0,123.72,40.95486400981964,0.0,0,91.95,230.41466859071818,0.0,0.0,29647,0,TLT,599.7839807731768,0.0,91.95,GLD,155.25743371512752,0.0,93.71,0.0,69699,0,99346,37.2
2008-02-26,0,136.75,25.03687955440572,0.0,0,125.14,40.95486400981964,0.0,0,90.96,230.41466859071818,0.0,0.0,29507,0,TLT,599.7839807731768,0.0,90.96,GLD,155.25743371512752,0.0,92.43,0.0,68906,0,98413,37.98
2008-02-27,0,137.56,25.03687955440572,0.0,0,126.22,40.95486400981964,0.0,0,91.43,230.41466859071818,0.0,0.0,29680,0,TLT,599.7839807731768,0.0,91.43,GLD,155.25743371512752,0.0,94.56,0.0,69519,0,99199,38.46
2008-02-28,0,137.24,25.03687955440572,0.0,0,126.1,40.95486400981964,0.0,0,92.34,230.41466859071818,0.0,0.0,29876,0,TLT,599.7839807731768,0.0,92.34,GLD,155.25743371512752,0.0,94.92,0.0,70121,0,99997,38.63
2008-02-29,0,135.6,25.03687955440572,0.0,0,124.7,40.95486400981964,0.0,0,93.65,230.41466859071818,0.0,0.0,30080,0,TLT,599.7839807731768,0.0,93.65,GLD,155.25743371512752,0.0,95.82,0.0,71046,0,101126,38.5
2008-03-03,0,133.14,35.82807747444396,0.0,0,122.47,58.42431087140689,0.0,0,93.67,197.82158526890595,0.348,0.0,30455,0,TLT,606.9407191389619,0.0,93.67,GLD,145.74481429898114,0.0,97.52,0.0,71065,0,101520,38.36
2008-03-04,0,132.23,35.82807747444396,0.0,0,121.51,58.42431087140689,0.0,0,93.94,197.82158526890595,0.0,0.0,30420,0,TLT,606.9407191389619,0.0,93.94,GLD,145.74481429898114,0.0,97.28,0.0,71194,0,101614,38.46
2008-03-05,0,133.42,35.82807747444396,0.0,0,122.63,58.42431087140689,0.0,0,93.06,197.82158526890595,0.0,0.0,30354,0,TLT,606.9407191389619,0.0,93.06,GLD,145.74481429898114,0.0,96.1,0.0,70487,0,100841,38.25
2008-03-06,0,132.98,35.82807747444396,0.0,0,122.2,58.42431087140689,0.0,0,91.82,197.82158526890595,0.0,0.0,30067,0,TLT,606.9407191389619,0.0,91.82,GLD,145.74481429898114,0.0,96.98,0.0,69863,0,99930,38.17
2008-03-07,0,129.77,35.82807747444396,0.0,0,119.47,58.42431087140689,0.0,0,93.29,197.82158526890595,0.0,0.0,30084,0,TLT,606.9407191389619,0.0,93.29,GLD,145.74481429898114,0.0,96.6,0.0,70700,0,100784,38.29
2008-03-10,0,129.84,35.82807747444396,0.0,0,119.29,58.42431087140689,0.0,0,92.71,197.82158526890595,0.0,0.0,29961,0,TLT,606.9407191389619,0.0,92.71,GLD,145.74481429898114,0.0,95.0,0.0,70115,0,100076,38.58
2008-03-11,0,130.72,35.82807747444396,0.0,0,120.0,58.42431087140689,0.0,0,93.0,197.82158526890595,0.0,0.0,30091,0,TLT,606.9407191389619,0.0,93.0,GLD,145.74481429898114,0.0,96.52,0.0,70512,0,100603,38.72
2008-03-12,0,132.74,35.82807747444396,0.0,0,122.03,58.42431087140689,0.0,0,93.13,197.82158526890595,0.0,0.0,30308,0,TLT,606.9407191389619,0.0,93.13,GLD,145.74481429898114,0.0,96.58,0.0,70600,0,100908,38.96
2008-03-13,0,129.61,35.82807747444396,0.0,0,119.82,58.42431087140689,0.0,0,95.03,197.82158526890595,0.0,0.0,30443,0,TLT,606.9407191389619,0.0,95.03,GLD,145.74481429898114,0.0,98.5,0.0,72033,0,102476,39.08
2008-03-14,0,132.77,35.82807747444396,0.0,0,122.37,58.42431087140689,0.0,0,94.62,197.82158526890595,0.0,0.0,30624,0,TLT,606.9407191389619,0.0,94.62,GLD,145.74481429898114,0.0,98.03,0.0,71716,0,102340,39.1
2008-03-17,0,126.57,35.82807747444396,0.0,0,117.68,58.42431087140689,0.0,0,95.59,197.82158526890595,0.0,0.0,30319,0,TLT,606.9407191389619,0.0,95.59,GLD,145.74481429898114,0.0,99.32,0.0,72492,0,102811,39.1
2008-03-18,0,130.62,35.82807747444396,0.0,0,121.81,58.42431087140689,0.0,0,95.3,197.82158526890595,0.0,0.0,30648,0,TLT,606.9407191389619,0.0,95.3,GLD,145.74481429898114,0.0,99.35,0.0,72321,0,102969,38.55
2008-03-19,0,134.14,35.82807747444396,0.0,0,124.48,58.42431087140689,0.0,0,95.12,197.82158526890595,0.0,0.0,30895,0,TLT,606.9407191389619,0.0,95.12,GLD,145.74481429898114,0.0,95.65,0.0,71672,0,102567,38.54
2008-03-20,0,130.05,35.82807747444396,0.642,0,121.51,58.42431087140689,0.29600000000000004,0,97.0,197.82158526890595,0.0,0.0,30947,0,TLT,606.9407191389619,0.0,97.0,GLD,145.74481429898114,0.0,90.73,0.0,72096,0,103043,38.41
2008-03-24,0,133.31,35.82807747444396,0.0,0,124.05,58.42431087140689,0.0,0,96.48,197.82158526890595,0.0,0.0,31109,0,TLT,606.9407191389619,0.0,96.48,GLD,145.74481429898114,0.0,90.65,0.0,71769,0,102878,38.95
2008-03-25,0,134.86,35.82807747444396,0.0,0,125.39,58.42431087140689,0.0,0,95.38,197.82158526890595,0.0,0.0,31025,0,TLT,606.9407191389619,0.0,95.38,GLD,145.74481429898114,0.0,91.91,0.0,71285,0,102310,39.71
2008-03-26,0,134.46,35.82807747444396,0.0,0,124.79,58.42431087140689,0.0,0,95.78,197.82158526890595,0.0,0.0,31055,0,TLT,606.9407191389619,0.0,95.78,GLD,145.74481429898114,0.0,93.11,0.0,71703,0,102758,39.85
2008-03-27,0,134.2,35.82807747444396,0.0,0,124.56,58.42431087140689,0.0,0,94.64,197.82158526890595,0.0,0.0,30807,0,TLT,606.9407191389619,0.0,94.64,GLD,145.74481429898114,0.0,93.51,0.0,71069,0,101876,40.323
2008-03-28,0,132.99,35.82807747444396,0.0,0,123.43,58.42431087140689,0.0,0,95.09,197.82158526890595,0.0,0.0,30786,0,TLT,606.9407191389619,0.0,95.09,GLD,145.74481429898114,0.0,91.96,0.0,71116,0,101902,40.143
2008-03-31,0,131.29,35.82807747444396,0.0,0,121.9,58.42431087140689,0.0,0,96.11,197.82158526890595,0.0,0.0,30838,0,TLT,606.9407191389619,0.0,96.11,GLD,145.74481429898114,0.0,92.56,0.0,71823,0,102661,40.243
2008-04-01,0,133.61,26.37735502174741,0.0,0,123.89,42.670252697421155,0.0,0,94.81,228.095147913464,0.406,0.0,30436,0,TLT,599.2702004534062,0.0,94.81,GLD,161.66858554799524,0.0,87.86,0.0,71021,0,101457,40.223000000000006
2008-04-02,0,137.05,26.37735502174741,0.0,0,126.36,42.670252697421155,0.0,0,93.99,228.095147913464,0.0,0.0,30445,0,TLT,599.2702004534062,0.0,93.99,GLD,161.66858554799524,0.0,87.28,0.0,70435,0,100880,40.553000000000004
2008-04-03,0,135.96,26.37735502174741,0.0,0,125.53,42.670252697421155,0.0,0,94.5,228.095147913464,0.0,0.0,30497,0,TLT,599.2702004534062,0.0,94.5,GLD,161.66858554799524,0.0,88.59,0.0,70953,0,101450,40.173
2008-04-04,0,137.12,26.37735502174741,0.0,0,126.29,42.670252697421155,0.0,0,95.17,228.095147913464,0.0,0.0,30713,0,TLT,599.2702004534062,0.0,95.17,GLD,161.66858554799524,0.0,89.48,0.0,71498,0,102211,40.063
2008-04-07,0,137.87,26.37735502174741,0.0,0,126.76,42.670252697421155,0.0,0,94.62,228.095147913464,0.0,0.0,30627,0,TLT,599.2702004534062,0.0,94.62,GLD,161.66858554799524,0.0,90.73,0.0,71371,0,101998,40.543000000000006
2008-04-08,0,136.19,26.37735502174741,0.0,0,125.42,42.670252697421155,0.0,0,95.18,228.095147913464,0.0,0.0,30654,0,TLT,599.2702004534062,0.0,95.18,GLD,161.66858554799524,0.0,90.04,0.0,71595,0,102249,40.693000000000005
2008-04-09,0,136.61,26.37735502174741,0.0,0,126.05,42.670252697421155,0.0,0,94.56,228.095147913464,0.0,0.0,30550,0,TLT,599.2702004534062,0.0,94.56,GLD,161.66858554799524,0.0,90.3,0.0,71265,0,101815,40.793000000000006
2008-04-10,0,135.42,26.37735502174741,0.0,0,125.51,42.670252697421155,0.0,0,95.31,228.095147913464,0.0,0.0,30667,0,TLT,599.2702004534062,0.0,95.31,GLD,161.66858554799524,0.0,92.32,0.0,72041,0,102708,40.923
2008-04-11,0,134.49,26.37735502174741,0.0,0,124.55,42.670252697421155,0.0,0,95.6,228.095147913464,0.0,0.0,30667,0,TLT,599.2702004534062,0.0,95.6,GLD,161.66858554799524,0.0,91.41,0.0,72068,0,102735,40.623000000000005
2008-04-14,0,133.19,26.37735502174741,0.0,0,123.32,42.670252697421155,0.0,0,95.34,228.095147913464,0.0,0.0,30521,0,TLT,599.2702004534062,0.0,95.34,GLD,161.66858554799524,0.0,91.32,0.0,71897,0,102418,40.043000000000006
2008-04-15,0,133.58,26.37735502174741,0.0,0,123.75,42.670252697421155,0.0,0,94.42,228.095147913464,0.0,0.0,30340,0,TLT,599.2702004534062,0.0,94.42,GLD,161.66858554799524,0.0,91.73,0.0,71412,0,101752,40.263000000000005
2008-04-16,0,134.54,26.37735502174741,0.0,0,124.53,42.670252697421155,0.0,0,93.8,228.095147913464,0.0,0.0,30257,0,TLT,599.2702004534062,0.0,93.8,GLD,161.66858554799524,0.0,93.19,0.0,71277,0,101534,41.323
2008-04-17,0,136.02,26.37735502174741,0.0,0,125.8,42.670252697421155,0.0,0,92.98,228.095147913464,0.0,0.0,30164,0,TLT,599.2702004534062,0.0,92.98,GLD,161.66858554799524,0.0,93.31,0.0,70805,0,100969,41.383
2008-04-18,0,138.94,26.37735502174741,0.0,0,127.96,42.670252697421155,0.156,0,92.0,228.095147913464,0.0,0.0,30109,0,TLT,599.2702004534062,0.0,92.0,GLD,161.66858554799524,0.0,89.72,0.0,69637,0,99746,41.383
2008-04-21,0,138.23,26.37735502174741,0.0,0,127.74,42.670252697421155,0.0,0,92.41,228.095147913464,0.0,0.0,30175,0,TLT,599.2702004534062,0.0,92.41,GLD,161.66858554799524,0.0,90.79,0.0,70056,0,100231,41.623000000000005
2008-04-22,0,138.19,26.37735502174741,0.0,0,127.75,42.670252697421155,0.0,0,92.91,228.095147913464,0.0,0.0,30288,0,TLT,599.2702004534062,0.0,92.91,GLD,161.66858554799524,0.0,90.42,0.0,70296,0,100584,41.453
2008-04-23,0,138.09,26.37735502174741,0.0,0,127.49,42.670252697421155,0.0,0,93.09,228.095147913464,0.0,0.0,30315,0,TLT,599.2702004534062,0.0,93.09,GLD,161.66858554799524,0.0,89.0,0.0,70174,0,100489,41.783
2008-04-24,0,138.08,26.37735502174741,0.0,0,127.77,42.670252697421155,0.0,0,92.26,228.095147913464,0.0,0.0,30138,0,TLT,599.2702004534062,0.0,92.26,GLD,161.66858554799524,0.0,88.26,0.0,69557,0,99695,42.253
2008-04-25,0,139.4,26.37735502174741,0.0,0,128.91,42.670252697421155,0.0,0,92.14,228.095147913464,0.0,0.0,30194,0,TLT,599.2702004534062,0.0,92.14,GLD,161.66858554799524,0.0,88.33,0.0,69496,0,99690,42.453
2008-04-28,0,139.88,26.37735502174741,0.0,0,128.88,42.670252697421155,0.0,0,91.53,228.095147913464,0.0,0.0,30066,0,TLT,599.2702004534062,0.0,91.53,GLD,161.66858554799524,0.0,87.88,0.0,69058,0,99124,42.193000000000005
2008-04-29,0,139.39,26.37735502174741,0.0,0,128.38,42.670252697421155,0.0,0,92.38,228.095147913464,0.0,0.0,30226,0,TLT,599.2702004534062,0.0,92.38,GLD,161.66858554799524,0.0,86.73,0.0,69382,0,99608,42.243
2008-04-30,0,139.29,26.37735502174741,0.0,0,128.53,42.670252697421155,0.0,0,92.42,228.095147913464,0.0,0.0,30239,0,TLT,599.2702004534062,0.0,92.42,GLD,161.66858554799524,0.0,86.1,0.0,69304,0,99543,41.713
2008-05-01,0,138.38,54.3035208458099,0.0,0,128.0,88.06079548409967,0.0,0,93.44,121.08219819933935,0.336,0.0,30100,0,TLT,450.9951229573681,0.0,93.44,SPY,203.02059203707898,0.0,138.38,0.0,70234,0,100334,42.063
2008-05-02,0,142.34,54.3035208458099,0.0,0,131.29,88.06079548409967,0.0,0,91.78,121.08219819933935,0.0,0.0,30403,0,TLT,450.9951229573681,0.0,91.78,SPY,203.02059203707898,0.0,142.34,0.0,70290,0,100693,41.943000000000005
2008-05-05,0,141.05,54.3035208458099,0.0,0,130.38,88.06079548409967,0.0,0,91.86,121.08219819933935,0.0,0.0,30263,0,TLT,450.9951229573681,0.0,91.86,SPY,203.02059203707898,0.0,141.05,0.0,70064,0,100327,42.303000000000004
2008-05-06,0,140.02,54.3035208458099,0.0,0,129.1,88.06079548409967,0.0,0,92.01,121.08219819933935,0.0,0.0,30113,0,TLT,450.9951229573681,0.0,92.01,SPY,203.02059203707898,0.0,140.02,0.0,69923,0,100036,42.183
2008-05-07,0,141.89,54.3035208458099,0.0,0,130.27,88.06079548409967,0.0,0,90.73,121.08219819933935,0.0,0.0,30162,0,TLT,450.9951229573681,0.0,90.73,SPY,203.02059203707898,0.0,141.89,0.0,69725,0,99887,42.603
2008-05-08,0,139.74,54.3035208458099,0.0,0,128.62,88.06079548409967,0.0,0,91.44,121.08219819933935,0.0,0.0,29986,0,TLT,450.9951229573681,0.0,91.44,SPY,203.02059203707898,0.0,139.74,0.0,69609,0,99595,42.743
2008-05-09,0,138.6,54.3035208458099,0.0,0,127.66,88.06079548409967,0.0,0,92.73,121.08219819933935,0.0,0.0,29996,0,TLT,450.9951229573681,0.0,92.73,SPY,203.02059203707898,0.0,138.6,0.0,69959,0,99955,42.183
2008-05-12,0,139.25,54.3035208458099,0.0,0,127.82,88.06079548409967,0.0,0,92.76,121.08219819933935,0.0,0.0,30049,0,TLT,450.9951229573681,0.0,92.76,SPY,203.02059203707898,0.0,139.25,0.0,70104,0,100153,42.583000000000006
2008-05-13,0,140.8,54.3035208458099,0.0,0,128.98,88.06079548409967,0.0,0,91.83,121.08219819933935,0.0,0.0,30122,0,TLT,450.9951229573681,0.0,91.83,SPY,203.02059203707898,0.0,140.8,0.0,70000,0,100122,42.753
2008-05-14,0,141.07,54.3035208458099,0.0,0,128.78,88.06079548409967,0.0,0,92.0,121.08219819933935,0.0,0.0,30140,0,TLT,450.9951229573681,0.0,92.0,SPY,203.02059203707898,0.0,141.07,0.0,70131,0,100271,41.833000000000006
2008-05-15,0,141.04,54.3035208458099,0.0,0,129.0,88.06079548409967,0.0,0,91.17,121.08219819933935,0.0,0.0,30057,0,TLT,450.9951229573681,0.0,91.17,SPY,203.02059203707898,0.0,141.04,0.0,69751,0,99808,42.123000000000005
2008-05-16,0,142.86,54.3035208458099,0.0,0,130.02,88.06079548409967,0.32799999999999996,0,91.88,121.08219819933935,0.0,0.0,30332,0,TLT,450.9951229573681,0.0,91.88,SPY,203.02059203707898,0.0,142.86,0.0,70440,0,100772,42.093
2008-05-19,0,142.81,54.3035208458099,0.0,0,129.71,88.06079548409967,0.0,0,92.26,121.08219819933935,0.0,0.0,30348,0,TLT,450.9951229573681,0.0,92.26,SPY,203.02059203707898,0.0,142.81,0.0,70602,0,100950,42.563
2008-05-20,0,142.27,54.3035208458099,0.0,0,129.52,88.06079548409967,0.0,0,92.44,121.08219819933935,0.0,0.0,30324,0,TLT,450.9951229573681,0.0,92.44,SPY,203.02059203707898,0.0,142.27,0.0,70573,0,100897,42.61300000000001
2008-05-21,0,141.81,54.3035208458099,0.0,0,128.43,88.06079548409967,0.0,0,92.05,121.08219819933935,0.0,0.0,30156,0,TLT,450.9951229573681,0.0,92.05,SPY,203.02059203707898,0.0,141.81,0.0,70304,0,100460,43.283
2008-05-22,0,139.43,54.3035208458099,0.0,0,126.12,88.06079548409967,0.0,0,91.93,121.08219819933935,0.0,0.0,29808,0,TLT,450.9951229573681,0.0,91.93,SPY,203.02059203707898,0.0,139.43,0.0,69767,0,99575,42.86300000000001
2008-05-23,0,139.05,54.3035208458099,0.0,0,125.63,88.06079548409967,0.0,0,91.83,121.08219819933935,0.0,0.0,29732,0,TLT,450.9951229573681,0.0,91.83,SPY,203.02059203707898,0.0,139.05,0.0,69644,0,99376,43.073
2008-05-27,0,137.8,54.3035208458099,0.0,0,124.87,88.06079548409967,0.0,0,91.38,121.08219819933935,0.0,0.0,29543,0,TLT,450.9951229573681,0.0,91.38,SPY,203.02059203707898,0.0,137.8,0.0,69188,0,98731,43.523
2008-05-28,0,139.17,54.3035208458099,0.0,0,125.77,88.06079548409967,0.0,0,90.54,121.08219819933935,0.0,0.0,29595,0,TLT,450.9951229573681,0.0,90.54,SPY,203.02059203707898,0.0,139.17,0.0,69087,0,98682,44.013000000000005
2008-05-29,0,139.13,54.3035208458099,0.0,0,125.68,88.06079548409967,0.0,0,90.01,121.08219819933935,0.0,0.0,29521,0,TLT,450.9951229573681,0.0,90.01,SPY,203.02059203707898,0.0,139.13,0.0,68840,0,98361,44.283
2008-05-30,0,140.47,54.3035208458099,0.0,0,126.7,88.06079548409967,0.0,0,90.13,121.08219819933935,0.0,0.0,29698,0,TLT,450.9951229573681,0.0,90.13,SPY,203.02059203707898,0.0,140.47,0.0,69166,0,98864,44.083000000000006
2008-06-02,0,139.83,47.7294558793223,0.0,0,125.98,79.46511131456148,0.0,0,89.98,143.7758052330899,0.327,0.0,29621,0,TLT,460.90698034499366,0.0,89.98,SPY,197.727765102589,0.0,139.83,0.0,69120,0,98741,44.183
2008-06-03,0,139.3,47.7294558793223,0.0,0,125.39,79.46511131456148,0.0,0,90.06,143.7758052330899,0.0,0.0,29561,0,TLT,460.90698034499366,0.0,90.06,SPY,197.727765102589,0.0,139.3,0.0,69052,0,98613,44.443000000000005
2008-06-04,0,137.7,47.7294558793223,0.0,0,123.82,79.46511131456148,0.0,0,91.39,143.7758052330899,0.0,0.0,29551,0,TLT,460.90698034499366,0.0,91.39,SPY,197.727765102589,0.0,137.7,0.0,69349,0,98900,44.603
