Date,On_Price_QQQ,On_Shares_QQQ,On_Dividend_QQQ,On_Price_EEM,On_Shares_EEM,On_Dividend_EEM,Off_Price_IEF,Off_Shares_IEF,Off_Dividend_IEF,Cash,Capital,InOutCash,Bench
2003-07-30,31.42,74.64442777523521,0.0,14.01,41.959470943473995,0.0,83.94,81.17675571999756,0.0,0.0,9747,0,31.42
2003-07-31,31.8,60.08331094307192,0.0,14.08,33.924880823680525,0.0,83.38,88.648076351895,0.0,0.0,9779,0,31.8
2003-08-01,31.46,60.08331094307192,0.0,14.11,33.924880823680525,0.0,83.0,88.648076351895,0.7170000000000001,0.0,9726,0,31.46
2003-08-04,31.45,60.08331094307192,0.0,14.05,33.924880823680525,0.0,83.61,88.648076351895,0.0,0.0,9778,0,31.45
2003-08-05,30.21,60.08331094307192,0.0,13.9,33.924880823680525,0.0,83.05,88.648076351895,0.0,0.0,9648,0,30.21
2003-08-06,30.19,60.08331094307192,0.0,13.83,33.924880823680525,0.0,83.9,88.648076351895,0.0,0.0,9720,0,30.19
2003-08-07,30.31,60.08331094307192,0.0,13.93,33.924880823680525,0.0,84.2,88.648076351895,0.0,0.0,9757,0,30.31
2003-08-08,30.07,60.08331094307192,0.0,14.03,33.924880823680525,0.0,84.19,88.648076351895,0.0,0.0,9745,0,30.07
2003-08-11,30.4,60.08331094307192,0.0,14.09,33.924880823680525,0.0,83.84,88.648076351895,0.0,0.0,9736,0,30.4
2003-08-12,30.86,60.08331094307192,0.0,14.14,33.924880823680525,0.0,83.69,88.648076351895,0.0,0.0,9752,0,30.86
2003-08-13,30.87,60.08331094307192,0.0,14.34,33.924880823680525,0.0,82.76,88.648076351895,0.0,0.0,9677,0,30.87
2003-08-14,30.9,60.08331094307192,0.0,14.53,33.924880823680525,0.0,82.93,88.648076351895,0.0,0.0,9701,0,30.9
2003-08-15,31.17,60.08331094307192,0.0,14.39,33.924880823680525,0.0,82.9,88.648076351895,0.0,0.0,9709,0,31.17
2003-08-18,31.97,60.08331094307192,0.0,14.7,33.924880823680525,0.0,83.15,88.648076351895,0.0,0.0,9790,0,31.97
2003-08-19,32.37,60.08331094307192,0.0,14.77,33.924880823680525,0.0,83.81,88.648076351895,0.0,0.0,9875,0,32.37
2003-08-20,32.29,60.08331094307192,0.0,14.77,33.924880823680525,0.0,83.41,88.648076351895,0.0,0.0,9835,0,32.29
2003-08-21,32.64,60.08331094307192,0.0,15.04,33.924880823680525,0.0,83.1,88.648076351895,0.0,0.0,9838,0,32.64
2003-08-22,32.44,60.08331094307192,0.0,15.12,33.924880823680525,0.0,83.16,88.648076351895,0.0,0.0,9834,0,32.44
2003-08-25,32.51,60.08331094307192,0.0,15.0,33.924880823680525,0.0,82.8,88.648076351895,0.0,0.0,9802,0,32.51
2003-08-26,32.54,60.08331094307192,0.0,14.82,33.924880823680525,0.0,83.1,88.648076351895,0.0,0.0,9824,0,32.54
2003-08-27,32.8,60.08331094307192,0.0,14.99,33.924880823680525,0.0,82.9,88.648076351895,0.0,0.0,9828,0,32.8
2003-08-28,33.09,60.08331094307192,0.0,15.09,33.924880823680525,0.0,83.48,88.648076351895,0.0,0.0,9900,0,33.09
2003-08-29,33.39,75.31650722149413,0.0,15.2,41.36214105469884,0.0,83.25,81.84773790651221,0.0,0.0,9957,0,33.39
2003-09-02,33.87,75.31650722149413,0.0,15.43,41.36214105469884,0.0,82.15,81.84773790651221,0.764,0.0,9912,0,33.87
2003-09-03,33.85,75.31650722149413,0.0,15.55,41.36214105469884,0.0,82.36,81.84773790651221,0.0,0.0,9933,0,33.85
2003-09-04,34.16,75.31650722149413,0.0,15.61,41.36214105469884,0.0,82.89,81.84773790651221,0.0,0.0,10002,0,34.16
2003-09-05,33.94,75.31650722149413,0.0,15.59,41.36214105469884,0.0,83.94,81.84773790651221,0.0,0.0,10071,0,33.94
2003-09-08,34.5,75.31650722149413,0.0,15.89,41.36214105469884,0.0,83.55,81.84773790651221,0.0,0.0,10094,0,34.5
2003-09-09,34.09,75.31650722149413,0.0,15.61,41.36214105469884,0.0,83.95,81.84773790651221,0.0,0.0,10084,0,34.09
2003-09-10,33.27,75.31650722149413,0.0,15.35,41.36214105469884,0.0,84.52,81.84773790651221,0.0,0.0,10058,0,33.27
2003-09-11,33.64,75.31650722149413,0.0,15.33,41.36214105469884,0.0,84.22,81.84773790651221,0.0,0.0,10060,0,33.64
2003-09-12,33.82,75.31650722149413,0.0,15.44,41.36214105469884,0.0,84.56,81.84773790651221,0.0,0.0,10106,0,33.82
2003-09-15,33.49,75.31650722149413,0.0,15.21,41.36214105469884,0.0,84.71,81.84773790651221,0.0,0.0,10084,0,33.49
2003-09-16,34.4,75.31650722149413,0.0,15.53,41.36214105469884,0.0,84.64,81.84773790651221,0.0,0.0,10160,0,34.4
2003-09-17,34.26,75.31650722149413,0.0,15.46,41.36214105469884,0.0,85.11,81.84773790651221,0.0,0.0,10185,0,34.26
2003-09-18,34.78,75.31650722149413,0.0,15.64,41.36214105469884,0.0,85.1,81.84773790651221,0.0,0.0,10231,0,34.78
2003-09-19,34.58,75.31650722149413,0.0,15.57,41.36214105469884,0.0,85.1,81.84773790651221,0.0,0.0,10213,0,34.58
2003-09-22,33.92,75.31650722149413,0.0,15.31,41.36214105469884,0.0,84.73,81.84773790651221,0.0,0.0,10122,0,33.92
2003-09-23,34.52,75.31650722149413,0.0,15.35,41.36214105469884,0.0,84.93,81.84773790651221,0.0,0.0,10186,0,34.52
2003-09-24,33.22,75.31650722149413,0.0,15.38,41.36214105469884,0.0,85.36,81.84773790651221,0.0,0.0,10124,0,33.22
2003-09-25,32.79,75.31650722149413,0.0,15.15,41.36214105469884,0.0,85.48,81.84773790651221,0.0,0.0,10092,0,32.79
2003-09-26,32.58,75.31650722149413,0.0,15.04,41.36214105469884,0.0,86.13,81.84773790651221,0.0,0.0,10125,0,32.58
2003-09-29,33.14,75.31650722149413,0.0,15.15,41.36214105469884,0.0,85.76,81.84773790651221,0.0,0.0,10141,0,33.14
2003-09-30,32.42,59.63906442191955,0.0,15.1,32.01156404898397,0.0,86.59,89.97898762279608,0.0,0.0,10208,0,32.42
2003-10-01,33.15,59.63906442191955,0.0,15.5,32.01156404898397,0.0,86.24,89.97898762279608,0.731,0.0,10233,0,33.15
2003-10-02,33.26,59.63906442191955,0.0,15.72,32.01156404898397,0.0,85.93,89.97898762279608,0.0,0.0,10218,0,33.26
2003-10-03,34.19,59.63906442191955,0.0,15.88,32.01156404898397,0.0,84.74,89.97898762279608,0.0,0.0,10172,0,34.19
2003-10-06,34.44,59.63906442191955,0.0,15.94,32.01156404898397,0.0,84.99,89.97898762279608,0.0,0.0,10211,0,34.44
2003-10-07,34.65,59.63906442191955,0.0,15.92,32.01156404898397,0.0,84.5,89.97898762279608,0.0,0.0,10179,0,34.65
2003-10-08,34.43,59.63906442191955,0.0,16.04,32.01156404898397,0.0,84.65,89.97898762279608,0.0,0.0,10183,0,34.43
2003-10-09,34.69,59.63906442191955,0.0,16.31,32.01156404898397,0.0,84.38,89.97898762279608,0.0,0.0,10183,0,34.69
2003-10-10,35.01,59.63906442191955,0.0,16.51,32.01156404898397,0.0,84.63,89.97898762279608,0.0,0.0,10231,0,35.01
2003-10-13,35.24,59.63906442191955,0.0,16.76,32.01156404898397,0.0,84.5,89.97898762279608,0.0,0.0,10241,0,35.24
2003-10-14,35.33,59.63906442191955,0.0,16.44,32.01156404898397,0.0,84.16,89.97898762279608,0.0,0.0,10205,0,35.33
2003-10-15,35.18,59.63906442191955,0.0,16.64,32.01156404898397,0.0,83.86,89.97898762279608,0.0,0.0,10176,0,35.18
2003-10-16,35.46,59.63906442191955,0.0,16.64,32.01156404898397,0.0,83.4,89.97898762279608,0.0,0.0,10151,0,35.46
2003-10-17,34.61,59.63906442191955,0.0,16.53,32.01156404898397,0.0,83.85,89.97898762279608,0.0,0.0,10137,0,34.61
2003-10-20,35.04,59.63906442191955,0.0,16.63,32.01156404898397,0.0,83.91,89.97898762279608,0.0,0.0,10172,0,35.04
2003-10-21,35.25,59.63906442191955,0.0,16.71,32.01156404898397,0.0,84.06,89.97898762279608,0.0,0.0,10200,0,35.25
2003-10-22,34.57,59.63906442191955,0.0,16.46,32.01156404898397,0.0,84.67,89.97898762279608,0.0,0.0,10207,0,34.57
2003-10-23,34.17,59.63906442191955,0.0,16.22,32.01156404898397,0.0,84.4,89.97898762279608,0.0,0.0,10151,0,34.17
2003-10-24,34.2,59.63906442191955,0.0,16.14,32.01156404898397,0.0,84.99,89.97898762279608,0.0,0.0,10203,0,34.2
2003-10-27,34.21,59.63906442191955,0.0,16.32,32.01156404898397,0.0,84.76,89.97898762279608,0.0,0.0,10189,0,34.21
2003-10-28,35.36,59.63906442191955,0.0,16.55,32.01156404898397,0.0,85.16,89.97898762279608,0.0,0.0,10301,0,35.36
2003-10-29,35.32,59.63906442191955,0.0,16.68,32.01156404898397,0.0,84.61,89.97898762279608,0.0,0.0,10253,0,35.32
2003-10-30,35.39,59.63906442191955,0.0,16.62,32.01156404898397,0.0,84.3,89.97898762279608,0.0,0.0,10227,0,35.39
2003-10-31,35.18,70.2581968483628,0.0,16.49,37.47245853737725,0.0,84.6,85.17893971595397,0.0,0.0,10295,0,35.18
2003-11-03,35.76,70.2581968483628,0.0,16.88,37.47245853737725,0.0,84.0,85.17893971595397,0.27899999999999997,0.0,10299,0,35.76
2003-11-04,35.52,70.2581968483628,0.0,16.93,37.47245853737725,0.0,84.3,85.17893971595397,0.0,0.0,10310,0,35.52
2003-11-05,35.84,70.2581968483628,0.0,16.95,37.47245853737725,0.0,84.0,85.17893971595397,0.0,0.0,10308,0,35.84
2003-11-06,35.94,70.2581968483628,0.0,16.83,37.47245853737725,0.0,83.57,85.17893971595397,0.0,0.0,10274,0,35.94
2003-11-07,35.63,70.2581968483628,0.0,16.85,37.47245853737725,0.0,83.43,85.17893971595397,0.0,0.0,10241,0,35.63
2003-11-10,35.19,70.2581968483628,0.0,16.62,37.47245853737725,0.0,83.4,85.17893971595397,0.0,0.0,10199,0,35.19
2003-11-11,35.06,70.2581968483628,0.0,16.4,37.47245853737725,0.0,83.53,85.17893971595397,0.0,0.0,10192,0,35.06
2003-11-12,35.81,70.2581968483628,0.0,16.7,37.47245853737725,0.0,83.8,85.17893971595397,0.0,0.0,10279,0,35.81
2003-11-13,35.77,70.2581968483628,0.0,16.82,37.47245853737725,0.0,84.53,85.17893971595397,0.0,0.0,10343,0,35.77
2003-11-14,35.04,70.2581968483628,0.0,16.74,37.47245853737725,0.0,84.99,85.17893971595397,0.0,0.0,10328,0,35.04
2003-11-17,34.68,70.2581968483628,0.0,16.41,37.47245853737725,0.0,85.09,85.17893971595397,0.0,0.0,10299,0,34.68
2003-11-18,33.88,70.2581968483628,0.0,16.44,37.47245853737725,0.0,85.44,85.17893971595397,0.0,0.0,10274,0,33.88
2003-11-19,34.21,70.2581968483628,0.0,16.34,37.47245853737725,0.0,84.86,85.17893971595397,0.0,0.0,10244,0,34.21
2003-11-20,33.88,70.2581968483628,0.0,16.13,37.47245853737725,0.0,85.39,85.17893971595397,0.0,0.0,10258,0,33.88
2003-11-21,34.23,70.2581968483628,0.0,16.27,37.47245853737725,0.0,85.35,85.17893971595397,0.0,0.0,10284,0,34.23
2003-11-24,35.18,70.2581968483628,0.0,16.44,37.47245853737725,0.0,84.9,85.17893971595397,0.0,0.0,10319,0,35.18
2003-11-25,35.18,70.2581968483628,0.0,16.5,37.47245853737725,0.0,85.11,85.17893971595397,0.0,0.0,10339,0,35.18
2003-11-26,35.34,70.2581968483628,0.0,16.65,37.47245853737725,0.0,84.9,85.17893971595397,0.0,0.0,10338,0,35.34
2003-11-28,35.38,69.00205429272597,0.0,16.8,36.32876013209293,0.0,84.34,86.1677337471359,0.0,0.0,10319,0,35.38
2003-12-01,35.9,69.00205429272597,0.0,17.28,36.32876013209293,0.0,83.6,86.1677337471359,0.226,0.0,10308,0,35.9
2003-12-02,35.7,69.00205429272597,0.0,17.2,36.32876013209293,0.0,83.84,86.1677337471359,0.0,0.0,10312,0,35.7
2003-12-03,35.25,69.00205429272597,0.0,17.14,36.32876013209293,0.0,83.62,86.1677337471359,0.0,0.0,10260,0,35.25
2003-12-04,35.63,69.00205429272597,0.0,17.03,36.32876013209293,0.0,83.8,86.1677337471359,0.0,0.0,10298,0,35.63
2003-12-05,35.04,69.00205429272597,0.0,16.99,36.32876013209293,0.0,84.82,86.1677337471359,0.0,0.0,10343,0,35.04
2003-12-08,35.24,69.00205429272597,0.0,17.03,36.32876013209293,0.0,84.5,86.1677337471359,0.0,0.0,10331,0,35.24
2003-12-09,34.43,69.00205429272597,0.0,16.96,36.32876013209293,0.0,84.08,86.1677337471359,0.0,0.0,10236,0,34.43
2003-12-10,34.56,69.00205429272597,0.0,16.89,36.32876013209293,0.0,84.29,86.1677337471359,0.0,0.0,10261,0,34.56
2003-12-11,35.3,69.00205429272597,0.0,17.2,36.32876013209293,0.0,84.8,86.1677337471359,0.0,0.0,10367,0,35.3
2003-12-12,35.24,69.00205429272597,0.0,17.28,36.32876013209293,0.0,84.8,86.1677337471359,0.0,0.0,10366,0,35.24
2003-12-15,34.78,69.00205429272597,0.0,17.29,36.32876013209293,0.0,84.76,86.1677337471359,0.0,0.0,10331,0,34.78
2003-12-16,34.85,69.00205429272597,0.0,17.22,36.32876013209293,0.0,84.93,86.1677337471359,0.84,0.0,10348,0,34.85
2003-12-17,34.91,69.00205429272597,0.0,17.02,36.32876013209293,0.0,85.15,86.1677337471359,0.0,0.0,10364,0,34.91
2003-12-18,35.56,69.00205429272597,0.0,17.29,36.32876013209293,0.0,85.44,86.1677337471359,0.0,0.0,10444,0,35.56
2003-12-19,35.46,69.00205429272597,0.0,17.33,36.32876013209293,0.0,85.45,86.1677337471359,0.0,0.0,10439,0,35.46
2003-12-22,35.57,69.00205429272597,0.0,17.5,36.32876013209293,0.077,85.22,86.1677337471359,0.0,0.0,10433,0,35.57
2003-12-23,35.84,69.00205429272597,0.0,17.55,36.32876013209293,0.0,84.64,86.1677337471359,0.0,0.0,10403,0,35.84
2003-12-24,35.9,69.00205429272597,0.013999999999999999,17.6,36.32876013209293,0.0,85.17,86.1677337471359,0.0,0.0,10455,0,35.914
2003-12-26,35.85,69.00205429272597,0.0,17.65,36.32876013209293,0.0,85.44,86.1677337471359,0.0,0.0,10477,0,35.864000000000004
2003-12-29,36.44,69.00205429272597,0.0,17.92,36.32876013209293,0.0,84.92,86.1677337471359,0.0,0.0,10482,0,36.454
2003-12-30,36.56,69.00205429272597,0.0,18.0,36.32876013209293,0.0,84.83,86.1677337471359,0.0,0.0,10486,0,36.574000000000005
2003-12-31,36.46,81.80469560924409,0.0,18.21,40.94727075663152,0.01344,84.7,80.92092267832375,0.27899999999999997,0.0,10582,0,36.474000000000004
2004-01-02,36.36,81.80469560924409,0.0,18.62,40.94727075663152,0.0,84.02,80.92092267832375,0.0,0.0,10535,0,36.374
2004-01-05,37.09,81.80469560924409,0.0,19.27,40.94727075663152,0.0,83.95,80.92092267832375,0.0,0.0,10616,0,37.104000000000006
2004-01-06,37.34,81.80469560924409,0.0,19.06,40.94727075663152,0.0,84.58,80.92092267832375,0.0,0.0,10679,0,37.354000000000006
2004-01-07,37.68,81.80469560924409,0.0,19.1,40.94727075663152,0.0,84.77,80.92092267832375,0.0,0.0,10724,0,37.694
2004-01-08,37.98,81.80469560924409,0.0,19.17,40.94727075663152,0.0,84.77,80.92092267832375,0.0,0.0,10751,0,37.994
2004-01-09,37.73,81.80469560924409,0.0,19.14,40.94727075663152,0.0,85.77,80.92092267832375,0.0,0.0,10810,0,37.744
2004-01-12,38.33,81.80469560924409,0.0,19.12,40.94727075663152,0.0,85.77,80.92092267832375,0.0,0.0,10859,0,38.344
2004-01-13,37.95,81.80469560924409,0.0,19.01,40.94727075663152,0.0,86.23,80.92092267832375,0.0,0.0,10860,0,37.964000000000006
2004-01-14,38.08,81.80469560924409,0.0,19.04,40.94727075663152,0.0,86.4,80.92092267832375,0.0,0.0,10886,0,38.094
2004-01-15,38.18,81.80469560924409,0.0,18.65,40.94727075663152,0.0,86.45,80.92092267832375,0.0,0.0,10882,0,38.194
2004-01-16,38.57,81.80469560924409,0.0,18.73,40.94727075663152,0.0,86.09,80.92092267832375,0.0,0.0,10888,0,38.584
2004-01-20,38.54,81.80469560924409,0.0,19.28,40.94727075663152,0.0,85.94,80.92092267832375,0.0,0.0,10896,0,38.554
2004-01-21,38.38,81.80469560924409,0.0,19.3,40.94727075663152,0.0,86.19,80.92092267832375,0.0,0.0,10904,0,38.394000000000005
2004-01-22,38.15,81.80469560924409,0.0,19.25,40.94727075663152,0.0,86.56,80.92092267832375,0.0,0.0,10913,0,38.164
2004-01-23,38.01,81.80469560924409,0.0,19.22,40.94727075663152,0.0,85.91,80.92092267832375,0.0,0.0,10848,0,38.024
2004-01-26,38.59,81.80469560924409,0.0,19.35,40.94727075663152,0.0,85.55,80.92092267832375,0.0,0.0,10871,0,38.604000000000006
2004-01-27,37.74,81.80469560924409,0.0,19.25,40.94727075663152,0.0,85.89,80.92092267832375,0.0,0.0,10825,0,37.754000000000005
2004-01-28,37.1,81.80469560924409,0.0,18.98,40.94727075663152,0.0,85.27,80.92092267832375,0.0,0.0,10712,0,37.114000000000004
2004-01-29,37.24,81.80469560924409,0.0,18.68,40.94727075663152,0.0,85.17,80.92092267832375,0.0,0.0,10703,0,37.254000000000005
2004-01-30,37.07,85.29454900125985,0.0,18.66,42.361588042292375,0.0,85.56,79.08116080604167,0.0,0.0,10718,0,37.084
2004-02-02,36.97,85.29454900125985,0.0,18.66,42.361588042292375,0.0,85.22,79.08116080604167,0.255,0.0,10683,0,36.984
2004-02-03,36.93,85.29454900125985,0.0,18.56,42.361588042292375,0.0,85.55,79.08116080604167,0.0,0.0,10701,0,36.944
2004-02-04,36.33,85.29454900125985,0.0,18.39,42.361588042292375,0.0,85.41,79.08116080604167,0.0,0.0,10632,0,36.344
2004-02-05,36.47,85.29454900125985,0.0,18.38,42.361588042292375,0.0,85.09,79.08116080604167,0.0,0.0,10618,0,36.484
2004-02-06,37.13,85.29454900125985,0.0,18.8,42.361588042292375,0.0,85.61,79.08116080604167,0.0,0.0,10733,0,37.144000000000005
2004-02-09,37.12,85.29454900125985,0.0,19.07,42.361588042292375,0.0,85.81,79.08116080604167,0.0,0.0,10759,0,37.134
2004-02-10,37.18,85.29454900125985,0.0,19.06,42.361588042292375,0.0,85.57,79.08116080604167,0.0,0.0,10745,0,37.194
2004-02-11,37.58,85.29454900125985,0.0,19.35,42.361588042292375,0.0,86.02,79.08116080604167,0.0,0.0,10827,0,37.594
2004-02-12,37.25,85.29454900125985,0.0,19.34,42.361588042292375,0.0,85.97,79.08116080604167,0.0,0.0,10795,0,37.264
2004-02-13,36.94,85.29454900125985,0.0,19.36,42.361588042292375,0.0,86.19,79.08116080604167,0.0,0.0,10786,0,36.954
2004-02-17,37.44,85.29454900125985,0.0,19.74,42.361588042292375,0.0,86.19,79.08116080604167,0.0,0.0,10845,0,37.454
2004-02-18,37.55,85.29454900125985,0.0,19.48,42.361588042292375,0.0,86.17,79.08116080604167,0.0,0.0,10842,0,37.564
2004-02-19,36.98,85.29454900125985,0.0,19.31,42.361588042292375,0.0,86.23,79.08116080604167,0.0,0.0,10791,0,36.994
2004-02-20,36.86,85.29454900125985,0.0,19.09,42.361588042292375,0.0,85.94,79.08116080604167,0.0,0.0,10748,0,36.874
2004-02-23,36.45,85.29454900125985,0.0,18.92,42.361588042292375,0.0,86.22,79.08116080604167,0.0,0.0,10728,0,36.464000000000006
2004-02-24,36.36,85.29454900125985,0.0,18.82,42.361588042292375,0.0,86.37,79.08116080604167,0.0,0.0,10728,0,36.374
2004-02-25,36.58,85.29454900125985,0.0,19.03,42.361588042292375,0.0,86.47,79.08116080604167,0.0,0.0,10764,0,36.594
2004-02-26,36.67,85.29454900125985,0.0,19.12,42.361588042292375,0.0,86.34,79.08116080604167,0.0,0.0,10765,0,36.684000000000005
2004-02-27,36.57,99.4156499690606,0.0,19.39,46.875068583916274,0.0,86.68,72.30421198636499,0.0,0.0,10811,0,36.584
2004-03-01,37.05,99.4156499690606,0.0,19.84,46.875068583916274,0.0,86.52,72.30421198636499,0.251,0.0,10869,0,37.064
2004-03-02,36.62,99.4156499690606,0.0,19.68,46.875068583916274,0.0,86.02,72.30421198636499,0.0,0.0,10782,0,36.634
2004-03-03,36.42,99.4156499690606,0.0,19.56,46.875068583916274,0.0,85.94,72.30421198636499,0.0,0.0,10751,0,36.434000000000005
2004-03-04,36.76,99.4156499690606,0.0,19.69,46.875068583916274,0.0,86.21,72.30421198636499,0.0,0.0,10810,0,36.774
2004-03-05,36.63,99.4156499690606,0.0,19.76,46.875068583916274,0.0,87.28,72.30421198636499,0.0,0.0,10878,0,36.644000000000005
2004-03-08,35.77,99.4156499690606,0.0,19.57,46.875068583916274,0.0,87.77,72.30421198636499,0.0,0.0,10819,0,35.784000000000006
2004-03-09,35.66,99.4156499690606,0.0,19.44,46.875068583916274,0.0,88.1,72.30421198636499,0.0,0.0,10826,0,35.674
2004-03-10,35.19,99.4156499690606,0.0,19.0,46.875068583916274,0.0,88.09,72.30421198636499,0.0,0.0,10758,0,35.204
2004-03-11,34.87,99.4156499690606,0.0,18.59,46.875068583916274,0.0,88.1,72.30421198636499,0.0,0.0,10708,0,34.884
2004-03-12,35.51,99.4156499690606,0.0,18.74,46.875068583916274,0.0,87.83,72.30421198636499,0.0,0.0,10759,0,35.524
2004-03-15,34.89,99.4156499690606,0.0,18.39,46.875068583916274,0.0,87.88,72.30421198636499,0.0,0.0,10684,0,34.904
2004-03-16,34.95,99.4156499690606,0.0,18.62,46.875068583916274,0.0,88.31,72.30421198636499,0.0,0.0,10732,0,34.964000000000006
