Date,On_Price_QQQ,On_Shares_QQQ,On_Dividend_QQQ,On_Price_EEM,On_Shares_EEM,On_Dividend_EEM,Off_Price_IEF,Off_Shares_IEF,Off_Dividend_IEF,Cash,Capital,InOutCash,Bench
2006-01-20,41.25,119.12125508205635,0.0,30.97,40.90491092680062,0.0,84.18,67.08535525749596,0.0,0.0,11827,0,41.779
2006-01-23,41.26,119.12125508205635,0.0,31.87,40.90491092680062,0.0,84.16,67.08535525749596,0.0,0.0,11864,0,41.789
2006-01-24,41.44,119.12125508205635,0.0,32.37,40.90491092680062,0.0,84.02,67.08535525749596,0.0,0.0,11896,0,41.969
2006-01-25,41.26,119.12125508205635,0.0,32.38,40.90491092680062,0.0,83.5,67.08535525749596,0.0,0.0,11841,0,41.789
2006-01-26,41.55,119.12125508205635,0.0,33.15,40.90491092680062,0.0,83.32,67.08535525749596,0.0,0.0,11895,0,42.079
2006-01-27,42.11,119.12125508205635,0.0,33.53,40.90491092680062,0.0,83.38,67.08535525749596,0.0,0.0,11981,0,42.639
2006-01-30,42.19,119.12125508205635,0.0,33.37,40.90491092680062,0.0,83.2,67.08535525749596,0.0,0.0,11972,0,42.719
2006-01-31,42.0,73.83401974790574,0.0,33.59,23.080000218904743,0.0,83.32,97.07998601496774,0.0,0.0,11964,0,42.529
2006-02-01,42.15,73.83401974790574,0.0,33.58,23.080000218904743,0.0,82.8,97.07998601496774,0.264,0.0,11925,0,42.679
2006-02-02,41.43,73.83401974790574,0.0,32.71,23.080000218904743,0.0,82.8,97.07998601496774,0.0,0.0,11852,0,41.959
2006-02-03,40.92,73.83401974790574,0.0,32.27,23.080000218904743,0.0,83.05,97.07998601496774,0.0,0.0,11828,0,41.449000000000005
2006-02-06,40.81,73.83401974790574,0.0,33.03,23.080000218904743,0.0,82.93,97.07998601496774,0.0,0.0,11826,0,41.339000000000006
2006-02-07,40.63,73.83401974790574,0.0,32.17,23.080000218904743,0.0,82.83,97.07998601496774,0.0,0.0,11783,0,41.159000000000006
2006-02-08,41.1,73.83401974790574,0.0,32.27,23.080000218904743,0.0,82.78,97.07998601496774,0.0,0.0,11815,0,41.629000000000005
2006-02-09,40.71,73.83401974790574,0.0,32.35,23.080000218904743,0.0,82.86,97.07998601496774,0.0,0.0,11796,0,41.239000000000004
2006-02-10,40.96,73.83401974790574,0.0,32.3,23.080000218904743,0.0,82.62,97.07998601496774,0.0,0.0,11790,0,41.489000000000004
2006-02-13,40.49,73.83401974790574,0.0,31.5,23.080000218904743,0.0,82.62,97.07998601496774,0.0,0.0,11737,0,41.019000000000005
2006-02-14,40.9,73.83401974790574,0.0,32.3,23.080000218904743,0.0,82.5,97.07998601496774,0.0,0.0,11774,0,41.429
2006-02-15,41.16,73.83401974790574,0.0,32.13,23.080000218904743,0.0,82.65,97.07998601496774,0.0,0.0,11804,0,41.689
2006-02-16,41.54,73.83401974790574,0.0,32.97,23.080000218904743,0.0,82.61,97.07998601496774,0.0,0.0,11847,0,42.069
2006-02-17,41.21,73.83401974790574,0.0,32.92,23.080000218904743,0.0,82.89,97.07998601496774,0.0,0.0,11849,0,41.739000000000004
2006-02-21,40.75,73.83401974790574,0.0,32.63,23.080000218904743,0.0,82.79,97.07998601496774,0.0,0.0,11799,0,41.279
2006-02-22,41.26,73.83401974790574,0.0,32.81,23.080000218904743,0.0,83.1,97.07998601496774,0.0,0.0,11870,0,41.789
2006-02-23,41.15,73.83401974790574,0.0,32.8,23.080000218904743,0.0,82.9,97.07998601496774,0.0,0.0,11843,0,41.679
2006-02-24,41.26,73.83401974790574,0.0,32.86,23.080000218904743,0.0,82.8,97.07998601496774,0.0,0.0,11843,0,41.789
2006-02-27,41.72,73.83401974790574,0.0,33.16,23.080000218904743,0.0,82.64,97.07998601496774,0.0,0.0,11868,0,42.249
2006-02-28,41.1,84.0296532857391,0.0,32.3,26.730795278977382,0.0,82.97,90.86635441115745,0.0,0.0,11856,0,41.629000000000005
2006-03-01,41.66,84.0296532857391,0.0,33.19,26.730795278977382,0.0,82.54,90.86635441115745,0.267,0.0,11887,0,42.189
2006-03-02,41.69,84.0296532857391,0.0,33.22,26.730795278977382,0.0,82.21,90.86635441115745,0.0,0.0,11861,0,42.219
2006-03-03,41.45,84.0296532857391,0.0,32.67,26.730795278977382,0.0,82.01,90.86635441115745,0.0,0.0,11808,0,41.979000000000006
2006-03-06,41.09,84.0296532857391,0.0,32.17,26.730795278977382,0.0,81.75,90.86635441115745,0.0,0.0,11741,0,41.61900000000001
2006-03-07,40.85,84.0296532857391,0.0,31.03,26.730795278977382,0.0,81.79,90.86635441115745,0.0,0.0,11694,0,41.379000000000005
2006-03-08,40.87,84.0296532857391,0.0,31.22,26.730795278977382,0.0,81.83,90.86635441115745,0.0,0.0,11704,0,41.399
2006-03-09,40.52,84.0296532857391,0.0,30.9,26.730795278977382,0.0,81.91,90.86635441115745,0.0,0.0,11673,0,41.04900000000001
2006-03-10,40.56,84.0296532857391,0.0,31.55,26.730795278977382,0.0,81.75,90.86635441115745,0.0,0.0,11679,0,41.089000000000006
2006-03-13,40.68,84.0296532857391,0.0,31.52,26.730795278977382,0.0,81.68,90.86635441115745,0.0,0.0,11682,0,41.209
2006-03-14,41.37,84.0296532857391,0.0,32.5,26.730795278977382,0.0,82.15,90.86635441115745,0.0,0.0,11809,0,41.899
2006-03-15,41.72,84.0296532857391,0.0,32.88,26.730795278977382,0.0,82.0,90.86635441115745,0.0,0.0,11835,0,42.249
2006-03-16,41.37,84.0296532857391,0.0,32.58,26.730795278977382,0.0,82.52,90.86635441115745,0.0,0.0,11845,0,41.899
2006-03-17,41.45,84.0296532857391,0.028999999999999998,32.81,26.730795278977382,0.0,82.35,90.86635441115745,0.0,0.0,11842,0,42.008
2006-03-20,41.55,84.0296532857391,0.0,33.0,26.730795278977382,0.0,82.51,90.86635441115745,0.0,0.0,11870,0,42.108
2006-03-21,41.11,84.0296532857391,0.0,32.33,26.730795278977382,0.0,82.17,90.86635441115745,0.0,0.0,11785,0,41.668
2006-03-22,41.21,84.0296532857391,0.0,32.69,26.730795278977382,0.0,82.27,90.86635441115745,0.0,0.0,11812,0,41.768
2006-03-23,41.09,84.0296532857391,0.0,32.39,26.730795278977382,0.0,82.06,90.86635441115745,0.0,0.0,11775,0,41.648
2006-03-24,41.3,84.0296532857391,0.0,32.67,26.730795278977382,0.0,82.42,90.86635441115745,0.0,0.0,11832,0,41.858
2006-03-27,41.31,84.0296532857391,0.0,32.87,26.730795278977382,0.0,82.24,90.86635441115745,0.0,0.0,11822,0,41.868
2006-03-28,41.14,84.0296532857391,0.0,32.27,26.730795278977382,0.0,81.84,90.86635441115745,0.0,0.0,11756,0,41.698
2006-03-29,41.92,84.0296532857391,0.0,32.88,26.730795278977382,0.0,81.76,90.86635441115745,0.0,0.0,11830,0,42.478
2006-03-30,42.05,84.0296532857391,0.0,33.05,26.730795278977382,0.0,81.52,90.86635441115745,0.0,0.0,11824,0,42.608
2006-03-31,41.93,94.99650233622724,0.0,33.0,30.17578290119703,0.0,81.58,84.11045574353724,0.0,0.0,11840,0,42.488
2006-04-03,41.98,94.99650233622724,0.0,33.93,30.17578290119703,0.0,81.23,84.11045574353724,0.26,0.0,11844,0,42.538
2006-04-04,42.21,94.99650233622724,0.0,34.13,30.17578290119703,0.0,81.24,84.11045574353724,0.0,0.0,11872,0,42.768
2006-04-05,42.61,94.99650233622724,0.0,34.48,30.17578290119703,0.0,81.43,84.11045574353724,0.0,0.0,11937,0,43.168
2006-04-06,42.73,94.99650233622724,0.0,34.31,30.17578290119703,0.0,81.2,84.11045574353724,0.0,0.0,11924,0,43.288
2006-04-07,42.32,94.99650233622724,0.0,33.78,30.17578290119703,0.0,80.83,84.11045574353724,0.0,0.0,11838,0,42.878
2006-04-10,42.26,94.99650233622724,0.0,33.67,30.17578290119703,0.0,80.93,84.11045574353724,0.0,0.0,11837,0,42.818
2006-04-11,41.92,94.99650233622724,0.0,33.38,30.17578290119703,0.0,81.08,84.11045574353724,0.0,0.0,11809,0,42.478
2006-04-12,41.93,94.99650233622724,0.0,33.57,30.17578290119703,0.0,80.89,84.11045574353724,0.0,0.0,11799,0,42.488
2006-04-13,42.1,94.99650233622724,0.0,33.73,30.17578290119703,0.0,80.46,84.11045574353724,0.0,0.0,11784,0,42.658
2006-04-17,41.66,94.99650233622724,0.0,34.13,30.17578290119703,0.0,80.77,84.11045574353724,0.0,0.0,11781,0,42.217999999999996
2006-04-18,42.46,94.99650233622724,0.0,35.27,30.17578290119703,0.0,81.03,84.11045574353724,0.0,0.0,11913,0,43.018
2006-04-19,42.65,94.99650233622724,0.0,35.48,30.17578290119703,0.0,80.8,84.11045574353724,0.0,0.0,11918,0,43.208
2006-04-20,42.5,94.99650233622724,0.0,35.36,30.17578290119703,0.0,80.73,84.11045574353724,0.0,0.0,11894,0,43.058
2006-04-21,42.0,94.99650233622724,0.0,35.63,30.17578290119703,0.0,80.9,84.11045574353724,0.0,0.0,11869,0,42.558
2006-04-24,41.96,94.99650233622724,0.0,35.17,30.17578290119703,0.0,81.0,84.11045574353724,0.0,0.0,11860,0,42.518
2006-04-25,41.87,94.99650233622724,0.0,34.68,30.17578290119703,0.0,80.49,84.11045574353724,0.0,0.0,11794,0,42.428
2006-04-26,41.86,94.99650233622724,0.0,35.37,30.17578290119703,0.0,80.45,84.11045574353724,0.0,0.0,11810,0,42.418
2006-04-27,42.26,94.99650233622724,0.0,34.81,30.17578290119703,0.0,80.67,84.11045574353724,0.0,0.0,11850,0,42.818
2006-04-28,41.85,110.84435183837276,0.0,35.15,32.99314455502063,0.0,80.81,74.90081687269576,0.0,0.0,11851,0,42.408
2006-05-01,41.44,110.84435183837276,0.0,35.14,32.99314455502063,0.0,80.08,74.90081687269576,0.294,0.0,11750,0,41.998
2006-05-02,41.55,110.84435183837276,0.0,35.76,32.99314455502063,0.0,80.21,74.90081687269576,0.0,0.0,11793,0,42.108
2006-05-03,41.49,110.84435183837276,0.0,35.8,32.99314455502063,0.0,80.1,74.90081687269576,0.0,0.0,11779,0,42.048
2006-05-04,41.83,110.84435183837276,0.0,36.15,32.99314455502063,0.0,80.05,74.90081687269576,0.0,0.0,11825,0,42.388
2006-05-05,42.16,110.84435183837276,0.0,36.73,32.99314455502063,0.0,80.24,74.90081687269576,0.0,0.0,11895,0,42.717999999999996
2006-05-08,42.2,110.84435183837276,0.0,37.0,32.99314455502063,0.0,80.28,74.90081687269576,0.0,0.0,11911,0,42.758
2006-05-09,42.04,110.84435183837276,0.0,37.03,32.99314455502063,0.0,80.25,74.90081687269576,0.0,0.0,11892,0,42.598
2006-05-10,41.67,110.84435183837276,0.0,36.63,32.99314455502063,0.0,80.29,74.90081687269576,0.0,0.0,11841,0,42.228
2006-05-11,40.74,110.84435183837276,0.0,35.7,32.99314455502063,0.0,80.15,74.90081687269576,0.0,0.0,11696,0,41.298
2006-05-12,40.19,110.84435183837276,0.0,34.77,32.99314455502063,0.0,79.85,74.90081687269576,0.0,0.0,11582,0,40.748
2006-05-15,40.16,110.84435183837276,0.0,33.93,32.99314455502063,0.0,80.02,74.90081687269576,0.0,0.0,11564,0,40.717999999999996
2006-05-16,39.86,110.84435183837276,0.0,34.1,32.99314455502063,0.0,80.32,74.90081687269576,0.0,0.0,11559,0,40.418
2006-05-17,39.32,110.84435183837276,0.0,32.93,32.99314455502063,0.0,80.09,74.90081687269576,0.0,0.0,11443,0,39.878
2006-05-18,39.05,110.84435183837276,0.0,32.3,32.99314455502063,0.0,80.66,74.90081687269576,0.0,0.0,11435,0,39.608
2006-05-19,39.35,110.84435183837276,0.0,33.0,32.99314455502063,0.0,80.61,74.90081687269576,0.0,0.0,11488,0,39.908
2006-05-22,38.97,110.84435183837276,0.0,31.44,32.99314455502063,0.0,80.72,74.90081687269576,0.0,0.0,11402,0,39.528
2006-05-23,38.59,110.84435183837276,0.0,31.1,32.99314455502063,0.0,80.69,74.90081687269576,0.0,0.0,11347,0,39.148
2006-05-24,38.85,110.84435183837276,0.0,30.88,32.99314455502063,0.0,80.81,74.90081687269576,0.0,0.0,11377,0,39.408
2006-05-25,39.36,110.84435183837276,0.0,32.2,32.99314455502063,0.0,80.68,74.90081687269576,0.0,0.0,11468,0,39.918
2006-05-26,39.49,110.84435183837276,0.0,32.1,32.99314455502063,0.0,80.75,74.90081687269576,0.0,0.0,11484,0,40.048
2006-05-30,38.64,110.84435183837276,0.0,30.72,32.99314455502063,0.0,80.68,74.90081687269576,0.0,0.0,11339,0,39.198
2006-05-31,38.82,77.5443058417046,0.0,31.23,24.097582074727608,0.0,80.43,94.65320973598963,0.0,0.0,11375,0,39.378
2006-06-01,39.74,77.5443058417046,0.0,31.87,24.097582074727608,0.0,80.27,94.65320973598963,0.294,0.0,11447,0,40.298
2006-06-02,39.64,77.5443058417046,0.0,32.2,24.097582074727608,0.0,80.89,94.65320973598963,0.0,0.0,11506,0,40.198
2006-06-05,38.78,77.5443058417046,0.0,30.83,24.097582074727608,0.0,80.73,94.65320973598963,0.0,0.0,11391,0,39.338
2006-06-06,38.75,77.5443058417046,0.0,30.61,24.097582074727608,0.0,80.8,94.65320973598963,0.0,0.0,11390,0,39.308
2006-06-07,38.46,77.5443058417046,0.0,29.93,24.097582074727608,0.0,80.69,94.65320973598963,0.0,0.0,11341,0,39.018
2006-06-08,38.4,77.5443058417046,0.0,29.4,24.097582074727608,0.0,80.8,94.65320973598963,0.0,0.0,11334,0,38.958
2006-06-09,38.15,77.5443058417046,0.0,29.02,24.097582074727608,0.0,81.0,94.65320973598963,0.0,0.0,11324,0,38.708
2006-06-12,37.4,77.5443058417046,0.0,27.94,24.097582074727608,0.0,80.96,94.65320973598963,0.0,0.0,11236,0,37.958
2006-06-13,37.25,77.5443058417046,0.0,27.32,24.097582074727608,0.0,81.07,94.65320973598963,0.0,0.0,11220,0,37.808
2006-06-14,37.63,77.5443058417046,0.0,28.1,24.097582074727608,0.0,80.53,94.65320973598963,0.0,0.0,11217,0,38.188
2006-06-15,38.65,77.5443058417046,0.0,29.74,24.097582074727608,0.0,80.35,94.65320973598963,0.0,0.0,11319,0,39.208
2006-06-16,38.34,77.5443058417046,0.026000000000000002,29.57,24.097582074727608,0.0,80.3,94.65320973598963,0.0,0.0,11286,0,38.92400000000001
2006-06-19,38.03,77.5443058417046,0.0,28.47,24.097582074727608,0.0,80.21,94.65320973598963,0.0,0.0,11227,0,38.614000000000004
2006-06-20,38.08,77.5443058417046,0.0,28.82,24.097582074727608,0.0,80.15,94.65320973598963,0.0,0.0,11233,0,38.664
2006-06-21,38.68,77.5443058417046,0.0,29.75,24.097582074727608,0.0,80.14,94.65320973598963,0.0,0.0,11301,0,39.264
2006-06-22,38.19,77.5443058417046,0.0,29.22,24.097582074727608,0.0,79.88,94.65320973598963,0.0,0.0,11226,0,38.774
2006-06-23,38.15,77.5443058417046,0.0,29.17,24.097582074727608,0.0,79.81,94.65320973598963,0.0,0.0,11215,0,38.734
2006-06-26,38.25,77.5443058417046,0.0,29.17,24.097582074727608,0.0,79.76,94.65320973598963,0.0,0.0,11218,0,38.834
2006-06-27,37.53,77.5443058417046,0.0,28.62,24.097582074727608,0.0,79.97,94.65320973598963,0.0,0.0,11169,0,38.114000000000004
2006-06-28,37.81,77.5443058417046,0.0,29.51,24.097582074727608,0.0,79.71,94.65320973598963,0.0,0.0,11187,0,38.394000000000005
2006-06-29,38.96,77.5443058417046,0.0,31.27,24.097582074727608,0.0,80.04,94.65320973598963,0.0,0.0,11350,0,39.544000000000004
2006-06-30,38.77,54.44979462968707,0.0,31.3,16.861170429656294,0.0,80.32,108.93462980861776,0.0,0.0,11388,0,39.354000000000006
2006-07-03,39.0,54.44979462968707,0.0,31.99,16.861170429656294,0.0,79.97,108.93462980861776,0.312,0.0,11374,0,39.584
2006-07-05,38.15,54.44979462968707,0.0,31.0,16.861170429656294,0.0,79.68,108.93462980861776,0.0,0.0,11279,0,38.734
2006-07-06,38.11,54.44979462968707,0.0,31.63,16.861170429656294,0.0,79.93,108.93462980861776,0.0,0.0,11315,0,38.694
2006-07-07,37.69,54.44979462968707,0.0,31.03,16.861170429656294,0.0,80.18,108.93462980861776,0.0,0.0,11309,0,38.274
2006-07-10,37.36,54.44979462968707,0.0,31.28,16.861170429656294,0.0,80.24,108.93462980861776,0.0,0.0,11302,0,37.944
2006-07-11,37.64,54.44979462968707,0.0,31.43,16.861170429656294,0.0,80.33,108.93462980861776,0.0,0.0,11330,0,38.224000000000004
2006-07-12,36.93,54.44979462968707,0.0,30.73,16.861170429656294,0.0,80.4,108.93462980861776,0.0,0.0,11287,0,37.514
2006-07-13,36.31,54.44979462968707,0.0,29.52,16.861170429656294,0.0,80.58,108.93462980861776,0.0,0.0,11252,0,36.894000000000005
2006-07-14,35.94,54.44979462968707,0.0,29.67,16.861170429656294,0.0,80.64,108.93462980861776,0.0,0.0,11241,0,36.524
2006-07-17,36.03,54.44979462968707,0.0,29.2,16.861170429656294,0.0,80.57,108.93462980861776,0.0,0.0,11231,0,36.614000000000004
2006-07-18,36.15,54.44979462968707,0.0,29.61,16.861170429656294,0.0,80.26,108.93462980861776,0.0,0.0,11210,0,36.734
2006-07-19,36.62,54.44979462968707,0.0,31.43,16.861170429656294,0.0,80.77,108.93462980861776,0.0,0.0,11322,0,37.204
2006-07-20,36.08,54.44979462968707,0.0,30.53,16.861170429656294,0.0,80.94,108.93462980861776,0.0,0.0,11296,0,36.664
2006-07-21,35.7,54.44979462968707,0.0,29.94,16.861170429656294,0.0,80.89,108.93462980861776,0.0,0.0,11260,0,36.284000000000006
2006-07-24,36.41,54.44979462968707,0.0,31.28,16.861170429656294,0.0,80.89,108.93462980861776,0.0,0.0,11321,0,36.994
2006-07-25,36.62,54.44979462968707,0.0,31.37,16.861170429656294,0.0,80.81,108.93462980861776,0.0,0.0,11325,0,37.204
2006-07-26,36.59,54.44979462968707,0.0,31.23,16.861170429656294,0.0,81.01,108.93462980861776,0.0,0.0,11343,0,37.17400000000001
2006-07-27,36.35,54.44979462968707,0.0,31.66,16.861170429656294,0.0,81.0,108.93462980861776,0.0,0.0,11336,0,36.934000000000005
2006-07-28,37.11,54.44979462968707,0.0,32.34,16.861170429656294,0.0,81.22,108.93462980861776,0.0,0.0,11413,0,37.694
2006-07-31,37.1,67.15306194721875,0.0,32.03,19.445664987838082,0.0,81.35,102.47939029873788,0.0,0.0,11450,0,37.684000000000005
2006-08-01,36.48,67.15306194721875,0.0,31.52,19.445664987838082,0.0,81.05,102.47939029873788,0.319,0.0,11368,0,37.064
2006-08-02,36.89,67.15306194721875,0.0,31.93,19.445664987838082,0.0,81.12,102.47939029873788,0.0,0.0,11411,0,37.474000000000004
2006-08-03,37.12,67.15306194721875,0.0,31.9,19.445664987838082,0.0,81.14,102.47939029873788,0.0,0.0,11428,0,37.704
2006-08-04,36.95,67.15306194721875,0.0,31.97,19.445664987838082,0.0,81.54,102.47939029873788,0.0,0.0,11459,0,37.534000000000006
2006-08-07,36.71,67.15306194721875,0.0,31.77,19.445664987838082,0.0,81.43,102.47939029873788,0.0,0.0,11427,0,37.294000000000004
2006-08-08,36.48,67.15306194721875,0.0,31.77,19.445664987838082,0.0,81.44,102.47939029873788,0.0,0.0,11413,0,37.064
2006-08-09,36.53,67.15306194721875,0.0,31.89,19.445664987838082,0.0,81.4,102.47939029873788,0.0,0.0,11415,0,37.114000000000004
2006-08-10,36.79,67.15306194721875,0.0,32.21,19.445664987838082,0.0,81.42,102.47939029873788,0.0,0.0,11440,0,37.374
2006-08-11,36.53,67.15306194721875,0.0,31.82,19.445664987838082,0.0,81.16,102.47939029873788,0.0,0.0,11389,0,37.114000000000004
2006-08-14,36.77,67.15306194721875,0.0,31.95,19.445664987838082,0.0,81.02,102.47939029873788,0.0,0.0,11393,0,37.354000000000006
2006-08-15,37.7,67.15306194721875,0.0,32.73,19.445664987838082,0.0,81.41,102.47939029873788,0.0,0.0,11510,0,38.284000000000006
2006-08-16,38.59,67.15306194721875,0.0,33.05,19.445664987838082,0.0,81.75,102.47939029873788,0.0,0.0,11611,0,39.17400000000001
2006-08-17,38.73,67.15306194721875,0.0,33.1,19.445664987838082,0.0,81.73,102.47939029873788,0.0,0.0,11620,0,39.314
2006-08-18,38.79,67.15306194721875,0.0,32.79,19.445664987838082,0.0,81.95,102.47939029873788,0.0,0.0,11640,0,39.374
2006-08-21,38.42,67.15306194721875,0.0,32.62,19.445664987838082,0.0,82.05,102.47939029873788,0.0,0.0,11622,0,39.004000000000005
2006-08-22,38.43,67.15306194721875,0.0,32.61,19.445664987838082,0.0,82.08,102.47939029873788,0.0,0.0,11626,0,39.014
2006-08-23,38.14,67.15306194721875,0.0,32.02,19.445664987838082,0.0,82.0,102.47939029873788,0.0,0.0,11587,0,38.724000000000004
2006-08-24,38.25,67.15306194721875,0.0,31.93,19.445664987838082,0.0,82.08,102.47939029873788,0.0,0.0,11601,0,38.834
2006-08-25,38.32,67.15306194721875,0.0,32.02,19.445664987838082,0.0,82.19,102.47939029873788,0.0,0.0,11618,0,38.904
2006-08-28,38.61,67.15306194721875,0.0,32.38,19.445664987838082,0.0,82.18,102.47939029873788,0.0,0.0,11644,0,39.194
2006-08-29,38.73,67.15306194721875,0.0,32.49,19.445664987838082,0.0,82.25,102.47939029873788,0.0,0.0,11661,0,39.314
2006-08-30,38.91,67.15306194721875,0.0,32.63,19.445664987838082,0.0,82.35,102.47939029873788,0.0,0.0,11686,0,39.494
2006-08-31,38.87,96.60279186638179,0.0,32.54,28.848728640490627,0.0,82.46,85.22357098924948,0.0,0.0,11721,0,39.454
2006-09-01,39.08,96.60279186638179,0.0,32.9,28.848728640490627,0.0,82.27,85.22357098924948,0.312,0.0,11735,0,39.664
2006-09-05,39.46,96.60279186638179,0.0,33.08,28.848728640490627,0.0,82.0,85.22357098924948,0.0,0.0,11754,0,40.044000000000004
2006-09-06,38.67,96.60279186638179,0.0,32.13,28.848728640490627,0.0,81.94,85.22357098924948,0.0,0.0,11645,0,39.254000000000005
2006-09-07,38.49,96.60279186638179,0.0,31.77,28.848728640490627,0.0,82.0,85.22357098924948,0.0,0.0,11623,0,39.074000000000005
2006-09-08,38.72,96.60279186638179,0.0,32.03,28.848728640490627,0.0,82.08,85.22357098924948,0.0,0.0,11659,0,39.304
2006-09-11,38.96,96.60279186638179,0.0,31.34,28.848728640490627,0.0,81.93,85.22357098924948,0.0,0.0,11650,0,39.544000000000004
2006-09-12,39.68,96.60279186638179,0.0,31.87,28.848728640490627,0.0,82.16,85.22357098924948,0.0,0.0,11754,0,40.264
2006-09-13,39.95,96.60279186638179,0.0,32.35,28.848728640490627,0.0,82.24,85.22357098924948,0.0,0.0,11801,0,40.534000000000006
2006-09-14,39.99,96.60279186638179,0.0,32.08,28.848728640490627,0.0,82.08,85.22357098924948,0.0,0.0,11783,0,40.574000000000005
2006-09-15,40.11,96.60279186638179,0.023,32.27,28.848728640490627,0.0,82.03,85.22357098924948,0.0,0.0,11796,0,40.717
2006-09-18,40.12,96.60279186638179,0.0,32.64,28.848728640490627,0.0,81.91,85.22357098924948,0.0,0.0,11797,0,40.727
2006-09-19,39.85,96.60279186638179,0.0,32.13,28.848728640490627,0.0,82.4,85.22357098924948,0.0,0.0,11798,0,40.457
2006-09-20,40.43,96.60279186638179,0.0,32.79,28.848728640490627,0.0,82.42,85.22357098924948,0.0,0.0,11875,0,41.037
2006-09-21,40.18,96.60279186638179,0.0,31.99,28.848728640490627,0.0,83.01,85.22357098924948,0.0,0.0,11878,0,40.787
2006-09-22,39.87,96.60279186638179,0.0,31.59,28.848728640490627,0.0,83.26,85.22357098924948,0.0,0.0,11858,0,40.477
2006-09-25,40.57,96.60279186638179,0.0,31.95,28.848728640490627,0.0,83.54,85.22357098924948,0.0,0.0,11960,0,41.177
2006-09-26,40.77,96.60279186638179,0.0,32.33,28.848728640490627,0.0,83.33,85.22357098924948,0.0,0.0,11972,0,41.377
2006-09-27,40.72,96.60279186638179,0.0,32.26,28.848728640490627,0.0,83.31,85.22357098924948,0.0,0.0,11964,0,41.327
2006-09-28,40.83,96.60279186638179,0.0,32.52,28.848728640490627,0.0,83.23,85.22357098924948,0.0,0.0,11975,0,41.437
2006-09-29,40.65,90.76493005094204,0.0,32.26,28.59264109245811,0.0,83.14,88.46931219231143,0.0,0.0,11967,0,41.257
2006-10-02,40.14,90.76493005094204,0.0,32.2,28.59264109245811,0.0,82.97,88.46931219231143,0.316,0.0,11904,0,40.747
2006-10-03,40.31,90.76493005094204,0.0,31.77,28.59264109245811,0.0,82.96,88.46931219231143,0.0,0.0,11906,0,40.917
2006-10-04,41.3,90.76493005094204,0.0,32.62,28.59264109245811,0.0,83.34,88.46931219231143,0.0,0.0,12054,0,41.907
2006-10-05,41.5,90.76493005094204,0.0,33.05,28.59264109245811,0.0,83.05,88.46931219231143,0.0,0.0,12059,0,42.107
2006-10-06,41.41,90.76493005094204,0.0,32.97,28.59264109245811,0.0,82.6,88.46931219231143,0.0,0.0,12008,0,42.016999999999996
2006-10-09,41.55,90.76493005094204,0.0,32.84,28.59264109245811,0.0,82.7,88.46931219231143,0.0,0.0,12026,0,42.157
2006-10-10,41.62,90.76493005094204,0.0,33.14,28.59264109245811,0.0,82.2,88.46931219231143,0.0,0.0,11997,0,42.227
2006-10-11,41.54,90.76493005094204,0.0,32.96,28.59264109245811,0.0,82.1,88.46931219231143,0.0,0.0,11976,0,42.147
2006-10-12,42.2,90.76493005094204,0.0,33.77,28.59264109245811,0.0,82.15,88.46931219231143,0.0,0.0,12063,0,42.807
2006-10-13,42.43,90.76493005094204,0.0,33.97,28.59264109245811,0.0,82.01,88.46931219231143,0.0,0.0,12077,0,43.037
2006-10-16,42.47,90.76493005094204,0.0,34.06,28.59264109245811,0.0,82.15,88.46931219231143,0.0,0.0,12096,0,43.077
2006-10-17,42.0,90.76493005094204,0.0,33.61,28.59264109245811,0.0,82.24,88.46931219231143,0.0,0.0,12048,0,42.607
2006-10-18,41.8,90.76493005094204,0.0,33.94,28.59264109245811,0.0,82.22,88.46931219231143,0.0,0.0,12038,0,42.407
2006-10-19,41.9,90.76493005094204,0.0,34.09,28.59264109245811,0.0,82.15,88.46931219231143,0.0,0.0,12045,0,42.507
2006-10-20,42.0,90.76493005094204,0.0,33.93,28.59264109245811,0.0,82.13,88.46931219231143,0.0,0.0,12048,0,42.607
2006-10-23,42.43,90.76493005094204,0.0,33.9,28.59264109245811,0.0,81.9,88.46931219231143,0.0,0.0,12066,0,43.037
2006-10-24,42.14,90.76493005094204,0.0,34.1,28.59264109245811,0.0,82.01,88.46931219231143,0.0,0.0,12055,0,42.747
2006-10-25,42.43,90.76493005094204,0.0,34.49,28.59264109245811,0.0,82.31,88.46931219231143,0.0,0.0,12119,0,43.037
2006-10-26,42.82,90.76493005094204,0.0,34.58,28.59264109245811,0.0,82.59,88.46931219231143,0.0,0.0,12181,0,43.427
2006-10-27,42.21,90.76493005094204,0.0,34.0,28.59264109245811,0.0,82.86,88.46931219231143,0.0,0.0,12133,0,42.817
2006-10-30,42.48,90.76493005094204,0.0,33.88,28.59264109245811,0.0,82.9,88.46931219231143,0.0,0.0,12158,0,43.086999999999996
2006-10-31,42.58,98.32855523691038,0.0,34.53,30.31298785105447,0.0,83.27,84.17062044732077,0.0,0.0,12242,0,43.187
2006-11-01,42.0,98.32855523691038,0.0,34.19,30.31298785105447,0.0,83.25,84.17062044732077,0.308,0.0,12173,0,42.607
2006-11-02,42.04,98.32855523691038,0.0,34.29,30.31298785105447,0.0,83.02,84.17062044732077,0.0,0.0,12161,0,42.647
2006-11-03,41.93,98.32855523691038,0.0,34.4,30.31298785105447,0.0,82.39,84.17062044732077,0.0,0.0,12100,0,42.537
