Date,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Ticker_3,Shares_3,Dividend_3,Price_3,Cash,Capital,InOutCash,Bench
2017-10-03,QQQ,63.411971843855525,0.0,145.89,TLT,24.026636534336767,0.0,124.4,0,0.0,0.0,0.0,-691.7453478516594,11548,0,154.48399999999998
2017-10-04,QQQ,63.411971843855525,0.0,146.03,TLT,24.026636534336767,0.0,124.41,0,0.0,0.0,0.0,-691.7453478516594,11557,0,154.624
2017-10-05,QQQ,63.411971843855525,0.0,147.46,TLT,24.026636534336767,0.0,123.94,0,0.0,0.0,0.0,-691.7453478516594,11636,0,156.054
2017-10-06,QQQ,63.411971843855525,0.0,147.66,TLT,24.026636534336767,0.0,123.59,0,0.0,0.0,0.0,-691.7453478516594,11641,0,156.254
2017-10-09,QQQ,63.411971843855525,0.0,147.49,TLT,24.026636534336767,0.0,123.98,0,0.0,0.0,0.0,-691.7453478516594,11639,0,156.084
2017-10-10,QQQ,63.411971843855525,0.0,147.6,TLT,24.026636534336767,0.0,124.18,0,0.0,0.0,0.0,-691.7453478516594,11651,0,156.194
2017-10-11,QQQ,63.411971843855525,0.0,148.04,TLT,24.026636534336767,0.0,124.42,0,0.0,0.0,0.0,-691.7453478516594,11685,0,156.634
2017-10-12,QQQ,63.411971843855525,0.0,147.77,TLT,24.026636534336767,0.0,124.95,0,0.0,0.0,0.0,-691.7453478516594,11680,0,156.364
2017-10-13,QQQ,63.411971843855525,0.0,148.34,TLT,24.026636534336767,0.0,125.85,0,0.0,0.0,0.0,-691.7453478516594,11738,0,156.934
2017-10-16,QQQ,63.411971843855525,0.0,148.85,TLT,24.026636534336767,0.0,125.76,0,0.0,0.0,0.0,-691.7453478516594,11768,0,157.444
2017-10-17,QQQ,63.411971843855525,0.0,149.04,TLT,24.026636534336767,0.0,125.92,0,0.0,0.0,0.0,-691.7453478516594,11784,0,157.634
2017-10-18,QQQ,63.411971843855525,0.0,148.86,TLT,24.026636534336767,0.0,125.09,0,0.0,0.0,0.0,-691.7453478516594,11753,0,157.454
2017-10-19,QQQ,63.411971843855525,0.0,148.31,TLT,24.026636534336767,0.0,125.31,0,0.0,0.0,0.0,-691.7453478516594,11723,0,156.904
2017-10-20,QQQ,63.411971843855525,0.0,148.71,TLT,24.026636534336767,0.0,123.98,0,0.0,0.0,0.0,-691.7453478516594,11717,0,157.304
2017-10-23,QQQ,63.411971843855525,0.0,147.74,TLT,24.026636534336767,0.0,124.2,0,0.0,0.0,0.0,-691.7453478516594,11660,0,156.334
2017-10-24,QQQ,63.411971843855525,0.0,147.99,TLT,24.026636534336767,0.0,123.43,0,0.0,0.0,0.0,-691.7453478516594,11658,0,156.584
2017-10-25,QQQ,63.411971843855525,0.0,147.43,TLT,24.026636534336767,0.0,122.84,0,0.0,0.0,0.0,-691.7453478516594,11608,0,156.024
2017-10-26,QQQ,63.411971843855525,0.0,146.96,TLT,24.026636534336767,0.0,122.43,0,0.0,0.0,0.0,-691.7453478516594,11568,0,155.554
2017-10-27,QQQ,63.411971843855525,0.0,151.24,TLT,24.026636534336767,0.0,123.24,0,0.0,0.0,0.0,-691.7453478516594,11859,0,159.834
2017-10-30,QQQ,63.411971843855525,0.0,151.58,TLT,24.026636534336767,0.0,124.42,0,0.0,0.0,0.0,-691.7453478516594,11909,0,160.174
2017-10-31,QQQ,62.83846515896417,0.0,152.15,TLT,24.96612207961859,0.0,124.46,0,0.0,0.0,0.0,-717.0654355452306,11951,0,160.744
2017-11-01,QQQ,62.83846515896417,0.0,152.1,TLT,24.96612207961859,0.263,124.75,0,0.0,0.0,0.0,-717.0654355452306,11955,0,160.694
2017-11-02,QQQ,62.83846515896417,0.0,151.81,TLT,24.96612207961859,0.0,125.3,0,0.0,0.0,0.0,-717.0654355452306,11950,0,160.404
2017-11-03,QQQ,62.83846515896417,0.0,153.27,TLT,24.96612207961859,0.0,125.64,0,0.0,0.0,0.0,-717.0654355452306,12050,0,161.864
2017-11-06,QQQ,62.83846515896417,0.0,153.79,TLT,24.96612207961859,0.0,126.11,0,0.0,0.0,0.0,-717.0654355452306,12095,0,162.384
2017-11-07,QQQ,62.83846515896417,0.0,153.88,TLT,24.96612207961859,0.0,126.64,0,0.0,0.0,0.0,-717.0654355452306,12114,0,162.474
2017-11-08,QQQ,62.83846515896417,0.0,154.5,TLT,24.96612207961859,0.0,126.36,0,0.0,0.0,0.0,-717.0654355452306,12146,0,163.094
2017-11-09,QQQ,62.83846515896417,0.0,153.69,TLT,24.96612207961859,0.0,126.0,0,0.0,0.0,0.0,-717.0654355452306,12086,0,162.284
2017-11-10,QQQ,62.83846515896417,0.0,153.68,TLT,24.96612207961859,0.0,124.1,0,0.0,0.0,0.0,-717.0654355452306,12038,0,162.274
2017-11-13,QQQ,62.83846515896417,0.0,153.87,TLT,24.96612207961859,0.0,124.36,0,0.0,0.0,0.0,-717.0654355452306,12056,0,162.464
2017-11-14,QQQ,62.83846515896417,0.0,153.31,TLT,24.96612207961859,0.0,125.2,0,0.0,0.0,0.0,-717.0654355452306,12042,0,161.904
2017-11-15,QQQ,62.83846515896417,0.0,152.59,TLT,24.96612207961859,0.0,126.56,0,0.0,0.0,0.0,-717.0654355452306,12031,0,161.184
2017-11-16,QQQ,62.83846515896417,0.0,154.54,TLT,24.96612207961859,0.0,125.46,0,0.0,0.0,0.0,-717.0654355452306,12126,0,163.134
2017-11-17,QQQ,62.83846515896417,0.0,153.95,TLT,24.96612207961859,0.0,126.39,0,0.0,0.0,0.0,-717.0654355452306,12112,0,162.54399999999998
2017-11-20,QQQ,62.83846515896417,0.0,153.83,TLT,24.96612207961859,0.0,126.34,0,0.0,0.0,0.0,-717.0654355452306,12103,0,162.424
2017-11-21,QQQ,62.83846515896417,0.0,155.5,TLT,24.96612207961859,0.0,126.74,0,0.0,0.0,0.0,-717.0654355452306,12218,0,164.094
2017-11-22,QQQ,62.83846515896417,0.0,155.69,TLT,24.96612207961859,0.0,127.15,0,0.0,0.0,0.0,-717.0654355452306,12240,0,164.284
2017-11-24,QQQ,62.83846515896417,0.0,156.26,TLT,24.96612207961859,0.0,126.8,0,0.0,0.0,0.0,-717.0654355452306,12267,0,164.85399999999998
2017-11-27,QQQ,62.83846515896417,0.0,156.19,TLT,24.96612207961859,0.0,126.62,0,0.0,0.0,0.0,-717.0654355452306,12258,0,164.784
2017-11-28,QQQ,62.83846515896417,0.0,156.59,TLT,24.96612207961859,0.0,126.79,0,0.0,0.0,0.0,-717.0654355452306,12288,0,165.184
2017-11-29,QQQ,62.83846515896417,0.0,153.86,TLT,24.96612207961859,0.0,125.54,0,0.0,0.0,0.0,-717.0654355452306,12085,0,162.454
2017-11-30,QQQ,62.705217451839815,0.0,155.15,TLT,25.270398085735355,0.0,125.12,0,0.0,0.0,0.0,-729.6535865739718,12160,0,163.744
2017-12-01,QQQ,62.705217451839815,0.0,154.49,TLT,25.270398085735355,0.255,126.55,0,0.0,0.0,0.0,-729.6535865739718,12155,0,163.084
2017-12-04,QQQ,62.705217451839815,0.0,152.71,TLT,25.270398085735355,0.0,126.61,0,0.0,0.0,0.0,-729.6535865739718,12045,0,161.304
2017-12-05,QQQ,62.705217451839815,0.0,152.81,TLT,25.270398085735355,0.0,127.24,0,0.0,0.0,0.0,-729.6535865739718,12067,0,161.404
2017-12-06,QQQ,62.705217451839815,0.0,153.5,TLT,25.270398085735355,0.0,127.68,0,0.0,0.0,0.0,-729.6535865739718,12122,0,162.094
2017-12-07,QQQ,62.705217451839815,0.0,154.02,TLT,25.270398085735355,0.0,126.68,0,0.0,0.0,0.0,-729.6535865739718,12129,0,162.614
2017-12-08,QQQ,62.705217451839815,0.0,154.7,TLT,25.270398085735355,0.0,126.69,0,0.0,0.0,0.0,-729.6535865739718,12172,0,163.29399999999998
2017-12-11,QQQ,62.705217451839815,0.0,155.9,TLT,25.270398085735355,0.0,126.43,0,0.0,0.0,0.0,-729.6535865739718,12241,0,164.494
2017-12-12,QQQ,62.705217451839815,0.0,155.69,TLT,25.270398085735355,0.0,126.38,0,0.0,0.0,0.0,-729.6535865739718,12226,0,164.284
2017-12-13,QQQ,62.705217451839815,0.0,155.99,TLT,25.270398085735355,0.0,127.33,0,0.0,0.0,0.0,-729.6535865739718,12269,0,164.584
2017-12-14,QQQ,62.705217451839815,0.0,155.88,TLT,25.270398085735355,0.0,127.87,0,0.0,0.0,0.0,-729.6535865739718,12276,0,164.474
2017-12-15,QQQ,62.705217451839815,0.0,157.65,TLT,25.270398085735355,0.0,128.35,0,0.0,0.0,0.0,-729.6535865739718,12399,0,166.244
2017-12-18,QQQ,62.705217451839815,0.32899999999999996,158.64,TLT,25.270398085735355,0.0,127.18,0,0.0,0.0,0.0,-729.6535865739718,12431,0,167.563
2017-12-19,QQQ,62.705217451839815,0.0,157.7,TLT,25.270398085735355,0.0,125.53,0,0.0,0.0,0.0,-729.6535865739718,12331,0,166.623
2017-12-20,QQQ,62.705217451839815,0.0,157.53,TLT,25.270398085735355,0.0,124.14,0,0.0,0.0,0.0,-729.6535865739718,12285,0,166.453
2017-12-21,QQQ,62.705217451839815,0.0,157.55,TLT,25.270398085735355,0.262,124.6,0,0.0,0.0,0.0,-729.6535865739718,12298,0,166.473
2017-12-22,QQQ,62.705217451839815,0.0,157.37,TLT,25.270398085735355,0.0,124.77,0,0.0,0.0,0.0,-729.6535865739718,12291,0,166.293
2017-12-26,QQQ,62.705217451839815,0.0,156.52,TLT,25.270398085735355,0.0,125.14,0,0.0,0.0,0.0,-729.6535865739718,12247,0,165.443
2017-12-27,QQQ,62.705217451839815,0.0,156.54,TLT,25.270398085735355,0.0,126.77,0,0.0,0.0,0.0,-729.6535865739718,12289,0,165.463
2017-12-28,QQQ,62.705217451839815,0.0,156.73,TLT,25.270398085735355,0.0,126.66,0,0.0,0.0,0.0,-729.6535865739718,12298,0,165.653
2017-12-29,QQQ,63.03204476629568,0.0,155.76,TLT,25.152200616107674,0.0,126.86,0,0.0,0.0,0.0,-736.3403469598667,12272,0,164.683
2018-01-02,QQQ,63.03204476629568,0.0,158.49,TLT,25.152200616107674,0.0,125.49,0,0.0,0.0,0.0,-736.3403469598667,12409,0,167.413
2018-01-03,QQQ,63.03204476629568,0.0,160.03,TLT,25.152200616107674,0.0,126.09,0,0.0,0.0,0.0,-736.3403469598667,12522,0,168.953
2018-01-04,QQQ,63.03204476629568,0.0,160.31,TLT,25.152200616107674,0.0,126.07,0,0.0,0.0,0.0,-736.3403469598667,12539,0,169.233
2018-01-05,QQQ,63.03204476629568,0.0,161.92,TLT,25.152200616107674,0.0,125.71,0,0.0,0.0,0.0,-736.3403469598667,12631,0,170.843
2018-01-08,QQQ,63.03204476629568,0.0,162.55,TLT,25.152200616107674,0.0,125.63,0,0.0,0.0,0.0,-736.3403469598667,12669,0,171.473
2018-01-09,QQQ,63.03204476629568,0.0,162.56,TLT,25.152200616107674,0.0,123.95,0,0.0,0.0,0.0,-736.3403469598667,12627,0,171.483
2018-01-10,QQQ,63.03204476629568,0.0,162.18,TLT,25.152200616107674,0.0,123.8,0,0.0,0.0,0.0,-736.3403469598667,12600,0,171.103
2018-01-11,QQQ,63.03204476629568,0.0,163.29,TLT,25.152200616107674,0.0,124.31,0,0.0,0.0,0.0,-736.3403469598667,12682,0,172.213
2018-01-12,QQQ,63.03204476629568,0.0,164.49,TLT,25.152200616107674,0.0,124.52,0,0.0,0.0,0.0,-736.3403469598667,12763,0,173.413
2018-01-16,QQQ,63.03204476629568,0.0,164.02,TLT,25.152200616107674,0.0,125.04,0,0.0,0.0,0.0,-736.3403469598667,12747,0,172.943
2018-01-17,QQQ,63.03204476629568,0.0,165.79,TLT,25.152200616107674,0.0,124.87,0,0.0,0.0,0.0,-736.3403469598667,12854,0,174.713
2018-01-18,QQQ,63.03204476629568,0.0,165.82,TLT,25.152200616107674,0.0,123.71,0,0.0,0.0,0.0,-736.3403469598667,12827,0,174.743
2018-01-19,QQQ,63.03204476629568,0.0,166.34,TLT,25.152200616107674,0.0,123.06,0,0.0,0.0,0.0,-736.3403469598667,12843,0,175.263
2018-01-22,QQQ,63.03204476629568,0.0,168.12,TLT,25.152200616107674,0.0,123.18,0,0.0,0.0,0.0,-736.3403469598667,12958,0,177.043
2018-01-23,QQQ,63.03204476629568,0.0,169.51,TLT,25.152200616107674,0.0,123.71,0,0.0,0.0,0.0,-736.3403469598667,13059,0,178.433
2018-01-24,QQQ,63.03204476629568,0.0,168.41,TLT,25.152200616107674,0.0,123.04,0,0.0,0.0,0.0,-736.3403469598667,12973,0,177.333
2018-01-25,QQQ,63.03204476629568,0.0,168.35,TLT,25.152200616107674,0.0,124.05,0,0.0,0.0,0.0,-736.3403469598667,12995,0,177.273
2018-01-26,QQQ,63.03204476629568,0.0,170.93,TLT,25.152200616107674,0.0,123.59,0,0.0,0.0,0.0,-736.3403469598667,13146,0,179.853
2018-01-29,QQQ,63.03204476629568,0.0,170.1,TLT,25.152200616107674,0.0,122.73,0,0.0,0.0,0.0,-736.3403469598667,13072,0,179.023
2018-01-30,QQQ,63.03204476629568,0.0,168.7,TLT,25.152200616107674,0.0,122.01,0,0.0,0.0,0.0,-736.3403469598667,12965,0,177.623
2018-01-31,QQQ,61.52121661424093,0.0,169.4,TLT,27.59757663730982,0.0,122.73,0,0.0,0.0,0.0,-781.6270570839317,13027,0,178.323
2018-02-01,QQQ,61.52121661424093,0.0,167.96,TLT,27.59757663730982,0.255,120.7,0,0.0,0.0,0.0,-781.6270570839317,12882,0,176.883
2018-02-02,QQQ,61.52121661424093,0.0,164.61,TLT,27.59757663730982,0.0,119.58,0,0.0,0.0,0.0,-781.6270570839317,12645,0,173.53300000000002
2018-02-05,QQQ,61.52121661424093,0.0,158.12,TLT,27.59757663730982,0.0,120.71,0,0.0,0.0,0.0,-781.6270570839317,12277,0,167.043
2018-02-06,QQQ,61.52121661424093,0.0,162.31,TLT,27.59757663730982,0.0,119.96,0,0.0,0.0,0.0,-781.6270570839317,12514,0,171.233
2018-02-07,QQQ,61.52121661424093,0.0,160.21,TLT,27.59757663730982,0.0,118.82,0,0.0,0.0,0.0,-781.6270570839317,12353,0,169.133
2018-02-08,QQQ,61.52121661424093,0.0,153.45,TLT,27.59757663730982,0.0,118.69,0,0.0,0.0,0.0,-781.6270570839317,11934,0,162.373
2018-02-09,QQQ,61.52121661424093,0.0,156.1,TLT,27.59757663730982,0.0,117.94,0,0.0,0.0,0.0,-781.6270570839317,12076,0,165.023
2018-02-12,QQQ,61.52121661424093,0.0,158.87,TLT,27.59757663730982,0.0,118.46,0,0.0,0.0,0.0,-781.6270570839317,12261,0,167.793
2018-02-13,QQQ,61.52121661424093,0.0,159.69,TLT,27.59757663730982,0.0,118.99,0,0.0,0.0,0.0,-781.6270570839317,12326,0,168.613
2018-02-14,QQQ,61.52121661424093,0.0,162.68,TLT,27.59757663730982,0.0,117.67,0,0.0,0.0,0.0,-781.6270570839317,12474,0,171.603
2018-02-15,QQQ,61.52121661424093,0.0,165.7,TLT,27.59757663730982,0.0,118.07,0,0.0,0.0,0.0,-781.6270570839317,12670,0,174.623
2018-02-16,QQQ,61.52121661424093,0.0,164.96,TLT,27.59757663730982,0.0,118.71,0,0.0,0.0,0.0,-781.6270570839317,12643,0,173.883
2018-02-20,QQQ,61.52121661424093,0.0,165.29,TLT,27.59757663730982,0.0,118.19,0,0.0,0.0,0.0,-781.6270570839317,12648,0,174.213
2018-02-21,QQQ,61.52121661424093,0.0,164.82,TLT,27.59757663730982,0.0,116.74,0,0.0,0.0,0.0,-781.6270570839317,12580,0,173.743
2018-02-22,QQQ,61.52121661424093,0.0,164.8,TLT,27.59757663730982,0.0,117.09,0,0.0,0.0,0.0,-781.6270570839317,12588,0,173.723
2018-02-23,QQQ,61.52121661424093,0.0,168.17,TLT,27.59757663730982,0.0,118.13,0,0.0,0.0,0.0,-781.6270570839317,12824,0,177.093
2018-02-26,QQQ,61.52121661424093,0.0,170.4,TLT,27.59757663730982,0.0,118.17,0,0.0,0.0,0.0,-781.6270570839317,12962,0,179.323
2018-02-27,QQQ,61.52121661424093,0.0,168.29,TLT,27.59757663730982,0.0,118.0,0,0.0,0.0,0.0,-781.6270570839317,12828,0,177.213
2018-02-28,QQQ,61.18189793673632,0.0,167.21,TLT,27.998510947794067,0.0,118.75,0,0.0,0.0,0.0,-767.2668865501266,12787,0,176.133
2018-03-01,QQQ,61.18189793673632,0.0,164.48,TLT,27.998510947794067,0.239,119.32,0,0.0,0.0,0.0,-767.2668865501266,12636,0,173.403
2018-03-02,QQQ,61.18189793673632,0.0,165.99,TLT,27.998510947794067,0.0,118.35,0,0.0,0.0,0.0,-767.2668865501266,12701,0,174.913
2018-03-05,QQQ,61.18189793673632,0.0,167.83,TLT,27.998510947794067,0.0,118.03,0,0.0,0.0,0.0,-767.2668865501266,12805,0,176.75300000000001
2018-03-06,QQQ,61.18189793673632,0.0,168.54,TLT,27.998510947794067,0.0,118.14,0,0.0,0.0,0.0,-767.2668865501266,12852,0,177.463
2018-03-07,QQQ,61.18189793673632,0.0,168.93,TLT,27.998510947794067,0.0,118.01,0,0.0,0.0,0.0,-767.2668865501266,12872,0,177.853
2018-03-08,QQQ,61.18189793673632,0.0,169.86,TLT,27.998510947794067,0.0,118.69,0,0.0,0.0,0.0,-767.2668865501266,12948,0,178.78300000000002
2018-03-09,QQQ,61.18189793673632,0.0,173.16,TLT,27.998510947794067,0.0,117.91,0,0.0,0.0,0.0,-767.2668865501266,13128,0,182.083
2018-03-12,QQQ,61.18189793673632,0.0,174.08,TLT,27.998510947794067,0.0,118.59,0,0.0,0.0,0.0,-767.2668865501266,13203,0,183.00300000000001
2018-03-13,QQQ,61.18189793673632,0.0,171.71,TLT,27.998510947794067,0.0,119.19,0,0.0,0.0,0.0,-767.2668865501266,13075,0,180.633
2018-03-14,QQQ,61.18189793673632,0.0,171.68,TLT,27.998510947794067,0.0,120.24,0,0.0,0.0,0.0,-767.2668865501266,13102,0,180.603
2018-03-15,QQQ,61.18189793673632,0.0,171.53,TLT,27.998510947794067,0.0,120.24,0,0.0,0.0,0.0,-767.2668865501266,13093,0,180.453
2018-03-16,QQQ,61.18189793673632,0.0,171.02,TLT,27.998510947794067,0.0,119.81,0,0.0,0.0,0.0,-767.2668865501266,13050,0,179.943
2018-03-19,QQQ,61.18189793673632,0.27699999999999997,167.1,TLT,27.998510947794067,0.0,119.43,0,0.0,0.0,0.0,-767.2668865501266,12800,0,176.29999999999998
2018-03-20,QQQ,61.18189793673632,0.0,167.65,TLT,27.998510947794067,0.0,118.95,0,0.0,0.0,0.0,-767.2668865501266,12820,0,176.85
2018-03-21,QQQ,61.18189793673632,0.0,166.92,TLT,27.998510947794067,0.0,119.08,0,0.0,0.0,0.0,-767.2668865501266,12779,0,176.11999999999998
2018-03-22,QQQ,61.18189793673632,0.0,162.8,TLT,27.998510947794067,0.0,120.26,0,0.0,0.0,0.0,-767.2668865501266,12560,0,172.0
2018-03-23,QQQ,61.18189793673632,0.0,158.51,TLT,27.998510947794067,0.0,120.17,0,0.0,0.0,0.0,-767.2668865501266,12295,0,167.70999999999998
2018-03-26,QQQ,61.18189793673632,0.0,164.4,TLT,27.998510947794067,0.0,119.71,0,0.0,0.0,0.0,-767.2668865501266,12642,0,173.6
2018-03-27,QQQ,61.18189793673632,0.0,159.08,TLT,27.998510947794067,0.0,120.99,0,0.0,0.0,0.0,-767.2668865501266,12353,0,168.28
2018-03-28,QQQ,61.18189793673632,0.0,157.25,TLT,27.998510947794067,0.0,121.31,0,0.0,0.0,0.0,-767.2668865501266,12250,0,166.45
2018-03-29,QQQ,62.26433043879876,0.0,160.13,TLT,26.582246519922673,0.0,121.9,0,0.0,0.0,0.0,-747.779042487364,12462,0,169.32999999999998
2018-04-02,QQQ,62.26433043879876,0.0,155.51,TLT,26.582246519922673,0.26,121.88,0,0.0,0.0,0.0,-747.779042487364,12174,0,164.70999999999998
2018-04-03,QQQ,62.26433043879876,0.0,157.26,TLT,26.582246519922673,0.0,120.94,0,0.0,0.0,0.0,-747.779042487364,12258,0,166.45999999999998
2018-04-04,QQQ,62.26433043879876,0.0,159.74,TLT,26.582246519922673,0.0,120.69,0,0.0,0.0,0.0,-747.779042487364,12406,0,168.94
2018-04-05,QQQ,62.26433043879876,0.0,160.65,TLT,26.582246519922673,0.0,119.79,0,0.0,0.0,0.0,-747.779042487364,12439,0,169.85
2018-04-06,QQQ,62.26433043879876,0.0,156.63,TLT,26.582246519922673,0.0,121.1,0,0.0,0.0,0.0,-747.779042487364,12223,0,165.82999999999998
2018-04-09,QQQ,62.26433043879876,0.0,157.73,TLT,26.582246519922673,0.0,121.3,0,0.0,0.0,0.0,-747.779042487364,12297,0,166.92999999999998
2018-04-10,QQQ,62.26433043879876,0.0,161.21,TLT,26.582246519922673,0.0,121.08,0,0.0,0.0,0.0,-747.779042487364,12508,0,170.41
2018-04-11,QQQ,62.26433043879876,0.0,160.28,TLT,26.582246519922673,0.0,121.51,0,0.0,0.0,0.0,-747.779042487364,12461,0,169.48
2018-04-12,QQQ,62.26433043879876,0.0,162.21,TLT,26.582246519922673,0.0,120.62,0,0.0,0.0,0.0,-747.779042487364,12558,0,171.41
2018-04-13,QQQ,62.26433043879876,0.0,161.37,TLT,26.582246519922673,0.0,120.9,0,0.0,0.0,0.0,-747.779042487364,12513,0,170.57
2018-04-16,QQQ,62.26433043879876,0.0,162.6,TLT,26.582246519922673,0.0,120.94,0,0.0,0.0,0.0,-747.779042487364,12591,0,171.79999999999998
2018-04-17,QQQ,62.26433043879876,0.0,166.1,TLT,26.582246519922673,0.0,121.27,0,0.0,0.0,0.0,-747.779042487364,12817,0,175.29999999999998
2018-04-18,QQQ,62.26433043879876,0.0,166.44,TLT,26.582246519922673,0.0,120.3,0,0.0,0.0,0.0,-747.779042487364,12813,0,175.64
2018-04-19,QQQ,62.26433043879876,0.0,164.91,TLT,26.582246519922673,0.0,119.32,0,0.0,0.0,0.0,-747.779042487364,12692,0,174.10999999999999
2018-04-20,QQQ,62.26433043879876,0.0,162.3,TLT,26.582246519922673,0.0,118.46,0,0.0,0.0,0.0,-747.779042487364,12506,0,171.5
2018-04-23,QQQ,62.26433043879876,0.0,161.89,TLT,26.582246519922673,0.0,118.49,0,0.0,0.0,0.0,-747.779042487364,12481,0,171.08999999999997
2018-04-24,QQQ,62.26433043879876,0.0,158.46,TLT,26.582246519922673,0.0,117.95,0,0.0,0.0,0.0,-747.779042487364,12254,0,167.66
2018-04-25,QQQ,62.26433043879876,0.0,158.65,TLT,26.582246519922673,0.0,117.16,0,0.0,0.0,0.0,-747.779042487364,12244,0,167.85
2018-04-26,QQQ,62.26433043879876,0.0,161.99,TLT,26.582246519922673,0.0,117.98,0,0.0,0.0,0.0,-747.779042487364,12474,0,171.19
2018-04-27,QQQ,62.26433043879876,0.0,162.09,TLT,26.582246519922673,0.0,118.89,0,0.0,0.0,0.0,-747.779042487364,12505,0,171.29
2018-04-30,QQQ,61.857129884634574,0.0,160.94,TLT,27.16597906952774,0.0,119.1,0,0.0,0.0,0.0,-746.6464862724822,12444,0,170.14
2018-05-01,QQQ,61.857129884634574,0.0,162.78,TLT,27.16597906952774,0.262,118.41,0,0.0,0.0,0.0,-746.6464862724822,12539,0,171.98
2018-05-02,QQQ,61.857129884634574,0.0,161.82,TLT,27.16597906952774,0.0,118.28,0,0.0,0.0,0.0,-746.6464862724822,12476,0,171.01999999999998
2018-05-03,QQQ,61.857129884634574,0.0,161.8,TLT,27.16597906952774,0.0,118.81,0,0.0,0.0,0.0,-746.6464862724822,12489,0,171.0
2018-05-04,QQQ,61.857129884634574,0.0,164.87,TLT,27.16597906952774,0.0,118.99,0,0.0,0.0,0.0,-746.6464862724822,12684,0,174.07
2018-05-07,QQQ,61.857129884634574,0.0,166.24,TLT,27.16597906952774,0.0,118.8,0,0.0,0.0,0.0,-746.6464862724822,12763,0,175.44
2018-05-08,QQQ,61.857129884634574,0.0,166.07,TLT,27.16597906952774,0.0,118.69,0,0.0,0.0,0.0,-746.6464862724822,12750,0,175.26999999999998
2018-05-09,QQQ,61.857129884634574,0.0,167.88,TLT,27.16597906952774,0.0,117.98,0,0.0,0.0,0.0,-746.6464862724822,12842,0,177.07999999999998
2018-05-10,QQQ,61.857129884634574,0.0,169.62,TLT,27.16597906952774,0.0,118.93,0,0.0,0.0,0.0,-746.6464862724822,12976,0,178.82
2018-05-11,QQQ,61.857129884634574,0.0,169.46,TLT,27.16597906952774,0.0,119.23,0,0.0,0.0,0.0,-746.6464862724822,12974,0,178.66
2018-05-14,QQQ,61.857129884634574,0.0,169.75,TLT,27.16597906952774,0.0,118.6,0,0.0,0.0,0.0,-746.6464862724822,12975,0,178.95
2018-05-15,QQQ,61.857129884634574,0.0,167.87,TLT,27.16597906952774,0.0,117.25,0,0.0,0.0,0.0,-746.6464862724822,12822,0,177.07
2018-05-16,QQQ,61.857129884634574,0.0,168.98,TLT,27.16597906952774,0.0,116.8,0,0.0,0.0,0.0,-746.6464862724822,12878,0,178.17999999999998
2018-05-17,QQQ,61.857129884634574,0.0,168.33,TLT,27.16597906952774,0.0,116.21,0,0.0,0.0,0.0,-746.6464862724822,12822,0,177.53
2018-05-18,QQQ,61.857129884634574,0.0,167.46,TLT,27.16597906952774,0.0,117.21,0,0.0,0.0,0.0,-746.6464862724822,12796,0,176.66
2018-05-21,QQQ,61.857129884634574,0.0,168.4,TLT,27.16597906952774,0.0,117.27,0,0.0,0.0,0.0,-746.6464862724822,12855,0,177.6
2018-05-22,QQQ,61.857129884634574,0.0,168.18,TLT,27.16597906952774,0.0,117.09,0,0.0,0.0,0.0,-746.6464862724822,12837,0,177.38
2018-05-23,QQQ,61.857129884634574,0.0,169.6,TLT,27.16597906952774,0.0,117.94,0,0.0,0.0,0.0,-746.6464862724822,12948,0,178.79999999999998
2018-05-24,QQQ,61.857129884634574,0.0,169.55,TLT,27.16597906952774,0.0,118.88,0,0.0,0.0,0.0,-746.6464862724822,12970,0,178.75
2018-05-25,QQQ,61.857129884634574,0.0,169.72,TLT,27.16597906952774,0.0,119.62,0,0.0,0.0,0.0,-746.6464862724822,13001,0,178.92
2018-05-29,QQQ,61.857129884634574,0.0,168.97,TLT,27.16597906952774,0.0,122.24,0,0.0,0.0,0.0,-746.6464862724822,13026,0,178.17
2018-05-30,QQQ,61.857129884634574,0.0,170.18,TLT,27.16597906952774,0.0,121.42,0,0.0,0.0,0.0,-746.6464862724822,13078,0,179.38
2018-05-31,QQQ,61.48885194980921,0.0,170.07,TLT,28.037105606408325,0.0,121.22,0,0.0,0.0,0.0,-784.3056788328046,13071,0,179.26999999999998
2018-06-01,QQQ,61.48885194980921,0.0,172.74,TLT,28.037105606408325,0.281,120.3,0,0.0,0.0,0.0,-784.3056788328046,13210,0,181.94
2018-06-04,QQQ,61.48885194980921,0.0,174.3,TLT,28.037105606408325,0.0,119.43,0,0.0,0.0,0.0,-784.3056788328046,13281,0,183.5
2018-06-05,QQQ,61.48885194980921,0.0,174.84,TLT,28.037105606408325,0.0,119.71,0,0.0,0.0,0.0,-784.3056788328046,13322,0,184.04
2018-06-06,QQQ,61.48885194980921,0.0,175.86,TLT,28.037105606408325,0.0,118.74,0,0.0,0.0,0.0,-784.3056788328046,13358,0,185.06
2018-06-07,QQQ,61.48885194980921,0.0,174.43,TLT,28.037105606408325,0.0,119.89,0,0.0,0.0,0.0,-784.3056788328046,13302,0,183.63
2018-06-08,QQQ,61.48885194980921,0.0,174.44,TLT,28.037105606408325,0.0,119.53,0,0.0,0.0,0.0,-784.3056788328046,13293,0,183.64
