Date,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Cash,Capital,InOutCash,Bench
1940-09-30,DJIndex,18.8438630880579,0.0,132.64,Treasures,19.33867669916431,0.0,168.0285601,-749.9999999999995,4998,0,346.49680133699974
1940-10-01,DJIndex,18.8438630880579,0.662694667,134.33,Treasures,19.33867669916431,0.294166667,168.09523810000005,-749.9999999999995,5032,0,348.8494960039998
1940-10-02,DJIndex,18.8438630880579,0.0,134.97,Treasures,19.33867669916431,0.0,168.156834,-749.9999999999995,5045,0,349.48949600399976
1940-10-03,DJIndex,18.8438630880579,0.0,135.09,Treasures,19.33867669916431,0.0,168.2184751,-749.9999999999995,5048,0,349.60949600399977
1940-10-04,DJIndex,18.8438630880579,0.0,133.79,Treasures,19.33867669916431,0.0,168.2801613,-749.9999999999995,5025,0,348.30949600399975
1940-10-05,DJIndex,18.8438630880579,0.0,133.9,Treasures,19.33867669916431,0.0,168.3418929,-749.9999999999995,5028,0,348.41949600399977
1940-10-07,DJIndex,18.8438630880579,0.0,133.51,Treasures,19.33867669916431,0.0,168.4036697,-749.9999999999995,5022,0,348.0294960039997
1940-10-08,DJIndex,18.8438630880579,0.0,131.31,Treasures,19.33867669916431,0.0,168.4654919,-749.9999999999995,4982,0,345.8294960039998
1940-10-09,DJIndex,18.8438630880579,0.0,130.54,Treasures,19.33867669916431,0.0,168.5273595,-749.9999999999995,4968,0,345.05949600399975
1940-10-10,DJIndex,18.8438630880579,0.0,130.39,Treasures,19.33867669916431,0.0,168.58927260000004,-749.9999999999995,4967,0,344.9094960039997
1940-10-11,DJIndex,18.8438630880579,0.0,131.04,Treasures,19.33867669916431,0.0,168.65123119999996,-749.9999999999995,4980,0,345.55949600399975
1940-10-14,DJIndex,18.8438630880579,0.0,130.73,Treasures,19.33867669916431,0.0,168.7132353,-749.9999999999995,4976,0,345.24949600399975
1940-10-15,DJIndex,18.8438630880579,0.0,131.48,Treasures,19.33867669916431,0.0,168.775285,-749.9999999999995,4991,0,345.99949600399975
1940-10-16,DJIndex,18.8438630880579,0.0,131.97,Treasures,19.33867669916431,0.0,168.8373804,-749.9999999999995,5001,0,346.48949600399976
1940-10-17,DJIndex,18.8438630880579,0.0,132.49,Treasures,19.33867669916431,0.0,168.89952150000005,-749.9999999999995,5012,0,347.00949600399974
1940-10-18,DJIndex,18.8438630880579,0.0,132.45,Treasures,19.33867669916431,0.0,168.9617084,-749.9999999999995,5013,0,346.9694960039998
1940-10-19,DJIndex,18.8438630880579,0.0,132.18,Treasures,19.33867669916431,0.0,169.02394109999997,-749.9999999999995,5009,0,346.6994960039998
1940-10-21,DJIndex,18.8438630880579,0.0,131.37,Treasures,19.33867669916431,0.0,169.0862196,-749.9999999999995,4995,0,345.88949600399974
1940-10-22,DJIndex,18.8438630880579,0.0,131.98,Treasures,19.33867669916431,0.0,169.148544,-749.9999999999995,5008,0,346.49949600399975
1940-10-23,DJIndex,18.8438630880579,0.0,132.4,Treasures,19.33867669916431,0.0,169.2109145,-749.9999999999995,5017,0,346.91949600399977
1940-10-24,DJIndex,18.8438630880579,0.0,131.36,Treasures,19.33867669916431,0.0,169.27333090000005,-749.9999999999995,4998,0,345.87949600399975
1940-10-25,DJIndex,18.8438630880579,0.0,131.16,Treasures,19.33867669916431,0.0,169.3357934,-749.9999999999995,4996,0,345.67949600399976
1940-10-26,DJIndex,18.8438630880579,0.0,132.26,Treasures,19.33867669916431,0.0,169.398302,-749.9999999999995,5018,0,346.7794960039997
1940-10-28,DJIndex,18.8438630880579,0.0,131.77,Treasures,19.33867669916431,0.0,169.4608567,-749.9999999999995,5010,0,346.2894960039998
1940-10-29,DJIndex,18.8438630880579,0.0,132.19,Treasures,19.33867669916431,0.0,169.5234577,-749.9999999999995,5019,0,346.7094960039998
1940-10-30,DJIndex,18.8438630880579,0.0,132.98,Treasures,19.33867669916431,0.0,169.586105,-749.9999999999995,5035,0,347.49949600399975
1940-10-31,DJIndex,30.206460419613823,0.0,134.61,Treasures,7.78950274765648,0.0,169.6487985,-304.9568727813165,5082,0,349.12949600399975
1940-11-01,DJIndex,30.206460419613823,0.669809833,134.41,Treasures,7.78950274765648,0.294166667,169.7115385,-304.9568727813165,5077,0,349.59930583699975
1940-11-02,DJIndex,30.206460419613823,0.0,134.85,Treasures,7.78950274765648,0.0,169.7825178,-304.9568727813165,5090,0,350.03930583699974
1940-11-04,DJIndex,30.206460419613823,0.0,135.21,Treasures,7.78950274765648,0.0,169.8535565,-304.9568727813165,5102,0,350.39930583699976
1940-11-06,DJIndex,30.206460419613823,0.0,131.98,Treasures,7.78950274765648,0.0,169.9246547,-304.9568727813165,5005,0,347.16930583699974
1940-11-07,DJIndex,30.206460419613823,0.0,137.75,Treasures,7.78950274765648,0.0,169.9958124,-304.9568727813165,5180,0,352.9393058369998
1940-11-08,DJIndex,30.206460419613823,0.0,136.64,Treasures,7.78950274765648,0.0,170.06702969999995,-304.9568727813165,5147,0,351.82930583699977
1940-11-09,DJIndex,30.206460419613823,0.0,138.12,Treasures,7.78950274765648,0.0,170.1383068,-304.9568727813165,5192,0,353.3093058369998
1940-11-12,DJIndex,30.206460419613823,0.0,137.41,Treasures,7.78950274765648,0.0,170.2096436,-304.9568727813165,5171,0,352.59930583699975
1940-11-13,DJIndex,30.206460419613823,0.0,136.61,Treasures,7.78950274765648,0.0,170.28104030000003,-304.9568727813165,5147,0,351.7993058369998
1940-11-14,DJIndex,30.206460419613823,0.0,136.97,Treasures,7.78950274765648,0.0,170.3524969,-304.9568727813165,5159,0,352.15930583699975
1940-11-15,DJIndex,30.206460419613823,0.0,135.59,Treasures,7.78950274765648,0.0,170.4240134,-304.9568727813165,5118,0,350.77930583699975
1940-11-16,DJIndex,30.206460419613823,0.0,134.73,Treasures,7.78950274765648,0.0,170.4955901,-304.9568727813165,5092,0,349.91930583699974
1940-11-18,DJIndex,30.206460419613823,0.0,134.74,Treasures,7.78950274765648,0.0,170.5672269,-304.9568727813165,5093,0,349.9293058369998
1940-11-19,DJIndex,30.206460419613823,0.0,134.48,Treasures,7.78950274765648,0.0,170.6389239,-304.9568727813165,5086,0,349.66930583699974
1940-11-20,DJIndex,30.206460419613823,0.0,132.22,Treasures,7.78950274765648,0.0,170.71068119999995,-304.9568727813165,5018,0,347.40930583699975
1940-11-22,DJIndex,30.206460419613823,0.0,131.74,Treasures,7.78950274765648,0.0,170.7824989,-304.9568727813165,5004,0,346.9293058369998
1940-11-23,DJIndex,30.206460419613823,0.0,131.47,Treasures,7.78950274765648,0.0,170.8543771,-304.9568727813165,4997,0,346.65930583699975
1940-11-25,DJIndex,30.206460419613823,0.0,131.96,Treasures,7.78950274765648,0.0,170.9263158,-304.9568727813165,5012,0,347.14930583699976
1940-11-26,DJIndex,30.206460419613823,0.0,131.94,Treasures,7.78950274765648,0.0,170.9983151,-304.9568727813165,5012,0,347.1293058369997
1940-11-27,DJIndex,30.206460419613823,0.0,129.78,Treasures,7.78950274765648,0.0,171.0703751,-304.9568727813165,4947,0,344.96930583699975
1940-11-28,DJIndex,30.206460419613823,0.0,130.14,Treasures,7.78950274765648,0.0,171.1424958,-304.9568727813165,4959,0,345.32930583699977
1940-11-29,DJIndex,30.206460419613823,0.0,130.03,Treasures,7.78950274765648,0.0,171.2146774,-304.9568727813165,4956,0,345.21930583699975
