Date,On_Price_VYM,On_Shares_VYM,On_Dividend_VYM,Off_Price_IEI,Off_Shares_IEI,Off_Dividend_IEI,Cash,Capital,InOutCash,Bench
2010-06-23,37.27,71.19053070482474,0.0,114.49,72.99388159430592,0.0,0.0,11010,0,112.621
2010-06-24,36.46,71.19053070482474,0.273,114.53,72.99388159430592,0.0,0.0,10955,0,111.191
2010-06-25,36.48,71.19053070482474,0.0,114.65,72.99388159430592,0.0,0.0,10965,0,111.351
2010-06-28,36.47,71.19053070482474,0.0,115.1,72.99388159430592,0.0,0.0,10997,0,111.071
2010-06-29,35.52,71.19053070482474,0.0,115.36,72.99388159430592,0.0,0.0,10949,0,108.361
2010-06-30,35.22,91.42267880361904,0.0,115.33,67.08900589273735,0.0,0.0,10957,0,107.361
2010-07-01,35.15,91.42267880361904,0.0,115.06,67.08900589273735,0.20199999999999999,0.0,10932,0,106.971
2010-07-02,35.04,91.42267880361904,0.0,114.99,67.08900589273735,0.0,0.0,10918,0,106.501
2010-07-06,35.18,91.42267880361904,0.0,115.26,67.08900589273735,0.0,0.0,10948,0,107.081
2010-07-07,36.18,91.42267880361904,0.0,115.12,67.08900589273735,0.0,0.0,11030,0,109.921
2010-07-08,36.58,91.42267880361904,0.0,114.98,67.08900589273735,0.0,0.0,11058,0,111.141
2010-07-09,36.75,91.42267880361904,0.0,114.85,67.08900589273735,0.0,0.0,11064,0,111.741
2010-07-12,36.81,91.42267880361904,0.0,114.91,67.08900589273735,0.0,0.0,11074,0,111.881
2010-07-13,37.36,91.42267880361904,0.0,114.6,67.08900589273735,0.0,0.0,11103,0,113.361
2010-07-14,37.27,91.42267880361904,0.0,115.05,67.08900589273735,0.0,0.0,11125,0,113.381
2010-07-15,37.31,91.42267880361904,0.0,115.36,67.08900589273735,0.0,0.0,11150,0,113.331
2010-07-16,36.44,91.42267880361904,0.0,115.75,67.08900589273735,0.0,0.0,11096,0,110.73400000000001
2010-07-19,36.6,91.42267880361904,0.0,115.64,67.08900589273735,0.0,0.0,11104,0,111.34400000000001
2010-07-20,37.05,91.42267880361904,0.0,115.74,67.08900589273735,0.0,0.0,11152,0,112.054
2010-07-21,36.62,91.42267880361904,0.0,116.06,67.08900589273735,0.0,0.0,11134,0,110.95400000000001
2010-07-22,37.38,91.42267880361904,0.0,115.85,67.08900589273735,0.0,0.0,11189,0,112.974
2010-07-23,37.7,91.42267880361904,0.0,115.56,67.08900589273735,0.0,0.0,11199,0,113.994
2010-07-26,38.12,91.42267880361904,0.0,115.53,67.08900589273735,0.0,0.0,11235,0,114.98400000000001
2010-07-27,38.18,91.42267880361904,0.0,115.25,67.08900589273735,0.0,0.0,11222,0,115.164
2010-07-28,37.95,91.42267880361904,0.0,115.68,67.08900589273735,0.0,0.0,11230,0,114.81400000000001
2010-07-29,37.78,91.42267880361904,0.0,115.98,67.08900589273735,0.0,0.0,11234,0,114.394
2010-07-30,37.79,117.5481763036989,0.0,116.38,58.70108898900202,0.0,0.0,11273,0,114.424
2010-08-02,38.51,117.5481763036989,0.0,115.94,58.70108898900202,0.203,0.0,11332,0,116.45400000000001
2010-08-03,38.37,117.5481763036989,0.0,116.44,58.70108898900202,0.0,0.0,11345,0,116.114
2010-08-04,38.58,117.5481763036989,0.0,116.06,58.70108898900202,0.0,0.0,11347,0,116.684
2010-08-05,38.48,117.5481763036989,0.0,116.37,58.70108898900202,0.0,0.0,11354,0,116.604
2010-08-06,38.41,117.5481763036989,0.0,116.73,58.70108898900202,0.0,0.0,11367,0,116.414
2010-08-09,38.65,117.5481763036989,0.0,116.62,58.70108898900202,0.0,0.0,11388,0,116.84400000000001
2010-08-10,38.47,117.5481763036989,0.0,117.04,58.70108898900202,0.0,0.0,11392,0,116.384
2010-08-11,37.56,117.5481763036989,0.0,117.27,58.70108898900202,0.0,0.0,11298,0,113.854
2010-08-12,37.43,117.5481763036989,0.0,117.01,58.70108898900202,0.0,0.0,11268,0,113.174
2010-08-13,37.32,117.5481763036989,0.0,117.19,58.70108898900202,0.0,0.0,11266,0,113.074
2010-08-16,37.3,117.5481763036989,0.0,117.56,58.70108898900202,0.0,0.0,11285,0,113.004
2010-08-17,37.76,117.5481763036989,0.0,117.35,58.70108898900202,0.0,0.0,11327,0,114.054
2010-08-18,37.8,117.5481763036989,0.0,117.25,58.70108898900202,0.0,0.0,11326,0,114.294
2010-08-19,37.17,117.5481763036989,0.0,117.46,58.70108898900202,0.0,0.0,11264,0,112.784
2010-08-20,37.04,117.5481763036989,0.0,117.19,58.70108898900202,0.0,0.0,11233,0,112.248
2010-08-23,36.97,117.5481763036989,0.0,117.39,58.70108898900202,0.0,0.0,11236,0,111.86800000000001
2010-08-24,36.55,117.5481763036989,0.0,117.84,58.70108898900202,0.0,0.0,11213,0,110.50800000000001
2010-08-25,36.67,117.5481763036989,0.0,117.53,58.70108898900202,0.0,0.0,11209,0,110.718
2010-08-26,36.49,117.5481763036989,0.0,117.72,58.70108898900202,0.0,0.0,11199,0,110.03800000000001
2010-08-27,37.02,117.5481763036989,0.0,117.04,58.70108898900202,0.0,0.0,11222,0,111.688
2010-08-30,36.5,117.5481763036989,0.0,117.65,58.70108898900202,0.0,0.0,11196,0,110.278
2010-08-31,36.53,137.84977581083515,0.0,117.86,52.490392051640754,0.0,0.0,11222,0,110.308
2010-09-01,37.48,137.84977581083515,0.0,117.31,52.490392051640754,0.175,0.0,11324,0,112.908
2010-09-02,37.75,137.84977581083515,0.0,117.15,52.490392051640754,0.0,0.0,11353,0,113.388
2010-09-03,38.14,137.84977581083515,0.0,116.83,52.490392051640754,0.0,0.0,11390,0,114.688
2010-09-07,37.74,137.84977581083515,0.0,117.3,52.490392051640754,0.0,0.0,11359,0,113.668
2010-09-08,37.91,137.84977581083515,0.0,117.07,52.490392051640754,0.0,0.0,11370,0,114.08800000000001
2010-09-09,38.12,137.84977581083515,0.0,116.5,52.490392051640754,0.0,0.0,11369,0,114.358
2010-09-10,38.28,137.84977581083515,0.0,116.35,52.490392051640754,0.0,0.0,11384,0,114.888
2010-09-13,38.67,137.84977581083515,0.0,116.78,52.490392051640754,0.0,0.0,11460,0,115.778
2010-09-14,38.62,137.84977581083515,0.0,117.17,52.490392051640754,0.0,0.0,11474,0,115.548
2010-09-15,38.75,137.84977581083515,0.0,117.06,52.490392051640754,0.0,0.0,11486,0,116.048
2010-09-16,38.74,137.84977581083515,0.0,116.95,52.490392051640754,0.0,0.0,11479,0,116.298
2010-09-17,38.78,137.84977581083515,0.0,117.09,52.490392051640754,0.0,0.0,11491,0,116.369
2010-09-20,39.33,137.84977581083515,0.0,117.31,52.490392051640754,0.0,0.0,11579,0,117.819
2010-09-21,39.26,137.84977581083515,0.0,117.88,52.490392051640754,0.0,0.0,11599,0,117.91900000000001
2010-09-22,39.11,137.84977581083515,0.0,117.85,52.490392051640754,0.0,0.0,11577,0,117.69900000000001
2010-09-23,38.8,137.84977581083515,0.0,117.94,52.490392051640754,0.0,0.0,11539,0,116.96900000000001
2010-09-24,39.19,137.84977581083515,0.276,117.7,52.490392051640754,0.0,0.0,11580,0,118.869
2010-09-27,39.02,137.84977581083515,0.0,118.13,52.490392051640754,0.0,0.0,11579,0,118.489
2010-09-28,39.23,137.84977581083515,0.0,118.36,52.490392051640754,0.0,0.0,11620,0,118.85900000000001
2010-09-29,39.07,137.84977581083515,0.0,118.28,52.490392051640754,0.0,0.0,11594,0,118.60900000000001
2010-09-30,38.96,158.0671417373479,0.0,118.24,46.17899611593886,0.0,0.0,11618,0,118.209
2010-10-01,39.13,158.0671417373479,0.0,118.13,46.17899611593886,0.19,0.0,11640,0,118.619
2010-10-04,38.82,158.0671417373479,0.0,118.34,46.17899611593886,0.0,0.0,11600,0,117.869
2010-10-05,39.57,158.0671417373479,0.0,118.47,46.17899611593886,0.0,0.0,11725,0,119.69900000000001
2010-10-06,39.67,158.0671417373479,0.0,118.74,46.17899611593886,0.0,0.0,11753,0,120.069
2010-10-07,39.59,158.0671417373479,0.0,118.86,46.17899611593886,0.0,0.0,11746,0,119.899
2010-10-08,39.82,158.0671417373479,0.0,118.96,46.17899611593886,0.0,0.0,11787,0,120.459
2010-10-11,39.81,158.0671417373479,0.0,119.01,46.17899611593886,0.0,0.0,11788,0,120.55900000000001
2010-10-12,39.92,158.0671417373479,0.0,118.8,46.17899611593886,0.0,0.0,11796,0,120.55900000000001
2010-10-13,40.12,158.0671417373479,0.0,118.91,46.17899611593886,0.0,0.0,11832,0,121.35900000000001
2010-10-14,40.07,158.0671417373479,0.0,118.55,46.17899611593886,0.0,0.0,11808,0,121.369
2010-10-15,40.01,158.0671417373479,0.0,118.46,46.17899611593886,0.0,0.0,11794,0,121.072
2010-10-18,40.24,158.0671417373479,0.0,118.87,46.17899611593886,0.0,0.0,11849,0,121.402
2010-10-19,39.74,158.0671417373479,0.0,118.96,46.17899611593886,0.0,0.0,11775,0,120.232
2010-10-20,40.14,158.0671417373479,0.0,119.01,46.17899611593886,0.0,0.0,11840,0,121.482
2010-10-21,40.22,158.0671417373479,0.0,118.75,46.17899611593886,0.0,0.0,11841,0,121.932
2010-10-22,40.22,158.0671417373479,0.0,118.68,46.17899611593886,0.0,0.0,11837,0,121.752
2010-10-25,40.31,158.0671417373479,0.0,118.61,46.17899611593886,0.0,0.0,11848,0,122.10199999999999
2010-10-26,40.31,158.0671417373479,0.0,118.18,46.17899611593886,0.0,0.0,11829,0,122.152
2010-10-27,40.16,158.0671417373479,0.0,117.83,46.17899611593886,0.0,0.0,11789,0,121.702
2010-10-28,40.23,158.0671417373479,0.0,118.42,46.17899611593886,0.0,0.0,11827,0,121.49199999999999
2010-10-29,40.24,205.3995178328556,0.0,118.74,30.195686315135394,0.0,0.0,11850,0,121.702
2010-11-01,40.2,205.3995178328556,0.0,118.61,30.195686315135394,0.183,0.0,11838,0,121.71199999999999
2010-11-02,40.5,205.3995178328556,0.0,118.7,30.195686315135394,0.0,0.0,11902,0,122.27199999999999
2010-11-03,40.58,205.3995178328556,0.0,119.03,30.195686315135394,0.0,0.0,11929,0,122.692
2010-11-04,41.29,205.3995178328556,0.0,119.41,30.195686315135394,0.0,0.0,12086,0,124.822
2010-11-05,41.35,205.3995178328556,0.0,119.08,30.195686315135394,0.0,0.0,12088,0,124.932
2010-11-08,41.21,205.3995178328556,0.0,119.02,30.195686315135394,0.0,0.0,12058,0,124.612
2010-11-09,40.99,205.3995178328556,0.0,118.37,30.195686315135394,0.0,0.0,11993,0,124.082
2010-11-10,41.05,205.3995178328556,0.0,118.6,30.195686315135394,0.0,0.0,12012,0,124.122
2010-11-11,40.99,205.3995178328556,0.0,118.42,30.195686315135394,0.0,0.0,11995,0,123.472
2010-11-12,40.59,205.3995178328556,0.0,117.86,30.195686315135394,0.0,0.0,11896,0,122.55199999999999
2010-11-15,40.61,205.3995178328556,0.0,117.03,30.195686315135394,0.0,0.0,11875,0,122.642
2010-11-16,40.04,205.3995178328556,0.0,117.32,30.195686315135394,0.0,0.0,11766,0,120.892
2010-11-17,40.04,205.3995178328556,0.0,117.27,30.195686315135394,0.0,0.0,11765,0,120.832
2010-11-18,40.57,205.3995178328556,0.0,117.05,30.195686315135394,0.0,0.0,11867,0,122.542
2010-11-19,40.66,205.3995178328556,0.0,117.0,30.195686315135394,0.0,0.0,11884,0,122.763
2010-11-22,40.58,205.3995178328556,0.0,117.51,30.195686315135394,0.0,0.0,11883,0,122.573
2010-11-23,40.06,205.3995178328556,0.0,117.67,30.195686315135394,0.0,0.0,11781,0,121.143
2010-11-24,40.54,205.3995178328556,0.0,116.93,30.195686315135394,0.0,0.0,11857,0,122.603
2010-11-26,40.25,205.3995178328556,0.0,117.15,30.195686315135394,0.0,0.0,11804,0,121.393
2010-11-29,40.2,205.3995178328556,0.0,117.21,30.195686315135394,0.0,0.0,11796,0,121.403
2010-11-30,40.02,162.80657092670214,0.0,117.42,44.74553271881759,0.0,0.0,11769,0,120.923
2010-12-01,40.89,162.80657092670214,0.0,116.47,44.74553271881759,0.175,0.0,11868,0,123.423
2010-12-02,41.33,162.80657092670214,0.0,116.2,44.74553271881759,0.0,0.0,11928,0,124.493
2010-12-03,41.42,162.80657092670214,0.0,116.43,44.74553271881759,0.0,0.0,11953,0,124.693
2010-12-06,41.36,162.80657092670214,0.0,116.87,44.74553271881759,0.0,0.0,11963,0,124.493
2010-12-07,41.49,162.80657092670214,0.0,115.93,44.74553271881759,0.0,0.0,11942,0,124.483
2010-12-08,41.61,162.80657092670214,0.0,115.2,44.74553271881759,0.0,0.0,11929,0,124.643
2010-12-09,41.73,162.80657092670214,0.0,114.98,44.74553271881759,0.0,0.0,11938,0,124.673
2010-12-10,41.98,162.80657092670214,0.0,114.57,44.74553271881759,0.0,0.0,11961,0,125.043
2010-12-13,42.01,162.80657092670214,0.0,114.97,44.74553271881759,0.0,0.0,11983,0,125.243
2010-12-14,42.18,162.80657092670214,0.0,114.31,44.74553271881759,0.0,0.0,11982,0,125.763
2010-12-15,42.04,162.80657092670214,0.0,114.1,44.74553271881759,0.0,0.0,11949,0,125.643
2010-12-16,42.31,162.80657092670214,0.0,114.36,44.74553271881759,0.0,0.0,12005,0,125.993
2010-12-17,42.32,162.80657092670214,0.0,114.87,44.74553271881759,0.0,0.0,12029,0,125.96600000000001
2010-12-20,42.33,162.80657092670214,0.0,114.93,44.74553271881759,0.0,0.0,12034,0,125.766
2010-12-21,42.41,162.80657092670214,0.0,114.96,44.74553271881759,0.0,0.0,12048,0,126.32600000000001
2010-12-22,42.23,162.80657092670214,0.313,114.78,44.74553271881759,0.0,0.0,12011,0,126.596
2010-12-23,42.22,162.80657092670214,0.0,114.46,44.74553271881759,0.0,0.0,11995,0,126.74600000000001
2010-12-27,42.18,162.80657092670214,0.0,114.59,44.74553271881759,0.0,0.0,11994,0,126.55600000000001
2010-12-28,42.25,162.80657092670214,0.0,113.82,44.74553271881759,0.19699999999999998,0.0,11971,0,126.80600000000001
2010-12-29,42.28,162.80657092670214,0.0,114.64,44.74553271881759,0.0,0.0,12013,0,126.914
2010-12-30,42.22,162.80657092670214,0.0,114.46,44.74553271881759,0.0,0.0,11995,0,126.714
2010-12-31,42.22,231.36961437191283,0.0,114.65,20.018203640121712,0.0,0.0,12063,0,126.89399999999999
2011-01-03,42.48,231.36961437191283,0.0,114.71,20.018203640121712,0.0,0.0,12124,0,127.67399999999999
2011-01-04,42.5,231.36961437191283,0.0,114.78,20.018203640121712,0.0,0.0,12130,0,127.904
2011-01-05,42.55,231.36961437191283,0.0,114.14,20.018203640121712,0.0,0.0,12129,0,128.304
2011-01-06,42.49,231.36961437191283,0.0,114.39,20.018203640121712,0.0,0.0,12120,0,128.044
2011-01-07,42.44,231.36961437191283,0.0,114.97,20.018203640121712,0.0,0.0,12120,0,127.83399999999999
2011-01-10,42.29,231.36961437191283,0.0,115.26,20.018203640121712,0.0,0.0,12091,0,127.464
2011-01-11,42.37,231.36961437191283,0.0,115.04,20.018203640121712,0.0,0.0,12106,0,127.814
2011-01-12,42.7,231.36961437191283,0.0,114.92,20.018203640121712,0.0,0.0,12179,0,128.66400000000002
2011-01-13,42.61,231.36961437191283,0.0,115.37,20.018203640121712,0.0,0.0,12168,0,128.464
2011-01-14,42.78,231.36961437191283,0.0,115.28,20.018203640121712,0.0,0.0,12205,0,128.954
2011-01-18,42.91,231.36961437191283,0.0,115.1,20.018203640121712,0.0,0.0,12232,0,129.494
2011-01-19,42.66,231.36961437191283,0.0,115.24,20.018203640121712,0.0,0.0,12177,0,129.424
2011-01-20,42.69,231.36961437191283,0.0,114.73,20.018203640121712,0.0,0.0,12173,0,129.38400000000001
2011-01-21,42.87,231.36961437191283,0.0,114.9,20.018203640121712,0.0,0.0,12218,0,129.868
2011-01-24,43.11,231.36961437191283,0.0,114.91,20.018203640121712,0.0,0.0,12274,0,130.96800000000002
2011-01-25,43.15,231.36961437191283,0.0,115.26,20.018203640121712,0.0,0.0,12290,0,130.898
2011-01-26,43.27,231.36961437191283,0.0,114.98,20.018203640121712,0.0,0.0,12313,0,131.018
2011-01-27,43.29,231.36961437191283,0.0,115.22,20.018203640121712,0.0,0.0,12322,0,131.048
2011-01-28,42.67,231.36961437191283,0.0,115.53,20.018203640121712,0.0,0.0,12185,0,129.428
2011-01-31,42.83,258.4186530308402,0.0,115.34,9.964359997310366,0.0,0.0,12217,0,130.00799999999998
2011-02-01,43.46,258.4186530308402,0.0,114.79,9.964359997310366,0.191,0.0,12374,0,131.498
2011-02-02,43.39,258.4186530308402,0.0,114.51,9.964359997310366,0.0,0.0,12353,0,131.50799999999998
2011-02-03,43.46,258.4186530308402,0.0,114.09,9.964359997310366,0.0,0.0,12367,0,131.77800000000002
2011-02-04,43.55,258.4186530308402,0.0,113.61,9.964359997310366,0.0,0.0,12386,0,132.098
2011-02-07,43.75,258.4186530308402,0.0,113.52,9.964359997310366,0.0,0.0,12436,0,132.75799999999998
2011-02-08,43.9,258.4186530308402,0.0,112.98,9.964359997310366,0.0,0.0,12470,0,133.548
2011-02-09,43.83,258.4186530308402,0.0,113.32,9.964359997310366,0.0,0.0,12455,0,133.688
2011-02-10,43.81,258.4186530308402,0.0,113.07,9.964359997310366,0.0,0.0,12447,0,133.578
2011-02-11,43.96,258.4186530308402,0.0,113.26,9.964359997310366,0.0,0.0,12488,0,134.058
2011-02-14,44.05,258.4186530308402,0.0,113.28,9.964359997310366,0.0,0.0,12512,0,134.018
2011-02-15,43.93,258.4186530308402,0.0,113.42,9.964359997310366,0.0,0.0,12482,0,133.608
2011-02-16,44.14,258.4186530308402,0.0,113.38,9.964359997310366,0.0,0.0,12536,0,134.288
2011-02-17,44.4,258.4186530308402,0.0,113.7,9.964359997310366,0.0,0.0,12606,0,134.56799999999998
2011-02-18,44.55,258.4186530308402,0.0,113.78,9.964359997310366,0.0,0.0,12646,0,135.308
2011-02-22,44.01,258.4186530308402,0.0,114.48,9.964359997310366,0.0,0.0,12513,0,133.598
2011-02-23,43.84,258.4186530308402,0.0,114.32,9.964359997310366,0.0,0.0,12468,0,132.558
2011-02-24,43.77,258.4186530308402,0.0,114.37,9.964359997310366,0.0,0.0,12450,0,132.12800000000001
2011-02-25,44.01,258.4186530308402,0.0,114.52,9.964359997310366,0.0,0.0,12514,0,132.848
2011-02-28,44.33,229.31406083402706,0.0,114.66,21.222160848245856,0.0,0.0,12598,0,133.858
2011-03-01,43.81,229.31406083402706,0.0,114.63,21.222160848245856,0.177,0.0,12478,0,132.078
2011-03-02,43.89,229.31406083402706,0.0,114.33,21.222160848245856,0.0,0.0,12490,0,132.15800000000002
2011-03-03,44.48,229.31406083402706,0.0,113.69,21.222160848245856,0.0,0.0,12612,0,134.068
2011-03-04,44.2,229.31406083402706,0.0,114.33,21.222160848245856,0.0,0.0,12562,0,133.178
2011-03-07,43.93,229.31406083402706,0.0,114.18,21.222160848245856,0.0,0.0,12496,0,132.418
2011-03-08,44.3,229.31406083402706,0.0,114.13,21.222160848245856,0.0,0.0,12580,0,133.698
2011-03-09,44.33,229.31406083402706,0.0,114.42,21.222160848245856,0.0,0.0,12593,0,133.71800000000002
2011-03-10,43.62,229.31406083402706,0.0,115.04,21.222160848245856,0.0,0.0,12444,0,131.43800000000002
2011-03-11,43.81,229.31406083402706,0.0,114.99,21.222160848245856,0.0,0.0,12486,0,132.12800000000001
2011-03-14,43.58,229.31406083402706,0.0,115.27,21.222160848245856,0.0,0.0,12439,0,131.558
2011-03-15,43.07,229.31406083402706,0.0,115.34,21.222160848245856,0.0,0.0,12324,0,130.138
2011-03-16,42.31,229.31406083402706,0.0,115.99,21.222160848245856,0.0,0.0,12163,0,127.868
2011-03-17,42.79,229.31406083402706,0.0,115.78,21.222160848245856,0.0,0.0,12269,0,129.398
2011-03-18,43.02,229.31406083402706,0.0,115.62,21.222160848245856,0.0,0.0,12318,0,130.204
2011-03-21,43.69,229.31406083402706,0.0,115.14,21.222160848245856,0.0,0.0,12462,0,132.004
2011-03-22,43.6,229.31406083402706,0.0,115.12,21.222160848245856,0.0,0.0,12441,0,131.854
2011-03-23,43.69,229.31406083402706,0.0,115.02,21.222160848245856,0.0,0.0,12459,0,132.564
2011-03-24,44.01,229.31406083402706,0.0,114.71,21.222160848245856,0.0,0.0,12526,0,133.394
2011-03-25,43.87,229.31406083402706,0.31,114.45,21.222160848245856,0.0,0.0,12488,0,133.894
2011-03-28,43.81,229.31406083402706,0.0,114.38,21.222160848245856,0.0,0.0,12473,0,133.69400000000002
2011-03-29,44.05,229.31406083402706,0.0,114.15,21.222160848245856,0.0,0.0,12523,0,134.44400000000002
2011-03-30,44.4,229.31406083402706,0.0,114.44,21.222160848245856,0.0,0.0,12610,0,135.144
2011-03-31,44.33,139.5061884970035,0.0,114.18,56.67007023602019,0.0,0.0,12654,0,134.954
2011-04-01,44.56,139.5061884970035,0.0,114.08,56.67007023602019,0.198,0.0,12681,0,135.394
2011-04-04,44.66,139.5061884970035,0.0,114.35,56.67007023602019,0.0,0.0,12710,0,135.69400000000002
2011-04-05,44.71,139.5061884970035,0.0,113.92,56.67007023602019,0.0,0.0,12693,0,135.584
2011-04-06,44.88,139.5061884970035,0.0,113.68,56.67007023602019,0.0,0.0,12703,0,136.104
2011-04-07,44.79,139.5061884970035,0.0,113.89,56.67007023602019,0.0,0.0,12702,0,135.844
2011-04-08,44.68,139.5061884970035,0.0,113.73,56.67007023602019,0.0,0.0,12678,0,135.584
2011-04-11,44.66,139.5061884970035,0.0,113.77,56.67007023602019,0.0,0.0,12677,0,135.574
2011-04-12,44.28,139.5061884970035,0.0,114.32,56.67007023602019,0.0,0.0,12655,0,134.394
2011-04-13,44.28,139.5061884970035,0.0,114.45,56.67007023602019,0.0,0.0,12663,0,134.484
2011-04-14,44.41,139.5061884970035,0.0,114.25,56.67007023602019,0.0,0.0,12670,0,134.654
2011-04-15,44.69,139.5061884970035,0.0,114.74,56.67007023602019,0.0,0.0,12736,0,135.236
2011-04-18,44.19,139.5061884970035,0.0,115.07,56.67007023602019,0.0,0.0,12685,0,133.786
2011-04-19,44.38,139.5061884970035,0.0,115.12,56.67007023602019,0.0,0.0,12715,0,134.436
2011-04-20,45.02,139.5061884970035,0.0,114.84,56.67007023602019,0.0,0.0,12788,0,136.386
2011-04-21,45.08,139.5061884970035,0.0,114.86,56.67007023602019,0.0,0.0,12798,0,136.836
2011-04-25,45.05,139.5061884970035,0.0,115.08,56.67007023602019,0.0,0.0,12806,0,136.596
2011-04-26,45.56,139.5061884970035,0.0,115.37,56.67007023602019,0.0,0.0,12893,0,137.746
2011-04-27,45.85,139.5061884970035,0.0,115.35,56.67007023602019,0.0,0.0,12933,0,138.736
2011-04-28,46.06,139.5061884970035,0.0,115.63,56.67007023602019,0.0,0.0,12978,0,139.466
2011-04-29,46.11,213.52320211770842,0.0,115.79,27.272662070076287,0.0,0.0,13003,0,140.08599999999998
2011-05-02,46.1,213.52320211770842,0.0,115.66,27.272662070076287,0.193,0.0,12997,0,139.886
2011-05-03,45.99,213.52320211770842,0.0,115.76,27.272662070076287,0.0,0.0,12977,0,139.86599999999999
2011-05-04,45.78,213.52320211770842,0.0,115.81,27.272662070076287,0.0,0.0,12933,0,139.016
2011-05-05,45.29,213.52320211770842,0.0,116.12,27.272662070076287,0.0,0.0,12837,0,137.686
2011-05-06,45.45,213.52320211770842,0.0,116.21,27.272662070076287,0.0,0.0,12873,0,138.316
2011-05-09,45.64,213.52320211770842,0.0,116.33,27.272662070076287,0.0,0.0,12917,0,138.756
2011-05-10,45.93,213.52320211770842,0.0,116.04,27.272662070076287,0.0,0.0,12971,0,139.496
2011-05-11,45.63,213.52320211770842,0.0,116.31,27.272662070076287,0.0,0.0,12915,0,138.356
2011-05-12,45.94,213.52320211770842,0.0,116.22,27.272662070076287,0.0,0.0,12978,0,139.036
2011-05-13,45.67,213.52320211770842,0.0,116.4,27.272662070076287,0.0,0.0,12926,0,138.006
2011-05-16,45.53,213.52320211770842,0.0,116.6,27.272662070076287,0.0,0.0,12901,0,137.516
2011-05-17,45.47,213.52320211770842,0.0,116.74,27.272662070076287,0.0,0.0,12892,0,136.856
2011-05-18,45.85,213.52320211770842,0.0,116.4,27.272662070076287,0.0,0.0,12964,0,137.756
2011-05-19,45.98,213.52320211770842,0.0,116.51,27.272662070076287,0.0,0.0,12995,0,138.226
2011-05-20,45.67,213.52320211770842,0.0,116.68,27.272662070076287,0.0,0.0,12933,0,137.311
2011-05-23,45.21,213.52320211770842,0.0,116.75,27.272662070076287,0.0,0.0,12837,0,135.981
2011-05-24,45.12,213.52320211770842,0.0,116.82,27.272662070076287,0.0,0.0,12820,0,135.761
2011-05-25,45.2,213.52320211770842,0.0,116.85,27.272662070076287,0.0,0.0,12838,0,136.11100000000002
2011-05-26,45.31,213.52320211770842,0.0,117.26,27.272662070076287,0.0,0.0,12872,0,136.261
2011-05-27,45.42,213.52320211770842,0.0,117.33,27.272662070076287,0.0,0.0,12898,0,136.691
2011-05-31,45.84,215.3814110455795,0.0,117.47,26.5785015537569,0.0,0.0,12995,0,137.961
2011-06-01,45.07,215.3814110455795,0.0,117.78,26.5785015537569,0.19899999999999998,0.0,12837,0,135.161
2011-06-02,44.85,215.3814110455795,0.0,117.41,26.5785015537569,0.0,0.0,12780,0,134.761
2011-06-03,44.44,215.3814110455795,0.0,117.65,26.5785015537569,0.0,0.0,12698,0,133.781
2011-06-06,44.12,215.3814110455795,0.0,117.73,26.5785015537569,0.0,0.0,12631,0,133.191
2011-06-07,44.15,215.3814110455795,0.0,117.92,26.5785015537569,0.0,0.0,12643,0,132.951
2011-06-08,44.12,215.3814110455795,0.0,118.15,26.5785015537569,0.0,0.0,12642,0,132.761
2011-06-09,44.35,215.3814110455795,0.0,117.8,26.5785015537569,0.0,0.0,12683,0,133.58100000000002
2011-06-10,43.73,215.3814110455795,0.0,117.92,26.5785015537569,0.0,0.0,12552,0,131.83100000000002
2011-06-13,43.88,215.3814110455795,0.0,117.84,26.5785015537569,0.0,0.0,12582,0,131.921
2011-06-14,44.38,215.3814110455795,0.0,117.29,26.5785015537569,0.0,0.0,12676,0,133.161
2011-06-15,43.73,215.3814110455795,0.0,118.02,26.5785015537569,0.0,0.0,12555,0,131.341
2011-06-16,43.96,215.3814110455795,0.0,118.14,26.5785015537569,0.0,0.0,12608,0,131.991
2011-06-17,44.09,215.3814110455795,0.0,118.17,26.5785015537569,0.0,0.0,12636,0,132.409
2011-06-20,44.41,215.3814110455795,0.0,118.11,26.5785015537569,0.0,0.0,12704,0,133.209
2011-06-21,44.75,215.3814110455795,0.0,118.03,26.5785015537569,0.0,0.0,12775,0,134.25900000000001
2011-06-22,44.47,215.3814110455795,0.0,118.07,26.5785015537569,0.0,0.0,12716,0,133.479
2011-06-23,44.27,215.3814110455795,0.0,118.42,26.5785015537569,0.0,0.0,12682,0,132.989
2011-06-24,43.52,215.3814110455795,0.335,118.79,26.5785015537569,0.0,0.0,12530,0,131.869
2011-06-27,43.84,215.3814110455795,0.0,118.53,26.5785015537569,0.0,0.0,12592,0,132.869
2011-06-28,44.32,215.3814110455795,0.0,117.79,26.5785015537569,0.0,0.0,12676,0,134.279
2011-06-29,44.58,215.3814110455795,0.0,117.42,26.5785015537569,0.0,0.0,12722,0,135.119
2011-06-30,44.99,136.4994111997251,0.0,117.1,57.47089163166903,0.0,0.0,12870,0,136.499
2011-07-01,45.54,136.4994111997251,0.0,116.75,57.47089163166903,0.183,0.0,12925,0,138.249
2011-07-05,45.45,136.4994111997251,0.0,117.32,57.47089163166903,0.0,0.0,12946,0,138.159
2011-07-06,45.58,136.4994111997251,0.0,117.44,57.47089163166903,0.0,0.0,12971,0,138.75900000000001
2011-07-07,45.95,136.4994111997251,0.0,117.05,57.47089163166903,0.0,0.0,12999,0,139.769
