Date,On_Price_VYM,On_Shares_VYM,On_Dividend_VYM,Off_Price_IEI,Off_Shares_IEI,Off_Dividend_IEI,Cash,Capital,InOutCash,Bench
2007-09-19,55.27,61.80696755447126,0.0,102.4,70.73071845689563,0.0,0.0,10658,0,139.825
2007-09-20,54.93,61.80696755447126,0.0,101.65,70.73071845689563,0.0,0.0,10584,0,139.36499999999998
2007-09-21,55.13,61.80696755447126,0.0,101.95,70.73071845689563,0.0,0.0,10618,0,139.802
2007-09-24,54.33,61.80696755447126,0.34600000000000003,102.04,70.73071845689563,0.0,0.0,10575,0,139.452
2007-09-25,54.33,61.80696755447126,0.0,102.17,70.73071845689563,0.0,0.0,10584,0,139.62199999999999
2007-09-26,54.71,61.80696755447126,0.0,102.22,70.73071845689563,0.0,0.0,10611,0,140.432
2007-09-27,54.76,61.80696755447126,0.0,102.45,70.73071845689563,0.0,0.0,10630,0,141.03199999999998
2007-09-28,54.65,87.3356028255185,0.0,102.4,57.51912685728016,0.0,0.0,10662,0,140.81199999999998
2007-10-01,55.23,87.3356028255185,0.0,102.09,57.51912685728016,0.36200000000000004,0.0,10695,0,142.50199999999998
2007-10-02,55.22,87.3356028255185,0.0,102.24,57.51912685728016,0.0,0.0,10703,0,142.022
2007-10-03,55.09,87.3356028255185,0.0,102.13,57.51912685728016,0.0,0.0,10685,0,141.512
2007-10-04,55.21,87.3356028255185,0.0,102.23,57.51912685728016,0.0,0.0,10701,0,141.41199999999998
2007-10-05,55.6,87.3356028255185,0.0,101.75,57.51912685728016,0.0,0.0,10708,0,142.582
2007-10-08,55.31,87.3356028255185,0.0,101.99,57.51912685728016,0.0,0.0,10696,0,142.16199999999998
2007-10-09,55.66,87.3356028255185,0.0,101.61,57.51912685728016,0.0,0.0,10705,0,143.47199999999998
2007-10-10,55.54,87.3356028255185,0.0,101.66,57.51912685728016,0.0,0.0,10698,0,142.63199999999998
2007-10-11,55.41,87.3356028255185,0.0,101.71,57.51912685728016,0.0,0.0,10689,0,142.112
2007-10-12,55.39,87.3356028255185,0.0,101.57,57.51912685728016,0.0,0.0,10679,0,143.022
2007-10-15,54.99,87.3356028255185,0.0,101.49,57.51912685728016,0.0,0.0,10640,0,141.922
2007-10-16,54.58,87.3356028255185,0.0,101.72,57.51912685728016,0.0,0.0,10617,0,141.06199999999998
2007-10-17,54.32,87.3356028255185,0.0,102.06,57.51912685728016,0.0,0.0,10614,0,141.06199999999998
2007-10-18,54.37,87.3356028255185,0.0,102.53,57.51912685728016,0.0,0.0,10645,0,140.702
2007-10-19,53.17,87.3356028255185,0.0,102.94,57.51912685728016,0.0,0.0,10564,0,136.985
2007-10-22,53.44,87.3356028255185,0.0,102.94,57.51912685728016,0.0,0.0,10588,0,137.505
2007-10-23,53.54,87.3356028255185,0.0,102.9,57.51912685728016,0.0,0.0,10594,0,138.475
2007-10-24,53.53,87.3356028255185,0.0,103.28,57.51912685728016,0.0,0.0,10615,0,138.555
2007-10-25,53.76,87.3356028255185,0.0,103.3,57.51912685728016,0.0,0.0,10636,0,138.955
2007-10-26,54.3,87.3356028255185,0.0,103.21,57.51912685728016,0.0,0.0,10678,0,140.005
2007-10-29,54.6,87.3356028255185,0.0,103.19,57.51912685728016,0.0,0.0,10703,0,140.705
2007-10-30,54.22,87.3356028255185,0.0,103.21,57.51912685728016,0.0,0.0,10671,0,139.875
2007-10-31,54.48,121.33137358601927,0.0,102.85,39.68295904491283,0.0,0.0,10691,0,141.005
2007-11-01,53.03,121.33137358601927,0.0,103.05,39.68295904491283,0.36200000000000004,0.0,10523,0,137.905
2007-11-02,52.8,121.33137358601927,0.0,103.18,39.68295904491283,0.0,0.0,10500,0,138.10500000000002
2007-11-05,52.58,121.33137358601927,0.0,103.22,39.68295904491283,0.0,0.0,10475,0,137.26500000000001
2007-11-06,53.02,121.33137358601927,0.0,103.13,39.68295904491283,0.0,0.0,10525,0,138.565
2007-11-07,51.53,121.33137358601927,0.0,103.5,39.68295904491283,0.0,0.0,10359,0,135.405
2007-11-08,51.88,121.33137358601927,0.0,103.82,39.68295904491283,0.0,0.0,10414,0,134.505
2007-11-09,51.5,121.33137358601927,0.0,104.16,39.68295904491283,0.0,0.0,10381,0,132.365
2007-11-12,51.22,121.33137358601927,0.0,104.29,39.68295904491283,0.0,0.0,10353,0,131.82500000000002
2007-11-13,52.5,121.33137358601927,0.0,103.67,39.68295904491283,0.0,0.0,10483,0,135.195
2007-11-14,52.28,121.33137358601927,0.0,103.9,39.68295904491283,0.0,0.0,10466,0,134.76500000000001
2007-11-15,51.71,121.33137358601927,0.0,104.3,39.68295904491283,0.0,0.0,10412,0,133.525
2007-11-16,51.65,121.33137358601927,0.0,104.3,39.68295904491283,0.0,0.0,10405,0,133.873
2007-11-19,50.78,121.33137358601927,0.0,104.98,39.68295904491283,0.0,0.0,10327,0,132.033
2007-11-20,51.02,121.33137358601927,0.0,105.0,39.68295904491283,0.0,0.0,10357,0,132.763
2007-11-21,50.16,121.33137358601927,0.0,105.65,39.68295904491283,0.0,0.0,10278,0,130.223
2007-11-23,50.88,121.33137358601927,0.0,105.28,39.68295904491283,0.0,0.0,10351,0,131.85299999999998
2007-11-26,49.83,121.33137358601927,0.0,106.16,39.68295904491283,0.0,0.0,10258,0,129.893
2007-11-27,50.54,121.33137358601927,0.0,105.59,39.68295904491283,0.0,0.0,10322,0,131.753
2007-11-28,51.76,121.33137358601927,0.0,105.34,39.68295904491283,0.0,0.0,10460,0,135.263
2007-11-29,51.97,121.33137358601927,0.0,105.72,39.68295904491283,0.0,0.0,10500,0,135.60299999999998
2007-11-30,52.62,58.395336246837736,0.0,105.9,71.06655671105604,0.0,0.0,10598,0,136.593
2007-12-03,52.3,58.395336246837736,0.0,106.0,71.06655671105604,0.342,0.0,10587,0,135.743
2007-12-04,51.96,58.395336246837736,0.0,105.96,71.06655671105604,0.0,0.0,10564,0,134.863
2007-12-05,52.65,58.395336246837736,0.0,105.82,71.06655671105604,0.0,0.0,10594,0,136.88299999999998
2007-12-06,53.3,58.395336246837736,0.0,105.39,71.06655671105604,0.0,0.0,10602,0,138.513
2007-12-07,53.4,58.395336246837736,0.0,105.12,71.06655671105604,0.0,0.0,10588,0,138.82299999999998
2007-12-10,53.69,58.395336246837736,0.0,104.81,71.06655671105604,0.0,0.0,10583,0,139.833
2007-12-11,52.58,58.395336246837736,0.0,106.0,71.06655671105604,0.0,0.0,10603,0,136.833
2007-12-12,52.71,58.395336246837736,0.0,105.23,71.06655671105604,0.0,0.0,10556,0,137.433
2007-12-13,52.77,58.395336246837736,0.0,104.94,71.06655671105604,0.0,0.0,10539,0,137.433
2007-12-14,51.67,58.395336246837736,0.447,104.56,71.06655671105604,0.0,0.0,10448,0,135.88299999999998
2007-12-17,50.99,58.395336246837736,0.0,105.11,71.06655671105604,0.0,0.0,10447,0,134.363
2007-12-18,51.43,58.395336246837736,0.0,105.07,71.06655671105604,0.0,0.0,10470,0,134.983
2007-12-19,51.13,58.395336246837736,0.0,105.59,71.06655671105604,0.0,0.0,10489,0,134.703
2007-12-20,51.24,58.395336246837736,0.0,105.61,71.06655671105604,0.0,0.0,10497,0,135.143
2007-12-21,51.91,58.395336246837736,0.0,105.08,71.06655671105604,0.0,0.0,10498,0,137.094
2007-12-24,52.17,58.395336246837736,0.0,104.86,71.06655671105604,0.0,0.0,10498,0,138.064
2007-12-26,52.25,58.395336246837736,0.0,104.54,71.06655671105604,0.0,0.0,10480,0,138.17399999999998
2007-12-27,51.58,58.395336246837736,0.0,104.66,71.06655671105604,0.332,0.0,10449,0,136.434
2007-12-28,51.46,58.395336246837736,0.0,105.2,71.06655671105604,0.0,0.0,10481,0,136.164
2007-12-31,51.1,89.3072269257927,0.0,105.52,56.7176541653626,0.0,0.0,10548,0,135.304
2008-01-02,50.46,89.3072269257927,0.0,106.07,56.7176541653626,0.0,0.0,10522,0,133.384
2008-01-03,50.53,89.3072269257927,0.0,106.23,56.7176541653626,0.0,0.0,10537,0,133.494
2008-01-04,49.65,89.3072269257927,0.0,106.59,56.7176541653626,0.0,0.0,10479,0,130.92399999999998
2008-01-07,50.01,89.3072269257927,0.0,106.7,56.7176541653626,0.0,0.0,10518,0,130.814
2008-01-08,49.17,89.3072269257927,0.0,106.78,56.7176541653626,0.0,0.0,10447,0,128.60399999999998
2008-01-09,49.68,89.3072269257927,0.0,106.83,56.7176541653626,0.0,0.0,10495,0,129.714
2008-01-10,50.4,89.3072269257927,0.0,106.77,56.7176541653626,0.0,0.0,10556,0,130.57399999999998
2008-01-11,49.6,89.3072269257927,0.0,107.18,56.7176541653626,0.0,0.0,10508,0,128.944
2008-01-14,49.83,89.3072269257927,0.0,107.25,56.7176541653626,0.0,0.0,10533,0,130.264
2008-01-15,48.72,89.3072269257927,0.0,107.53,56.7176541653626,0.0,0.0,10449,0,128.054
2008-01-16,49.08,89.3072269257927,0.0,107.5,56.7176541653626,0.0,0.0,10480,0,127.40400000000001
2008-01-17,47.22,89.3072269257927,0.0,108.04,56.7176541653626,0.0,0.0,10344,0,124.524
2008-01-18,46.73,89.3072269257927,0.0,108.0,56.7176541653626,0.0,0.0,10298,0,123.464
2008-01-22,46.49,89.3072269257927,0.0,108.97,56.7176541653626,0.0,0.0,10332,0,122.114
2008-01-23,47.96,89.3072269257927,0.0,108.76,56.7176541653626,0.0,0.0,10451,0,125.59400000000001
2008-01-24,48.15,89.3072269257927,0.0,108.11,56.7176541653626,0.0,0.0,10431,0,126.32400000000001
2008-01-25,47.36,89.3072269257927,0.0,108.59,56.7176541653626,0.0,0.0,10388,0,125.084
2008-01-28,48.34,89.3072269257927,0.0,108.43,56.7176541653626,0.0,0.0,10467,0,126.424
2008-01-29,48.8,89.3072269257927,0.0,108.11,56.7176541653626,0.0,0.0,10489,0,127.43400000000001
2008-01-30,48.23,89.3072269257927,0.0,108.24,56.7176541653626,0.0,0.0,10446,0,126.674
2008-01-31,49.43,54.3475747085513,0.0,108.61,72.61817537978338,0.0,0.0,10573,0,128.894
2008-02-01,50.21,54.3475747085513,0.0,108.57,72.61817537978338,0.273,0.0,10612,0,130.324
2008-02-04,49.6,54.3475747085513,0.0,108.25,72.61817537978338,0.0,0.0,10556,0,128.924
2008-02-05,48.1,54.3475747085513,0.0,108.95,72.61817537978338,0.0,0.0,10525,0,125.854
2008-02-06,47.77,54.3475747085513,0.0,108.82,72.61817537978338,0.0,0.0,10498,0,125.15400000000001
2008-02-07,48.29,54.3475747085513,0.0,108.2,72.61817537978338,0.0,0.0,10481,0,125.62400000000001
2008-02-08,47.69,54.3475747085513,0.0,108.77,72.61817537978338,0.0,0.0,10490,0,124.644
2008-02-11,47.9,54.3475747085513,0.0,108.91,72.61817537978338,0.0,0.0,10512,0,125.214
2008-02-12,48.23,54.3475747085513,0.0,108.83,72.61817537978338,0.0,0.0,10524,0,126.664
2008-02-13,48.83,54.3475747085513,0.0,108.68,72.61817537978338,0.0,0.0,10545,0,128.154
2008-02-14,48.13,54.3475747085513,0.0,108.48,72.61817537978338,0.0,0.0,10493,0,126.90400000000001
2008-02-15,48.26,54.3475747085513,0.0,108.59,72.61817537978338,0.0,0.0,10508,0,126.459
2008-02-19,48.11,54.3475747085513,0.0,107.91,72.61817537978338,0.0,0.0,10450,0,126.80900000000001
2008-02-20,48.27,54.3475747085513,0.0,107.76,72.61817537978338,0.0,0.0,10448,0,127.21900000000001
2008-02-21,47.7,54.3475747085513,0.0,108.53,72.61817537978338,0.0,0.0,10473,0,126.32900000000001
2008-02-22,48.15,54.3475747085513,0.0,108.28,72.61817537978338,0.0,0.0,10479,0,126.929
2008-02-25,48.74,54.3475747085513,0.0,107.84,72.61817537978338,0.0,0.0,10480,0,128.69899999999998
2008-02-26,49.0,54.3475747085513,0.0,108.08,72.61817537978338,0.0,0.0,10511,0,129.939
2008-02-27,48.85,54.3475747085513,0.0,108.26,72.61817537978338,0.0,0.0,10516,0,129.959
2008-02-28,48.33,54.3475747085513,0.0,109.11,72.61817537978338,0.0,0.0,10549,0,128.969
2008-02-29,47.06,76.34577341925899,0.0,110.02,63.36083175466894,0.0,0.0,10563,0,126.13900000000001
2008-03-03,47.07,76.34577341925899,0.0,109.62,63.36083175466894,0.243,0.0,10539,0,125.629
2008-03-04,46.94,76.34577341925899,0.0,109.58,63.36083175466894,0.0,0.0,10526,0,125.52900000000001
2008-03-05,47.09,76.34577341925899,0.0,109.34,63.36083175466894,0.0,0.0,10522,0,125.99900000000001
2008-03-06,46.0,76.34577341925899,0.0,109.89,63.36083175466894,0.0,0.0,10474,0,123.929
2008-03-07,45.7,76.34577341925899,0.0,110.19,63.36083175466894,0.0,0.0,10470,0,122.05900000000001
2008-03-10,45.16,76.34577341925899,0.0,110.57,63.36083175466894,0.0,0.0,10453,0,121.10900000000001
2008-03-11,46.68,76.34577341925899,0.0,109.52,63.36083175466894,0.0,0.0,10503,0,125.18900000000001
