Date,On_Price_QQQ,On_Shares_QQQ,On_Dividend_QQQ,Off_Price_IEI,Off_Shares_IEI,Off_Dividend_IEI,Cash,Capital,InOutCash,Bench
2010-03-01,45.41,115.40863246752706,0.0,112.12,62.55831636345495,0.204,0.0,12254,0,112.782
2010-03-02,45.55,115.40863246752706,0.0,112.22,62.55831636345495,0.0,0.0,12277,0,112.772
2010-03-03,45.6,115.40863246752706,0.0,112.22,62.55831636345495,0.0,0.0,12282,0,112.852
2010-03-04,45.75,115.40863246752706,0.0,112.25,62.55831636345495,0.0,0.0,12302,0,113.262
2010-03-05,46.44,115.40863246752706,0.0,111.87,62.55831636345495,0.0,0.0,12357,0,114.522
2010-03-08,46.53,115.40863246752706,0.0,111.74,62.55831636345495,0.0,0.0,12360,0,114.352
2010-03-09,46.79,115.40863246752706,0.0,111.88,62.55831636345495,0.0,0.0,12398,0,114.472
2010-03-10,47.17,115.40863246752706,0.0,111.71,62.55831636345495,0.0,0.0,12432,0,114.532
2010-03-11,47.35,115.40863246752706,0.0,111.58,62.55831636345495,0.0,0.0,12444,0,115.042
2010-03-12,47.36,115.40863246752706,0.0,111.59,62.55831636345495,0.0,0.0,12446,0,115.182
2010-03-15,47.24,115.40863246752706,0.0,111.65,62.55831636345495,0.0,0.0,12436,0,115.332
2010-03-16,47.54,115.40863246752706,0.0,111.93,62.55831636345495,0.0,0.0,12488,0,115.832
2010-03-17,47.67,115.40863246752706,0.0,111.92,62.55831636345495,0.0,0.0,12503,0,116.282
2010-03-18,47.83,115.40863246752706,0.0,111.67,62.55831636345495,0.0,0.0,12505,0,116.712
2010-03-19,47.49,115.40863246752706,0.051,111.48,62.55831636345495,0.0,0.0,12454,0,116.309
2010-03-22,47.92,115.40863246752706,0.0,111.75,62.55831636345495,0.0,0.0,12521,0,116.75900000000001
2010-03-23,48.25,115.40863246752706,0.0,111.65,62.55831636345495,0.0,0.0,12553,0,117.839
2010-03-24,48.02,115.40863246752706,0.0,110.92,62.55831636345495,0.0,0.0,12480,0,117.369
2010-03-25,47.95,115.40863246752706,0.0,110.77,62.55831636345495,0.0,0.0,12463,0,117.40899999999999
2010-03-26,48.0,115.40863246752706,0.0,110.94,62.55831636345495,0.0,0.0,12479,0,117.399
2010-03-29,48.23,115.40863246752706,0.0,110.94,62.55831636345495,0.0,0.0,12506,0,117.88900000000001
2010-03-30,48.39,115.40863246752706,0.0,110.98,62.55831636345495,0.0,0.0,12527,0,118.09899999999999
2010-03-31,48.16,208.2751505923166,0.0,111.18,22.472252774902373,0.0,0.0,12528,0,117.57900000000001
2010-04-01,48.16,208.2751505923166,0.0,110.82,22.472252774902373,0.23,0.0,12520,0,118.249
2010-04-05,48.61,208.2751505923166,0.0,110.09,22.472252774902373,0.0,0.0,12598,0,118.69900000000001
2010-04-06,48.75,208.2751505923166,0.0,110.31,22.472252774902373,0.0,0.0,12632,0,118.689
2010-04-07,48.63,208.2751505923166,0.0,110.71,22.472252774902373,0.0,0.0,12616,0,118.019
2010-04-08,48.74,208.2751505923166,0.0,110.64,22.472252774902373,0.0,0.0,12637,0,118.339
2010-04-09,49.03,208.2751505923166,0.0,110.67,22.472252774902373,0.0,0.0,12698,0,119.029
2010-04-12,49.07,208.2751505923166,0.0,110.88,22.472252774902373,0.0,0.0,12711,0,119.149
2010-04-13,49.32,208.2751505923166,0.0,111.01,22.472252774902373,0.0,0.0,12766,0,119.219
2010-04-14,49.91,208.2751505923166,0.0,110.89,22.472252774902373,0.0,0.0,12886,0,120.25900000000001
2010-04-15,50.13,208.2751505923166,0.0,111.09,22.472252774902373,0.0,0.0,12937,0,120.529
2010-04-16,49.53,208.2751505923166,0.0,111.53,22.472252774902373,0.0,0.0,12822,0,119.24000000000001
2010-04-19,49.5,208.2751505923166,0.0,111.3,22.472252774902373,0.0,0.0,12810,0,119.9
2010-04-20,49.75,208.2751505923166,0.0,111.25,22.472252774902373,0.0,0.0,12861,0,120.16
2010-04-21,50.03,208.2751505923166,0.0,111.41,22.472252774902373,0.0,0.0,12923,0,120.22
2010-04-22,50.31,208.2751505923166,0.0,111.19,22.472252774902373,0.0,0.0,12977,0,120.41
2010-04-23,50.52,208.2751505923166,0.0,111.02,22.472252774902373,0.0,0.0,13016,0,121.02
2010-04-26,50.41,208.2751505923166,0.0,111.11,22.472252774902373,0.0,0.0,12996,0,121.14
2010-04-27,49.34,208.2751505923166,0.0,111.86,22.472252774902373,0.0,0.0,12790,0,118.93
2010-04-28,49.37,208.2751505923166,0.0,111.48,22.472252774902373,0.0,0.0,12787,0,119.61
2010-04-29,50.23,208.2751505923166,0.0,111.64,22.472252774902373,0.0,0.0,12970,0,120.75
2010-04-30,49.24,123.97821599024691,0.0,111.98,59.571134862152924,0.0,0.0,12775,0,119.16
2010-05-03,49.93,123.97821599024691,0.0,111.54,59.571134862152924,0.22699999999999998,0.0,12834,0,120.60000000000001
2010-05-04,48.43,123.97821599024691,0.0,112.0,59.571134862152924,0.0,0.0,12676,0,118.42
2010-05-05,48.18,123.97821599024691,0.0,112.37,59.571134862152924,0.0,0.0,12667,0,117.86
2010-05-06,46.57,123.97821599024691,0.0,113.0,59.571134862152924,0.0,0.0,12505,0,114.32000000000001
2010-05-07,45.41,123.97821599024691,0.0,113.02,59.571134862152924,0.0,0.0,12362,0,112.84
2010-05-10,47.77,123.97821599024691,0.0,112.47,59.571134862152924,0.0,0.0,12622,0,117.06
2010-05-11,47.72,123.97821599024691,0.0,112.59,59.571134862152924,0.0,0.0,12623,0,116.73
2010-05-12,48.62,123.97821599024691,0.0,112.41,59.571134862152924,0.0,0.0,12724,0,118.32000000000001
2010-05-13,47.85,123.97821599024691,0.0,112.6,59.571134862152924,0.0,0.0,12640,0,117.16
2010-05-14,46.93,123.97821599024691,0.0,113.13,59.571134862152924,0.0,0.0,12557,0,115.57000000000001
2010-05-17,47.08,123.97821599024691,0.0,112.97,59.571134862152924,0.0,0.0,12566,0,115.58
2010-05-18,46.43,123.97821599024691,0.0,113.43,59.571134862152924,0.0,0.0,12513,0,114.45
2010-05-19,46.06,123.97821599024691,0.0,113.37,59.571134862152924,0.0,0.0,12464,0,113.83
2010-05-20,44.35,123.97821599024691,0.0,113.94,59.571134862152924,0.0,0.0,12285,0,110.17
2010-05-21,44.84,123.97821599024691,0.0,113.91,59.571134862152924,0.0,0.0,12344,0,111.281
2010-05-24,44.66,123.97821599024691,0.0,113.89,59.571134862152924,0.0,0.0,12321,0,110.12100000000001
2010-05-25,44.7,123.97821599024691,0.0,114.01,59.571134862152924,0.0,0.0,12333,0,109.901
2010-05-26,44.2,123.97821599024691,0.0,113.8,59.571134862152924,0.0,0.0,12259,0,109.12100000000001
2010-05-27,45.87,123.97821599024691,0.0,113.18,59.571134862152924,0.0,0.0,12429,0,112.161
2010-05-28,45.6,53.30030440322909,0.0,113.45,88.07693610693345,0.0,0.0,12422,0,110.911
2010-06-01,45.18,53.30030440322909,0.0,113.53,88.07693610693345,0.231,0.0,12407,0,109.761
2010-06-02,46.25,53.30030440322909,0.0,113.16,88.07693610693345,0.0,0.0,12431,0,112.051
2010-06-03,46.69,53.30030440322909,0.0,113.07,88.07693610693345,0.0,0.0,12447,0,112.131
2010-06-04,45.09,53.30030440322909,0.0,113.98,88.07693610693345,0.0,0.0,12442,0,108.881
2010-06-07,44.27,53.30030440322909,0.0,114.22,88.07693610693345,0.0,0.0,12419,0,107.711
2010-06-08,44.19,53.30030440322909,0.0,114.0,88.07693610693345,0.0,0.0,12396,0,108.881
2010-06-09,43.82,53.30030440322909,0.0,114.04,88.07693610693345,0.0,0.0,12379,0,108.59100000000001
2010-06-10,45.07,53.30030440322909,0.0,113.4,88.07693610693345,0.0,0.0,12390,0,111.321
2010-06-11,45.5,53.30030440322909,0.0,113.82,88.07693610693345,0.0,0.0,12450,0,111.751
2010-06-14,45.49,53.30030440322909,0.0,113.73,88.07693610693345,0.0,0.0,12441,0,111.581
2010-06-15,46.71,53.30030440322909,0.0,113.51,88.07693610693345,0.0,0.0,12487,0,113.611
2010-06-16,46.9,53.30030440322909,0.0,113.72,88.07693610693345,0.0,0.0,12515,0,113.73100000000001
2010-06-17,47.05,53.30030440322909,0.0,114.01,88.07693610693345,0.0,0.0,12549,0,114.001
2010-06-18,47.0,53.30030440322909,0.08900000000000001,113.91,88.07693610693345,0.0,0.0,12537,0,114.121
2010-06-21,46.6,53.30030440322909,0.0,113.81,88.07693610693345,0.0,0.0,12507,0,114.081
2010-06-22,46.24,53.30030440322909,0.0,114.26,88.07693610693345,0.0,0.0,12528,0,112.561
2010-06-23,46.05,53.30030440322909,0.0,114.49,88.07693610693345,0.0,0.0,12538,0,112.621
2010-06-24,45.35,53.30030440322909,0.0,114.53,88.07693610693345,0.0,0.0,12504,0,111.191
2010-06-25,45.27,53.30030440322909,0.08900000000000001,114.65,88.07693610693345,0.0,0.0,12510,0,111.351
2010-06-28,45.11,53.30030440322909,0.0,115.1,88.07693610693345,0.0,0.0,12542,0,111.071
2010-06-29,43.37,53.30030440322909,0.0,115.36,88.07693610693345,0.0,0.0,12472,0,108.361
2010-06-30,42.71,76.71912514910906,0.0,115.33,79.62754800085085,0.0,0.0,12460,0,107.361
2010-07-01,42.59,76.71912514910906,0.0,115.06,79.62754800085085,0.20199999999999999,0.0,12429,0,106.971
2010-07-02,42.47,76.71912514910906,0.0,114.99,79.62754800085085,0.0,0.0,12414,0,106.501
2010-07-06,42.6,76.71912514910906,0.0,115.26,79.62754800085085,0.0,0.0,12446,0,107.081
2010-07-07,43.96,76.71912514910906,0.0,115.12,79.62754800085085,0.0,0.0,12539,0,109.921
2010-07-08,44.2,76.71912514910906,0.0,114.98,79.62754800085085,0.0,0.0,12546,0,111.141
2010-07-09,44.62,76.71912514910906,0.0,114.85,79.62754800085085,0.0,0.0,12568,0,111.741
2010-07-12,44.75,76.71912514910906,0.0,114.91,79.62754800085085,0.0,0.0,12583,0,111.881
2010-07-13,45.33,76.71912514910906,0.0,114.6,79.62754800085085,0.0,0.0,12602,0,113.361
2010-07-14,45.56,76.71912514910906,0.0,115.05,79.62754800085085,0.0,0.0,12656,0,113.381
2010-07-15,45.6,76.71912514910906,0.0,115.36,79.62754800085085,0.0,0.0,12684,0,113.331
2010-07-16,44.34,76.71912514910906,0.0,115.75,79.62754800085085,0.0,0.0,12618,0,110.73400000000001
2010-07-19,44.72,76.71912514910906,0.0,115.64,79.62754800085085,0.0,0.0,12639,0,111.34400000000001
2010-07-20,45.26,76.71912514910906,0.0,115.74,79.62754800085085,0.0,0.0,12688,0,112.054
2010-07-21,44.64,76.71912514910906,0.0,116.06,79.62754800085085,0.0,0.0,12666,0,110.95400000000001
2010-07-22,45.77,76.71912514910906,0.0,115.85,79.62754800085085,0.0,0.0,12736,0,112.974
2010-07-23,46.06,76.71912514910906,0.0,115.56,79.62754800085085,0.0,0.0,12735,0,113.994
2010-07-26,46.44,76.71912514910906,0.0,115.53,79.62754800085085,0.0,0.0,12762,0,114.98400000000001
2010-07-27,46.42,76.71912514910906,0.0,115.25,79.62754800085085,0.0,0.0,12738,0,115.164
2010-07-28,46.05,76.71912514910906,0.0,115.68,79.62754800085085,0.0,0.0,12744,0,114.81400000000001
2010-07-29,45.71,76.71912514910906,0.0,115.98,79.62754800085085,0.0,0.0,12742,0,114.394
2010-07-30,45.81,97.9099677145921,0.0,116.38,71.4012530214882,0.0,0.0,12794,0,114.424
2010-08-02,46.67,97.9099677145921,0.0,115.94,71.4012530214882,0.203,0.0,12847,0,116.45400000000001
2010-08-03,46.47,97.9099677145921,0.0,116.44,71.4012530214882,0.0,0.0,12863,0,116.114
2010-08-04,46.94,97.9099677145921,0.0,116.06,71.4012530214882,0.0,0.0,12882,0,116.684
2010-08-05,46.83,97.9099677145921,0.0,116.37,71.4012530214882,0.0,0.0,12894,0,116.604
2010-08-06,46.76,97.9099677145921,0.0,116.73,71.4012530214882,0.0,0.0,12912,0,116.414
2010-08-09,47.08,97.9099677145921,0.0,116.62,71.4012530214882,0.0,0.0,12936,0,116.84400000000001
2010-08-10,46.67,97.9099677145921,0.0,117.04,71.4012530214882,0.0,0.0,12926,0,116.384
2010-08-11,45.4,97.9099677145921,0.0,117.27,71.4012530214882,0.0,0.0,12818,0,113.854
2010-08-12,45.04,97.9099677145921,0.0,117.01,71.4012530214882,0.0,0.0,12764,0,113.174
2010-08-13,44.72,97.9099677145921,0.0,117.19,71.4012530214882,0.0,0.0,12746,0,113.074
2010-08-16,44.8,97.9099677145921,0.0,117.56,71.4012530214882,0.0,0.0,12780,0,113.004
2010-08-17,45.37,97.9099677145921,0.0,117.35,71.4012530214882,0.0,0.0,12821,0,114.054
2010-08-18,45.55,97.9099677145921,0.0,117.25,71.4012530214882,0.0,0.0,12831,0,114.294
2010-08-19,44.86,97.9099677145921,0.0,117.46,71.4012530214882,0.0,0.0,12779,0,112.784
2010-08-20,44.92,97.9099677145921,0.0,117.19,71.4012530214882,0.0,0.0,12765,0,112.248
2010-08-23,44.48,97.9099677145921,0.0,117.39,71.4012530214882,0.0,0.0,12736,0,111.86800000000001
2010-08-24,43.65,97.9099677145921,0.0,117.84,71.4012530214882,0.0,0.0,12687,0,110.50800000000001
2010-08-25,44.07,97.9099677145921,0.0,117.53,71.4012530214882,0.0,0.0,12706,0,110.718
2010-08-26,43.54,97.9099677145921,0.0,117.72,71.4012530214882,0.0,0.0,12668,0,110.03800000000001
2010-08-27,44.07,97.9099677145921,0.0,117.04,71.4012530214882,0.0,0.0,12671,0,111.688
2010-08-30,43.61,97.9099677145921,0.0,117.65,71.4012530214882,0.0,0.0,12670,0,110.278
2010-08-31,43.46,113.47707809845653,0.0,117.86,65.76234577258508,0.0,0.0,12682,0,110.308
2010-09-01,44.76,113.47707809845653,0.0,117.31,65.76234577258508,0.175,0.0,12793,0,112.908
2010-09-02,45.26,113.47707809845653,0.0,117.15,65.76234577258508,0.0,0.0,12840,0,113.388
2010-09-03,46.01,113.47707809845653,0.0,116.83,65.76234577258508,0.0,0.0,12904,0,114.688
2010-09-07,45.7,113.47707809845653,0.0,117.3,65.76234577258508,0.0,0.0,12899,0,113.668
2010-09-08,46.25,113.47707809845653,0.0,117.07,65.76234577258508,0.0,0.0,12947,0,114.08800000000001
2010-09-09,46.43,113.47707809845653,0.0,116.5,65.76234577258508,0.0,0.0,12930,0,114.358
2010-09-10,46.6,113.47707809845653,0.0,116.35,65.76234577258508,0.0,0.0,12939,0,114.888
2010-09-13,47.25,113.47707809845653,0.0,116.78,65.76234577258508,0.0,0.0,13041,0,115.778
2010-09-14,47.45,113.47707809845653,0.0,117.17,65.76234577258508,0.0,0.0,13089,0,115.548
2010-09-15,47.75,113.47707809845653,0.0,117.06,65.76234577258508,0.0,0.0,13116,0,116.048
2010-09-16,47.94,113.47707809845653,0.0,116.95,65.76234577258508,0.0,0.0,13130,0,116.298
2010-09-17,47.99,113.47707809845653,0.11199999999999999,117.09,65.76234577258508,0.0,0.0,13145,0,116.369
2010-09-20,48.83,113.47707809845653,0.0,117.31,65.76234577258508,0.0,0.0,13255,0,117.819
2010-09-21,48.82,113.47707809845653,0.0,117.88,65.76234577258508,0.0,0.0,13292,0,117.91900000000001
2010-09-22,48.69,113.47707809845653,0.0,117.85,65.76234577258508,0.0,0.0,13275,0,117.69900000000001
2010-09-23,48.67,113.47707809845653,0.0,117.94,65.76234577258508,0.0,0.0,13278,0,116.96900000000001
2010-09-24,49.66,113.47707809845653,0.0,117.7,65.76234577258508,0.0,0.0,13375,0,118.869
2010-09-27,49.39,113.47707809845653,0.0,118.13,65.76234577258508,0.0,0.0,13373,0,118.489
2010-09-28,49.37,113.47707809845653,0.0,118.36,65.76234577258508,0.0,0.0,13385,0,118.85900000000001
2010-09-29,49.29,113.47707809845653,0.0,118.28,65.76234577258508,0.0,0.0,13371,0,118.60900000000001
2010-09-30,49.07,125.02844810548231,0.0,118.24,61.143522469868145,0.0,0.0,13364,0,118.209
2010-10-01,49.01,125.02844810548231,0.0,118.13,61.143522469868145,0.19,0.0,13350,0,118.619
2010-10-04,48.48,125.02844810548231,0.0,118.34,61.143522469868145,0.0,0.0,13297,0,117.869
2010-10-05,49.66,125.02844810548231,0.0,118.47,61.143522469868145,0.0,0.0,13452,0,119.69900000000001
2010-10-06,49.23,125.02844810548231,0.0,118.74,61.143522469868145,0.0,0.0,13415,0,120.069
2010-10-07,49.41,125.02844810548231,0.0,118.86,61.143522469868145,0.0,0.0,13445,0,119.899
2010-10-08,49.75,125.02844810548231,0.0,118.96,61.143522469868145,0.0,0.0,13493,0,120.459
2010-10-11,49.77,125.02844810548231,0.0,119.01,61.143522469868145,0.0,0.0,13499,0,120.55900000000001
2010-10-12,50.11,125.02844810548231,0.0,118.8,61.143522469868145,0.0,0.0,13529,0,120.55900000000001
2010-10-13,50.52,125.02844810548231,0.0,118.91,61.143522469868145,0.0,0.0,13587,0,121.35900000000001
2010-10-14,50.42,125.02844810548231,0.0,118.55,61.143522469868145,0.0,0.0,13552,0,121.369
2010-10-15,51.49,125.02844810548231,0.0,118.46,61.143522469868145,0.0,0.0,13680,0,121.072
2010-10-18,51.3,125.02844810548231,0.0,118.87,61.143522469868145,0.0,0.0,13682,0,121.402
2010-10-19,50.82,125.02844810548231,0.0,118.96,61.143522469868145,0.0,0.0,13627,0,120.232
2010-10-20,51.19,125.02844810548231,0.0,119.01,61.143522469868145,0.0,0.0,13676,0,121.482
2010-10-21,51.29,125.02844810548231,0.0,118.75,61.143522469868145,0.0,0.0,13673,0,121.932
2010-10-22,51.64,125.02844810548231,0.0,118.68,61.143522469868145,0.0,0.0,13712,0,121.752
2010-10-25,51.89,125.02844810548231,0.0,118.61,61.143522469868145,0.0,0.0,13739,0,122.10199999999999
2010-10-26,52.03,125.02844810548231,0.0,118.18,61.143522469868145,0.0,0.0,13731,0,122.152
2010-10-27,52.19,125.02844810548231,0.0,117.83,61.143522469868145,0.0,0.0,13729,0,121.702
2010-10-28,52.3,125.02844810548231,0.0,118.42,61.143522469868145,0.0,0.0,13779,0,121.49199999999999
2010-10-29,52.18,135.3049870823267,0.0,118.74,56.70631292405887,0.0,0.0,13793,0,121.702
2010-11-01,52.22,135.3049870823267,0.0,118.61,56.70631292405887,0.183,0.0,13791,0,121.71199999999999
2010-11-02,52.78,135.3049870823267,0.0,118.7,56.70631292405887,0.0,0.0,13872,0,122.27199999999999
2010-11-03,53.02,135.3049870823267,0.0,119.03,56.70631292405887,0.0,0.0,13923,0,122.692
2010-11-04,53.67,135.3049870823267,0.0,119.41,56.70631292405887,0.0,0.0,14033,0,124.822
2010-11-05,53.67,135.3049870823267,0.0,119.08,56.70631292405887,0.0,0.0,14014,0,124.932
2010-11-08,53.74,135.3049870823267,0.0,119.02,56.70631292405887,0.0,0.0,14020,0,124.612
2010-11-09,53.45,135.3049870823267,0.0,118.37,56.70631292405887,0.0,0.0,13944,0,124.082
2010-11-10,53.72,135.3049870823267,0.0,118.6,56.70631292405887,0.0,0.0,13993,0,124.122
2010-11-11,53.38,135.3049870823267,0.0,118.42,56.70631292405887,0.0,0.0,13937,0,123.472
2010-11-12,52.51,135.3049870823267,0.0,117.86,56.70631292405887,0.0,0.0,13788,0,122.55199999999999
2010-11-15,52.31,135.3049870823267,0.0,117.03,56.70631292405887,0.0,0.0,13714,0,122.642
2010-11-16,51.45,135.3049870823267,0.0,117.32,56.70631292405887,0.0,0.0,13614,0,120.892
2010-11-17,51.6,135.3049870823267,0.0,117.27,56.70631292405887,0.0,0.0,13631,0,120.832
2010-11-18,52.43,135.3049870823267,0.0,117.05,56.70631292405887,0.0,0.0,13731,0,122.542
2010-11-19,52.47,135.3049870823267,0.0,117.0,56.70631292405887,0.0,0.0,13734,0,122.763
2010-11-22,52.91,135.3049870823267,0.0,117.51,56.70631292405887,0.0,0.0,13822,0,122.573
2010-11-23,52.07,135.3049870823267,0.0,117.67,56.70631292405887,0.0,0.0,13717,0,121.143
2010-11-24,53.12,135.3049870823267,0.0,116.93,56.70631292405887,0.0,0.0,13818,0,122.603
2010-11-26,52.77,135.3049870823267,0.0,117.15,56.70631292405887,0.0,0.0,13783,0,121.393
2010-11-29,52.73,135.3049870823267,0.0,117.21,56.70631292405887,0.0,0.0,13781,0,121.403
2010-11-30,52.09,112.72637411685002,0.0,117.42,66.79283548503888,0.0,0.0,13714,0,120.923
2010-12-01,53.19,112.72637411685002,0.0,116.47,66.79283548503888,0.175,0.0,13775,0,123.423
2010-12-02,53.73,112.72637411685002,0.0,116.2,66.79283548503888,0.0,0.0,13818,0,124.493
2010-12-03,53.87,112.72637411685002,0.0,116.43,66.79283548503888,0.0,0.0,13849,0,124.693
2010-12-06,53.85,112.72637411685002,0.0,116.87,66.79283548503888,0.0,0.0,13876,0,124.493
2010-12-07,53.88,112.72637411685002,0.0,115.93,66.79283548503888,0.0,0.0,13816,0,124.483
2010-12-08,54.08,112.72637411685002,0.0,115.2,66.79283548503888,0.0,0.0,13790,0,124.643
2010-12-09,54.13,112.72637411685002,0.0,114.98,66.79283548503888,0.0,0.0,13781,0,124.673
2010-12-10,54.49,112.72637411685002,0.0,114.57,66.79283548503888,0.0,0.0,13794,0,125.043
2010-12-13,54.3,112.72637411685002,0.0,114.97,66.79283548503888,0.0,0.0,13800,0,125.243
2010-12-14,54.4,112.72637411685002,0.0,114.31,66.79283548503888,0.0,0.0,13767,0,125.763
2010-12-15,54.16,112.72637411685002,0.0,114.1,66.79283548503888,0.0,0.0,13726,0,125.643
2010-12-16,54.58,112.72637411685002,0.0,114.36,66.79283548503888,0.0,0.0,13791,0,125.993
2010-12-17,54.52,112.72637411685002,0.10800000000000001,114.87,66.79283548503888,0.0,0.0,13818,0,125.96600000000001
2010-12-20,54.56,112.72637411685002,0.0,114.93,66.79283548503888,0.0,0.0,13826,0,125.766
2010-12-21,54.89,112.72637411685002,0.0,114.96,66.79283548503888,0.0,0.0,13866,0,126.32600000000001
2010-12-22,54.88,112.72637411685002,0.0,114.78,66.79283548503888,0.0,0.0,13852,0,126.596
2010-12-23,54.74,112.72637411685002,0.0,114.46,66.79283548503888,0.0,0.0,13815,0,126.74600000000001
2010-12-27,54.77,112.72637411685002,0.0,114.59,66.79283548503888,0.0,0.0,13827,0,126.55600000000001
2010-12-28,54.67,112.72637411685002,0.0,113.82,66.79283548503888,0.19699999999999998,0.0,13765,0,126.80600000000001
2010-12-29,54.79,112.72637411685002,0.0,114.64,66.79283548503888,0.0,0.0,13833,0,126.914
2010-12-30,54.66,112.72637411685002,0.0,114.46,66.79283548503888,0.0,0.0,13806,0,126.714
2010-12-31,54.46,195.19613008879912,0.0,114.65,27.899824884534727,0.0,0.0,13829,0,126.89399999999999
2011-01-03,55.31,195.19613008879912,0.0,114.71,27.899824884534727,0.0,0.0,13996,0,127.67399999999999
2011-01-04,55.27,195.19613008879912,0.0,114.78,27.899824884534727,0.0,0.0,13990,0,127.904
2011-01-05,55.74,195.19613008879912,0.0,114.14,27.899824884534727,0.0,0.0,14064,0,128.304
2011-01-06,55.92,195.19613008879912,0.0,114.39,27.899824884534727,0.0,0.0,14106,0,128.044
2011-01-07,55.87,195.19613008879912,0.0,114.97,27.899824884534727,0.0,0.0,14113,0,127.83399999999999
2011-01-10,56.08,195.19613008879912,0.0,115.26,27.899824884534727,0.0,0.0,14162,0,127.464
2011-01-11,56.16,195.19613008879912,0.0,115.04,27.899824884534727,0.0,0.0,14171,0,127.814
2011-01-12,56.56,195.19613008879912,0.0,114.92,27.899824884534727,0.0,0.0,14246,0,128.66400000000002
2011-01-13,56.58,195.19613008879912,0.0,115.37,27.899824884534727,0.0,0.0,14262,0,128.464
2011-01-14,57.0,195.19613008879912,0.0,115.28,27.899824884534727,0.0,0.0,14342,0,128.954
2011-01-18,57.16,195.19613008879912,0.0,115.1,27.899824884534727,0.0,0.0,14368,0,129.494
2011-01-19,56.51,195.19613008879912,0.0,115.24,27.899824884534727,0.0,0.0,14245,0,129.424
2011-01-20,56.11,195.19613008879912,0.0,114.73,27.899824884534727,0.0,0.0,14153,0,129.38400000000001
2011-01-21,55.68,195.19613008879912,0.0,114.9,27.899824884534727,0.0,0.0,14074,0,129.868
2011-01-24,56.45,195.19613008879912,0.0,114.91,27.899824884534727,0.0,0.0,14224,0,130.96800000000002
2011-01-25,56.53,195.19613008879912,0.0,115.26,27.899824884534727,0.0,0.0,14250,0,130.898
2011-01-26,56.83,195.19613008879912,0.0,114.98,27.899824884534727,0.0,0.0,14300,0,131.018
2011-01-27,57.18,195.19613008879912,0.0,115.22,27.899824884534727,0.0,0.0,14375,0,131.048
2011-01-28,55.73,195.19613008879912,0.0,115.53,27.899824884534727,0.0,0.0,14101,0,129.428
2011-01-31,56.0,122.1461412232592,0.0,115.34,63.35759648562918,0.0,0.0,14147,0,130.00799999999998
2011-02-01,57.05,122.1461412232592,0.0,114.79,63.35759648562918,0.191,0.0,14241,0,131.498
2011-02-02,56.96,122.1461412232592,0.0,114.51,63.35759648562918,0.0,0.0,14212,0,131.50799999999998
2011-02-03,57.06,122.1461412232592,0.0,114.09,63.35759648562918,0.0,0.0,14198,0,131.77800000000002
2011-02-04,57.38,122.1461412232592,0.0,113.61,63.35759648562918,0.0,0.0,14206,0,132.098
2011-02-07,57.65,122.1461412232592,0.0,113.52,63.35759648562918,0.0,0.0,14234,0,132.75799999999998
2011-02-08,58.03,122.1461412232592,0.0,112.98,63.35759648562918,0.0,0.0,14246,0,133.548
2011-02-09,57.93,122.1461412232592,0.0,113.32,63.35759648562918,0.0,0.0,14255,0,133.688
2011-02-10,58.02,122.1461412232592,0.0,113.07,63.35759648562918,0.0,0.0,14250,0,133.578
2011-02-11,58.44,122.1461412232592,0.0,113.26,63.35759648562918,0.0,0.0,14314,0,134.058
2011-02-14,58.58,122.1461412232592,0.0,113.28,63.35759648562918,0.0,0.0,14332,0,134.018
2011-02-15,58.5,122.1461412232592,0.0,113.42,63.35759648562918,0.0,0.0,14331,0,133.608
2011-02-16,58.88,122.1461412232592,0.0,113.38,63.35759648562918,0.0,0.0,14375,0,134.288
2011-02-17,58.86,122.1461412232592,0.0,113.7,63.35759648562918,0.0,0.0,14393,0,134.56799999999998
2011-02-18,58.73,122.1461412232592,0.0,113.78,63.35759648562918,0.0,0.0,14382,0,135.308
2011-02-22,57.03,122.1461412232592,0.0,114.48,63.35759648562918,0.0,0.0,14219,0,133.598
2011-02-23,56.56,122.1461412232592,0.0,114.32,63.35759648562918,0.0,0.0,14151,0,132.558
2011-02-24,56.86,122.1461412232592,0.0,114.37,63.35759648562918,0.0,0.0,14191,0,132.12800000000001
2011-02-25,57.65,122.1461412232592,0.0,114.52,63.35759648562918,0.0,0.0,14297,0,132.848
2011-02-28,57.77,114.45046010599782,0.0,114.66,67.32036178285638,0.0,0.0,14330,0,133.858
2011-03-01,56.84,114.45046010599782,0.0,114.63,67.32036178285638,0.177,0.0,14222,0,132.078
2011-03-02,57.14,114.45046010599782,0.0,114.33,67.32036178285638,0.0,0.0,14236,0,132.15800000000002
2011-03-03,58.27,114.45046010599782,0.0,113.69,67.32036178285638,0.0,0.0,14322,0,134.068
2011-03-04,57.97,114.45046010599782,0.0,114.33,67.32036178285638,0.0,0.0,14331,0,133.178
2011-03-07,57.19,114.45046010599782,0.0,114.18,67.32036178285638,0.0,0.0,14232,0,132.418
2011-03-08,57.42,114.45046010599782,0.0,114.13,67.32036178285638,0.0,0.0,14255,0,133.698
2011-03-09,57.03,114.45046010599782,0.0,114.42,67.32036178285638,0.0,0.0,14229,0,133.71800000000002
2011-03-10,56.14,114.45046010599782,0.0,115.04,67.32036178285638,0.0,0.0,14169,0,131.43800000000002
2011-03-11,56.49,114.45046010599782,0.0,114.99,67.32036178285638,0.0,0.0,14206,0,132.12800000000001
