Date,On_Price_QQQ,On_Shares_QQQ,On_Dividend_QQQ,Off_Price_IEF,Off_Shares_IEF,Off_Dividend_IEF,Cash,Capital,InOutCash,Bench
2006-09-13,39.95,126.22743705061326,0.0,82.24,92.66748979208616,0.0,0.0,12663,0,40.534000000000006
2006-09-14,39.99,126.22743705061326,0.0,82.08,92.66748979208616,0.0,0.0,12653,0,40.574000000000005
2006-09-15,40.11,126.22743705061326,0.023,82.03,92.66748979208616,0.0,0.0,12664,0,40.717
2006-09-18,40.12,126.22743705061326,0.0,81.91,92.66748979208616,0.0,0.0,12654,0,40.727
2006-09-19,39.85,126.22743705061326,0.0,82.4,92.66748979208616,0.0,0.0,12665,0,40.457
2006-09-20,40.43,126.22743705061326,0.0,82.42,92.66748979208616,0.0,0.0,12741,0,41.037
2006-09-21,40.18,126.22743705061326,0.0,83.01,92.66748979208616,0.0,0.0,12764,0,40.787
2006-09-22,39.87,126.22743705061326,0.0,83.26,92.66748979208616,0.0,0.0,12748,0,40.477
2006-09-25,40.57,126.22743705061326,0.0,83.54,92.66748979208616,0.0,0.0,12862,0,41.177
2006-09-26,40.77,126.22743705061326,0.0,83.33,92.66748979208616,0.0,0.0,12868,0,41.377
2006-09-27,40.72,126.22743705061326,0.0,83.31,92.66748979208616,0.0,0.0,12860,0,41.327
2006-09-28,40.83,126.22743705061326,0.0,83.23,92.66748979208616,0.0,0.0,12866,0,41.437
2006-09-29,40.65,129.1364595895537,0.0,83.14,91.57634440926965,0.0,0.0,12863,0,41.257
2006-10-02,40.14,129.1364595895537,0.0,82.97,91.57634440926965,0.316,0.0,12781,0,40.747
2006-10-03,40.31,129.1364595895537,0.0,82.96,91.57634440926965,0.0,0.0,12802,0,40.917
2006-10-04,41.3,129.1364595895537,0.0,83.34,91.57634440926965,0.0,0.0,12965,0,41.907
2006-10-05,41.5,129.1364595895537,0.0,83.05,91.57634440926965,0.0,0.0,12964,0,42.107
2006-10-06,41.41,129.1364595895537,0.0,82.6,91.57634440926965,0.0,0.0,12911,0,42.016999999999996
2006-10-09,41.55,129.1364595895537,0.0,82.7,91.57634440926965,0.0,0.0,12938,0,42.157
2006-10-10,41.62,129.1364595895537,0.0,82.2,91.57634440926965,0.0,0.0,12902,0,42.227
2006-10-11,41.54,129.1364595895537,0.0,82.1,91.57634440926965,0.0,0.0,12882,0,42.147
2006-10-12,42.2,129.1364595895537,0.0,82.15,91.57634440926965,0.0,0.0,12972,0,42.807
2006-10-13,42.43,129.1364595895537,0.0,82.01,91.57634440926965,0.0,0.0,12989,0,43.037
2006-10-16,42.47,129.1364595895537,0.0,82.15,91.57634440926965,0.0,0.0,13007,0,43.077
2006-10-17,42.0,129.1364595895537,0.0,82.24,91.57634440926965,0.0,0.0,12954,0,42.607
2006-10-18,41.8,129.1364595895537,0.0,82.22,91.57634440926965,0.0,0.0,12927,0,42.407
2006-10-19,41.9,129.1364595895537,0.0,82.15,91.57634440926965,0.0,0.0,12933,0,42.507
2006-10-20,42.0,129.1364595895537,0.0,82.13,91.57634440926965,0.0,0.0,12944,0,42.607
2006-10-23,42.43,129.1364595895537,0.0,81.9,91.57634440926965,0.0,0.0,12979,0,43.037
2006-10-24,42.14,129.1364595895537,0.0,82.01,91.57634440926965,0.0,0.0,12951,0,42.747
2006-10-25,42.43,129.1364595895537,0.0,82.31,91.57634440926965,0.0,0.0,13016,0,43.037
2006-10-26,42.82,129.1364595895537,0.0,82.59,91.57634440926965,0.0,0.0,13092,0,43.427
2006-10-27,42.21,129.1364595895537,0.0,82.86,91.57634440926965,0.0,0.0,13038,0,42.817
2006-10-30,42.48,129.1364595895537,0.0,82.9,91.57634440926965,0.0,0.0,13077,0,43.086999999999996
2006-10-31,42.58,129.9020063301482,0.0,83.27,91.484442549482,0.0,0.0,13149,0,43.187
2006-11-01,42.0,129.9020063301482,0.0,83.25,91.484442549482,0.308,0.0,13071,0,42.607
2006-11-02,42.04,129.9020063301482,0.0,83.02,91.484442549482,0.0,0.0,13056,0,42.647
2006-11-03,41.93,129.9020063301482,0.0,82.39,91.484442549482,0.0,0.0,12984,0,42.537
2006-11-06,42.54,129.9020063301482,0.0,82.47,91.484442549482,0.0,0.0,13070,0,43.147
2006-11-07,42.83,129.9020063301482,0.0,82.75,91.484442549482,0.0,0.0,13134,0,43.437
2006-11-08,43.03,129.9020063301482,0.0,82.93,91.484442549482,0.0,0.0,13176,0,43.637
2006-11-09,42.83,129.9020063301482,0.0,82.92,91.484442549482,0.0,0.0,13149,0,43.437
2006-11-10,43.03,129.9020063301482,0.0,83.1,91.484442549482,0.0,0.0,13192,0,43.637
2006-11-13,43.47,129.9020063301482,0.0,83.06,91.484442549482,0.0,0.0,13245,0,44.077
2006-11-14,43.93,129.9020063301482,0.0,83.23,91.484442549482,0.0,0.0,13320,0,44.537
2006-11-15,44.11,129.9020063301482,0.0,83.0,91.484442549482,0.0,0.0,13323,0,44.717
2006-11-16,44.3,129.9020063301482,0.0,82.79,91.484442549482,0.0,0.0,13328,0,44.907
2006-11-17,44.3,129.9020063301482,0.0,83.09,91.484442549482,0.0,0.0,13356,0,44.907
2006-11-20,44.39,129.9020063301482,0.0,83.14,91.484442549482,0.0,0.0,13372,0,44.997
2006-11-21,44.45,129.9020063301482,0.0,83.26,91.484442549482,0.0,0.0,13391,0,45.057
2006-11-22,44.73,129.9020063301482,0.0,83.39,91.484442549482,0.0,0.0,13439,0,45.336999999999996
2006-11-24,44.65,129.9020063301482,0.0,83.48,91.484442549482,0.0,0.0,13437,0,45.257
2006-11-27,43.64,129.9020063301482,0.0,83.56,91.484442549482,0.0,0.0,13313,0,44.247
2006-11-28,43.77,129.9020063301482,0.0,83.71,91.484442549482,0.0,0.0,13343,0,44.377
2006-11-29,44.07,129.9020063301482,0.0,83.61,91.484442549482,0.0,0.0,13373,0,44.677
2006-11-30,44.04,141.44295653284277,0.0,84.05,85.7259183442238,0.0,0.0,13434,0,44.647
2006-12-01,43.66,141.44295653284277,0.0,83.94,85.7259183442238,0.304,0.0,13371,0,44.266999999999996
2006-12-04,44.26,141.44295653284277,0.0,83.93,85.7259183442238,0.0,0.0,13455,0,44.867
2006-12-05,44.42,141.44295653284277,0.0,83.82,85.7259183442238,0.0,0.0,13468,0,45.027
2006-12-06,44.26,141.44295653284277,0.0,83.69,85.7259183442238,0.0,0.0,13434,0,44.867
2006-12-07,43.7,141.44295653284277,0.0,83.66,85.7259183442238,0.0,0.0,13352,0,44.307
2006-12-08,43.9,141.44295653284277,0.0,83.28,85.7259183442238,0.0,0.0,13348,0,44.507
2006-12-11,44.06,141.44295653284277,0.0,83.54,85.7259183442238,0.0,0.0,13393,0,44.667
2006-12-12,43.8,141.44295653284277,0.0,83.69,85.7259183442238,0.0,0.0,13369,0,44.407
2006-12-13,43.88,141.44295653284277,0.0,83.26,85.7259183442238,0.0,0.0,13344,0,44.487
2006-12-14,44.37,141.44295653284277,0.0,83.13,85.7259183442238,0.0,0.0,13402,0,44.977
2006-12-15,44.43,141.44295653284277,0.054000000000000006,83.15,85.7259183442238,0.0,0.0,13412,0,45.091
2006-12-18,43.99,141.44295653284277,0.0,83.19,85.7259183442238,0.0,0.0,13353,0,44.651
2006-12-19,43.85,141.44295653284277,0.0,83.17,85.7259183442238,0.0,0.0,13332,0,44.511
2006-12-20,43.69,141.44295653284277,0.0,83.15,85.7259183442238,0.0,0.0,13307,0,44.351
2006-12-21,43.38,141.44295653284277,0.0,83.45,85.7259183442238,0.0,0.0,13289,0,44.041000000000004
2006-12-22,42.93,141.44295653284277,0.0,83.07,85.7259183442238,0.0,0.0,13193,0,43.591
2006-12-26,43.11,141.44295653284277,0.0,83.13,85.7259183442238,0.0,0.0,13224,0,43.771
2006-12-27,43.33,141.44295653284277,0.0,82.67,85.7259183442238,0.239,0.0,13215,0,43.991
2006-12-28,43.12,141.44295653284277,0.0,82.48,85.7259183442238,0.0,0.0,13169,0,43.781
2006-12-29,43.16,161.49037451415236,0.0,82.44,75.80866729993699,0.0,0.0,13219,0,43.821
2007-01-03,43.24,161.49037451415236,0.0,82.68,75.80866729993699,0.0,0.0,13250,0,43.901
2007-01-04,44.06,161.49037451415236,0.0,82.98,75.80866729993699,0.0,0.0,13405,0,44.721000000000004
2007-01-05,43.85,161.49037451415236,0.0,82.71,75.80866729993699,0.0,0.0,13351,0,44.511
2007-01-08,43.88,161.49037451415236,0.0,82.77,75.80866729993699,0.0,0.0,13360,0,44.541000000000004
2007-01-09,44.1,161.49037451415236,0.0,82.75,75.80866729993699,0.0,0.0,13394,0,44.761
2007-01-10,44.62,161.49037451415236,0.0,82.61,75.80866729993699,0.0,0.0,13468,0,45.281
2007-01-11,45.08,161.49037451415236,0.0,82.39,75.80866729993699,0.0,0.0,13525,0,45.741
2007-01-12,45.31,161.49037451415236,0.0,82.22,75.80866729993699,0.0,0.0,13550,0,45.971000000000004
2007-01-16,45.28,161.49037451415236,0.0,82.38,75.80866729993699,0.0,0.0,13557,0,45.941
2007-01-17,44.91,161.49037451415236,0.0,82.22,75.80866729993699,0.0,0.0,13485,0,45.571
2007-01-18,44.08,161.49037451415236,0.0,82.33,75.80866729993699,0.0,0.0,13359,0,44.741
2007-01-19,44.17,161.49037451415236,0.0,82.2,75.80866729993699,0.0,0.0,13364,0,44.831
2007-01-22,43.69,161.49037451415236,0.0,82.35,75.80866729993699,0.0,0.0,13298,0,44.351
2007-01-23,43.58,161.49037451415236,0.0,82.11,75.80866729993699,0.0,0.0,13262,0,44.241
2007-01-24,44.3,161.49037451415236,0.0,82.12,75.80866729993699,0.0,0.0,13379,0,44.961
2007-01-25,43.73,161.49037451415236,0.0,81.8,75.80866729993699,0.0,0.0,13263,0,44.391
2007-01-26,43.57,161.49037451415236,0.0,81.79,75.80866729993699,0.0,0.0,13236,0,44.231
2007-01-29,43.61,161.49037451415236,0.0,81.73,75.80866729993699,0.0,0.0,13238,0,44.271
2007-01-30,43.63,161.49037451415236,0.0,81.81,75.80866729993699,0.0,0.0,13247,0,44.291000000000004
2007-01-31,44.07,119.1785394172511,0.0,82.11,98.50483795784027,0.0,0.0,13340,0,44.731
2007-02-01,44.0,119.1785394172511,0.0,81.74,98.50483795784027,0.311,0.0,13295,0,44.661
2007-02-02,44.16,119.1785394172511,0.0,81.81,98.50483795784027,0.0,0.0,13321,0,44.821
2007-02-05,44.12,119.1785394172511,0.0,81.9,98.50483795784027,0.0,0.0,13325,0,44.781
2007-02-06,44.06,119.1785394172511,0.0,82.13,98.50483795784027,0.0,0.0,13341,0,44.721000000000004
2007-02-07,44.46,119.1785394172511,0.0,82.31,98.50483795784027,0.0,0.0,13406,0,45.121
2007-02-08,44.45,119.1785394172511,0.0,82.33,98.50483795784027,0.0,0.0,13407,0,45.111000000000004
2007-02-09,43.88,119.1785394172511,0.0,82.08,98.50483795784027,0.0,0.0,13314,0,44.541000000000004
2007-02-12,43.71,119.1785394172511,0.0,81.97,98.50483795784027,0.0,0.0,13283,0,44.371
2007-02-13,43.86,119.1785394172511,0.0,81.91,98.50483795784027,0.0,0.0,13295,0,44.521
2007-02-14,44.6,119.1785394172511,0.0,82.38,98.50483795784027,0.0,0.0,13430,0,45.261
2007-02-15,44.86,119.1785394172511,0.0,82.51,98.50483795784027,0.0,0.0,13473,0,45.521
2007-02-16,44.71,119.1785394172511,0.0,82.6,98.50483795784027,0.0,0.0,13464,0,45.371
2007-02-20,45.05,119.1785394172511,0.0,82.7,98.50483795784027,0.0,0.0,13515,0,45.711
2007-02-21,45.19,119.1785394172511,0.0,82.69,98.50483795784027,0.0,0.0,13531,0,45.851
2007-02-22,45.42,119.1785394172511,0.0,82.48,98.50483795784027,0.0,0.0,13537,0,46.081
2007-02-23,45.26,119.1785394172511,0.0,82.81,98.50483795784027,0.0,0.0,13551,0,45.921
2007-02-26,45.04,119.1785394172511,0.0,83.07,98.50483795784027,0.0,0.0,13550,0,45.701
2007-02-27,43.19,119.1785394172511,0.0,83.77,98.50483795784027,0.0,0.0,13399,0,43.851
2007-02-28,43.33,100.5781052334552,0.0,83.48,108.4764277677142,0.0,0.0,13413,0,43.991
2007-03-01,43.13,100.5781052334552,0.0,83.28,108.4764277677142,0.275,0.0,13371,0,43.791000000000004
2007-03-02,42.48,100.5781052334552,0.0,83.55,108.4764277677142,0.0,0.0,13335,0,43.141
2007-03-05,42.15,100.5781052334552,0.0,83.6,108.4764277677142,0.0,0.0,13307,0,42.811
2007-03-06,42.85,100.5781052334552,0.0,83.49,108.4764277677142,0.0,0.0,13366,0,43.511
2007-03-07,42.68,100.5781052334552,0.0,83.64,108.4764277677142,0.0,0.0,13365,0,43.341
2007-03-08,42.97,100.5781052334552,0.0,83.63,108.4764277677142,0.0,0.0,13393,0,43.631
2007-03-09,42.93,100.5781052334552,0.0,83.16,108.4764277677142,0.0,0.0,13338,0,43.591
2007-03-12,43.21,100.5781052334552,0.0,83.39,108.4764277677142,0.0,0.0,13391,0,43.871
2007-03-13,42.37,100.5781052334552,0.0,83.76,108.4764277677142,0.0,0.0,13347,0,43.031
2007-03-14,42.99,100.5781052334552,0.0,83.65,108.4764277677142,0.0,0.0,13397,0,43.651
2007-03-15,42.89,100.5781052334552,0.0,83.56,108.4764277677142,0.0,0.0,13378,0,43.551
2007-03-16,42.83,100.5781052334552,0.027000000000000003,83.55,108.4764277677142,0.0,0.0,13370,0,43.518
2007-03-19,43.27,100.5781052334552,0.0,83.44,108.4764277677142,0.0,0.0,13403,0,43.958000000000006
2007-03-20,43.58,100.5781052334552,0.0,83.56,108.4764277677142,0.0,0.0,13447,0,44.268
2007-03-21,44.42,100.5781052334552,0.0,83.68,108.4764277677142,0.0,0.0,13544,0,45.108000000000004
2007-03-22,44.26,100.5781052334552,0.0,83.4,108.4764277677142,0.0,0.0,13498,0,44.948
2007-03-23,44.12,100.5781052334552,0.0,83.27,108.4764277677142,0.0,0.0,13470,0,44.808
2007-03-26,44.3,100.5781052334552,0.0,83.34,108.4764277677142,0.0,0.0,13496,0,44.988
2007-03-27,43.99,100.5781052334552,0.0,83.32,108.4764277677142,0.0,0.0,13462,0,44.678000000000004
2007-03-28,43.52,100.5781052334552,0.0,83.31,108.4764277677142,0.0,0.0,13414,0,44.208000000000006
2007-03-29,43.57,100.5781052334552,0.0,83.19,108.4764277677142,0.0,0.0,13406,0,44.258
2007-03-30,43.53,118.77164866865081,0.0,83.09,99.28431100391128,0.0,0.0,13419,0,44.218
2007-04-02,43.59,118.77164866865081,0.0,82.86,99.28431100391128,0.322,0.0,13403,0,44.278000000000006
2007-04-03,44.16,118.77164866865081,0.0,82.79,99.28431100391128,0.0,0.0,13464,0,44.848
2007-04-04,44.34,118.77164866865081,0.0,82.92,99.28431100391128,0.0,0.0,13498,0,45.028000000000006
2007-04-05,44.56,118.77164866865081,0.0,82.71,99.28431100391128,0.0,0.0,13504,0,45.248000000000005
2007-04-09,44.45,118.77164866865081,0.0,82.33,99.28431100391128,0.0,0.0,13453,0,45.138000000000005
2007-04-10,44.68,118.77164866865081,0.0,82.5,99.28431100391128,0.0,0.0,13497,0,45.368
2007-04-11,44.21,118.77164866865081,0.0,82.4,99.28431100391128,0.0,0.0,13431,0,44.898
2007-04-12,44.56,118.77164866865081,0.0,82.48,99.28431100391128,0.0,0.0,13481,0,45.248000000000005
2007-04-13,44.65,118.77164866865081,0.0,82.34,99.28431100391128,0.0,0.0,13478,0,45.338
2007-04-16,45.06,118.77164866865081,0.0,82.43,99.28431100391128,0.0,0.0,13535,0,45.748000000000005
2007-04-17,45.16,118.77164866865081,0.0,82.78,99.28431100391128,0.0,0.0,13582,0,45.848
2007-04-18,45.01,118.77164866865081,0.0,82.97,99.28431100391128,0.0,0.0,13583,0,45.698
2007-04-19,45.15,118.77164866865081,0.0,82.96,99.28431100391128,0.0,0.0,13599,0,45.838
2007-04-20,45.4,118.77164866865081,0.0,82.87,99.28431100391128,0.0,0.0,13619,0,46.088
2007-04-23,45.47,118.77164866865081,0.0,83.04,99.28431100391128,0.0,0.0,13645,0,46.158
2007-04-24,45.7,118.77164866865081,0.0,83.2,99.28431100391128,0.0,0.0,13688,0,46.388000000000005
2007-04-25,46.31,118.77164866865081,0.0,83.15,99.28431100391128,0.0,0.0,13755,0,46.998000000000005
2007-04-26,46.55,118.77164866865081,0.0,82.91,99.28431100391128,0.0,0.0,13760,0,47.238
2007-04-27,46.57,118.77164866865081,0.0,82.91,99.28431100391128,0.0,0.0,13762,0,47.258
2007-04-30,45.96,172.21695139154917,0.0,83.27,70.11806241719968,0.0,0.0,13753,0,46.648
2007-05-01,45.92,172.21695139154917,0.0,82.96,70.11806241719968,0.314,0.0,13725,0,46.608000000000004
2007-05-02,46.42,172.21695139154917,0.0,82.86,70.11806241719968,0.0,0.0,13804,0,47.108000000000004
2007-05-03,46.59,172.21695139154917,0.0,82.77,70.11806241719968,0.0,0.0,13827,0,47.278000000000006
2007-05-04,46.63,172.21695139154917,0.0,82.98,70.11806241719968,0.0,0.0,13848,0,47.318000000000005
2007-05-07,46.63,172.21695139154917,0.0,83.05,70.11806241719968,0.0,0.0,13853,0,47.318000000000005
2007-05-08,46.73,172.21695139154917,0.0,83.05,70.11806241719968,0.0,0.0,13871,0,47.418
2007-05-09,46.83,172.21695139154917,0.0,82.78,70.11806241719968,0.0,0.0,13869,0,47.518
2007-05-10,46.19,172.21695139154917,0.0,82.99,70.11806241719968,0.0,0.0,13773,0,46.878
2007-05-11,46.78,172.21695139154917,0.0,82.82,70.11806241719968,0.0,0.0,13863,0,47.468
2007-05-14,46.46,172.21695139154917,0.0,82.7,70.11806241719968,0.0,0.0,13799,0,47.148
2007-05-15,46.1,172.21695139154917,0.0,82.69,70.11806241719968,0.0,0.0,13737,0,46.788000000000004
2007-05-16,46.55,172.21695139154917,0.0,82.64,70.11806241719968,0.0,0.0,13811,0,47.238
2007-05-17,46.33,172.21695139154917,0.0,82.42,70.11806241719968,0.0,0.0,13757,0,47.018
2007-05-18,46.71,172.21695139154917,0.0,82.18,70.11806241719968,0.0,0.0,13806,0,47.398
2007-05-21,47.01,172.21695139154917,0.0,82.29,70.11806241719968,0.0,0.0,13865,0,47.698
2007-05-22,47.05,172.21695139154917,0.0,82.06,70.11806241719968,0.0,0.0,13856,0,47.738
2007-05-23,46.83,172.21695139154917,0.0,81.9,70.11806241719968,0.0,0.0,13807,0,47.518
2007-05-24,46.16,172.21695139154917,0.0,82.01,70.11806241719968,0.0,0.0,13699,0,46.848
2007-05-25,46.45,172.21695139154917,0.0,81.92,70.11806241719968,0.0,0.0,13743,0,47.138000000000005
2007-05-29,46.81,172.21695139154917,0.0,81.75,70.11806241719968,0.0,0.0,13793,0,47.498000000000005
2007-05-30,47.19,172.21695139154917,0.0,81.83,70.11806241719968,0.0,0.0,13864,0,47.878
2007-05-31,47.41,147.1408333052373,0.0,81.8,84.88058225718925,0.0,0.0,13919,0,48.098
2007-06-01,47.44,147.1408333052373,0.0,81.12,84.88058225718925,0.32899999999999996,0.0,13865,0,48.128
2007-06-04,47.58,147.1408333052373,0.0,81.25,84.88058225718925,0.0,0.0,13897,0,48.268
2007-06-05,47.58,147.1408333052373,0.0,80.99,84.88058225718925,0.0,0.0,13875,0,48.268
2007-06-06,47.07,147.1408333052373,0.0,81.03,84.88058225718925,0.0,0.0,13803,0,47.758
2007-06-07,46.34,147.1408333052373,0.0,80.22,84.88058225718925,0.0,0.0,13627,0,47.028000000000006
2007-06-08,46.91,147.1408333052373,0.0,80.37,84.88058225718925,0.0,0.0,13724,0,47.598
2007-06-11,46.82,147.1408333052373,0.0,80.16,84.88058225718925,0.0,0.0,13693,0,47.508
2007-06-12,46.54,147.1408333052373,0.0,79.59,84.88058225718925,0.0,0.0,13603,0,47.228
2007-06-13,47.05,147.1408333052373,0.0,79.85,84.88058225718925,0.0,0.0,13700,0,47.738
2007-06-14,47.36,147.1408333052373,0.0,79.87,84.88058225718925,0.0,0.0,13748,0,48.048
2007-06-15,47.76,147.1408333052373,0.037000000000000005,80.22,84.88058225718925,0.0,0.0,13836,0,48.485
2007-06-18,47.77,147.1408333052373,0.0,80.18,84.88058225718925,0.0,0.0,13834,0,48.495000000000005
2007-06-19,47.76,147.1408333052373,0.0,80.57,84.88058225718925,0.0,0.0,13866,0,48.485
2007-06-20,47.31,147.1408333052373,0.0,80.31,84.88058225718925,0.0,0.0,13777,0,48.035000000000004
2007-06-21,47.74,147.1408333052373,0.0,80.21,84.88058225718925,0.0,0.0,13832,0,48.465
2007-06-22,47.29,147.1408333052373,0.0,80.45,84.88058225718925,0.0,0.0,13786,0,48.015
2007-06-25,47.09,147.1408333052373,0.0,80.71,84.88058225718925,0.0,0.0,13779,0,47.815000000000005
2007-06-26,46.82,147.1408333052373,0.0,80.73,84.88058225718925,0.0,0.0,13741,0,47.545
2007-06-27,47.54,147.1408333052373,0.0,80.72,84.88058225718925,0.0,0.0,13846,0,48.265
2007-06-28,47.52,147.1408333052373,0.0,80.67,84.88058225718925,0.0,0.0,13839,0,48.245000000000005
2007-06-29,47.6,135.01210943438036,0.0,81.09,92.35696882036854,0.0,0.0,13915,0,48.325
2007-07-02,48.03,135.01210943438036,0.0,80.9,92.35696882036854,0.313,0.0,13956,0,48.755
2007-07-03,48.31,135.01210943438036,0.0,80.66,92.35696882036854,0.0,0.0,13971,0,49.035000000000004
2007-07-05,48.66,135.01210943438036,0.0,80.21,92.35696882036854,0.0,0.0,13977,0,49.385
2007-07-06,48.86,135.01210943438036,0.0,80.02,92.35696882036854,0.0,0.0,13987,0,49.585
2007-07-09,48.89,135.01210943438036,0.0,80.31,92.35696882036854,0.0,0.0,14017,0,49.615
2007-07-10,48.48,135.01210943438036,0.0,80.86,92.35696882036854,0.0,0.0,14013,0,49.205
2007-07-11,48.81,135.01210943438036,0.0,80.58,92.35696882036854,0.0,0.0,14032,0,49.535000000000004
2007-07-12,49.56,135.01210943438036,0.0,80.35,92.35696882036854,0.0,0.0,14112,0,50.285000000000004
2007-07-13,49.9,135.01210943438036,0.0,80.53,92.35696882036854,0.0,0.0,14174,0,50.625
2007-07-16,49.85,135.01210943438036,0.0,80.85,92.35696882036854,0.0,0.0,14197,0,50.575
2007-07-17,50.23,135.01210943438036,0.0,80.68,92.35696882036854,0.0,0.0,14233,0,50.955
2007-07-18,50.17,135.01210943438036,0.0,80.97,92.35696882036854,0.0,0.0,14251,0,50.895
2007-07-19,50.32,135.01210943438036,0.0,80.96,92.35696882036854,0.0,0.0,14271,0,51.045
2007-07-20,50.05,135.01210943438036,0.0,81.36,92.35696882036854,0.0,0.0,14271,0,50.775
2007-07-23,50.07,135.01210943438036,0.0,81.33,92.35696882036854,0.0,0.0,14271,0,50.795
2007-07-24,49.33,135.01210943438036,0.0,81.55,92.35696882036854,0.0,0.0,14191,0,50.055
2007-07-25,49.4,135.01210943438036,0.0,81.66,92.35696882036854,0.0,0.0,14211,0,50.125
2007-07-26,48.98,135.01210943438036,0.0,82.31,92.35696882036854,0.0,0.0,14214,0,49.705
2007-07-27,47.99,135.01210943438036,0.0,82.47,92.35696882036854,0.0,0.0,14095,0,48.715
2007-07-30,48.55,135.01210943438036,0.0,82.26,92.35696882036854,0.0,0.0,14152,0,49.275
2007-07-31,47.53,112.95845226001448,0.0,82.6,105.34882455419795,0.0,0.0,14070,0,48.255
2007-08-01,47.9,112.95845226001448,0.0,82.05,105.34882455419795,0.322,0.0,14054,0,48.625
2007-08-02,48.34,112.95845226001448,0.0,82.11,105.34882455419795,0.0,0.0,14110,0,49.065000000000005
2007-08-03,47.42,112.95845226001448,0.0,82.64,105.34882455419795,0.0,0.0,14062,0,48.145
2007-08-06,47.97,112.95845226001448,0.0,82.31,105.34882455419795,0.0,0.0,14089,0,48.695
2007-08-07,48.31,112.95845226001448,0.0,82.3,105.34882455419795,0.0,0.0,14127,0,49.035000000000004
2007-08-08,48.84,112.95845226001448,0.0,81.73,105.34882455419795,0.0,0.0,14127,0,49.565000000000005
2007-08-09,47.71,112.95845226001448,0.0,82.19,105.34882455419795,0.0,0.0,14047,0,48.435
2007-08-10,47.28,112.95845226001448,0.0,82.07,105.34882455419795,0.0,0.0,13986,0,48.005
2007-08-13,47.6,112.95845226001448,0.0,82.2,105.34882455419795,0.0,0.0,14036,0,48.325
2007-08-14,46.79,112.95845226001448,0.0,82.5,105.34882455419795,0.0,0.0,13976,0,47.515
2007-08-15,45.9,112.95845226001448,0.0,82.65,105.34882455419795,0.0,0.0,13891,0,46.625
2007-08-16,45.45,112.95845226001448,0.0,82.97,105.34882455419795,0.0,0.0,13874,0,46.175000000000004
2007-08-17,46.31,112.95845226001448,0.0,83.03,105.34882455419795,0.0,0.0,13978,0,47.035000000000004
2007-08-20,46.53,112.95845226001448,0.0,83.21,105.34882455419795,0.0,0.0,14022,0,47.255
2007-08-21,47.02,112.95845226001448,0.0,83.57,105.34882455419795,0.0,0.0,14115,0,47.745000000000005
2007-08-22,47.66,112.95845226001448,0.0,83.3,105.34882455419795,0.0,0.0,14159,0,48.385
2007-08-23,47.53,112.95845226001448,0.0,83.33,105.34882455419795,0.0,0.0,14147,0,48.255
2007-08-24,48.2,112.95845226001448,0.0,83.36,105.34882455419795,0.0,0.0,14226,0,48.925000000000004
2007-08-27,47.88,112.95845226001448,0.0,83.59,105.34882455419795,0.0,0.0,14214,0,48.605000000000004
2007-08-28,46.74,112.95845226001448,0.0,84.02,105.34882455419795,0.0,0.0,14131,0,47.465
2007-08-29,48.08,112.95845226001448,0.0,83.7,105.34882455419795,0.0,0.0,14248,0,48.805
2007-08-30,48.33,112.95845226001448,0.0,84.12,105.34882455419795,0.0,0.0,14321,0,49.055
2007-08-31,48.87,76.67535825839049,0.0,84.14,126.77246245787244,0.0,0.0,14413,0,49.595
2007-09-04,49.68,76.67535825839049,0.0,83.65,126.77246245787244,0.33399999999999996,0.0,14413,0,50.405
2007-09-05,49.18,76.67535825839049,0.0,84.17,126.77246245787244,0.0,0.0,14441,0,49.905
2007-09-06,49.14,76.67535825839049,0.0,83.99,126.77246245787244,0.0,0.0,14415,0,49.865
2007-09-07,48.23,76.67535825839049,0.0,84.89,126.77246245787244,0.0,0.0,14459,0,48.955
2007-09-10,48.2,76.67535825839049,0.0,85.08,126.77246245787244,0.0,0.0,14481,0,48.925000000000004
2007-09-11,48.93,76.67535825839049,0.0,84.9,126.77246245787244,0.0,0.0,14514,0,49.655
2007-09-12,48.94,76.67535825839049,0.0,84.69,126.77246245787244,0.0,0.0,14488,0,49.665
2007-09-13,49.18,76.67535825839049,0.0,84.19,126.77246245787244,0.0,0.0,14443,0,49.905
2007-09-14,49.22,76.67535825839049,0.0,84.3,126.77246245787244,0.0,0.0,14460,0,49.945
2007-09-17,48.81,76.67535825839049,0.0,84.35,126.77246245787244,0.0,0.0,14435,0,49.535000000000004
2007-09-18,50.04,76.67535825839049,0.0,84.26,126.77246245787244,0.0,0.0,14518,0,50.765
2007-09-19,50.17,76.67535825839049,0.0,83.96,126.77246245787244,0.0,0.0,14490,0,50.895
2007-09-20,50.03,76.67535825839049,0.0,83.01,126.77246245787244,0.0,0.0,14359,0,50.755
2007-09-21,50.36,76.67535825839049,0.026000000000000002,83.43,126.77246245787244,0.0,0.0,14437,0,51.111
2007-09-24,50.59,76.67535825839049,0.0,83.54,126.77246245787244,0.0,0.0,14469,0,51.341
2007-09-25,51.07,76.67535825839049,0.0,83.55,126.77246245787244,0.0,0.0,14507,0,51.821
2007-09-26,51.32,76.67535825839049,0.0,83.58,126.77246245787244,0.0,0.0,14530,0,52.071
2007-09-27,51.58,76.67535825839049,0.0,83.85,126.77246245787244,0.0,0.0,14584,0,52.330999999999996
2007-09-28,51.41,108.42052416839628,0.0,83.88,107.77845943170034,0.0,0.0,14614,0,52.160999999999994
