Date,Ticker_1,Shares_1,Dividend_1,Price_1,Cash,Capital,InOutCash,Bench
2007-12-31,VUSTX,869.1493383742911,0.0,11.5,0.0,9995,0,164.08
2008-01-02,VUSTX,869.1493383742911,0.0,11.66,0.0,10134,0,162.15
2008-01-03,VUSTX,869.1493383742911,0.0,11.64,0.0,10116,0,162.15
2008-01-04,VUSTX,869.1493383742911,0.0,11.66,0.0,10134,0,158.88
2008-01-07,VUSTX,869.1493383742911,0.0,11.69,0.0,10160,0,159.3
2008-01-08,VUSTX,869.1493383742911,0.0,11.67,0.0,10142,0,156.95000000000002
2008-01-09,VUSTX,869.1493383742911,0.0,11.73,0.0,10195,0,158.70000000000002
2008-01-10,VUSTX,869.1493383742911,0.0,11.58,0.0,10064,0,159.73000000000002
2008-01-11,VUSTX,869.1493383742911,0.0,11.66,0.0,10134,0,157.97
2008-01-14,VUSTX,869.1493383742911,0.0,11.69,0.0,10160,0,159.37
2008-01-15,VUSTX,869.1493383742911,0.0,11.79,0.0,10247,0,156.12
2008-01-16,VUSTX,869.1493383742911,0.0,11.76,0.0,10221,0,155.41000000000003
2008-01-17,VUSTX,869.1493383742911,0.0,11.84,0.0,10290,0,151.74
2008-01-18,VUSTX,869.1493383742911,0.0,11.8,0.0,10255,0,151.0
2008-01-22,VUSTX,869.1493383742911,0.0,11.92,0.0,10360,0,149.64
2008-01-23,VUSTX,869.1493383742911,0.0,11.88,0.0,10325,0,152.23000000000002
2008-01-24,VUSTX,869.1493383742911,0.0,11.74,0.0,10203,0,153.47000000000003
2008-01-25,VUSTX,869.1493383742911,0.0,11.83,0.0,10282,0,151.5
2008-01-28,VUSTX,869.1493383742911,0.0,11.83,0.0,10282,0,153.65
2008-01-29,VUSTX,869.1493383742911,0.0,11.76,0.0,10221,0,154.43
2008-01-30,VUSTX,869.1493383742911,0.0,11.7,0.0,10169,0,153.84
2008-01-31,VUSTX,872.0292970307216,0.0,11.76,0.0,10255,0,155.95
2008-02-01,VUSTX,872.0292970307216,0.0,11.81,0.0,10298,0,157.51000000000002
2008-02-04,VUSTX,872.0292970307216,0.0,11.75,0.0,10246,0,156.16000000000003
2008-02-05,VUSTX,872.0292970307216,0.0,11.8,0.0,10289,0,152.10000000000002
2008-02-06,VUSTX,872.0292970307216,0.0,11.76,0.0,10255,0,151.21
2008-02-07,VUSTX,872.0292970307216,0.0,11.61,0.0,10124,0,152.21
2008-02-08,VUSTX,872.0292970307216,0.0,11.7,0.0,10202,0,151.69
2008-02-11,VUSTX,872.0292970307216,0.0,11.74,0.0,10237,0,152.42000000000002
2008-02-12,VUSTX,872.0292970307216,0.0,11.66,0.0,10167,0,153.32
2008-02-13,VUSTX,872.0292970307216,0.0,11.58,0.0,10098,0,155.06
2008-02-14,VUSTX,872.0292970307216,0.0,11.45,0.0,9984,0,153.37
2008-02-15,VUSTX,872.0292970307216,0.0,11.53,0.0,10054,0,153.48000000000002
2008-02-19,VUSTX,872.0292970307216,0.0,11.42,0.0,9958,0,153.38
2008-02-20,VUSTX,872.0292970307216,0.0,11.42,0.0,9958,0,154.42000000000002
2008-02-21,VUSTX,872.0292970307216,0.0,11.55,0.0,10071,0,152.85000000000002
2008-02-22,VUSTX,872.0292970307216,0.0,11.52,0.0,10045,0,153.84
2008-02-25,VUSTX,872.0292970307216,0.0,11.4,0.0,9941,0,155.57
2008-02-26,VUSTX,872.0292970307216,0.0,11.42,0.0,9958,0,156.45
2008-02-27,VUSTX,872.0292970307216,0.0,11.43,0.0,9967,0,156.36
2008-02-28,VUSTX,872.0292970307216,0.0,11.6,0.0,10115,0,155.23000000000002
2008-02-29,VUSTX,874.7187426991259,0.0,11.76,0.0,10286,0,151.82
2008-03-03,VUSTX,874.7187426991259,0.0,11.75,0.0,10277,0,151.88
2008-03-04,VUSTX,874.7187426991259,0.0,11.65,0.0,10190,0,151.46
2008-03-05,VUSTX,874.7187426991259,0.0,11.54,0.0,10094,0,152.16000000000003
2008-03-06,VUSTX,874.7187426991259,0.0,11.59,0.0,10137,0,149.47000000000003
2008-03-07,VUSTX,874.7187426991259,0.0,11.63,0.0,10172,0,148.45
2008-03-10,VUSTX,874.7187426991259,0.0,11.76,0.0,10286,0,146.62
2008-03-11,VUSTX,874.7187426991259,0.0,11.62,0.0,10164,0,150.99
2008-03-12,VUSTX,874.7187426991259,0.0,11.81,0.0,10330,0,149.92000000000002
2008-03-13,VUSTX,874.7187426991259,0.0,11.72,0.0,10251,0,150.55
2008-03-14,VUSTX,874.7187426991259,0.0,11.85,0.0,10365,0,148.02
2008-03-17,VUSTX,874.7187426991259,0.0,11.89,0.0,10400,0,146.97000000000003
2008-03-18,VUSTX,874.7187426991259,0.0,11.85,0.0,10365,0,151.98000000000002
2008-03-19,VUSTX,874.7187426991259,0.0,11.96,0.0,10461,0,148.99
2008-03-20,VUSTX,874.7187426991259,0.0,12.03,0.0,10522,0,151.87
2008-03-24,VUSTX,874.7187426991259,0.0,11.78,0.0,10304,0,153.75
2008-03-25,VUSTX,874.7187426991259,0.0,11.84,0.0,10356,0,154.04000000000002
2008-03-26,VUSTX,874.7187426991259,0.0,11.81,0.0,10330,0,152.95
2008-03-27,VUSTX,874.7187426991259,0.016,11.73,0.0,10260,0,151.55
2008-03-28,VUSTX,874.7187426991259,0.0,11.78,0.0,10304,0,150.59
2008-03-31,VUSTX,878.6683883933521,0.0,11.82,0.0,10385,0,151.28
2008-04-01,VUSTX,878.6683883933521,0.0,11.67,0.0,10254,0,155.65
2008-04-02,VUSTX,878.6683883933521,0.0,11.68,0.0,10262,0,155.43
2008-04-03,VUSTX,878.6683883933521,0.0,11.68,0.0,10262,0,155.59
2008-04-04,VUSTX,878.6683883933521,0.0,11.81,0.0,10377,0,155.69
2008-04-07,VUSTX,878.6683883933521,0.0,11.74,0.0,10315,0,155.89000000000001
2008-04-08,VUSTX,878.6683883933521,0.0,11.73,0.0,10306,0,155.29000000000002
2008-04-09,VUSTX,878.6683883933521,0.0,11.84,0.0,10403,0,154.28
2008-04-10,VUSTX,878.6683883933521,0.0,11.79,0.0,10359,0,154.84
2008-04-11,VUSTX,878.6683883933521,0.0,11.85,0.0,10412,0,152.3
2008-04-14,VUSTX,878.6683883933521,0.0,11.8,0.0,10368,0,151.88
2008-04-15,VUSTX,878.6683883933521,0.0,11.73,0.0,10306,0,152.45000000000002
2008-04-16,VUSTX,878.6683883933521,0.0,11.59,0.0,10183,0,155.25
