Date,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Ticker_3,Shares_3,Dividend_3,Price_3,Ticker_4,Shares_4,Dividend_4,Price_4,Ticker_5,Shares_5,Dividend_5,Price_5,Ticker_6,Shares_6,Dividend_6,Price_6,Ticker_7,Shares_7,Dividend_7,Price_7,Cash,Capital,InOutCash,Bench
2007-12-31,TLT,9.8823086844368,0.0,93.04,GLD,2.4187484841135096,0.0,82.46,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,998,0,51.44
2008-01-02,TLT,9.8823086844368,0.0,94.38,GLD,2.4187484841135096,0.0,84.86,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1017,0,50.629999999999995
2008-01-03,TLT,9.8823086844368,0.0,94.25,GLD,2.4187484841135096,0.0,85.57,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1018,0,50.839999999999996
2008-01-04,TLT,9.8823086844368,0.0,94.27,GLD,2.4187484841135096,0.0,85.13,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1017,0,48.62
2008-01-07,TLT,9.8823086844368,0.0,94.68,GLD,2.4187484841135096,0.0,84.77,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1020,0,48.39
2008-01-08,TLT,9.8823086844368,0.0,94.57,GLD,2.4187484841135096,0.0,86.78,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1024,0,47.14
2008-01-09,TLT,9.8823086844368,0.0,94.75,GLD,2.4187484841135096,0.0,86.55,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1025,0,48.14
2008-01-10,TLT,9.8823086844368,0.0,93.47,GLD,2.4187484841135096,0.0,88.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1017,0,48.21
2008-01-11,TLT,9.8823086844368,0.0,94.2,GLD,2.4187484841135096,0.0,88.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1025,0,47.269999999999996
2008-01-14,TLT,9.8823086844368,0.0,94.55,GLD,2.4187484841135096,0.0,89.54,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1030,0,48.089999999999996
2008-01-15,TLT,9.8823086844368,0.0,95.61,GLD,2.4187484841135096,0.0,87.99,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1037,0,46.769999999999996
2008-01-16,TLT,9.8823086844368,0.0,94.92,GLD,2.4187484841135096,0.0,86.7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1027,0,46.269999999999996
2008-01-17,TLT,9.8823086844368,0.0,96.15,GLD,2.4187484841135096,0.0,86.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1039,0,45.629999999999995
2008-01-18,TLT,9.8823086844368,0.0,95.49,GLD,2.4187484841135096,0.0,87.42,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1035,0,45.57
2008-01-22,TLT,9.8823086844368,0.0,96.51,GLD,2.4187484841135096,0.0,88.17,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1047,0,44.4
2008-01-23,TLT,9.8823086844368,0.0,96.29,GLD,2.4187484841135096,0.0,87.89,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1044,0,44.23
2008-01-24,TLT,9.8823086844368,0.0,94.36,GLD,2.4187484841135096,0.0,90.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1030,0,45.129999999999995
2008-01-25,TLT,9.8823086844368,0.0,95.95,GLD,2.4187484841135096,0.0,90.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1046,0,44.21
2008-01-28,TLT,9.8823086844368,0.0,95.59,GLD,2.4187484841135096,0.0,91.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1046,0,44.55
2008-01-29,TLT,9.8823086844368,0.0,94.94,GLD,2.4187484841135096,0.0,91.15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1038,0,44.629999999999995
2008-01-30,TLT,9.8823086844368,0.0,94.32,GLD,2.4187484841135096,0.0,92.06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-119.99999999999989,1034,0,44.589999999999996
2008-01-31,TLT,10.059991412906797,0.0,94.99,GLD,2.2728536397869292,0.0,91.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-124.64329360591509,1038,0,45.35
2008-02-01,TLT,10.059991412906797,0.329,95.23,GLD,2.2728536397869292,0.0,89.35,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-124.64329360591509,1036,0,45.81
