Date,Ticker_1,Shares_1,Dividend_1,Price_1,Cash,Capital,InOutCash,Bench
1998-12-31,VFINX,87.75296182536201,0.0,113.95,0.0,9999,0,116.76
1999-01-04,VFINX,87.75296182536201,0.0,113.88,0.0,9993,0,116.69
1999-01-05,VFINX,87.75296182536201,0.0,115.43,0.0,10129,0,118.24000000000001
1999-01-06,VFINX,87.75296182536201,0.0,118.0,0.0,10354,0,120.81
1999-01-07,VFINX,87.75296182536201,0.0,117.77,0.0,10334,0,120.58
1999-01-08,VFINX,87.75296182536201,0.0,118.27,0.0,10378,0,121.08
1999-01-11,VFINX,87.75296182536201,0.0,117.23,0.0,10287,0,120.04
1999-01-12,VFINX,87.75296182536201,0.0,114.97,0.0,10088,0,117.78
1999-01-13,VFINX,87.75296182536201,0.0,114.5,0.0,10047,0,117.31
1999-01-14,VFINX,87.75296182536201,0.0,112.44,0.0,9866,0,115.25
1999-01-15,VFINX,87.75296182536201,0.0,115.32,0.0,10119,0,118.13
1999-01-19,VFINX,87.75296182536201,0.0,116.13,0.0,10190,0,118.94
1999-01-20,VFINX,87.75296182536201,0.0,116.58,0.0,10230,0,119.39
1999-01-21,VFINX,87.75296182536201,0.0,114.58,0.0,10054,0,117.39
1999-01-22,VFINX,87.75296182536201,0.0,113.66,0.0,9974,0,116.47
1999-01-25,VFINX,87.75296182536201,0.0,114.48,0.0,10045,0,117.29
1999-01-26,VFINX,87.75296182536201,0.0,116.18,0.0,10195,0,118.99000000000001
1999-01-27,VFINX,87.75296182536201,0.0,115.34,0.0,10121,0,118.15
1999-01-28,VFINX,87.75296182536201,0.0,117.41,0.0,10303,0,120.22
1999-01-29,VFINX,87.74832985635409,0.0,118.74,0.0,10419,0,121.55
1999-02-01,VFINX,87.74832985635409,0.0,118.12,0.0,10364,0,120.93
1999-02-02,VFINX,87.74832985635409,0.0,117.1,0.0,10275,0,119.91
1999-02-03,VFINX,87.74832985635409,0.0,118.05,0.0,10358,0,120.86
1999-02-04,VFINX,87.74832985635409,0.0,115.88,0.0,10168,0,118.69
1999-02-05,VFINX,87.74832985635409,0.0,115.03,0.0,10093,0,117.84
1999-02-08,VFINX,87.74832985635409,0.0,115.45,0.0,10130,0,118.26
1999-02-09,VFINX,87.74832985635409,0.0,112.89,0.0,9905,0,115.7
1999-02-10,VFINX,87.74832985635409,0.0,113.6,0.0,9968,0,116.41
1999-02-11,VFINX,87.74832985635409,0.0,116.44,0.0,10217,0,119.25
1999-02-12,VFINX,87.74832985635409,0.0,114.22,0.0,10022,0,117.03
1999-02-16,VFINX,87.74832985635409,0.0,115.31,0.0,10118,0,118.12
1999-02-17,VFINX,87.74832985635409,0.0,113.66,0.0,9973,0,116.47
1999-02-18,VFINX,87.74832985635409,0.0,114.9,0.0,10082,0,117.71000000000001
1999-02-19,VFINX,87.74832985635409,0.0,115.08,0.0,10098,0,117.89
1999-02-22,VFINX,87.74832985635409,0.0,118.14,0.0,10366,0,120.95
1999-02-23,VFINX,87.74832985635409,0.0,118.05,0.0,10358,0,120.86
1999-02-24,VFINX,87.74832985635409,0.0,116.41,0.0,10214,0,119.22
1999-02-25,VFINX,87.74832985635409,0.0,115.65,0.0,10148,0,118.46000000000001
1999-02-26,VFINX,87.74354849497011,0.0,115.03,0.0,10093,0,117.84
1999-03-01,VFINX,87.74354849497011,0.0,114.84,0.0,10076,0,117.65
1999-03-02,VFINX,87.74354849497011,0.0,113.85,0.0,9989,0,116.66
1999-03-03,VFINX,87.74354849497011,0.0,114.08,0.0,10009,0,116.89
1999-03-04,VFINX,87.74354849497011,0.0,115.85,0.0,10165,0,118.66
1999-03-05,VFINX,87.74354849497011,0.0,118.53,0.0,10400,0,121.34
1999-03-08,VFINX,87.74354849497011,0.0,119.21,0.0,10459,0,122.02
1999-03-09,VFINX,87.74354849497011,0.0,118.94,0.0,10436,0,121.75
1999-03-10,VFINX,87.74354849497011,0.0,119.6,0.0,10494,0,122.41
1999-03-11,VFINX,87.74354849497011,0.0,120.64,0.0,10585,0,123.45
1999-03-12,VFINX,87.74354849497011,0.0,120.35,0.0,10559,0,123.16
1999-03-15,VFINX,87.74354849497011,0.0,121.53,0.0,10663,0,124.34
1999-03-16,VFINX,87.74354849497011,0.0,121.45,0.0,10656,0,124.26
1999-03-17,VFINX,87.74354849497011,0.0,120.66,0.0,10587,0,123.47
1999-03-18,VFINX,87.74354849497011,0.0,122.41,0.0,10740,0,125.22
1999-03-19,VFINX,87.74354849497011,0.0,120.8,0.0,10599,0,123.61
1999-03-22,VFINX,87.74354849497011,0.0,120.59,0.0,10580,0,123.4
1999-03-23,VFINX,87.74354849497011,0.0,117.35,0.0,10296,0,120.16
1999-03-24,VFINX,87.74354849497011,0.0,117.95,0.0,10349,0,120.76
