Date,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Cash,Capital,InOutCash,Bench
2007-12-31,SPY,341.96100912179344,0.0,146.21,TLT,537.3714991619651,0.0,93.04,0.0,99995,0,52.024
2008-01-02,SPY,341.96100912179344,0.0,144.93,TLT,537.3714991619651,0.0,94.38,0.0,100277,0,51.214
2008-01-03,SPY,341.96100912179344,0.0,144.86,TLT,537.3714991619651,0.0,94.25,0.0,100183,0,51.424
2008-01-04,SPY,341.96100912179344,0.0,141.31,TLT,537.3714991619651,0.0,94.27,0.0,98980,0,49.204
2008-01-07,SPY,341.96100912179344,0.0,141.19,TLT,537.3714991619651,0.0,94.68,0.0,99159,0,48.974000000000004
2008-01-08,SPY,341.96100912179344,0.0,138.91,TLT,537.3714991619651,0.0,94.57,0.0,98321,0,47.724000000000004
2008-01-09,SPY,341.96100912179344,0.0,140.37,TLT,537.3714991619651,0.0,94.75,0.0,98917,0,48.724000000000004
2008-01-10,SPY,341.96100912179344,0.0,141.29,TLT,537.3714991619651,0.0,93.47,0.0,98543,0,48.794000000000004
2008-01-11,SPY,341.96100912179344,0.0,140.15,TLT,537.3714991619651,0.0,94.2,0.0,98546,0,47.854
2008-01-14,SPY,341.96100912179344,0.0,141.28,TLT,537.3714991619651,0.0,94.55,0.0,99120,0,48.674
2008-01-15,SPY,341.96100912179344,0.0,138.17,TLT,537.3714991619651,0.0,95.61,0.0,98626,0,47.354
2008-01-16,SPY,341.96100912179344,0.0,136.98,TLT,537.3714991619651,0.0,94.92,0.0,97849,0,46.854
2008-01-17,SPY,341.96100912179344,0.0,133.43,TLT,537.3714991619651,0.0,96.15,0.0,97296,0,46.214
2008-01-18,SPY,341.96100912179344,0.0,132.06,TLT,537.3714991619651,0.0,95.49,0.0,96472,0,46.154
2008-01-22,SPY,341.96100912179344,0.0,130.72,TLT,537.3714991619651,0.0,96.51,0.0,96562,0,44.984
2008-01-23,SPY,341.96100912179344,0.0,133.86,TLT,537.3714991619651,0.0,96.29,0.0,97518,0,44.814
2008-01-24,SPY,341.96100912179344,0.0,134.99,TLT,537.3714991619651,0.0,94.36,0.0,96867,0,45.714
2008-01-25,SPY,341.96100912179344,0.0,133.04,TLT,537.3714991619651,0.0,95.95,0.0,97055,0,44.794000000000004
2008-01-28,SPY,341.96100912179344,0.0,135.24,TLT,537.3714991619651,0.0,95.59,0.0,97614,0,45.134
2008-01-29,SPY,341.96100912179344,0.0,135.91,TLT,537.3714991619651,0.0,94.94,0.0,97493,0,45.214
2008-01-30,SPY,341.96100912179344,0.0,134.91,TLT,537.3714991619651,0.0,94.32,0.0,96818,0,45.174
2008-01-31,SPY,356.7700463290959,0.0,137.37,TLT,515.943796865227,0.0,94.99,0.0,98019,0,45.934000000000005
2008-02-01,SPY,356.7700463290959,0.0,139.58,TLT,515.943796865227,0.329,95.23,0.0,98931,0,46.394000000000005
