Date,On_Price_DIA,On_Shares_DIA,On_Dividend_DIA,Off_Price_IEI,Off_Shares_IEI,Off_Dividend_IEI,Cash,Capital,InOutCash,Bench
2009-11-17,104.59,44.60547080682166,0.0,112.63,62.041774150623525,0.0,0.0,11653,0,112.349
2009-11-18,104.55,44.60547080682166,0.0,112.55,62.041774150623525,0.0,0.0,11646,0,112.309
2009-11-19,103.65,44.60547080682166,0.0,112.69,62.041774150623525,0.0,0.0,11614,0,111.409
2009-11-20,103.25,44.60547080682166,0.33799999999999997,112.68,62.041774150623525,0.0,0.0,11596,0,111.347
2009-11-23,104.46,44.60547080682166,0.0,112.68,62.041774150623525,0.0,0.0,11650,0,112.55699999999999
2009-11-24,104.36,44.60547080682166,0.0,113.02,62.041774150623525,0.0,0.0,11666,0,112.457
2009-11-25,104.63,44.60547080682166,0.0,113.23,62.041774150623525,0.0,0.0,11692,0,112.72699999999999
2009-11-27,103.18,44.60547080682166,0.0,113.62,62.041774150623525,0.0,0.0,11651,0,111.277
2009-11-30,103.58,56.50107476753949,0.0,113.74,51.6743096139747,0.0,0.0,11729,0,111.67699999999999
2009-12-01,104.73,56.50107476753949,0.0,112.97,51.6743096139747,0.512,0.0,11755,0,112.827
2009-12-02,104.58,56.50107476753949,0.0,112.79,51.6743096139747,0.0,0.0,11737,0,112.67699999999999
2009-12-03,103.69,56.50107476753949,0.0,112.64,51.6743096139747,0.0,0.0,11679,0,111.78699999999999
2009-12-04,103.99,56.50107476753949,0.0,112.02,51.6743096139747,0.0,0.0,11664,0,112.08699999999999
2009-12-07,104.05,56.50107476753949,0.0,112.28,51.6743096139747,0.0,0.0,11680,0,112.14699999999999
2009-12-08,102.94,56.50107476753949,0.0,112.64,51.6743096139747,0.0,0.0,11636,0,111.03699999999999
2009-12-09,103.45,56.50107476753949,0.0,112.51,51.6743096139747,0.0,0.0,11658,0,111.547
2009-12-10,104.18,56.50107476753949,0.0,112.24,51.6743096139747,0.0,0.0,11686,0,112.277
2009-12-11,104.92,56.50107476753949,0.0,111.99,51.6743096139747,0.0,0.0,11715,0,113.017
2009-12-14,105.2,56.50107476753949,0.0,111.78,51.6743096139747,0.0,0.0,11720,0,113.297
2009-12-15,104.74,56.50107476753949,0.0,111.58,51.6743096139747,0.0,0.0,11683,0,112.83699999999999
2009-12-16,104.67,56.50107476753949,0.0,111.6,51.6743096139747,0.0,0.0,11680,0,112.767
2009-12-17,103.38,56.50107476753949,0.0,112.23,51.6743096139747,0.0,0.0,11640,0,111.47699999999999
2009-12-18,103.14,56.50107476753949,0.4,111.91,51.6743096139747,0.0,0.0,11610,0,111.637
2009-12-21,103.88,56.50107476753949,0.0,111.31,51.6743096139747,0.0,0.0,11621,0,112.377
2009-12-22,104.45,56.50107476753949,0.0,111.0,51.6743096139747,0.0,0.0,11637,0,112.947
2009-12-23,104.45,56.50107476753949,0.0,110.91,51.6743096139747,0.0,0.0,11632,0,112.947
2009-12-24,105.0,56.50107476753949,0.0,110.71,51.6743096139747,0.0,0.0,11653,0,113.497
2009-12-28,105.29,56.50107476753949,0.0,110.37,51.6743096139747,0.0,0.0,11652,0,113.787
2009-12-29,105.29,56.50107476753949,0.0,110.34,51.6743096139747,0.213,0.0,11650,0,113.787
2009-12-30,105.22,56.50107476753949,0.0,110.37,51.6743096139747,0.0,0.0,11648,0,113.717
2009-12-31,104.07,76.7668510452465,0.0,110.16,33.00962675920404,0.0,0.0,11625,0,112.567
2010-01-04,105.66,76.7668510452465,0.0,110.24,33.00962675920404,0.0,0.0,11750,0,114.157
2010-01-05,105.49,76.7668510452465,0.0,110.59,33.00962675920404,0.0,0.0,11748,0,113.987
2010-01-06,105.56,76.7668510452465,0.0,110.44,33.00962675920404,0.0,0.0,11749,0,114.057
2010-01-07,105.94,76.7668510452465,0.0,110.4,33.00962675920404,0.0,0.0,11776,0,114.437
2010-01-08,106.11,76.7668510452465,0.0,110.56,33.00962675920404,0.0,0.0,11795,0,114.607
2010-01-11,106.54,76.7668510452465,0.0,110.68,33.00962675920404,0.0,0.0,11832,0,115.037
2010-01-12,106.14,76.7668510452465,0.0,111.16,33.00962675920404,0.0,0.0,11817,0,114.637
2010-01-13,106.75,76.7668510452465,0.0,110.79,33.00962675920404,0.0,0.0,11851,0,115.247
2010-01-14,107.03,76.7668510452465,0.0,111.06,33.00962675920404,0.0,0.0,11882,0,115.527
2010-01-15,106.01,76.7668510452465,0.0,111.36,33.00962675920404,0.0,0.0,11814,0,114.507
2010-01-19,107.17,76.7668510452465,0.0,111.25,33.00962675920404,0.0,0.0,11899,0,115.667
2010-01-20,106.02,76.7668510452465,0.0,111.46,33.00962675920404,0.0,0.0,11818,0,114.517
2010-01-21,103.71,76.7668510452465,0.0,111.77,33.00962675920404,0.0,0.0,11650,0,112.207
2010-01-22,101.63,76.7668510452465,0.0,111.83,33.00962675920404,0.0,0.0,11493,0,110.127
2010-01-25,101.91,76.7668510452465,0.0,111.73,33.00962675920404,0.0,0.0,11511,0,110.407
2010-01-26,101.88,76.7668510452465,0.0,111.87,33.00962675920404,0.0,0.0,11513,0,110.377
2010-01-27,102.3,76.7668510452465,0.0,111.63,33.00962675920404,0.0,0.0,11538,0,110.797
2010-01-28,101.2,76.7668510452465,0.0,111.77,33.00962675920404,0.0,0.0,11458,0,109.697
2010-01-29,100.55,52.332929579297065,0.0,112.04,54.92796666817597,0.0,0.0,11416,0,109.047
2010-02-01,101.84,52.332929579297065,0.0,111.63,54.92796666817597,0.225,0.0,11461,0,110.337
2010-02-02,102.88,52.332929579297065,0.0,111.68,54.92796666817597,0.0,0.0,11518,0,111.377
2010-02-03,102.63,52.332929579297065,0.0,111.44,54.92796666817597,0.0,0.0,11492,0,111.127
2010-02-04,100.04,52.332929579297065,0.0,112.08,54.92796666817597,0.0,0.0,11391,0,108.537
2010-02-05,100.16,52.332929579297065,0.0,112.34,54.92796666817597,0.0,0.0,11412,0,108.657
2010-02-08,99.22,52.332929579297065,0.0,112.22,54.92796666817597,0.0,0.0,11356,0,107.717
2010-02-09,100.65,52.332929579297065,0.0,111.98,54.92796666817597,0.0,0.0,11418,0,109.147
2010-02-10,100.52,52.332929579297065,0.0,111.67,54.92796666817597,0.0,0.0,11394,0,109.017
2010-02-11,101.58,52.332929579297065,0.0,111.7,54.92796666817597,0.0,0.0,11451,0,110.077
2010-02-12,101.27,52.332929579297065,0.0,111.91,54.92796666817597,0.0,0.0,11446,0,109.767
2010-02-16,102.81,52.332929579297065,0.0,112.01,54.92796666817597,0.0,0.0,11532,0,111.307
2010-02-17,103.38,52.332929579297065,0.0,111.63,54.92796666817597,0.0,0.0,11541,0,111.877
2010-02-18,104.17,52.332929579297065,0.0,111.4,54.92796666817597,0.0,0.0,11570,0,112.667
2010-02-19,103.99,52.332929579297065,0.265,111.27,54.92796666817597,0.0,0.0,11553,0,112.752
2010-02-22,103.84,52.332929579297065,0.0,111.3,54.92796666817597,0.0,0.0,11547,0,112.602
2010-02-23,102.87,52.332929579297065,0.0,111.83,54.92796666817597,0.0,0.0,11526,0,111.632
2010-02-24,103.7,52.332929579297065,0.0,111.8,54.92796666817597,0.0,0.0,11567,0,112.462
2010-02-25,103.3,52.332929579297065,0.0,112.16,54.92796666817597,0.0,0.0,11566,0,112.062
2010-02-26,103.3,49.73268709791655,0.0,112.26,57.52113756859975,0.0,0.0,11594,0,112.062
2010-03-01,104.02,49.73268709791655,0.0,112.12,57.52113756859975,0.204,0.0,11622,0,112.782
2010-03-02,104.01,49.73268709791655,0.0,112.22,57.52113756859975,0.0,0.0,11627,0,112.772
2010-03-03,104.09,49.73268709791655,0.0,112.22,57.52113756859975,0.0,0.0,11631,0,112.852
2010-03-04,104.5,49.73268709791655,0.0,112.25,57.52113756859975,0.0,0.0,11653,0,113.262
2010-03-05,105.76,49.73268709791655,0.0,111.87,57.52113756859975,0.0,0.0,11694,0,114.522
2010-03-08,105.59,49.73268709791655,0.0,111.74,57.52113756859975,0.0,0.0,11678,0,114.352
2010-03-09,105.71,49.73268709791655,0.0,111.88,57.52113756859975,0.0,0.0,11692,0,114.472
2010-03-10,105.77,49.73268709791655,0.0,111.71,57.52113756859975,0.0,0.0,11685,0,114.532
2010-03-11,106.28,49.73268709791655,0.0,111.58,57.52113756859975,0.0,0.0,11703,0,115.042
2010-03-12,106.42,49.73268709791655,0.0,111.59,57.52113756859975,0.0,0.0,11711,0,115.182
2010-03-15,106.57,49.73268709791655,0.0,111.65,57.52113756859975,0.0,0.0,11722,0,115.332
2010-03-16,107.07,49.73268709791655,0.0,111.93,57.52113756859975,0.0,0.0,11763,0,115.832
2010-03-17,107.52,49.73268709791655,0.0,111.92,57.52113756859975,0.0,0.0,11785,0,116.282
2010-03-18,107.95,49.73268709791655,0.0,111.67,57.52113756859975,0.0,0.0,11792,0,116.712
2010-03-19,107.34,49.73268709791655,0.207,111.48,57.52113756859975,0.0,0.0,11750,0,116.309
2010-03-22,107.79,49.73268709791655,0.0,111.75,57.52113756859975,0.0,0.0,11788,0,116.75900000000001
2010-03-23,108.87,49.73268709791655,0.0,111.65,57.52113756859975,0.0,0.0,11836,0,117.839
2010-03-24,108.4,49.73268709791655,0.0,110.92,57.52113756859975,0.0,0.0,11771,0,117.369
2010-03-25,108.44,49.73268709791655,0.0,110.77,57.52113756859975,0.0,0.0,11764,0,117.40899999999999
2010-03-26,108.43,49.73268709791655,0.0,110.94,57.52113756859975,0.0,0.0,11773,0,117.399
2010-03-29,108.92,49.73268709791655,0.0,110.94,57.52113756859975,0.0,0.0,11798,0,117.88900000000001
2010-03-30,109.13,49.73268709791655,0.0,110.98,57.52113756859975,0.0,0.0,11811,0,118.09899999999999
2010-03-31,108.61,108.78734279574233,0.0,111.18,0.0,0.0,0.0,11815,0,117.57900000000001
2010-04-01,109.28,108.78734279574233,0.0,110.82,0.0,0.23,0.0,11888,0,118.249
2010-04-05,109.73,108.78734279574233,0.0,110.09,0.0,0.0,0.0,11937,0,118.69900000000001
2010-04-06,109.72,108.78734279574233,0.0,110.31,0.0,0.0,0.0,11936,0,118.689
2010-04-07,109.05,108.78734279574233,0.0,110.71,0.0,0.0,0.0,11863,0,118.019
2010-04-08,109.37,108.78734279574233,0.0,110.64,0.0,0.0,0.0,11898,0,118.339
2010-04-09,110.06,108.78734279574233,0.0,110.67,0.0,0.0,0.0,11973,0,119.029
2010-04-12,110.18,108.78734279574233,0.0,110.88,0.0,0.0,0.0,11986,0,119.149
2010-04-13,110.25,108.78734279574233,0.0,111.01,0.0,0.0,0.0,11993,0,119.219
2010-04-14,111.29,108.78734279574233,0.0,110.89,0.0,0.0,0.0,12106,0,120.25900000000001
2010-04-15,111.56,108.78734279574233,0.0,111.09,0.0,0.0,0.0,12136,0,120.529
2010-04-16,110.18,108.78734279574233,0.091,111.53,0.0,0.0,0.0,11986,0,119.24000000000001
2010-04-19,110.84,108.78734279574233,0.0,111.3,0.0,0.0,0.0,12057,0,119.9
2010-04-20,111.1,108.78734279574233,0.0,111.25,0.0,0.0,0.0,12086,0,120.16
2010-04-21,111.16,108.78734279574233,0.0,111.41,0.0,0.0,0.0,12092,0,120.22
2010-04-22,111.35,108.78734279574233,0.0,111.19,0.0,0.0,0.0,12113,0,120.41
2010-04-23,111.96,108.78734279574233,0.0,111.02,0.0,0.0,0.0,12179,0,121.02
2010-04-26,112.08,108.78734279574233,0.0,111.11,0.0,0.0,0.0,12192,0,121.14
2010-04-27,109.87,108.78734279574233,0.0,111.86,0.0,0.0,0.0,11952,0,118.93
2010-04-28,110.55,108.78734279574233,0.0,111.48,0.0,0.0,0.0,12026,0,119.61
2010-04-29,111.69,108.78734279574233,0.0,111.64,0.0,0.0,0.0,12150,0,120.75
2010-04-30,110.1,62.16692336545553,0.0,111.98,45.90746439229816,0.0,0.0,11985,0,119.16
2010-05-03,111.54,62.16692336545553,0.0,111.54,45.90746439229816,0.22699999999999998,0.0,12054,0,120.60000000000001
2010-05-04,109.36,62.16692336545553,0.0,112.0,45.90746439229816,0.0,0.0,11940,0,118.42
2010-05-05,108.8,62.16692336545553,0.0,112.37,45.90746439229816,0.0,0.0,11922,0,117.86
2010-05-06,105.26,62.16692336545553,0.0,113.0,45.90746439229816,0.0,0.0,11731,0,114.32000000000001
2010-05-07,103.78,62.16692336545553,0.0,113.02,45.90746439229816,0.0,0.0,11640,0,112.84
2010-05-10,108.0,62.16692336545553,0.0,112.47,45.90746439229816,0.0,0.0,11877,0,117.06
2010-05-11,107.67,62.16692336545553,0.0,112.59,45.90746439229816,0.0,0.0,11862,0,116.73
2010-05-12,109.26,62.16692336545553,0.0,112.41,45.90746439229816,0.0,0.0,11952,0,118.32000000000001
2010-05-13,108.1,62.16692336545553,0.0,112.6,45.90746439229816,0.0,0.0,11889,0,117.16
2010-05-14,106.51,62.16692336545553,0.0,113.13,45.90746439229816,0.0,0.0,11814,0,115.57000000000001
2010-05-17,106.52,62.16692336545553,0.0,112.97,45.90746439229816,0.0,0.0,11808,0,115.58
2010-05-18,105.39,62.16692336545553,0.0,113.43,45.90746439229816,0.0,0.0,11759,0,114.45
2010-05-19,104.77,62.16692336545553,0.0,113.37,45.90746439229816,0.0,0.0,11717,0,113.83
2010-05-20,101.11,62.16692336545553,0.0,113.94,45.90746439229816,0.0,0.0,11516,0,110.17
2010-05-21,101.84,62.16692336545553,0.381,113.91,45.90746439229816,0.0,0.0,11560,0,111.281
2010-05-24,100.68,62.16692336545553,0.0,113.89,45.90746439229816,0.0,0.0,11487,0,110.12100000000001
2010-05-25,100.46,62.16692336545553,0.0,114.01,45.90746439229816,0.0,0.0,11479,0,109.901
2010-05-26,99.68,62.16692336545553,0.0,113.8,45.90746439229816,0.0,0.0,11421,0,109.12100000000001
2010-05-27,102.72,62.16692336545553,0.0,113.18,45.90746439229816,0.0,0.0,11581,0,112.161
2010-05-28,101.47,27.270394577646577,0.0,113.45,77.37989021068807,0.0,0.0,11545,0,110.911
2010-06-01,100.32,27.270394577646577,0.0,113.53,77.37989021068807,0.231,0.0,11520,0,109.761
2010-06-02,102.61,27.270394577646577,0.0,113.16,77.37989021068807,0.0,0.0,11554,0,112.051
2010-06-03,102.69,27.270394577646577,0.0,113.07,77.37989021068807,0.0,0.0,11549,0,112.131
2010-06-04,99.44,27.270394577646577,0.0,113.98,77.37989021068807,0.0,0.0,11531,0,108.881
2010-06-07,98.27,27.270394577646577,0.0,114.22,77.37989021068807,0.0,0.0,11518,0,107.711
2010-06-08,99.44,27.270394577646577,0.0,114.0,77.37989021068807,0.0,0.0,11533,0,108.881
2010-06-09,99.15,27.270394577646577,0.0,114.04,77.37989021068807,0.0,0.0,11528,0,108.59100000000001
2010-06-10,101.88,27.270394577646577,0.0,113.4,77.37989021068807,0.0,0.0,11553,0,111.321
2010-06-11,102.31,27.270394577646577,0.0,113.82,77.37989021068807,0.0,0.0,11597,0,111.751
2010-06-14,102.14,27.270394577646577,0.0,113.73,77.37989021068807,0.0,0.0,11585,0,111.581
2010-06-15,104.17,27.270394577646577,0.0,113.51,77.37989021068807,0.0,0.0,11624,0,113.611
2010-06-16,104.29,27.270394577646577,0.0,113.72,77.37989021068807,0.0,0.0,11643,0,113.73100000000001
2010-06-17,104.56,27.270394577646577,0.0,114.01,77.37989021068807,0.0,0.0,11673,0,114.001
2010-06-18,104.49,27.270394577646577,0.19,113.91,77.37989021068807,0.0,0.0,11663,0,114.121
2010-06-21,104.45,27.270394577646577,0.0,113.81,77.37989021068807,0.0,0.0,11654,0,114.081
2010-06-22,102.93,27.270394577646577,0.0,114.26,77.37989021068807,0.0,0.0,11648,0,112.561
2010-06-23,102.99,27.270394577646577,0.0,114.49,77.37989021068807,0.0,0.0,11667,0,112.621
2010-06-24,101.56,27.270394577646577,0.0,114.53,77.37989021068807,0.0,0.0,11631,0,111.191
2010-06-25,101.72,27.270394577646577,0.0,114.65,77.37989021068807,0.0,0.0,11645,0,111.351
2010-06-28,101.44,27.270394577646577,0.0,115.1,77.37989021068807,0.0,0.0,11672,0,111.071
2010-06-29,98.73,27.270394577646577,0.0,115.36,77.37989021068807,0.0,0.0,11618,0,108.361
2010-06-30,97.73,36.617059335380866,0.0,115.33,69.62996365102632,0.0,0.0,11609,0,107.361
2010-07-01,97.34,36.617059335380866,0.0,115.06,69.62996365102632,0.20199999999999999,0.0,11575,0,106.971
2010-07-02,96.87,36.617059335380866,0.0,114.99,69.62996365102632,0.0,0.0,11553,0,106.501
2010-07-06,97.45,36.617059335380866,0.0,115.26,69.62996365102632,0.0,0.0,11593,0,107.081
2010-07-07,100.29,36.617059335380866,0.0,115.12,69.62996365102632,0.0,0.0,11688,0,109.921
2010-07-08,101.51,36.617059335380866,0.0,114.98,69.62996365102632,0.0,0.0,11723,0,111.141
2010-07-09,102.11,36.617059335380866,0.0,114.85,69.62996365102632,0.0,0.0,11735,0,111.741
2010-07-12,102.25,36.617059335380866,0.0,114.91,69.62996365102632,0.0,0.0,11745,0,111.881
2010-07-13,103.73,36.617059335380866,0.0,114.6,69.62996365102632,0.0,0.0,11777,0,113.361
2010-07-14,103.75,36.617059335380866,0.0,115.05,69.62996365102632,0.0,0.0,11809,0,113.381
2010-07-15,103.7,36.617059335380866,0.0,115.36,69.62996365102632,0.0,0.0,11829,0,113.331
2010-07-16,101.01,36.617059335380866,0.09300000000000001,115.75,69.62996365102632,0.0,0.0,11758,0,110.73400000000001
2010-07-19,101.62,36.617059335380866,0.0,115.64,69.62996365102632,0.0,0.0,11773,0,111.34400000000001
2010-07-20,102.33,36.617059335380866,0.0,115.74,69.62996365102632,0.0,0.0,11805,0,112.054
2010-07-21,101.23,36.617059335380866,0.0,116.06,69.62996365102632,0.0,0.0,11787,0,110.95400000000001
2010-07-22,103.25,36.617059335380866,0.0,115.85,69.62996365102632,0.0,0.0,11847,0,112.974
2010-07-23,104.27,36.617059335380866,0.0,115.56,69.62996365102632,0.0,0.0,11864,0,113.994
2010-07-26,105.26,36.617059335380866,0.0,115.53,69.62996365102632,0.0,0.0,11898,0,114.98400000000001
2010-07-27,105.44,36.617059335380866,0.0,115.25,69.62996365102632,0.0,0.0,11885,0,115.164
2010-07-28,105.09,36.617059335380866,0.0,115.68,69.62996365102632,0.0,0.0,11902,0,114.81400000000001
2010-07-29,104.67,36.617059335380866,0.0,115.98,69.62996365102632,0.0,0.0,11908,0,114.394
2010-07-30,104.7,44.37653562816198,0.0,116.38,62.77488895953246,0.0,0.0,11951,0,114.424
2010-08-02,106.73,44.37653562816198,0.0,115.94,62.77488895953246,0.203,0.0,12014,0,116.45400000000001
2010-08-03,106.39,44.37653562816198,0.0,116.44,62.77488895953246,0.0,0.0,12030,0,116.114
2010-08-04,106.96,44.37653562816198,0.0,116.06,62.77488895953246,0.0,0.0,12032,0,116.684
2010-08-05,106.88,44.37653562816198,0.0,116.37,62.77488895953246,0.0,0.0,12048,0,116.604
2010-08-06,106.69,44.37653562816198,0.0,116.73,62.77488895953246,0.0,0.0,12062,0,116.414
2010-08-09,107.12,44.37653562816198,0.0,116.62,62.77488895953246,0.0,0.0,12074,0,116.84400000000001
2010-08-10,106.66,44.37653562816198,0.0,117.04,62.77488895953246,0.0,0.0,12080,0,116.384
2010-08-11,104.13,44.37653562816198,0.0,117.27,62.77488895953246,0.0,0.0,11982,0,113.854
2010-08-12,103.45,44.37653562816198,0.0,117.01,62.77488895953246,0.0,0.0,11936,0,113.174
2010-08-13,103.35,44.37653562816198,0.0,117.19,62.77488895953246,0.0,0.0,11942,0,113.074
2010-08-16,103.28,44.37653562816198,0.0,117.56,62.77488895953246,0.0,0.0,11963,0,113.004
2010-08-17,104.33,44.37653562816198,0.0,117.35,62.77488895953246,0.0,0.0,11996,0,114.054
2010-08-18,104.57,44.37653562816198,0.0,117.25,62.77488895953246,0.0,0.0,12000,0,114.294
2010-08-19,103.06,44.37653562816198,0.0,117.46,62.77488895953246,0.0,0.0,11946,0,112.784
2010-08-20,102.14,44.37653562816198,0.384,117.19,62.77488895953246,0.0,0.0,11889,0,112.248
2010-08-23,101.76,44.37653562816198,0.0,117.39,62.77488895953246,0.0,0.0,11884,0,111.86800000000001
2010-08-24,100.4,44.37653562816198,0.0,117.84,62.77488895953246,0.0,0.0,11852,0,110.50800000000001
2010-08-25,100.61,44.37653562816198,0.0,117.53,62.77488895953246,0.0,0.0,11842,0,110.718
2010-08-26,99.93,44.37653562816198,0.0,117.72,62.77488895953246,0.0,0.0,11824,0,110.03800000000001
2010-08-27,101.58,44.37653562816198,0.0,117.04,62.77488895953246,0.0,0.0,11854,0,111.688
2010-08-30,100.17,44.37653562816198,0.0,117.65,62.77488895953246,0.0,0.0,11830,0,110.278
2010-08-31,100.2,52.47674601339055,0.0,117.86,56.10650632187844,0.0,0.0,11870,0,110.308
2010-09-01,102.8,52.47674601339055,0.0,117.31,56.10650632187844,0.175,0.0,11976,0,112.908
2010-09-02,103.28,52.47674601339055,0.0,117.15,56.10650632187844,0.0,0.0,11992,0,113.388
2010-09-03,104.58,52.47674601339055,0.0,116.83,56.10650632187844,0.0,0.0,12042,0,114.688
2010-09-07,103.56,52.47674601339055,0.0,117.3,56.10650632187844,0.0,0.0,12015,0,113.668
2010-09-08,103.98,52.47674601339055,0.0,117.07,56.10650632187844,0.0,0.0,12024,0,114.08800000000001
2010-09-09,104.25,52.47674601339055,0.0,116.5,56.10650632187844,0.0,0.0,12007,0,114.358
2010-09-10,104.78,52.47674601339055,0.0,116.35,56.10650632187844,0.0,0.0,12026,0,114.888
2010-09-13,105.67,52.47674601339055,0.0,116.78,56.10650632187844,0.0,0.0,12097,0,115.778
2010-09-14,105.44,52.47674601339055,0.0,117.17,56.10650632187844,0.0,0.0,12107,0,115.548
2010-09-15,105.94,52.47674601339055,0.0,117.06,56.10650632187844,0.0,0.0,12127,0,116.048
2010-09-16,106.19,52.47674601339055,0.0,116.95,56.10650632187844,0.0,0.0,12134,0,116.298
2010-09-17,106.07,52.47674601339055,0.191,117.09,56.10650632187844,0.0,0.0,12135,0,116.369
2010-09-20,107.52,52.47674601339055,0.0,117.31,56.10650632187844,0.0,0.0,12224,0,117.819
2010-09-21,107.62,52.47674601339055,0.0,117.88,56.10650632187844,0.0,0.0,12261,0,117.91900000000001
2010-09-22,107.4,52.47674601339055,0.0,117.85,56.10650632187844,0.0,0.0,12248,0,117.69900000000001
2010-09-23,106.67,52.47674601339055,0.0,117.94,56.10650632187844,0.0,0.0,12214,0,116.96900000000001
2010-09-24,108.57,52.47674601339055,0.0,117.7,56.10650632187844,0.0,0.0,12301,0,118.869
2010-09-27,108.19,52.47674601339055,0.0,118.13,56.10650632187844,0.0,0.0,12305,0,118.489
2010-09-28,108.56,52.47674601339055,0.0,118.36,56.10650632187844,0.0,0.0,12337,0,118.85900000000001
2010-09-29,108.31,52.47674601339055,0.0,118.28,56.10650632187844,0.0,0.0,12320,0,118.60900000000001
2010-09-30,107.91,59.412505031839345,0.0,118.24,49.91841237486041,0.0,0.0,12313,0,118.209
2010-10-01,108.32,59.412505031839345,0.0,118.13,49.91841237486041,0.19,0.0,12332,0,118.619
2010-10-04,107.57,59.412505031839345,0.0,118.34,49.91841237486041,0.0,0.0,12298,0,117.869
2010-10-05,109.4,59.412505031839345,0.0,118.47,49.91841237486041,0.0,0.0,12413,0,119.69900000000001
2010-10-06,109.77,59.412505031839345,0.0,118.74,49.91841237486041,0.0,0.0,12449,0,120.069
2010-10-07,109.6,59.412505031839345,0.0,118.86,49.91841237486041,0.0,0.0,12444,0,119.899
2010-10-08,110.16,59.412505031839345,0.0,118.96,49.91841237486041,0.0,0.0,12483,0,120.459
2010-10-11,110.26,59.412505031839345,0.0,119.01,49.91841237486041,0.0,0.0,12491,0,120.55900000000001
2010-10-12,110.26,59.412505031839345,0.0,118.8,49.91841237486041,0.0,0.0,12481,0,120.55900000000001
2010-10-13,111.06,59.412505031839345,0.0,118.91,49.91841237486041,0.0,0.0,12534,0,121.35900000000001
2010-10-14,111.07,59.412505031839345,0.0,118.55,49.91841237486041,0.0,0.0,12516,0,121.369
2010-10-15,110.68,59.412505031839345,0.09300000000000001,118.46,49.91841237486041,0.0,0.0,12489,0,121.072
2010-10-18,111.01,59.412505031839345,0.0,118.87,49.91841237486041,0.0,0.0,12529,0,121.402
2010-10-19,109.84,59.412505031839345,0.0,118.96,49.91841237486041,0.0,0.0,12464,0,120.232
2010-10-20,111.09,59.412505031839345,0.0,119.01,49.91841237486041,0.0,0.0,12540,0,121.482
2010-10-21,111.54,59.412505031839345,0.0,118.75,49.91841237486041,0.0,0.0,12554,0,121.932
2010-10-22,111.36,59.412505031839345,0.0,118.68,49.91841237486041,0.0,0.0,12540,0,121.752
2010-10-25,111.71,59.412505031839345,0.0,118.61,49.91841237486041,0.0,0.0,12557,0,122.10199999999999
2010-10-26,111.76,59.412505031839345,0.0,118.18,49.91841237486041,0.0,0.0,12539,0,122.152
2010-10-27,111.31,59.412505031839345,0.0,117.83,49.91841237486041,0.0,0.0,12495,0,121.702
2010-10-28,111.1,59.412505031839345,0.0,118.42,49.91841237486041,0.0,0.0,12512,0,121.49199999999999
2010-10-29,111.31,83.31604052846579,0.0,118.74,27.615113899685873,0.0,0.0,12552,0,121.702
2010-11-01,111.32,83.31604052846579,0.0,118.61,27.615113899685873,0.183,0.0,12550,0,121.71199999999999
2010-11-02,111.88,83.31604052846579,0.0,118.7,27.615113899685873,0.0,0.0,12599,0,122.27199999999999
2010-11-03,112.3,83.31604052846579,0.0,119.03,27.615113899685873,0.0,0.0,12643,0,122.692
2010-11-04,114.43,83.31604052846579,0.0,119.41,27.615113899685873,0.0,0.0,12831,0,124.822
2010-11-05,114.54,83.31604052846579,0.0,119.08,27.615113899685873,0.0,0.0,12831,0,124.932
2010-11-08,114.22,83.31604052846579,0.0,119.02,27.615113899685873,0.0,0.0,12803,0,124.612
2010-11-09,113.69,83.31604052846579,0.0,118.37,27.615113899685873,0.0,0.0,12741,0,124.082
2010-11-10,113.73,83.31604052846579,0.0,118.6,27.615113899685873,0.0,0.0,12750,0,124.122
2010-11-11,113.08,83.31604052846579,0.0,118.42,27.615113899685873,0.0,0.0,12691,0,123.472
2010-11-12,112.16,83.31604052846579,0.0,117.86,27.615113899685873,0.0,0.0,12599,0,122.55199999999999
2010-11-15,112.25,83.31604052846579,0.0,117.03,27.615113899685873,0.0,0.0,12584,0,122.642
2010-11-16,110.5,83.31604052846579,0.0,117.32,27.615113899685873,0.0,0.0,12446,0,120.892
2010-11-17,110.44,83.31604052846579,0.0,117.27,27.615113899685873,0.0,0.0,12439,0,120.832
2010-11-18,112.15,83.31604052846579,0.0,117.05,27.615113899685873,0.0,0.0,12576,0,122.542
2010-11-19,112.01,83.31604052846579,0.361,117.0,27.615113899685873,0.0,0.0,12563,0,122.763
2010-11-22,111.82,83.31604052846579,0.0,117.51,27.615113899685873,0.0,0.0,12561,0,122.573
2010-11-23,110.39,83.31604052846579,0.0,117.67,27.615113899685873,0.0,0.0,12446,0,121.143
2010-11-24,111.85,83.31604052846579,0.0,116.93,27.615113899685873,0.0,0.0,12547,0,122.603
2010-11-26,110.64,83.31604052846579,0.0,117.15,27.615113899685873,0.0,0.0,12453,0,121.393
2010-11-29,110.65,83.31604052846579,0.0,117.21,27.615113899685873,0.0,0.0,12455,0,121.403
2010-11-30,110.17,57.8096073132871,0.0,117.42,51.80657479342809,0.0,0.0,12452,0,120.923
2010-12-01,112.67,57.8096073132871,0.0,116.47,51.80657479342809,0.175,0.0,12547,0,123.423
2010-12-02,113.74,57.8096073132871,0.0,116.2,51.80657479342809,0.0,0.0,12595,0,124.493
2010-12-03,113.94,57.8096073132871,0.0,116.43,51.80657479342809,0.0,0.0,12618,0,124.693
