Date,On_Price_DIA,On_Shares_DIA,On_Dividend_DIA,Off_Price_IEI,Off_Shares_IEI,Off_Dividend_IEI,Cash,Capital,InOutCash,Bench
2007-05-11,133.56,78.5316220484326,0.0,100.58,1.5613004726623148,0.0,0.0,10645,0,134.25300000000001
2007-05-14,133.72,78.5316220484326,0.0,100.43,1.5613004726623148,0.0,0.0,10658,0,134.413
2007-05-15,134.12,78.5316220484326,0.0,100.44,1.5613004726623148,0.0,0.0,10689,0,134.81300000000002
2007-05-16,135.12,78.5316220484326,0.0,100.51,1.5613004726623148,0.0,0.0,10768,0,135.81300000000002
2007-05-17,134.93,78.5316220484326,0.0,100.28,1.5613004726623148,0.0,0.0,10752,0,135.62300000000002
2007-05-18,135.5,78.5316220484326,0.354,100.1,1.5613004726623148,0.0,0.0,10797,0,136.547
2007-05-21,135.2,78.5316220484326,0.0,100.24,1.5613004726623148,0.0,0.0,10773,0,136.24699999999999
2007-05-22,135.16,78.5316220484326,0.0,99.99,1.5613004726623148,0.0,0.0,10770,0,136.207
2007-05-23,135.2,78.5316220484326,0.0,99.99,1.5613004726623148,0.0,0.0,10773,0,136.24699999999999
2007-05-24,134.39,78.5316220484326,0.0,100.03,1.5613004726623148,0.0,0.0,10710,0,135.43699999999998
2007-05-25,134.89,78.5316220484326,0.0,99.93,1.5613004726623148,0.0,0.0,10749,0,135.93699999999998
2007-05-29,135.22,78.5316220484326,0.0,99.84,1.5613004726623148,0.0,0.0,10774,0,136.267
2007-05-30,136.28,78.5316220484326,0.0,99.9,1.5613004726623148,0.0,0.0,10858,0,137.327
2007-05-31,136.29,79.85436251625343,0.0,99.81,0.0,0.0,0.0,10883,0,137.337
2007-06-01,136.61,79.85436251625343,0.0,99.12,0.0,0.38299999999999995,0.0,10908,0,137.657
2007-06-04,136.56,79.85436251625343,0.0,99.25,0.0,0.0,0.0,10904,0,137.607
2007-06-05,135.98,79.85436251625343,0.0,99.04,0.0,0.0,0.0,10858,0,137.027
2007-06-06,134.49,79.85436251625343,0.0,99.2,0.0,0.0,0.0,10739,0,135.537
2007-06-07,132.53,79.85436251625343,0.0,98.75,0.0,0.0,0.0,10583,0,133.577
2007-06-08,134.1,79.85436251625343,0.0,98.75,0.0,0.0,0.0,10708,0,135.147
2007-06-11,134.24,79.85436251625343,0.0,98.77,0.0,0.0,0.0,10719,0,135.287
2007-06-12,132.92,79.85436251625343,0.0,98.35,0.0,0.0,0.0,10614,0,133.96699999999998
2007-06-13,134.8,79.85436251625343,0.0,98.51,0.0,0.0,0.0,10764,0,135.847
2007-06-14,135.7,79.85436251625343,0.0,98.47,0.0,0.0,0.0,10836,0,136.74699999999999
2007-06-15,136.19,79.85436251625343,0.16899999999999998,98.76,0.0,0.0,0.0,10875,0,137.406
2007-06-18,135.94,79.85436251625343,0.0,98.83,0.0,0.0,0.0,10855,0,137.156
2007-06-19,136.27,79.85436251625343,0.0,99.1,0.0,0.0,0.0,10881,0,137.48600000000002
2007-06-20,134.85,79.85436251625343,0.0,98.96,0.0,0.0,0.0,10768,0,136.066
2007-06-21,135.37,79.85436251625343,0.0,98.89,0.0,0.0,0.0,10809,0,136.586
2007-06-22,133.97,79.85436251625343,0.0,99.1,0.0,0.0,0.0,10698,0,135.186
2007-06-25,133.62,79.85436251625343,0.0,99.23,0.0,0.0,0.0,10670,0,134.836
2007-06-26,132.8,79.85436251625343,0.0,99.28,0.0,0.0,0.0,10604,0,134.01600000000002
2007-06-27,134.12,79.85436251625343,0.0,99.4,0.0,0.0,0.0,10710,0,135.336
2007-06-28,134.09,79.85436251625343,0.0,99.26,0.0,0.0,0.0,10707,0,135.306
2007-06-29,134.2,45.036902111510265,0.0,99.58,47.03302907064927,0.0,0.0,10727,0,135.416
2007-07-02,135.27,45.036902111510265,0.0,99.33,47.03302907064927,0.396,0.0,10763,0,136.48600000000002
2007-07-03,135.69,45.036902111510265,0.0,99.19,47.03302907064927,0.0,0.0,10776,0,136.906
2007-07-05,135.56,45.036902111510265,0.0,98.78,47.03302907064927,0.0,0.0,10751,0,136.776
2007-07-06,136.13,45.036902111510265,0.0,98.63,47.03302907064927,0.0,0.0,10769,0,137.346
2007-07-09,136.48,45.036902111510265,0.0,98.73,47.03302907064927,0.0,0.0,10790,0,137.696
2007-07-10,135.02,45.036902111510265,0.0,99.31,47.03302907064927,0.0,0.0,10751,0,136.23600000000002
2007-07-11,135.9,45.036902111510265,0.0,99.07,47.03302907064927,0.0,0.0,10780,0,137.116
2007-07-12,138.34,45.036902111510265,0.0,98.96,47.03302907064927,0.0,0.0,10884,0,139.556
2007-07-13,138.91,45.036902111510265,0.0,99.04,47.03302907064927,0.0,0.0,10914,0,140.126
2007-07-16,139.46,45.036902111510265,0.0,99.27,47.03302907064927,0.0,0.0,10949,0,140.67600000000002
2007-07-17,139.8,45.036902111510265,0.0,99.19,47.03302907064927,0.0,0.0,10961,0,141.01600000000002
2007-07-18,139.33,45.036902111510265,0.0,99.44,47.03302907064927,0.0,0.0,10951,0,140.54600000000002
2007-07-19,139.89,45.036902111510265,0.0,99.4,47.03302907064927,0.0,0.0,10975,0,141.106
2007-07-20,138.54,45.036902111510265,0.16399999999999998,99.76,47.03302907064927,0.0,0.0,10931,0,139.92
2007-07-23,139.21,45.036902111510265,0.0,99.76,47.03302907064927,0.0,0.0,10961,0,140.59
2007-07-24,137.27,45.036902111510265,0.0,99.94,47.03302907064927,0.0,0.0,10882,0,138.65
2007-07-25,137.5,45.036902111510265,0.0,100.03,47.03302907064927,0.0,0.0,10897,0,138.88
2007-07-26,134.71,45.036902111510265,0.0,100.7,47.03302907064927,0.0,0.0,10803,0,136.09
2007-07-27,132.11,45.036902111510265,0.0,100.79,47.03302907064927,0.0,0.0,10690,0,133.49
2007-07-30,133.54,45.036902111510265,0.0,100.58,47.03302907064927,0.0,0.0,10744,0,134.92
2007-07-31,132.17,36.168552393179276,0.0,100.81,58.88145482785832,0.0,0.0,10716,0,133.54999999999998
2007-08-01,133.41,36.168552393179276,0.0,100.25,58.88145482785832,0.37,0.0,10728,0,134.79
2007-08-02,134.78,36.168552393179276,0.0,100.44,58.88145482785832,0.0,0.0,10788,0,136.16
2007-08-03,132.19,36.168552393179276,0.0,100.85,58.88145482785832,0.0,0.0,10719,0,133.57
2007-08-06,134.2,36.168552393179276,0.0,100.53,58.88145482785832,0.0,0.0,10773,0,135.57999999999998
2007-08-07,135.05,36.168552393179276,0.0,100.39,58.88145482785832,0.0,0.0,10795,0,136.43
2007-08-08,136.55,36.168552393179276,0.0,100.23,58.88145482785832,0.0,0.0,10840,0,137.93
2007-08-09,132.79,36.168552393179276,0.0,100.66,58.88145482785832,0.0,0.0,10729,0,134.17
2007-08-10,131.94,36.168552393179276,0.0,100.52,58.88145482785832,0.0,0.0,10690,0,133.32
2007-08-13,132.18,36.168552393179276,0.0,100.7,58.88145482785832,0.0,0.0,10710,0,133.56
2007-08-14,130.49,36.168552393179276,0.0,101.92,58.88145482785832,0.0,0.0,10720,0,131.87
2007-08-15,128.85,36.168552393179276,0.0,101.14,58.88145482785832,0.0,0.0,10615,0,130.23
2007-08-16,129.15,36.168552393179276,0.0,101.87,58.88145482785832,0.0,0.0,10669,0,130.53
2007-08-17,130.55,36.168552393179276,0.285,101.55,58.88145482785832,0.0,0.0,10701,0,132.215
2007-08-20,130.96,36.168552393179276,0.0,101.76,58.88145482785832,0.0,0.0,10728,0,132.625
2007-08-21,130.68,36.168552393179276,0.0,102.05,58.88145482785832,0.0,0.0,10735,0,132.345
2007-08-22,132.29,36.168552393179276,0.0,101.73,58.88145482785832,0.0,0.0,10774,0,133.95499999999998
2007-08-23,132.17,36.168552393179276,0.0,101.6,58.88145482785832,0.0,0.0,10762,0,133.83499999999998
2007-08-24,133.64,36.168552393179276,0.0,101.53,58.88145482785832,0.0,0.0,10811,0,135.30499999999998
2007-08-27,133.12,36.168552393179276,0.0,101.71,58.88145482785832,0.0,0.0,10803,0,134.785
2007-08-28,130.49,36.168552393179276,0.0,102.3,58.88145482785832,0.0,0.0,10743,0,132.155
2007-08-29,132.74,36.168552393179276,0.0,101.95,58.88145482785832,0.0,0.0,10803,0,134.405
2007-08-30,132.57,36.168552393179276,0.0,102.33,58.88145482785832,0.0,0.0,10820,0,134.23499999999999
2007-08-31,133.4,29.654910263770837,0.0,102.3,67.64689586607545,0.0,0.0,10876,0,135.065
2007-09-04,134.34,29.654910263770837,0.0,101.85,67.64689586607545,0.379,0.0,10873,0,136.005
2007-09-05,133.22,29.654910263770837,0.0,102.35,67.64689586607545,0.0,0.0,10874,0,134.885
2007-09-06,133.53,29.654910263770837,0.0,102.1,67.64689586607545,0.0,0.0,10866,0,135.195
2007-09-07,131.52,29.654910263770837,0.0,102.78,67.64689586607545,0.0,0.0,10852,0,133.185
2007-09-10,131.43,29.654910263770837,0.0,103.0,67.64689586607545,0.0,0.0,10865,0,133.095
2007-09-11,133.08,29.654910263770837,0.0,102.74,67.64689586607545,0.0,0.0,10896,0,134.745
2007-09-12,133.25,29.654910263770837,0.0,102.67,67.64689586607545,0.0,0.0,10896,0,134.915
2007-09-13,134.3,29.654910263770837,0.0,102.24,67.64689586607545,0.0,0.0,10898,0,135.965
2007-09-14,134.46,29.654910263770837,0.0,102.34,67.64689586607545,0.0,0.0,10910,0,136.125
2007-09-17,134.06,29.654910263770837,0.0,102.32,67.64689586607545,0.0,0.0,10897,0,135.725
2007-09-18,137.35,29.654910263770837,0.0,102.45,67.64689586607545,0.0,0.0,11003,0,139.015
2007-09-19,138.16,29.654910263770837,0.0,102.4,67.64689586607545,0.0,0.0,11024,0,139.825
2007-09-20,137.7,29.654910263770837,0.0,101.65,67.64689586607545,0.0,0.0,10959,0,139.36499999999998
2007-09-21,137.9,29.654910263770837,0.237,101.95,67.64689586607545,0.0,0.0,10986,0,139.802
2007-09-24,137.55,29.654910263770837,0.0,102.04,67.64689586607545,0.0,0.0,10981,0,139.452
2007-09-25,137.72,29.654910263770837,0.0,102.17,67.64689586607545,0.0,0.0,10995,0,139.62199999999999
2007-09-26,138.53,29.654910263770837,0.0,102.22,67.64689586607545,0.0,0.0,11022,0,140.432
2007-09-27,139.13,29.654910263770837,0.0,102.45,67.64689586607545,0.0,0.0,11056,0,141.03199999999998
2007-09-28,138.91,42.90843769890092,0.0,102.4,49.94428114464246,0.0,0.0,11074,0,140.81199999999998
2007-10-01,140.6,42.90843769890092,0.0,102.09,49.94428114464246,0.36200000000000004,0.0,11131,0,142.50199999999998
2007-10-02,140.12,42.90843769890092,0.0,102.24,49.94428114464246,0.0,0.0,11118,0,142.022
2007-10-03,139.61,42.90843769890092,0.0,102.13,49.94428114464246,0.0,0.0,11091,0,141.512
2007-10-04,139.51,42.90843769890092,0.0,102.23,49.94428114464246,0.0,0.0,11091,0,141.41199999999998
2007-10-05,140.68,42.90843769890092,0.0,101.75,49.94428114464246,0.0,0.0,11118,0,142.582
2007-10-08,140.26,42.90843769890092,0.0,101.99,49.94428114464246,0.0,0.0,11112,0,142.16199999999998
2007-10-09,141.57,42.90843769890092,0.0,101.61,49.94428114464246,0.0,0.0,11149,0,143.47199999999998
2007-10-10,140.73,42.90843769890092,0.0,101.66,49.94428114464246,0.0,0.0,11115,0,142.63199999999998
2007-10-11,140.21,42.90843769890092,0.0,101.71,49.94428114464246,0.0,0.0,11096,0,142.112
2007-10-12,141.12,42.90843769890092,0.0,101.57,49.94428114464246,0.0,0.0,11128,0,143.022
2007-10-15,140.02,42.90843769890092,0.0,101.49,49.94428114464246,0.0,0.0,11076,0,141.922
2007-10-16,139.16,42.90843769890092,0.0,101.72,49.94428114464246,0.0,0.0,11051,0,141.06199999999998
2007-10-17,139.16,42.90843769890092,0.0,102.06,49.94428114464246,0.0,0.0,11068,0,141.06199999999998
2007-10-18,138.8,42.90843769890092,0.0,102.53,49.94428114464246,0.0,0.0,11076,0,140.702
2007-10-19,134.93,42.90843769890092,0.153,102.94,49.94428114464246,0.0,0.0,10930,0,136.985
2007-10-22,135.45,42.90843769890092,0.0,102.94,49.94428114464246,0.0,0.0,10953,0,137.505
2007-10-23,136.42,42.90843769890092,0.0,102.9,49.94428114464246,0.0,0.0,10992,0,138.475
2007-10-24,136.5,42.90843769890092,0.0,103.28,49.94428114464246,0.0,0.0,11015,0,138.555
2007-10-25,136.9,42.90843769890092,0.0,103.3,49.94428114464246,0.0,0.0,11033,0,138.955
2007-10-26,137.95,42.90843769890092,0.0,103.21,49.94428114464246,0.0,0.0,11073,0,140.005
2007-10-29,138.65,42.90843769890092,0.0,103.19,49.94428114464246,0.0,0.0,11103,0,140.705
2007-10-30,137.82,42.90843769890092,0.0,103.21,49.94428114464246,0.0,0.0,11068,0,139.875
2007-10-31,138.95,41.69272271103817,0.0,102.85,51.79166992667058,0.0,0.0,11119,0,141.005
2007-11-01,135.85,41.69272271103817,0.0,103.05,51.79166992667058,0.36200000000000004,0.0,11001,0,137.905
2007-11-02,136.05,41.69272271103817,0.0,103.18,51.79166992667058,0.0,0.0,11016,0,138.10500000000002
2007-11-05,135.21,41.69272271103817,0.0,103.22,51.79166992667058,0.0,0.0,10983,0,137.26500000000001
2007-11-06,136.51,41.69272271103817,0.0,103.13,51.79166992667058,0.0,0.0,11032,0,138.565
2007-11-07,133.35,41.69272271103817,0.0,103.5,51.79166992667058,0.0,0.0,10920,0,135.405
2007-11-08,132.45,41.69272271103817,0.0,103.82,51.79166992667058,0.0,0.0,10899,0,134.505
2007-11-09,130.31,41.69272271103817,0.0,104.16,51.79166992667058,0.0,0.0,10827,0,132.365
2007-11-12,129.77,41.69272271103817,0.0,104.29,51.79166992667058,0.0,0.0,10811,0,131.82500000000002
2007-11-13,133.14,41.69272271103817,0.0,103.67,51.79166992667058,0.0,0.0,10920,0,135.195
2007-11-14,132.71,41.69272271103817,0.0,103.9,51.79166992667058,0.0,0.0,10914,0,134.76500000000001
2007-11-15,131.47,41.69272271103817,0.0,104.3,51.79166992667058,0.0,0.0,10883,0,133.525
2007-11-16,131.44,41.69272271103817,0.37799999999999995,104.3,51.79166992667058,0.0,0.0,10881,0,133.873
2007-11-19,129.6,41.69272271103817,0.0,104.98,51.79166992667058,0.0,0.0,10840,0,132.033
2007-11-20,130.33,41.69272271103817,0.0,105.0,51.79166992667058,0.0,0.0,10871,0,132.763
2007-11-21,127.79,41.69272271103817,0.0,105.65,51.79166992667058,0.0,0.0,10799,0,130.223
2007-11-23,129.42,41.69272271103817,0.0,105.28,51.79166992667058,0.0,0.0,10848,0,131.85299999999998
2007-11-26,127.46,41.69272271103817,0.0,106.16,51.79166992667058,0.0,0.0,10812,0,129.893
2007-11-27,129.32,41.69272271103817,0.0,105.59,51.79166992667058,0.0,0.0,10860,0,131.753
2007-11-28,132.83,41.69272271103817,0.0,105.34,51.79166992667058,0.0,0.0,10993,0,135.263
2007-11-29,133.17,41.69272271103817,0.0,105.72,51.79166992667058,0.0,0.0,11027,0,135.60299999999998
2007-11-30,134.16,25.13006541068062,0.0,105.9,73.05704947099893,0.0,0.0,11108,0,136.593
2007-12-03,133.31,25.13006541068062,0.0,106.0,73.05704947099893,0.342,0.0,11094,0,135.743
2007-12-04,132.43,25.13006541068062,0.0,105.96,73.05704947099893,0.0,0.0,11069,0,134.863
2007-12-05,134.45,25.13006541068062,0.0,105.82,73.05704947099893,0.0,0.0,11109,0,136.88299999999998
2007-12-06,136.08,25.13006541068062,0.0,105.39,73.05704947099893,0.0,0.0,11119,0,138.513
2007-12-07,136.39,25.13006541068062,0.0,105.12,73.05704947099893,0.0,0.0,11107,0,138.82299999999998
2007-12-10,137.4,25.13006541068062,0.0,104.81,73.05704947099893,0.0,0.0,11109,0,139.833
2007-12-11,134.4,25.13006541068062,0.0,106.0,73.05704947099893,0.0,0.0,11121,0,136.833
2007-12-12,135.0,25.13006541068062,0.0,105.23,73.05704947099893,0.0,0.0,11080,0,137.433
2007-12-13,135.0,25.13006541068062,0.0,104.94,73.05704947099893,0.0,0.0,11059,0,137.433
2007-12-14,133.45,25.13006541068062,0.0,104.56,73.05704947099893,0.0,0.0,10992,0,135.88299999999998
2007-12-17,131.93,25.13006541068062,0.0,105.11,73.05704947099893,0.0,0.0,10994,0,134.363
2007-12-18,132.55,25.13006541068062,0.0,105.07,73.05704947099893,0.0,0.0,11007,0,134.983
2007-12-19,132.27,25.13006541068062,0.0,105.59,73.05704947099893,0.0,0.0,11038,0,134.703
2007-12-20,132.71,25.13006541068062,0.0,105.61,73.05704947099893,0.0,0.0,11050,0,135.143
2007-12-21,134.34,25.13006541068062,0.321,105.08,73.05704947099893,0.0,0.0,11052,0,137.094
2007-12-24,135.31,25.13006541068062,0.0,104.86,73.05704947099893,0.0,0.0,11061,0,138.064
2007-12-26,135.42,25.13006541068062,0.0,104.54,73.05704947099893,0.0,0.0,11040,0,138.17399999999998
2007-12-27,133.68,25.13006541068062,0.0,104.66,73.05704947099893,0.332,0.0,11005,0,136.434
2007-12-28,133.41,25.13006541068062,0.0,105.2,73.05704947099893,0.0,0.0,11038,0,136.164
2007-12-31,132.55,38.695236103448735,0.0,105.52,56.495384448063376,0.0,0.0,11090,0,135.304
2008-01-02,130.63,38.695236103448735,0.0,106.07,56.495384448063376,0.0,0.0,11047,0,133.384
2008-01-03,130.74,38.695236103448735,0.0,106.23,56.495384448063376,0.0,0.0,11060,0,133.494
2008-01-04,128.17,38.695236103448735,0.0,106.59,56.495384448063376,0.0,0.0,10981,0,130.92399999999998
2008-01-07,128.06,38.695236103448735,0.0,106.7,56.495384448063376,0.0,0.0,10983,0,130.814
2008-01-08,125.85,38.695236103448735,0.0,106.78,56.495384448063376,0.0,0.0,10902,0,128.60399999999998
2008-01-09,126.96,38.695236103448735,0.0,106.83,56.495384448063376,0.0,0.0,10948,0,129.714
2008-01-10,127.82,38.695236103448735,0.0,106.77,56.495384448063376,0.0,0.0,10978,0,130.57399999999998
2008-01-11,126.19,38.695236103448735,0.0,107.18,56.495384448063376,0.0,0.0,10938,0,128.944
2008-01-14,127.51,38.695236103448735,0.0,107.25,56.495384448063376,0.0,0.0,10993,0,130.264
2008-01-15,125.3,38.695236103448735,0.0,107.53,56.495384448063376,0.0,0.0,10923,0,128.054
2008-01-16,124.65,38.695236103448735,0.0,107.5,56.495384448063376,0.0,0.0,10896,0,127.40400000000001
2008-01-17,121.77,38.695236103448735,0.0,108.04,56.495384448063376,0.0,0.0,10815,0,124.524
2008-01-18,120.57,38.695236103448735,0.14,108.0,56.495384448063376,0.0,0.0,10766,0,123.464
2008-01-22,119.22,38.695236103448735,0.0,108.97,56.495384448063376,0.0,0.0,10769,0,122.114
2008-01-23,122.7,38.695236103448735,0.0,108.76,56.495384448063376,0.0,0.0,10892,0,125.59400000000001
2008-01-24,123.43,38.695236103448735,0.0,108.11,56.495384448063376,0.0,0.0,10883,0,126.32400000000001
2008-01-25,122.19,38.695236103448735,0.0,108.59,56.495384448063376,0.0,0.0,10863,0,125.084
2008-01-28,123.53,38.695236103448735,0.0,108.43,56.495384448063376,0.0,0.0,10905,0,126.424
2008-01-29,124.54,38.695236103448735,0.0,108.11,56.495384448063376,0.0,0.0,10926,0,127.43400000000001
2008-01-30,123.78,38.695236103448735,0.0,108.24,56.495384448063376,0.0,0.0,10904,0,126.674
2008-01-31,126.0,27.981230320581055,0.0,108.61,68.95961728473,0.0,0.0,11015,0,128.894
2008-02-01,127.43,27.981230320581055,0.0,108.57,68.95961728473,0.273,0.0,11052,0,130.324
2008-02-04,126.03,27.981230320581055,0.0,108.25,68.95961728473,0.0,0.0,10991,0,128.924
2008-02-05,122.96,27.981230320581055,0.0,108.95,68.95961728473,0.0,0.0,10953,0,125.854
2008-02-06,122.26,27.981230320581055,0.0,108.82,68.95961728473,0.0,0.0,10925,0,125.15400000000001
2008-02-07,122.73,27.981230320581055,0.0,108.2,68.95961728473,0.0,0.0,10895,0,125.62400000000001
2008-02-08,121.75,27.981230320581055,0.0,108.77,68.95961728473,0.0,0.0,10907,0,124.644
2008-02-11,122.32,27.981230320581055,0.0,108.91,68.95961728473,0.0,0.0,10933,0,125.214
2008-02-12,123.77,27.981230320581055,0.0,108.83,68.95961728473,0.0,0.0,10968,0,126.664
2008-02-13,125.26,27.981230320581055,0.0,108.68,68.95961728473,0.0,0.0,10999,0,128.154
2008-02-14,124.01,27.981230320581055,0.0,108.48,68.95961728473,0.0,0.0,10950,0,126.90400000000001
2008-02-15,123.33,27.981230320581055,0.235,108.59,68.95961728473,0.0,0.0,10939,0,126.459
2008-02-19,123.68,27.981230320581055,0.0,107.91,68.95961728473,0.0,0.0,10902,0,126.80900000000001
2008-02-20,124.09,27.981230320581055,0.0,107.76,68.95961728473,0.0,0.0,10903,0,127.21900000000001
2008-02-21,123.2,27.981230320581055,0.0,108.53,68.95961728473,0.0,0.0,10931,0,126.32900000000001
2008-02-22,123.8,27.981230320581055,0.0,108.28,68.95961728473,0.0,0.0,10931,0,126.929
2008-02-25,125.57,27.981230320581055,0.0,107.84,68.95961728473,0.0,0.0,10950,0,128.69899999999998
2008-02-26,126.81,27.981230320581055,0.0,108.08,68.95961728473,0.0,0.0,11001,0,129.939
2008-02-27,126.83,27.981230320581055,0.0,108.26,68.95961728473,0.0,0.0,11014,0,129.959
2008-02-28,125.84,27.981230320581055,0.0,109.11,68.95961728473,0.0,0.0,11045,0,128.969
2008-02-29,123.01,35.79047419123887,0.0,110.02,60.42613536916957,0.0,0.0,11050,0,126.13900000000001
2008-03-03,122.5,35.79047419123887,0.0,109.62,60.42613536916957,0.243,0.0,11008,0,125.629
2008-03-04,122.4,35.79047419123887,0.0,109.58,60.42613536916957,0.0,0.0,11002,0,125.52900000000001
2008-03-05,122.87,35.79047419123887,0.0,109.34,60.42613536916957,0.0,0.0,11004,0,125.99900000000001
2008-03-06,120.8,35.79047419123887,0.0,109.89,60.42613536916957,0.0,0.0,10963,0,123.929
2008-03-07,118.93,35.79047419123887,0.0,110.19,60.42613536916957,0.0,0.0,10914,0,122.05900000000001
2008-03-10,117.98,35.79047419123887,0.0,110.57,60.42613536916957,0.0,0.0,10903,0,121.10900000000001
