Date,Ticker_1,Shares_1,Dividend_1,Price_1,Cash,Capital,InOutCash,Bench
1998-05-29,OSMAX,773.0662278710578,0.0,12.93,0.0,9995,0,102.89
1998-06-01,OSMAX,773.0662278710578,0.0,12.88,0.0,9957,0,102.92
1998-06-02,OSMAX,773.0662278710578,0.0,12.92,0.0,9988,0,103.12
1998-06-03,OSMAX,773.0662278710578,0.0,12.97,0.0,10026,0,102.16
1998-06-04,OSMAX,773.0662278710578,0.0,12.99,0.0,10042,0,103.29
1998-06-05,OSMAX,773.0662278710578,0.0,13.03,0.0,10073,0,105.07000000000001
1998-06-08,OSMAX,773.0662278710578,0.0,13.16,0.0,10173,0,105.24000000000001
1998-06-09,OSMAX,773.0662278710578,0.0,13.11,0.0,10134,0,105.49000000000001
1998-06-10,OSMAX,773.0662278710578,0.0,12.99,0.0,10042,0,104.93
1998-06-11,OSMAX,773.0662278710578,0.0,12.88,0.0,9957,0,103.31
1998-06-12,OSMAX,773.0662278710578,0.0,12.75,0.0,9856,0,103.71000000000001
1998-06-15,OSMAX,773.0662278710578,0.0,12.51,0.0,9671,0,101.68
1998-06-16,OSMAX,773.0662278710578,0.0,12.54,0.0,9694,0,102.67
1998-06-17,OSMAX,773.0662278710578,0.0,12.84,0.0,9926,0,104.49000000000001
1998-06-18,OSMAX,773.0662278710578,0.0,12.73,0.0,9841,0,104.42
1998-06-19,OSMAX,773.0662278710578,0.0,12.76,0.0,9864,0,103.89
1998-06-22,OSMAX,773.0662278710578,0.0,12.59,0.0,9732,0,104.13000000000001
1998-06-23,OSMAX,773.0662278710578,0.0,12.54,0.0,9694,0,105.65
1998-06-24,OSMAX,773.0662278710578,0.0,12.65,0.0,9779,0,106.9
1998-06-25,OSMAX,773.0662278710578,0.0,12.77,0.0,9872,0,106.57000000000001
1998-06-26,OSMAX,773.0662278710578,0.0,12.63,0.0,9763,0,106.94
1998-06-29,OSMAX,773.0662278710578,0.0,12.63,0.0,9763,0,107.44
1998-06-30,OSMAX,773.022646254576,0.0,12.62,0.0,9755,0,107.02
1998-07-01,OSMAX,773.022646254576,0.0,12.65,0.0,9778,0,108.4
1998-07-02,OSMAX,773.022646254576,0.0,12.71,0.0,9825,0,108.2
1998-07-06,OSMAX,773.022646254576,0.0,12.86,0.0,9941,0,109.23
1998-07-07,OSMAX,773.022646254576,0.0,12.83,0.0,9917,0,108.98
1998-07-08,OSMAX,773.022646254576,0.0,12.78,0.0,9879,0,110.09
1998-07-09,OSMAX,773.022646254576,0.0,12.73,0.0,9840,0,109.37
1998-07-10,OSMAX,773.022646254576,0.0,12.73,0.0,9840,0,109.91
1998-07-13,OSMAX,773.022646254576,0.0,12.8,0.0,9894,0,109.99
1998-07-14,OSMAX,773.022646254576,0.0,12.85,0.0,9933,0,111.14
1998-07-15,OSMAX,773.022646254576,0.0,12.88,0.0,9956,0,110.89
1998-07-16,OSMAX,773.022646254576,0.0,13.2,0.0,10203,0,111.75
1998-07-17,OSMAX,773.022646254576,0.0,13.32,0.0,10296,0,112.0
1998-07-20,OSMAX,773.022646254576,0.0,13.44,0.0,10389,0,111.76
1998-07-21,OSMAX,773.022646254576,0.0,13.39,0.0,10350,0,109.99
1998-07-22,OSMAX,773.022646254576,0.0,13.26,0.0,10250,0,109.91
1998-07-23,OSMAX,773.022646254576,0.0,13.17,0.0,10180,0,107.65
1998-07-24,OSMAX,773.022646254576,0.0,13.29,0.0,10273,0,107.74
1998-07-27,OSMAX,773.022646254576,0.0,13.38,0.0,10343,0,108.34
1998-07-28,OSMAX,773.022646254576,0.0,13.44,0.0,10389,0,106.76
1998-07-29,OSMAX,773.022646254576,0.0,13.33,0.0,10304,0,106.31
1998-07-30,OSMAX,773.022646254576,0.0,13.39,0.0,10350,0,107.98
1998-07-31,OSMAX,772.9816931644792,0.0,13.43,0.0,10381,0,105.91
1998-08-03,OSMAX,772.9816931644792,0.0,13.26,0.0,10249,0,105.14
1998-08-04,OSMAX,772.9816931644792,0.0,13.17,0.0,10180,0,101.4
1998-08-05,OSMAX,772.9816931644792,0.0,13.0,0.0,10048,0,102.28
1998-08-06,OSMAX,772.9816931644792,0.0,12.97,0.0,10025,0,103.05
1998-08-07,OSMAX,772.9816931644792,0.0,12.95,0.0,10010,0,103.03
1998-08-10,OSMAX,772.9816931644792,0.0,12.85,0.0,9932,0,102.45
1998-08-11,OSMAX,772.9816931644792,0.0,12.47,0.0,9639,0,101.16
1998-08-12,OSMAX,772.9816931644792,0.0,12.57,0.0,9716,0,102.59
1998-08-13,OSMAX,772.9816931644792,0.0,12.44,0.0,9615,0,101.73
1998-08-14,OSMAX,772.9816931644792,0.0,12.5,0.0,9662,0,100.59
1998-08-17,OSMAX,772.9816931644792,0.0,12.45,0.0,9623,0,102.55
1998-08-18,OSMAX,772.9816931644792,0.0,12.55,0.0,9700,0,104.19
