Date,On_Price_SPY,On_Shares_SPY,On_Dividend_SPY,On_Price_DIA,On_Shares_DIA,On_Dividend_DIA,Off_Price_TLT,Off_Shares_TLT,Off_Dividend_TLT,Cash_x,Capital_x,InOutCash_x,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Cash_y,Capital_y,InOutCash_y,Capital,Bench
2009-01-09,89.09,31.811548234127212,0.0,86.14,49.20031043157517,0.0,112.73,227.82601347152337,0.0,0.0,32755,0,TLT,537.5389804242265,0.0,112.73,GLD,185.3770148914454,0.0,83.92,0.0,76153,0,108908,49.001
2009-01-12,86.95,31.811548234127212,0.0,84.79,49.20031043157517,0.0,113.9,227.82601347152337,0.0,0.0,32887,0,TLT,537.5389804242265,0.0,113.9,GLD,185.3770148914454,0.0,80.76,0.0,76196,0,109083,49.031
2009-01-13,87.11,31.811548234127212,0.0,84.42,49.20031043157517,0.0,114.02,227.82601347152337,0.0,0.0,32901,0,TLT,537.5389804242265,0.0,114.02,GLD,185.3770148914454,0.0,80.88,0.0,76283,0,109184,48.620999999999995
2009-01-14,84.37,31.811548234127212,0.0,82.08,49.20031043157517,0.0,115.9,227.82601347152337,0.0,0.0,33127,0,TLT,537.5389804242265,0.0,115.9,GLD,185.3770148914454,0.0,79.79,0.0,77091,0,110218,48.951
2009-01-15,84.4,31.811548234127212,0.0,82.18,49.20031043157517,0.0,116.09,227.82601347152337,0.0,0.0,33176,0,TLT,537.5389804242265,0.0,116.09,GLD,185.3770148914454,0.0,80.39,0.0,77305,0,110481,49.701
2009-01-16,85.06,31.811548234127212,0.0,82.69,49.20031043157517,0.141,114.3,227.82601347152337,0.0,0.0,32814,0,TLT,537.5389804242265,0.0,114.3,GLD,185.3770148914454,0.0,82.71,0.0,76773,0,109587,50.041
2009-01-20,80.57,31.811548234127212,0.0,79.41,49.20031043157517,0.0,114.28,227.82601347152337,0.0,0.0,32506,0,TLT,537.5389804242265,0.0,114.28,GLD,185.3770148914454,0.0,84.52,0.0,77098,0,109604,49.991
2009-01-21,84.05,31.811548234127212,0.0,82.24,49.20031043157517,0.0,110.67,227.82601347152337,0.0,0.0,31933,0,TLT,537.5389804242265,0.0,110.67,GLD,185.3770148914454,0.0,84.15,0.0,75088,0,107021,50.370999999999995
2009-01-22,82.75,31.811548234127212,0.0,81.16,49.20031043157517,0.0,108.54,227.82601347152337,0.0,0.0,31353,0,TLT,537.5389804242265,0.0,108.54,GLD,185.3770148914454,0.0,84.58,0.0,74023,0,105376,50.311
2009-01-23,83.11,31.811548234127212,0.0,80.52,49.20031043157517,0.0,107.69,227.82601347152337,0.0,0.0,31140,0,TLT,537.5389804242265,0.0,107.69,GLD,185.3770148914454,0.0,88.53,0.0,74298,0,105438,50.461
2009-01-26,83.68,31.811548234127212,0.0,81.07,49.20031043157517,0.0,106.75,227.82601347152337,0.0,0.0,30971,0,TLT,537.5389804242265,0.0,106.75,GLD,185.3770148914454,0.0,88.95,0.0,73871,0,104842,50.190999999999995
2009-01-27,84.53,31.811548234127212,0.0,81.51,49.20031043157517,0.0,109.26,227.82601347152337,0.0,0.0,31591,0,TLT,537.5389804242265,0.0,109.26,GLD,185.3770148914454,0.0,88.38,0.0,75115,0,106706,50.211
2009-01-28,87.39,31.811548234127212,0.0,83.68,49.20031043157517,0.0,106.53,227.82601347152337,0.0,0.0,31167,0,TLT,537.5389804242265,0.0,106.53,GLD,185.3770148914454,0.0,87.42,0.0,73469,0,104636,49.471
2009-01-29,84.55,31.811548234127212,0.0,81.53,49.20031043157517,0.0,104.08,227.82601347152337,0.0,0.0,30413,0,TLT,537.5389804242265,0.0,104.08,GLD,185.3770148914454,0.0,89.5,0.0,72538,0,102951,49.541
2009-01-30,82.83,39.232707763241585,0.0,80.08,60.869977223326046,0.0,103.75,219.263629104091,0.0,0.0,30872,0,TLT,555.4820918422074,0.0,103.75,GLD,157.79012985606457,0.0,91.31,0.0,72039,0,102911,49.120999999999995
2009-02-02,82.58,39.232707763241585,0.0,79.32,60.869977223326046,0.0,105.39,219.263629104091,0.285,0.0,31176,0,TLT,555.4820918422074,0.285,105.39,GLD,157.79012985606457,0.0,88.84,0.0,72560,0,103736,48.131
2009-02-03,83.74,39.232707763241585,0.0,80.63,60.869977223326046,0.0,102.88,219.263629104091,0.0,0.0,30751,0,TLT,555.4820918422074,0.0,102.88,GLD,157.79012985606457,0.0,88.47,0.0,71107,0,101858,48.690999999999995
2009-02-04,83.33,39.232707763241585,0.0,79.69,60.869977223326046,0.0,102.52,219.263629104091,0.0,0.0,30598,0,TLT,555.4820918422074,0.0,102.52,GLD,157.79012985606457,0.0,89.18,0.0,71019,0,101617,47.671
2009-02-05,84.57,39.232707763241585,0.0,80.55,60.869977223326046,0.0,102.61,219.263629104091,0.0,0.0,30719,0,TLT,555.4820918422074,0.0,102.61,GLD,157.79012985606457,0.0,90.12,0.0,71218,0,101937,48.041
2009-02-06,86.98,39.232707763241585,0.0,82.86,60.869977223326046,0.0,102.29,219.263629104091,0.0,0.0,30884,0,TLT,555.4820918422074,0.0,102.29,GLD,157.79012985606457,0.0,89.59,0.0,70956,0,101840,48.481
2009-02-09,87.1,39.232707763241585,0.0,82.75,60.869977223326046,0.0,102.62,219.263629104091,0.0,0.0,30954,0,TLT,555.4820918422074,0.0,102.62,GLD,157.79012985606457,0.0,88.32,0.0,70939,0,101893,47.561
2009-02-10,83.11,39.232707763241585,0.0,79.19,60.869977223326046,0.0,104.85,219.263629104091,0.0,0.0,31070,0,TLT,555.4820918422074,0.0,104.85,GLD,157.79012985606457,0.0,90.21,0.0,72476,0,103546,48.111
2009-02-11,83.6,39.232707763241585,0.0,79.55,60.869977223326046,0.0,106.21,219.263629104091,0.0,0.0,31410,0,TLT,555.4820918422074,0.0,106.21,GLD,157.79012985606457,0.0,92.29,0.0,73560,0,104970,48.451
2009-02-12,83.66,39.232707763241585,0.0,79.5,60.869977223326046,0.0,105.21,219.263629104091,0.0,0.0,31190,0,TLT,555.4820918422074,0.0,105.21,GLD,157.79012985606457,0.0,93.17,0.0,73143,0,104333,48.981
2009-02-13,82.76,39.232707763241585,0.0,78.55,60.869977223326046,0.0,102.41,219.263629104091,0.0,0.0,30483,0,TLT,555.4820918422074,0.0,102.41,GLD,157.79012985606457,0.0,92.55,0.0,71490,0,101973,47.851
2009-02-17,79.22,39.232707763241585,0.0,75.75,60.869977223326046,0.0,105.6,219.263629104091,0.0,0.0,30873,0,TLT,555.4820918422074,0.0,105.6,GLD,157.79012985606457,0.0,95.45,0.0,73719,0,104592,47.421
2009-02-18,79.03,39.232707763241585,0.0,75.76,60.869977223326046,0.0,104.7,219.263629104091,0.0,0.0,30668,0,TLT,555.4820918422074,0.0,104.7,GLD,157.79012985606457,0.0,96.91,0.0,73450,0,104118,47.741
2009-02-19,78.18,39.232707763241585,0.0,75.03,60.869977223326046,0.0,102.92,219.263629104091,0.0,0.0,30200,0,TLT,555.4820918422074,0.0,102.92,GLD,157.79012985606457,0.0,95.77,0.0,72281,0,102481,46.931
2009-02-20,77.42,39.232707763241585,0.0,73.73,60.869977223326046,0.365,103.92,219.263629104091,0.0,0.0,30311,0,TLT,555.4820918422074,0.0,103.92,GLD,157.79012985606457,0.0,97.8,0.0,73157,0,103468,46.041
2009-02-23,74.65,39.232707763241585,0.0,71.15,60.869977223326046,0.0,104.88,219.263629104091,0.0,0.0,30255,0,TLT,555.4820918422074,0.0,104.88,GLD,157.79012985606457,0.0,97.73,0.0,73679,0,103934,45.591
2009-02-24,77.48,39.232707763241585,0.0,73.38,60.869977223326046,0.0,104.77,219.263629104091,0.0,0.0,30478,0,TLT,555.4820918422074,0.0,104.77,GLD,157.79012985606457,0.0,94.73,0.0,73145,0,103623,46.451
2009-02-25,76.87,39.232707763241585,0.0,72.67,60.869977223326046,0.0,103.56,219.263629104091,0.0,0.0,30146,0,TLT,555.4820918422074,0.0,103.56,GLD,157.79012985606457,0.0,93.15,0.0,72223,0,102369,46.671
2009-02-26,75.62,39.232707763241585,0.0,71.84,60.869977223326046,0.0,102.47,219.263629104091,0.0,0.0,29807,0,TLT,555.4820918422074,0.0,102.47,GLD,157.79012985606457,0.0,93.06,0.0,71604,0,101411,47.161
2009-02-27,73.93,45.420228573812615,0.0,70.76,71.18253600470531,0.0,101.88,214.91578238003336,0.0,0.0,30290,0,TLT,555.008887803243,0.0,101.88,GLD,152.60797120099969,0.0,92.63,0.0,70680,0,100970,47.800999999999995
2009-03-02,70.6,45.420228573812615,0.0,67.83,71.18253600470531,0.0,103.28,214.91578238003336,0.282,0.0,30231,0,TLT,555.008887803243,0.282,103.28,GLD,152.60797120099969,0.0,90.93,0.0,71197,0,101428,47.671
2009-03-03,70.07,45.420228573812615,0.0,67.21,71.18253600470531,0.0,102.59,214.91578238003336,0.0,0.0,30014,0,TLT,555.008887803243,0.0,102.59,GLD,152.60797120099969,0.0,90.04,0.0,70679,0,100693,48.341
2009-03-04,71.73,45.420228573812615,0.0,68.77,71.18253600470531,0.0,102.12,214.91578238003336,0.0,0.0,30100,0,TLT,555.008887803243,0.0,102.12,GLD,152.60797120099969,0.0,88.99,0.0,70258,0,100358,48.021
2009-03-05,68.8,45.420228573812615,0.0,66.07,71.18253600470531,0.0,104.96,214.91578238003336,0.0,0.0,30385,0,TLT,555.008887803243,0.0,104.96,GLD,152.60797120099969,0.0,91.99,0.0,72292,0,102677,46.881
2009-03-06,68.92,45.420228573812615,0.0,66.5,71.18253600470531,0.0,104.26,214.91578238003336,0.0,0.0,30271,0,TLT,555.008887803243,0.0,104.26,GLD,152.60797120099969,0.0,92.29,0.0,71949,0,102220,48.221
2009-03-09,68.11,45.420228573812615,0.0,65.44,71.18253600470531,0.0,103.65,214.91578238003336,0.0,0.0,30027,0,TLT,555.008887803243,0.0,103.65,GLD,152.60797120099969,0.0,90.57,0.0,71348,0,101375,48.471
2009-03-10,72.17,45.420228573812615,0.0,69.14,71.18253600470531,0.0,101.66,214.91578238003336,0.0,0.0,30047,0,TLT,555.008887803243,0.0,101.66,GLD,152.60797120099969,0.0,88.14,0.0,69873,0,99920,49.010999999999996
2009-03-11,72.64,45.420228573812615,0.0,69.48,71.18253600470531,0.0,102.76,214.91578238003336,0.0,0.0,30329,0,TLT,555.008887803243,0.0,102.76,GLD,152.60797120099969,0.0,89.22,0.0,70648,0,100977,49.821
2009-03-12,75.5,45.420228573812615,0.0,71.77,71.18253600470531,0.0,103.25,214.91578238003336,0.0,0.0,30728,0,TLT,555.008887803243,0.0,103.25,GLD,152.60797120099969,0.0,91.1,0.0,71207,0,101935,49.321
2009-03-13,76.09,45.420228573812615,0.0,72.32,71.18253600470531,0.0,102.73,214.91578238003336,0.0,0.0,30682,0,TLT,555.008887803243,0.0,102.73,GLD,152.60797120099969,0.0,91.3,0.0,70949,0,101631,49.281
2009-03-16,75.86,45.420228573812615,0.0,72.31,71.18253600470531,0.0,101.11,214.91578238003336,0.0,0.0,30322,0,TLT,555.008887803243,0.0,101.11,GLD,152.60797120099969,0.0,90.8,0.0,69973,0,100295,48.370999999999995
2009-03-17,78.18,45.420228573812615,0.0,74.08,71.18253600470531,0.0,100.56,214.91578238003336,0.0,0.0,30436,0,TLT,555.008887803243,0.0,100.56,GLD,152.60797120099969,0.0,90.04,0.0,69552,0,99988,48.341
2009-03-18,79.93,45.420228573812615,0.0,74.97,71.18253600470531,0.0,104.37,214.91578238003336,0.0,0.0,31397,0,TLT,555.008887803243,0.0,104.37,GLD,152.60797120099969,0.0,93.09,0.0,72132,0,103529,49.071
2009-03-19,78.94,45.420228573812615,0.0,74.11,71.18253600470531,0.0,104.5,214.91578238003336,0.0,0.0,31319,0,TLT,555.008887803243,0.0,104.5,GLD,152.60797120099969,0.0,94.35,0.0,72396,0,103715,49.080999999999996
2009-03-20,76.71,45.420228573812615,0.561,72.74,71.18253600470531,0.177,103.92,214.91578238003336,0.0,0.0,30996,0,TLT,555.008887803243,0.0,103.92,GLD,152.60797120099969,0.0,93.59,0.0,71959,0,102955,49.321
2009-03-23,82.22,45.420228573812615,0.0,77.76,71.18253600470531,0.0,103.02,214.91578238003336,0.0,0.0,31410,0,TLT,555.008887803243,0.0,103.02,GLD,152.60797120099969,0.0,92.08,0.0,71229,0,102639,49.361
2009-03-24,80.6,45.420228573812615,0.0,76.7,71.18253600470531,0.0,104.0,214.91578238003336,0.0,0.0,31471,0,TLT,555.008887803243,0.0,104.0,GLD,152.60797120099969,0.0,90.95,0.0,71600,0,103071,48.951
2009-03-25,81.45,45.420228573812615,0.0,77.41,71.18253600470531,0.0,102.6,214.91578238003336,0.0,0.0,31260,0,TLT,555.008887803243,0.0,102.6,GLD,152.60797120099969,0.0,91.98,0.0,70980,0,102240,50.181
2009-03-26,83.11,45.420228573812615,0.0,79.1,71.18253600470531,0.0,103.79,214.91578238003336,0.0,0.0,31711,0,TLT,555.008887803243,0.0,103.79,GLD,152.60797120099969,0.0,91.93,0.0,71633,0,103344,50.311
2009-03-27,81.61,45.420228573812615,0.0,77.81,71.18253600470531,0.0,104.56,214.91578238003336,0.0,0.0,31717,0,TLT,555.008887803243,0.0,104.56,GLD,152.60797120099969,0.0,90.69,0.0,71871,0,103588,50.171
2009-03-30,78.79,45.420228573812615,0.0,75.25,71.18253600470531,0.0,104.96,214.91578238003336,0.0,0.0,31492,0,TLT,555.008887803243,0.0,104.96,GLD,152.60797120099969,0.0,89.98,0.0,71985,0,103477,50.527
2009-03-31,79.52,30.896247724845466,0.0,75.84,48.59314911154492,0.0,105.71,238.18016291431525,0.0,0.0,31320,0,TLT,553.0845860955465,0.0,105.71,GLD,161.90344371998285,0.0,90.28,0.0,73083,0,104403,50.757000000000005
2009-04-01,81.06,30.896247724845466,0.0,77.53,48.59314911154492,0.0,106.37,238.18016291431525,0.302,0.0,31607,0,TLT,553.0845860955465,0.302,106.37,GLD,161.90344371998285,0.0,91.03,0.0,73569,0,105176,51.237
2009-04-02,83.43,30.896247724845466,0.0,79.71,48.59314911154492,0.0,105.07,238.18016291431525,0.0,0.0,31476,0,TLT,553.0845860955465,0.0,105.07,GLD,161.90344371998285,0.0,88.8,0.0,72489,0,103965,51.487
2009-04-03,84.26,30.896247724845466,0.0,80.16,48.59314911154492,0.0,102.92,238.18016291431525,0.0,0.0,31012,0,TLT,553.0845860955465,0.0,102.92,GLD,161.90344371998285,0.0,87.59,0.0,71104,0,102116,51.747
2009-04-06,83.6,30.896247724845466,0.0,79.76,48.59314911154492,0.0,102.48,238.18016291431525,0.0,0.0,30867,0,TLT,553.0845860955465,0.0,102.48,GLD,161.90344371998285,0.0,85.27,0.0,70485,0,101352,51.577
2009-04-07,81.65,30.896247724845466,0.0,77.89,48.59314911154492,0.0,102.74,238.18016291431525,0.0,0.0,30778,0,TLT,553.0845860955465,0.0,102.74,GLD,161.90344371998285,0.0,86.74,0.0,70867,0,101645,52.167
2009-04-08,82.53,30.896247724845466,0.0,78.37,48.59314911154492,0.0,103.65,238.18016291431525,0.0,0.0,31045,0,TLT,553.0845860955465,0.0,103.65,GLD,161.90344371998285,0.0,86.61,0.0,71349,0,102394,52.177
2009-04-09,85.81,30.896247724845466,0.0,80.89,48.59314911154492,0.0,102.35,238.18016291431525,0.0,0.0,30959,0,TLT,553.0845860955465,0.0,102.35,GLD,161.90344371998285,0.0,86.31,0.0,70582,0,101541,51.817
2009-04-13,85.83,30.896247724845466,0.0,80.55,48.59314911154492,0.0,103.29,238.18016291431525,0.0,0.0,31167,0,TLT,553.0845860955465,0.0,103.29,GLD,161.90344371998285,0.0,87.88,0.0,71356,0,102523,51.937000000000005
2009-04-14,84.35,30.896247724845466,0.0,79.27,48.59314911154492,0.0,103.83,238.18016291431525,0.0,0.0,31188,0,TLT,553.0845860955465,0.0,103.83,GLD,161.90344371998285,0.0,87.37,0.0,71572,0,102760,52.987
2009-04-15,85.25,30.896247724845466,0.0,80.3,48.59314911154492,0.0,103.65,238.18016291431525,0.0,0.0,31223,0,TLT,553.0845860955465,0.0,103.65,GLD,161.90344371998285,0.0,87.5,0.0,71493,0,102716,53.317
2009-04-16,86.5,30.896247724845466,0.0,81.26,48.59314911154492,0.0,102.83,238.18016291431525,0.0,0.0,31113,0,TLT,553.0845860955465,0.0,102.83,GLD,161.90344371998285,0.0,85.81,0.0,70766,0,101879,53.547000000000004
2009-04-17,87.08,30.896247724845466,0.0,81.31,48.59314911154492,0.134,101.7,238.18016291431525,0.0,0.0,30864,0,TLT,553.0845860955465,0.0,101.7,GLD,161.90344371998285,0.0,85.22,0.0,70046,0,100910,53.677
2009-04-20,83.43,30.896247724845466,0.0,78.52,48.59314911154492,0.0,103.24,238.18016291431525,0.0,0.0,30982,0,TLT,553.0845860955465,0.0,103.24,GLD,161.90344371998285,0.0,86.95,0.0,71177,0,102159,52.827
2009-04-21,85.06,30.896247724845466,0.0,79.59,48.59314911154492,0.0,102.22,238.18016291431525,0.0,0.0,30842,0,TLT,553.0845860955465,0.0,102.22,GLD,161.90344371998285,0.0,86.89,0.0,70604,0,101446,53.697
2009-04-22,84.54,30.896247724845466,0.0,78.81,48.59314911154492,0.0,101.6,238.18016291431525,0.0,0.0,30640,0,TLT,553.0845860955465,0.0,101.6,GLD,161.90344371998285,0.0,87.38,0.0,70340,0,100980,53.287
2009-04-23,85.37,30.896247724845466,0.0,79.65,48.59314911154492,0.0,101.59,238.18016291431525,0.0,0.0,30704,0,TLT,553.0845860955465,0.0,101.59,GLD,161.90344371998285,0.0,88.8,0.0,70564,0,101268,53.037
2009-04-24,86.66,30.896247724845466,0.0,80.73,48.59314911154492,0.0,100.57,238.18016291431525,0.0,0.0,30554,0,TLT,553.0845860955465,0.0,100.57,GLD,161.90344371998285,0.0,89.72,0.0,70149,0,100703,53.717
2009-04-27,85.84,30.896247724845466,0.0,80.26,48.59314911154492,0.0,101.0,238.18016291431525,0.0,0.0,30608,0,TLT,553.0845860955465,0.0,101.0,GLD,161.90344371998285,0.0,89.01,0.0,70272,0,100880,53.947
2009-04-28,85.57,30.896247724845466,0.0,80.12,48.59314911154492,0.0,99.35,238.18016291431525,0.0,0.0,30200,0,TLT,553.0845860955465,0.0,99.35,GLD,161.90344371998285,0.0,87.75,0.0,69155,0,99355,52.607
2009-04-29,87.39,30.896247724845466,0.0,81.77,48.59314911154492,0.0,98.47,238.18016291431525,0.0,0.0,30127,0,TLT,553.0845860955465,0.0,98.47,GLD,161.90344371998285,0.0,88.33,0.0,68763,0,98890,53.237
2009-04-30,87.42,44.31943232144966,0.0,81.67,71.15963218209494,0.0,98.08,202.900180138959,0.0,0.0,29586,0,TLT,422.32206421172333,0.0,98.08,SPY,315.8800278951104,0.0,87.42,0.0,69035,0,98621,54.347
2009-05-01,87.89,44.31943232144966,0.0,82.16,71.15963218209494,0.0,97.11,202.900180138959,0.297,0.0,29445,0,TLT,422.32206421172333,0.297,97.11,SPY,315.8800278951104,0.0,87.89,0.0,68774,0,98219,53.937000000000005
2009-05-04,90.88,44.31943232144966,0.0,84.24,71.15963218209494,0.0,97.43,202.900180138959,0.0,0.0,29790,0,TLT,422.32206421172333,0.0,97.43,SPY,315.8800278951104,0.0,90.88,0.0,69854,0,99644,53.217
2009-05-05,90.57,44.31943232144966,0.0,84.16,71.15963218209494,0.0,97.31,202.900180138959,0.0,0.0,29747,0,TLT,422.32206421172333,0.0,97.31,SPY,315.8800278951104,0.0,90.57,0.0,69705,0,99452,54.097
2009-05-06,92.14,44.31943232144966,0.0,85.2,71.15963218209494,0.0,97.08,202.900180138959,0.0,0.0,29843,0,TLT,422.32206421172333,0.0,97.08,SPY,315.8800278951104,0.0,92.14,0.0,70104,0,99947,54.317
2009-05-07,90.86,44.31943232144966,0.0,84.17,71.15963218209494,0.0,94.71,202.900180138959,0.0,0.0,29233,0,TLT,422.32206421172333,0.0,94.71,SPY,315.8800278951104,0.0,90.86,0.0,68698,0,97931,54.427
2009-05-08,92.98,44.31943232144966,0.0,85.72,71.15963218209494,0.0,94.94,202.900180138959,0.0,0.0,29483,0,TLT,422.32206421172333,0.0,94.94,SPY,315.8800278951104,0.0,92.98,0.0,69465,0,98948,55.197
2009-05-11,91.24,44.31943232144966,0.0,84.43,71.15963218209494,0.0,96.29,202.900180138959,0.0,0.0,29588,0,TLT,422.32206421172333,0.0,96.29,SPY,315.8800278951104,0.0,91.24,0.0,69486,0,99074,54.167
2009-05-12,90.97,44.31943232144966,0.0,84.72,71.15963218209494,0.0,96.64,202.900180138959,0.0,0.0,29668,0,TLT,422.32206421172333,0.0,96.64,SPY,315.8800278951104,0.0,90.97,0.0,69548,0,99216,54.587
2009-05-13,88.68,44.31943232144966,0.0,83.13,71.15963218209494,0.0,97.69,202.900180138959,0.0,0.0,29667,0,TLT,422.32206421172333,0.0,97.69,SPY,315.8800278951104,0.0,88.68,0.0,69268,0,98935,54.237
2009-05-14,89.44,44.31943232144966,0.0,83.39,71.15963218209494,0.0,98.07,202.900180138959,0.0,0.0,29796,0,TLT,422.32206421172333,0.0,98.07,SPY,315.8800278951104,0.0,89.44,0.0,69669,0,99465,54.847
2009-05-15,88.71,44.31943232144966,0.0,82.78,71.15963218209494,0.24600000000000002,98.04,202.900180138959,0.0,0.0,29714,0,TLT,422.32206421172333,0.0,98.04,SPY,315.8800278951104,0.0,88.71,0.0,69426,0,99140,53.517
2009-05-18,91.23,44.31943232144966,0.0,85.12,71.15963218209494,0.0,96.52,202.900180138959,0.0,0.0,29684,0,TLT,422.32206421172333,0.0,96.52,SPY,315.8800278951104,0.0,91.23,0.0,69580,0,99264,51.897
2009-05-19,91.12,44.31943232144966,0.0,84.74,71.15963218209494,0.0,96.01,202.900180138959,0.0,0.0,29548,0,TLT,422.32206421172333,0.0,96.01,SPY,315.8800278951104,0.0,91.12,0.0,69330,0,98878,50.167
2009-05-20,90.51,44.31943232144966,0.0,84.19,71.15963218209494,0.0,97.02,202.900180138959,0.0,0.0,29687,0,TLT,422.32206421172333,0.0,97.02,SPY,315.8800278951104,0.0,90.51,0.0,69563,0,99250,48.897
2009-05-21,89.21,44.31943232144966,0.0,83.1,71.15963218209494,0.0,94.58,202.900180138959,0.0,0.0,29057,0,TLT,422.32206421172333,0.0,94.58,SPY,315.8800278951104,0.0,89.21,0.0,68122,0,97179,50.907000000000004
2009-05-22,89.02,44.31943232144966,0.0,82.87,71.15963218209494,0.0,93.53,202.900180138959,0.0,0.0,28819,0,TLT,422.32206421172333,0.0,93.53,SPY,315.8800278951104,0.0,89.02,0.0,67619,0,96438,50.257000000000005
2009-05-26,91.3,44.31943232144966,0.0,84.85,71.15963218209494,0.0,92.12,202.900180138959,0.0,0.0,28775,0,TLT,422.32206421172333,0.0,92.12,SPY,315.8800278951104,0.0,91.3,0.0,67744,0,96519,49.987
2009-05-27,89.67,44.31943232144966,0.0,83.16,71.15963218209494,0.0,90.49,202.900180138959,0.0,0.0,28252,0,TLT,422.32206421172333,0.0,90.49,SPY,315.8800278951104,0.0,89.67,0.0,66540,0,94792,50.447
2009-05-28,90.92,44.31943232144966,0.0,84.02,71.15963218209494,0.0,91.8,202.900180138959,0.0,0.0,28634,0,TLT,422.32206421172333,0.0,91.8,SPY,315.8800278951104,0.0,90.92,0.0,67488,0,96122,49.867000000000004
2009-05-29,92.53,45.577200455881396,0.0,85.39,74.08229930055109,0.0,94.17,201.70854664966117,0.0,0.0,29538,0,TLT,439.1515942108686,0.0,94.17,SPY,297.9567392689758,0.0,92.53,0.0,68924,0,98462,50.067
2009-06-01,94.77,45.577200455881396,0.0,87.35,74.08229930055109,0.0,91.09,201.70854664966117,0.305,0.0,29164,0,TLT,439.1515942108686,0.305,91.09,SPY,297.9567392689758,0.0,94.77,0.0,68239,0,97403,49.477000000000004
2009-06-02,94.85,45.577200455881396,0.0,87.5,74.08229930055109,0.0,91.58,201.70854664966117,0.0,0.0,29277,0,TLT,439.1515942108686,0.0,91.58,SPY,297.9567392689758,0.0,94.85,0.0,68478,0,97755,50.007000000000005
2009-06-03,93.65,45.577200455881396,0.0,86.95,74.08229930055109,0.0,92.44,201.70854664966117,0.0,0.0,29355,0,TLT,439.1515942108686,0.0,92.44,SPY,297.9567392689758,0.0,93.65,0.0,68498,0,97853,49.147
2009-06-04,94.53,45.577200455881396,0.0,87.51,74.08229930055109,0.0,90.53,201.70854664966117,0.0,0.0,29052,0,TLT,439.1515942108686,0.0,90.53,SPY,297.9567392689758,0.0,94.53,0.0,67922,0,96974,50.127
2009-06-05,94.55,45.577200455881396,0.0,87.91,74.08229930055109,0.0,89.84,201.70854664966117,0.0,0.0,28943,0,TLT,439.1515942108686,0.0,89.84,SPY,297.9567392689758,0.0,94.55,0.0,67625,0,96568,51.647
2009-06-08,94.16,45.577200455881396,0.0,87.74,74.08229930055109,0.0,89.61,201.70854664966117,0.0,0.0,28866,0,TLT,439.1515942108686,0.0,89.61,SPY,297.9567392689758,0.0,94.16,0.0,67407,0,96273,51.867000000000004
2009-06-09,94.64,45.577200455881396,0.0,87.74,74.08229930055109,0.0,89.6,201.70854664966117,0.0,0.0,28886,0,TLT,439.1515942108686,0.0,89.6,SPY,297.9567392689758,0.0,94.64,0.0,67546,0,96432,51.477000000000004
2009-06-10,94.4,45.577200455881396,0.0,87.65,74.08229930055109,0.0,88.19,201.70854664966117,0.0,0.0,28584,0,TLT,439.1515942108686,0.0,88.19,SPY,297.9567392689758,0.0,94.4,0.0,66855,0,95439,51.047000000000004
2009-06-11,94.82,45.577200455881396,0.0,87.86,74.08229930055109,0.0,89.17,201.70854664966117,0.0,0.0,28816,0,TLT,439.1515942108686,0.0,89.17,SPY,297.9567392689758,0.0,94.82,0.0,67411,0,96227,50.837
2009-06-12,95.08,45.577200455881396,0.0,88.31,74.08229930055109,0.0,89.97,201.70854664966117,0.0,0.0,29023,0,TLT,439.1515942108686,0.0,89.97,SPY,297.9567392689758,0.0,95.08,0.0,67840,0,96863,51.747
2009-06-15,92.9,45.577200455881396,0.0,86.49,74.08229930055109,0.0,90.78,201.70854664966117,0.0,0.0,28952,0,TLT,439.1515942108686,0.0,90.78,SPY,297.9567392689758,0.0,92.9,0.0,67546,0,96498,52.487
2009-06-16,91.64,45.577200455881396,0.0,85.26,74.08229930055109,0.0,92.36,201.70854664966117,0.0,0.0,29122,0,TLT,439.1515942108686,0.0,92.36,SPY,297.9567392689758,0.0,91.64,0.0,67864,0,96986,52.497
2009-06-17,91.55,45.577200455881396,0.0,85.23,74.08229930055109,0.0,91.84,201.70854664966117,0.0,0.0,29011,0,TLT,439.1515942108686,0.0,91.84,SPY,297.9567392689758,0.0,91.55,0.0,67609,0,96620,52.707
2009-06-18,92.22,45.577200455881396,0.0,85.62,74.08229930055109,0.0,90.45,201.70854664966117,0.0,0.0,28790,0,TLT,439.1515942108686,0.0,90.45,SPY,297.9567392689758,0.0,92.22,0.0,67198,0,95988,51.487
2009-06-19,92.04,45.577200455881396,0.518,85.31,74.08229930055109,0.28300000000000003,91.69,201.70854664966117,0.0,0.0,29009,0,TLT,439.1515942108686,0.0,91.69,SPY,297.9567392689758,0.518,92.04,0.0,67689,0,96698,51.947
2009-06-22,89.28,45.577200455881396,0.0,83.32,74.08229930055109,0.0,92.58,201.70854664966117,0.0,0.0,28915,0,TLT,439.1515942108686,0.0,92.58,SPY,297.9567392689758,0.0,89.28,0.0,67258,0,96173,51.667
2009-06-23,89.35,45.577200455881396,0.0,83.18,74.08229930055109,0.0,93.67,201.70854664966117,0.0,0.0,29128,0,TLT,439.1515942108686,0.0,93.67,SPY,297.9567392689758,0.0,89.35,0.0,67757,0,96885,51.137
