Date,On_Price_SPY,On_Shares_SPY,On_Dividend_SPY,On_Price_DIA,On_Shares_DIA,On_Dividend_DIA,Off_Price_TLT,Off_Shares_TLT,Off_Dividend_TLT,Cash_x,Capital_x,InOutCash_x,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Cash_y,Capital_y,InOutCash_y,Capital,Bench
2008-01-15,138.17,46.001898489433835,0.0,125.3,76.11604200083126,0.0,95.61,141.6917637992044,0.0,0.0,29440,0,TLT,601.8560790614009,0.0,95.61,GLD,169.76796281738908,0.0,87.99,0.0,72481,0,101921,37.36
2008-01-16,136.98,46.001898489433835,0.0,124.65,76.11604200083126,0.0,94.92,141.6917637992044,0.0,0.0,29238,0,TLT,601.8560790614009,0.0,94.92,GLD,169.76796281738908,0.0,86.7,0.0,71847,0,101085,37.64
2008-01-17,133.43,46.001898489433835,0.0,121.77,76.11604200083126,0.0,96.15,141.6917637992044,0.0,0.0,29030,0,TLT,601.8560790614009,0.0,96.15,GLD,169.76796281738908,0.0,86.5,0.0,72553,0,101583,36.93
2008-01-18,132.06,46.001898489433835,0.0,120.57,76.11604200083126,0.14,95.49,141.6917637992044,0.0,0.0,28782,0,TLT,601.8560790614009,0.0,95.49,GLD,169.76796281738908,0.0,87.42,0.0,72312,0,101094,36.31
2008-01-22,130.72,46.001898489433835,0.0,119.22,76.11604200083126,0.0,96.51,141.6917637992044,0.0,0.0,28762,0,TLT,601.8560790614009,0.0,96.51,GLD,169.76796281738908,0.0,88.17,0.0,73053,0,101815,35.94
2008-01-23,133.86,46.001898489433835,0.0,122.7,76.11604200083126,0.0,96.29,141.6917637992044,0.0,0.0,29140,0,TLT,601.8560790614009,0.0,96.29,GLD,169.76796281738908,0.0,87.89,0.0,72873,0,102013,36.03
2008-01-24,134.99,46.001898489433835,0.0,123.43,76.11604200083126,0.0,94.36,141.6917637992044,0.0,0.0,28974,0,TLT,601.8560790614009,0.0,94.36,GLD,169.76796281738908,0.0,90.08,0.0,72083,0,101057,36.15
2008-01-25,133.04,46.001898489433835,0.0,122.19,76.11604200083126,0.0,95.95,141.6917637992044,0.0,0.0,29016,0,TLT,601.8560790614009,0.0,95.95,GLD,169.76796281738908,0.0,90.3,0.0,73078,0,102094,36.62
2008-01-28,135.24,46.001898489433835,0.0,123.53,76.11604200083126,0.0,95.59,141.6917637992044,0.0,0.0,29168,0,TLT,601.8560790614009,0.0,95.59,GLD,169.76796281738908,0.0,91.75,0.0,73107,0,102275,36.08
2008-01-29,135.91,46.001898489433835,0.0,124.54,76.11604200083126,0.0,94.94,141.6917637992044,0.0,0.0,29183,0,TLT,601.8560790614009,0.0,94.94,GLD,169.76796281738908,0.0,91.15,0.0,72614,0,101797,35.7
2008-01-30,134.91,46.001898489433835,0.0,123.78,76.11604200083126,0.0,94.32,141.6917637992044,0.0,0.0,28992,0,TLT,601.8560790614009,0.0,94.32,GLD,169.76796281738908,0.0,92.06,0.0,72395,0,101387,36.41
2008-01-31,137.37,36.47457513599288,0.0,126.0,59.64895698132549,0.0,94.99,190.46044073102675,0.0,0.0,30618,0,TLT,601.7056605757241,0.0,94.99,GLD,156.33484873656462,0.0,91.4,0.0,71445,0,102063,36.62
2008-02-01,139.58,36.47457513599288,0.0,127.43,59.64895698132549,0.0,95.23,190.46044073102675,0.329,0.0,30829,0,TLT,601.7056605757241,0.329,95.23,GLD,156.33484873656462,0.0,89.35,0.0,71268,0,102097,36.59
2008-02-04,137.82,36.47457513599288,0.0,126.03,59.64895698132549,0.0,94.25,190.46044073102675,0.0,0.0,30495,0,TLT,601.7056605757241,0.0,94.25,GLD,156.33484873656462,0.0,89.1,0.0,70640,0,101135,36.35
2008-02-05,134.13,36.47457513599288,0.0,122.96,59.64895698132549,0.0,94.97,190.46044073102675,0.0,0.0,30314,0,TLT,601.7056605757241,0.0,94.97,GLD,156.33484873656462,0.0,87.68,0.0,70851,0,101165,37.11
2008-02-06,133.05,36.47457513599288,0.0,122.26,59.64895698132549,0.0,94.68,190.46044073102675,0.0,0.0,30178,0,TLT,601.7056605757241,0.0,94.68,GLD,156.33484873656462,0.0,88.95,0.0,70875,0,101053,37.1
2008-02-07,133.93,36.47457513599288,0.0,122.73,59.64895698132549,0.0,92.64,190.46044073102675,0.0,0.0,29850,0,TLT,601.7056605757241,0.0,92.64,GLD,156.33484873656462,0.0,89.85,0.0,69788,0,99638,36.48
2008-02-08,133.07,36.47457513599288,0.0,121.75,59.64895698132549,0.0,93.7,190.46044073102675,0.0,0.0,29962,0,TLT,601.7056605757241,0.0,93.7,GLD,156.33484873656462,0.0,91.0,0.0,70606,0,100568,36.89
2008-02-11,133.75,36.47457513599288,0.0,122.32,59.64895698132549,0.0,94.09,190.46044073102675,0.0,0.0,30095,0,TLT,601.7056605757241,0.0,94.09,GLD,156.33484873656462,0.0,91.33,0.0,70892,0,100987,37.12
2008-02-12,134.99,36.47457513599288,0.0,123.77,59.64895698132549,0.0,93.53,190.46044073102675,0.0,0.0,30120,0,TLT,601.7056605757241,0.0,93.53,GLD,156.33484873656462,0.0,89.33,0.0,70242,0,100362,36.95
2008-02-13,136.37,36.47457513599288,0.0,125.26,59.64895698132549,0.0,92.54,190.46044073102675,0.0,0.0,30070,0,TLT,601.7056605757241,0.0,92.54,GLD,156.33484873656462,0.0,89.44,0.0,69664,0,99734,36.71
2008-02-14,135.17,36.47457513599288,0.0,124.01,59.64895698132549,0.0,91.18,190.46044073102675,0.0,0.0,29693,0,TLT,601.7056605757241,0.0,91.18,GLD,156.33484873656462,0.0,89.71,0.0,68888,0,98581,36.48
2008-02-15,135.14,36.47457513599288,0.0,123.33,59.64895698132549,0.235,91.88,190.46044073102675,0.0,0.0,29785,0,TLT,601.7056605757241,0.0,91.88,GLD,156.33484873656462,0.0,89.15,0.0,69221,0,99006,36.53
2008-02-19,135.52,36.47457513599288,0.0,123.68,59.64895698132549,0.0,90.95,190.46044073102675,0.0,0.0,29642,0,TLT,601.7056605757241,0.0,90.95,GLD,156.33484873656462,0.0,91.58,0.0,69042,0,98684,36.79
2008-02-20,135.92,36.47457513599288,0.0,124.09,59.64895698132549,0.0,91.58,190.46044073102675,0.0,0.0,29801,0,TLT,601.7056605757241,0.0,91.58,GLD,156.33484873656462,0.0,93.24,0.0,69680,0,99481,36.53
2008-02-21,134.79,36.47457513599288,0.0,123.2,59.64895698132549,0.0,92.55,190.46044073102675,0.0,0.0,29892,0,TLT,601.7056605757241,0.0,92.55,GLD,156.33484873656462,0.0,93.25,0.0,70266,0,100158,36.77
2008-02-22,135.62,36.47457513599288,0.0,123.8,59.64895698132549,0.0,92.02,190.46044073102675,0.0,0.0,29857,0,TLT,601.7056605757241,0.0,92.02,GLD,156.33484873656462,0.0,93.39,0.0,69969,0,99826,37.7
2008-02-25,137.33,36.47457513599288,0.0,125.57,59.64895698132549,0.0,91.08,190.46044073102675,0.0,0.0,29846,0,TLT,601.7056605757241,0.0,91.08,GLD,156.33484873656462,0.0,92.74,0.0,69301,0,99147,38.59
2008-02-26,138.36,36.47457513599288,0.0,126.81,59.64895698132549,0.0,91.11,190.46044073102675,0.0,0.0,29963,0,TLT,601.7056605757241,0.0,91.11,GLD,156.33484873656462,0.0,93.71,0.0,69471,0,99434,38.73
2008-02-27,138.22,36.47457513599288,0.0,126.83,59.64895698132549,0.0,91.19,190.46044073102675,0.0,0.0,29974,0,TLT,601.7056605757241,0.0,91.19,GLD,156.33484873656462,0.0,94.78,0.0,69686,0,99660,38.79
2008-02-28,136.87,36.47457513599288,0.0,125.84,59.64895698132549,0.0,92.81,190.46044073102675,0.0,0.0,30175,0,TLT,601.7056605757241,0.0,92.81,GLD,156.33484873656462,0.0,95.99,0.0,70850,0,101025,38.42
2008-02-29,133.82,46.52961717011547,0.0,123.01,75.9278924848165,0.0,94.23,159.9934459621587,0.0,0.0,30642,0,TLT,607.0449208983251,0.0,94.23,GLD,148.68434938721452,0.0,96.18,0.0,71502,0,102144,38.43
2008-03-03,133.5,46.52961717011547,0.0,122.5,75.9278924848165,0.0,93.64,159.9934459621587,0.348,0.0,30494,0,TLT,607.0449208983251,0.348,93.64,GLD,148.68434938721452,0.0,97.24,0.0,71301,0,101795,38.14
2008-03-04,132.99,46.52961717011547,0.0,122.4,75.9278924848165,0.0,92.73,159.9934459621587,0.0,0.0,30317,0,TLT,607.0449208983251,0.0,92.73,GLD,148.68434938721452,0.0,95.18,0.0,70443,0,100760,38.25
2008-03-05,133.83,46.52961717011547,0.0,122.87,75.9278924848165,0.0,91.62,159.9934459621587,0.0,0.0,30214,0,TLT,607.0449208983251,0.0,91.62,GLD,148.68434938721452,0.0,97.72,0.0,70146,0,100360,38.32
2008-03-06,131.06,46.52961717011547,0.0,120.8,75.9278924848165,0.0,92.11,159.9934459621587,0.0,0.0,30007,0,TLT,607.0449208983251,0.0,92.11,GLD,148.68434938721452,0.0,96.5,0.0,70262,0,100269,38.61
2008-03-07,129.71,46.52961717011547,0.0,118.93,75.9278924848165,0.0,92.23,159.9934459621587,0.0,0.0,29821,0,TLT,607.0449208983251,0.0,92.23,GLD,148.68434938721452,0.0,96.09,0.0,70274,0,100095,38.73
2008-03-10,128.0,46.52961717011547,0.0,117.98,75.9278924848165,0.0,93.59,159.9934459621587,0.0,0.0,29887,0,TLT,607.0449208983251,0.0,93.59,GLD,148.68434938721452,0.0,95.87,0.0,71067,0,100954,38.91
2008-03-11,132.6,46.52961717011547,0.0,122.06,75.9278924848165,0.0,92.79,159.9934459621587,0.0,0.0,30283,0,TLT,607.0449208983251,0.0,92.79,GLD,148.68434938721452,0.0,95.99,0.0,70599,0,100882,38.87
2008-03-12,131.36,46.52961717011547,0.0,121.4,75.9278924848165,0.0,94.58,159.9934459621587,0.0,0.0,30461,0,TLT,607.0449208983251,0.0,94.58,GLD,148.68434938721452,0.0,97.01,0.0,71838,0,102299,39.08
2008-03-13,131.65,46.52961717011547,0.0,121.51,75.9278924848165,0.0,93.84,159.9934459621587,0.0,0.0,30365,0,TLT,607.0449208983251,0.0,93.84,GLD,148.68434938721452,0.0,98.34,0.0,71586,0,101951,39.46
2008-03-14,129.61,46.52961717011547,0.0,120.02,75.9278924848165,0.0,95.0,159.9934459621587,0.0,0.0,30342,0,TLT,607.0449208983251,0.0,95.0,GLD,148.68434938721452,0.0,98.71,0.0,72345,0,102687,38.67
2008-03-17,128.3,46.52961717011547,0.0,120.09,75.9278924848165,0.0,95.73,159.9934459621587,0.0,0.0,30404,0,TLT,607.0449208983251,0.0,95.73,GLD,148.68434938721452,0.0,99.17,0.0,72857,0,103261,38.49
2008-03-18,133.63,46.52961717011547,0.0,124.05,75.9278924848165,0.0,95.36,159.9934459621587,0.0,0.0,30893,0,TLT,607.0449208983251,0.0,95.36,GLD,148.68434938721452,0.0,96.5,0.0,72235,0,103128,38.72
2008-03-19,130.32,46.52961717011547,0.0,121.44,75.9278924848165,0.0,96.94,159.9934459621587,0.0,0.0,30794,0,TLT,607.0449208983251,0.0,96.94,GLD,148.68434938721452,0.0,93.04,0.0,72680,0,103474,38.96
2008-03-20,132.08,46.52961717011547,0.642,123.11,75.9278924848165,0.29600000000000004,97.18,159.9934459621587,0.0,0.0,31041,0,TLT,607.0449208983251,0.0,97.18,GLD,148.68434938721452,0.0,89.91,0.0,72360,0,103401,39.68
2008-03-24,134.72,46.52961717011547,0.0,125.34,75.9278924848165,0.0,95.3,159.9934459621587,0.0,0.0,31032,0,TLT,607.0449208983251,0.0,95.3,GLD,148.68434938721452,0.0,90.1,0.0,71247,0,102279,39.95
2008-03-25,134.85,46.52961717011547,0.0,125.13,75.9278924848165,0.0,95.7,159.9934459621587,0.0,0.0,31086,0,TLT,607.0449208983251,0.0,95.7,GLD,148.68434938721452,0.0,92.73,0.0,71881,0,102967,39.99
2008-03-26,133.2,46.52961717011547,0.0,123.92,75.9278924848165,0.0,95.3,159.9934459621587,0.0,0.0,30854,0,TLT,607.0449208983251,0.0,95.3,GLD,148.68434938721452,0.0,93.8,0.0,71797,0,102651,40.133
2008-03-27,132.78,46.52961717011547,0.0,123.15,75.9278924848165,0.0,94.63,159.9934459621587,0.0,0.0,30668,0,TLT,607.0449208983251,0.0,94.63,GLD,148.68434938721452,0.0,93.46,0.0,71340,0,102008,40.143
2008-03-28,131.51,46.52961717011547,0.0,122.23,75.9278924848165,0.0,95.55,159.9934459621587,0.0,0.0,30687,0,TLT,607.0449208983251,0.0,95.55,GLD,148.68434938721452,0.0,91.88,0.0,71664,0,102351,39.873000000000005
2008-03-31,131.97,33.482338201666,0.0,122.4,54.15029623129731,0.0,95.89,206.13493261135335,0.0,0.0,30812,0,TLT,599.8507285014392,0.0,95.89,GLD,159.05233479704404,0.0,90.41,0.0,71899,0,102711,40.453
2008-04-01,136.61,33.482338201666,0.0,126.07,54.15029623129731,0.0,93.93,206.13493261135335,0.406,0.0,30763,0,TLT,599.8507285014392,0.406,93.93,GLD,159.05233479704404,0.0,86.86,0.0,70159,0,100922,40.203
2008-04-02,136.7,33.482338201666,0.0,126.19,54.15029623129731,0.0,94.13,206.13493261135335,0.0,0.0,30813,0,TLT,599.8507285014392,0.0,94.13,GLD,159.05233479704404,0.0,89.27,0.0,70662,0,101475,39.893
2008-04-03,137.04,33.482338201666,0.0,126.33,54.15029623129731,0.0,94.34,206.13493261135335,0.0,0.0,30875,0,TLT,599.8507285014392,0.0,94.34,GLD,159.05233479704404,0.0,89.42,0.0,70812,0,101687,40.593
2008-04-04,136.89,33.482338201666,0.0,126.1,54.15029623129731,0.0,95.2,206.13493261135335,0.0,0.0,31035,0,TLT,599.8507285014392,0.0,95.2,GLD,159.05233479704404,0.0,90.25,0.0,71460,0,102495,40.793000000000006
2008-04-07,136.96,33.482338201666,0.0,126.05,54.15029623129731,0.0,94.7,206.13493261135335,0.0,0.0,30932,0,TLT,599.8507285014392,0.0,94.7,GLD,159.05233479704404,0.0,91.17,0.0,71306,0,102238,40.743
2008-04-08,136.82,33.482338201666,0.0,126.13,54.15029623129731,0.0,94.37,206.13493261135335,0.0,0.0,30863,0,TLT,599.8507285014392,0.0,94.37,GLD,159.05233479704404,0.0,90.35,0.0,70978,0,101841,40.853
2008-04-09,135.83,33.482338201666,0.0,125.65,54.15029623129731,0.0,95.35,206.13493261135335,0.0,0.0,31006,0,TLT,599.8507285014392,0.0,95.35,GLD,159.05233479704404,0.0,92.29,0.0,71874,0,102880,40.673
2008-04-10,136.02,33.482338201666,0.0,125.95,54.15029623129731,0.0,95.03,206.13493261135335,0.0,0.0,30963,0,TLT,599.8507285014392,0.0,95.03,GLD,159.05233479704404,0.0,91.77,0.0,71600,0,102563,40.163000000000004
2008-04-11,133.38,33.482338201666,0.0,123.34,54.15029623129731,0.0,95.67,206.13493261135335,0.0,0.0,30865,0,TLT,599.8507285014392,0.0,95.67,GLD,159.05233479704404,0.0,91.3,0.0,71909,0,102774,40.333000000000006
2008-04-14,132.93,33.482338201666,0.0,123.17,54.15029623129731,0.0,95.11,206.13493261135335,0.0,0.0,30725,0,TLT,599.8507285014392,0.0,95.11,GLD,159.05233479704404,0.0,91.11,0.0,71543,0,102268,41.323
2008-04-15,133.24,33.482338201666,0.0,123.48,54.15029623129731,0.0,93.93,206.13493261135335,0.0,0.0,30509,0,TLT,599.8507285014392,0.0,93.93,GLD,159.05233479704404,0.0,91.66,0.0,70922,0,101431,41.523
2008-04-16,136.85,33.482338201666,0.0,126.64,54.15029623129731,0.0,93.01,206.13493261135335,0.0,0.0,30612,0,TLT,599.8507285014392,0.0,93.01,GLD,159.05233479704404,0.0,93.27,0.0,70626,0,101238,41.433
2008-04-17,137.05,33.482338201666,0.0,126.7,54.15029623129731,0.0,92.85,206.13493261135335,0.0,0.0,30589,0,TLT,599.8507285014392,0.0,92.85,GLD,159.05233479704404,0.0,92.56,0.0,70418,0,101007,41.573
2008-04-18,138.48,33.482338201666,0.0,127.86,54.15029623129731,0.156,92.77,206.13493261135335,0.0,0.0,30683,0,TLT,599.8507285014392,0.0,92.77,GLD,159.05233479704404,0.0,90.62,0.0,70061,0,100744,41.643
2008-04-21,138.55,33.482338201666,0.0,128.03,54.15029623129731,0.0,93.14,206.13493261135335,0.0,0.0,30771,0,TLT,599.8507285014392,0.0,93.14,GLD,159.05233479704404,0.0,90.25,0.0,70224,0,100995,41.563
2008-04-22,137.94,33.482338201666,0.0,127.37,54.15029623129731,0.0,93.46,206.13493261135335,0.0,0.0,30781,0,TLT,599.8507285014392,0.0,93.46,GLD,159.05233479704404,0.0,90.27,0.0,70419,0,101200,42.223000000000006
2008-04-23,137.72,33.482338201666,0.0,127.3,54.15029623129731,0.0,93.15,206.13493261135335,0.0,0.0,30705,0,TLT,599.8507285014392,0.0,93.15,GLD,159.05233479704404,0.0,89.22,0.0,70066,0,100771,42.453
2008-04-24,138.32,33.482338201666,0.0,128.1,54.15029623129731,0.0,92.36,206.13493261135335,0.0,0.0,30606,0,TLT,599.8507285014392,0.0,92.36,GLD,159.05233479704404,0.0,87.22,0.0,69274,0,99880,42.493
2008-04-25,139.6,33.482338201666,0.0,128.8,54.15029623129731,0.0,91.82,206.13493261135335,0.0,0.0,30576,0,TLT,599.8507285014392,0.0,91.82,GLD,159.05233479704404,0.0,87.27,0.0,68958,0,99534,42.023
2008-04-28,139.63,33.482338201666,0.0,128.79,54.15029623129731,0.0,92.1,206.13493261135335,0.0,0.0,30634,0,TLT,599.8507285014392,0.0,92.1,GLD,159.05233479704404,0.0,87.69,0.0,69193,0,99827,41.823
2008-04-29,139.08,33.482338201666,0.0,128.18,54.15029623129731,0.0,92.45,206.13493261135335,0.0,0.0,30654,0,TLT,599.8507285014392,0.0,92.45,GLD,159.05233479704404,0.0,85.81,0.0,69104,0,99758,41.923
2008-04-30,138.26,47.36287886142601,0.0,128.19,76.62522386357077,0.0,93.11,148.61352337240942,0.0,0.0,30208,0,TLT,454.21941310239316,0.0,93.11,SPY,203.92675420205327,0.0,138.26,0.0,70487,0,100695,42.023
2008-05-01,141.12,47.36287886142601,0.0,129.96,76.62522386357077,0.0,92.78,148.61352337240942,0.336,0.0,30430,0,TLT,454.21941310239316,0.336,92.78,SPY,203.92675420205327,0.0,141.12,0.0,70920,0,101350,42.453
2008-05-02,141.51,47.36287886142601,0.0,130.73,76.62522386357077,0.0,91.61,148.61352337240942,0.0,0.0,30334,0,TLT,454.21941310239316,0.0,91.61,SPY,203.92675420205327,0.0,141.51,0.0,70468,0,100802,42.163000000000004
2008-05-05,140.83,47.36287886142601,0.0,129.63,76.62522386357077,0.0,91.61,148.61352337240942,0.0,0.0,30217,0,TLT,454.21941310239316,0.0,91.61,SPY,203.92675420205327,0.0,140.83,0.0,70330,0,100547,42.453
2008-05-06,142.05,47.36287886142601,0.0,130.25,76.62522386357077,0.0,90.95,148.61352337240942,0.0,0.0,30224,0,TLT,454.21941310239316,0.0,90.95,SPY,203.92675420205327,0.0,142.05,0.0,70279,0,100503,42.843
2008-05-07,139.52,47.36287886142601,0.0,128.4,76.62522386357077,0.0,91.34,148.61352337240942,0.0,0.0,30021,0,TLT,454.21941310239316,0.0,91.34,SPY,203.92675420205327,0.0,139.52,0.0,69940,0,99961,42.233000000000004
2008-05-08,139.16,47.36287886142601,0.0,128.24,76.62522386357077,0.0,92.16,148.61352337240942,0.0,0.0,30113,0,TLT,454.21941310239316,0.0,92.16,SPY,203.92675420205327,0.0,139.16,0.0,70239,0,100352,42.503
2008-05-09,138.9,47.36287886142601,0.0,127.5,76.62522386357077,0.0,92.5,148.61352337240942,0.0,0.0,30095,0,TLT,454.21941310239316,0.0,92.5,SPY,203.92675420205327,0.0,138.9,0.0,70340,0,100435,42.603
2008-05-12,140.46,47.36287886142601,0.0,128.76,76.62522386357077,0.0,92.36,148.61352337240942,0.0,0.0,30244,0,TLT,454.21941310239316,0.0,92.36,SPY,203.92675420205327,0.0,140.46,0.0,70595,0,100839,42.023
2008-05-13,140.48,47.36287886142601,0.0,128.41,76.62522386357077,0.0,91.35,148.61352337240942,0.0,0.0,30068,0,TLT,454.21941310239316,0.0,91.35,SPY,203.92675420205327,0.0,140.48,0.0,70140,0,100208,42.063
2008-05-14,140.77,47.36287886142601,0.0,129.0,76.62522386357077,0.0,91.39,148.61352337240942,0.0,0.0,30133,0,TLT,454.21941310239316,0.0,91.39,SPY,203.92675420205327,0.0,140.77,0.0,70217,0,100350,41.953
2008-05-15,142.53,47.36287886142601,0.0,130.05,76.62522386357077,0.0,92.22,148.61352337240942,0.0,0.0,30420,0,TLT,454.21941310239316,0.0,92.22,SPY,203.92675420205327,0.0,142.53,0.0,70953,0,101373,42.563
2008-05-16,142.66,47.36287886142601,0.0,129.6,76.62522386357077,0.32799999999999996,91.84,148.61352337240942,0.0,0.0,30336,0,TLT,454.21941310239316,0.0,91.84,SPY,203.92675420205327,0.0,142.66,0.0,70807,0,101143,42.853
2008-05-19,143.05,47.36287886142601,0.0,130.23,76.62522386357077,0.0,91.96,148.61352337240942,0.0,0.0,30420,0,TLT,454.21941310239316,0.0,91.96,SPY,203.92675420205327,0.0,143.05,0.0,70941,0,101361,43.053000000000004
2008-05-20,141.89,47.36287886142601,0.0,128.31,76.62522386357077,0.0,92.44,148.61352337240942,0.0,0.0,30289,0,TLT,454.21941310239316,0.0,92.44,SPY,203.92675420205327,0.0,141.89,0.0,70923,0,101212,42.853
2008-05-21,139.49,47.36287886142601,0.0,126.06,76.62522386357077,0.0,92.46,148.61352337240942,0.0,0.0,30006,0,TLT,454.21941310239316,0.0,92.46,SPY,203.92675420205327,0.0,139.49,0.0,70442,0,100448,43.053000000000004
2008-05-22,139.51,47.36287886142601,0.0,126.02,76.62522386357077,0.0,91.37,148.61352337240942,0.0,0.0,29842,0,TLT,454.21941310239316,0.0,91.37,SPY,203.92675420205327,0.0,139.51,0.0,69951,0,99793,43.493
2008-05-23,137.64,47.36287886142601,0.0,124.61,76.62522386357077,0.0,91.77,148.61352337240942,0.0,0.0,29705,0,TLT,454.21941310239316,0.0,91.77,SPY,203.92675420205327,0.0,137.64,0.0,69752,0,99457,43.953
2008-05-27,138.66,47.36287886142601,0.0,125.43,76.62522386357077,0.0,91.15,148.61352337240942,0.0,0.0,29724,0,TLT,454.21941310239316,0.0,91.15,SPY,203.92675420205327,0.0,138.66,0.0,69678,0,99402,44.133
2008-05-28,139.3,47.36287886142601,0.0,125.84,76.62522386357077,0.0,90.34,148.61352337240942,0.0,0.0,29665,0,TLT,454.21941310239316,0.0,90.34,SPY,203.92675420205327,0.0,139.3,0.0,69441,0,99106,44.323
2008-05-29,140.0,47.36287886142601,0.0,126.23,76.62522386357077,0.0,89.69,148.61352337240942,0.0,0.0,29632,0,TLT,454.21941310239316,0.0,89.69,SPY,203.92675420205327,0.0,140.0,0.0,69288,0,98920,44.323
2008-05-30,140.35,54.57590793407202,0.0,126.13,91.09326106255855,0.0,90.28,118.71513441348957,0.0,0.0,29866,0,TLT,463.1739437716471,0.0,90.28,SPY,198.62412370836861,0.0,140.35,0.0,69692,0,99558,44.413000000000004
2008-06-02,138.9,54.57590793407202,0.0,125.16,91.09326106255855,0.0,90.3,118.71513441348957,0.327,0.0,29701,0,TLT,463.1739437716471,0.327,90.3,SPY,198.62412370836861,0.0,138.9,0.0,69413,0,99114,44.473000000000006
2008-06-03,138.09,54.57590793407202,0.0,123.96,91.09326106255855,0.0,90.95,118.71513441348957,0.0,0.0,29625,0,TLT,463.1739437716471,0.0,90.95,SPY,198.62412370836861,0.0,138.09,0.0,69553,0,99178,44.753
2008-06-04,138.02,54.57590793407202,0.0,123.99,91.09326106255855,0.0,90.14,118.71513441348957,0.0,0.0,29528,0,TLT,463.1739437716471,0.0,90.14,SPY,198.62412370836861,0.0,138.02,0.0,69164,0,98692,44.673
2008-06-05,140.78,54.57590793407202,0.0,126.11,91.09326106255855,0.0,89.6,118.71513441348957,0.0,0.0,29807,0,TLT,463.1739437716471,0.0,89.6,SPY,198.62412370836861,0.0,140.78,0.0,69462,0,99269,43.663000000000004
2008-06-06,136.29,54.57590793407202,0.0,122.12,91.09326106255855,0.0,90.76,118.71513441348957,0.0,0.0,29337,0,TLT,463.1739437716471,0.0,90.76,SPY,198.62412370836861,0.0,136.29,0.0,69108,0,98445,43.793000000000006
2008-06-09,136.62,54.57590793407202,0.0,122.96,91.09326106255855,0.0,90.76,118.71513441348957,0.0,0.0,29431,0,TLT,463.1739437716471,0.0,90.76,SPY,198.62412370836861,0.0,136.62,0.0,69173,0,98604,44.093
2008-06-10,135.94,54.57590793407202,0.0,122.96,91.09326106255855,0.0,90.17,118.71513441348957,0.0,0.0,29324,0,TLT,463.1739437716471,0.0,90.17,SPY,198.62412370836861,0.0,135.94,0.0,68765,0,98089,44.063
2008-06-11,133.94,54.57590793407202,0.0,121.05,91.09326106255855,0.0,89.96,118.71513441348957,0.0,0.0,29016,0,TLT,463.1739437716471,0.0,89.96,SPY,198.62412370836861,0.0,133.94,0.0,68270,0,97286,43.683
