Date,Ticker_1,Shares_1,Dividend_1,Price_1,Ticker_2,Shares_2,Dividend_2,Price_2,Ticker_3,Shares_3,Dividend_3,Price_3,Ticker_4,Shares_4,Dividend_4,Price_4,Cash,Capital,InOutCash,Bench
1999-03-31,QQQ,60.97674861825805,0.0,52.47,DIA,24.546803069053706,0.0,97.75,XLV,128.54617346938775,0.0,28.0,VUSTX,244.69430169420596,0.0,10.62,-1800.0000000000016,9996,0,52.47
1999-04-01,QQQ,60.97674861825805,0.0,53.56,DIA,24.546803069053706,0.0,98.27,XLV,128.54617346938775,0.0,28.0,VUSTX,244.69430169420596,0.0,10.56,-1800.0000000000016,10061,0,53.56
1999-04-05,QQQ,60.97674861825805,0.0,55.5,DIA,24.546803069053706,0.0,100.12,XLV,128.54617346938775,0.0,28.62,VUSTX,244.69430169420596,0.0,10.66,-1800.0000000000016,10329,0,55.5
1999-04-06,QQQ,60.97674861825805,0.0,55.61,DIA,24.546803069053706,0.0,99.62,XLV,128.54617346938775,0.0,28.66,VUSTX,244.69430169420596,0.0,10.74,-1800.0000000000016,10348,0,55.61
1999-04-07,QQQ,60.97674861825805,0.0,55.03,DIA,24.546803069053706,0.0,101.0,XLV,128.54617346938775,0.0,29.2,VUSTX,244.69430169420596,0.0,10.76,-1800.0000000000016,10421,0,55.03
1999-04-08,QQQ,60.97674861825805,0.0,55.47,DIA,24.546803069053706,0.0,102.06,XLV,128.54617346938775,0.0,29.5,VUSTX,244.69430169420596,0.0,10.86,-1800.0000000000016,10537,0,55.47
1999-04-09,QQQ,60.97674861825805,0.0,55.81,DIA,24.546803069053706,0.0,101.88,XLV,128.54617346938775,0.0,29.59,VUSTX,244.69430169420596,0.0,10.83,-1800.0000000000016,10557,0,55.81
1999-04-12,QQQ,60.97674861825805,0.0,55.44,DIA,24.546803069053706,0.0,103.52,XLV,128.54617346938775,0.0,30.34,VUSTX,244.69430169420596,0.0,10.85,-1800.0000000000016,10676,0,55.44
1999-04-13,QQQ,60.97674861825805,0.0,54.69,DIA,24.546803069053706,0.0,104.12,XLV,128.54617346938775,0.0,30.03,VUSTX,244.69430169420596,0.0,10.78,-1800.0000000000016,10588,0,54.69
1999-04-14,QQQ,60.97674861825805,0.0,52.81,DIA,24.546803069053706,0.0,104.34,XLV,128.54617346938775,0.0,29.75,VUSTX,244.69430169420596,0.0,10.78,-1800.0000000000016,10443,0,52.81
1999-04-15,QQQ,60.97674861825805,0.0,53.53,DIA,24.546803069053706,0.0,104.84,XLV,128.54617346938775,0.0,29.0,VUSTX,244.69430169420596,0.0,10.76,-1800.0000000000016,10398,0,53.53
1999-04-16,QQQ,60.97674861825805,0.0,51.97,DIA,24.546803069053706,0.018000000000000002,104.53,XLV,128.54617346938775,0.0,28.72,VUSTX,244.69430169420596,0.0,10.7,-1800.0000000000016,10244,0,51.97
1999-04-19,QQQ,60.97674861825805,0.0,49.53,DIA,24.546803069053706,0.0,104.38,XLV,128.54617346938775,0.0,27.94,VUSTX,244.69430169420596,0.0,10.74,-1800.0000000000016,10001,0,49.53
1999-04-20,QQQ,60.97674861825805,0.0,50.66,DIA,24.546803069053706,0.0,104.47,XLV,128.54617346938775,0.0,28.47,VUSTX,244.69430169420596,0.0,10.77,-1800.0000000000016,10148,0,50.66
1999-04-21,QQQ,60.97674861825805,0.0,53.16,DIA,24.546803069053706,0.0,106.5,XLV,128.54617346938775,0.0,29.12,VUSTX,244.69430169420596,0.0,10.76,-1800.0000000000016,10431,0,53.16
1999-04-22,QQQ,60.97674861825805,0.0,54.59,DIA,24.546803069053706,0.0,107.47,XLV,128.54617346938775,0.0,29.72,VUSTX,244.69430169420596,0.0,10.66,-1800.0000000000016,10595,0,54.59
1999-04-23,QQQ,60.97674861825805,0.0,55.31,DIA,24.546803069053706,0.0,107.09,XLV,128.54617346938775,0.0,30.39,VUSTX,244.69430169420596,0.0,10.67,-1800.0000000000016,10718,0,55.31
1999-04-26,QQQ,60.97674861825805,0.0,56.59,DIA,24.546803069053706,0.0,107.25,XLV,128.54617346938775,0.0,30.34,VUSTX,244.69430169420596,0.0,10.7,-1800.0000000000016,10801,0,56.59
1999-04-27,QQQ,60.97674861825805,0.0,55.72,DIA,24.546803069053706,0.0,108.38,XLV,128.54617346938775,0.0,30.38,VUSTX,244.69430169420596,0.0,10.73,-1800.0000000000016,10788,0,55.72
1999-04-28,QQQ,60.97674861825805,0.0,53.81,DIA,24.546803069053706,0.0,108.27,XLV,128.54617346938775,0.0,29.56,VUSTX,244.69430169420596,0.0,10.69,-1800.0000000000016,10554,0,53.81
1999-04-29,QQQ,60.97674861825805,0.0,53.38,DIA,24.546803069053706,0.0,108.78,XLV,128.54617346938775,0.0,29.22,VUSTX,244.69430169420596,0.0,10.76,-1800.0000000000016,10514,0,53.38
1999-04-30,QQQ,62.223430942095156,0.0,53.72,DIA,23.294759641860374,0.0,107.62,XLV,129.67148444777655,0.0,29.0,VUSTX,256.45865930548615,0.0,10.59,-1880.2365244927619,10445,0,53.72
1999-05-03,QQQ,62.223430942095156,0.0,53.44,DIA,23.294759641860374,0.0,110.22,XLV,129.67148444777655,0.0,29.56,VUSTX,256.45865930548615,0.0,10.6,-1880.2365244927619,10564,0,53.44
1999-05-04,QQQ,62.223430942095156,0.0,52.59,DIA,23.294759641860374,0.0,109.25,XLV,129.67148444777655,0.0,29.0,VUSTX,256.45865930548615,0.0,10.54,-1880.2365244927619,10400,0,52.59
1999-05-05,QQQ,62.223430942095156,0.0,54.19,DIA,23.294759641860374,0.0,109.38,XLV,129.67148444777655,0.0,29.25,VUSTX,256.45865930548615,0.0,10.56,-1880.2365244927619,10540,0,54.19
1999-05-06,QQQ,62.223430942095156,0.0,52.22,DIA,23.294759641860374,0.0,109.5,XLV,129.67148444777655,0.0,29.38,VUSTX,256.45865930548615,0.0,10.45,-1880.2365244927619,10409,0,52.22
1999-05-07,QQQ,62.223430942095156,0.0,52.97,DIA,23.294759641860374,0.0,110.44,XLV,129.67148444777655,0.0,29.28,VUSTX,256.45865930548615,0.0,10.42,-1880.2365244927619,10457,0,52.97
1999-05-10,QQQ,62.223430942095156,0.0,53.5,DIA,23.294759641860374,0.0,110.0,XLV,129.67148444777655,0.0,29.22,VUSTX,256.45865930548615,0.0,10.46,-1880.2365244927619,10482,0,53.5
1999-05-11,QQQ,62.223430942095156,0.0,54.34,DIA,23.294759641860374,0.0,110.22,XLV,129.67148444777655,0.0,29.69,VUSTX,256.45865930548615,0.0,10.4,-1880.2365244927619,10585,0,54.34
1999-05-12,QQQ,62.223430942095156,0.0,55.47,DIA,23.294759641860374,0.0,110.16,XLV,129.67148444777655,0.0,29.97,VUSTX,256.45865930548615,0.0,10.42,-1880.2365244927619,10696,0,55.47
