Date,On_Price_DJIndex,On_Shares_DJIndex,On_Dividend_DJIndex,Off_Price_Treasures,Off_Shares_Treasures,Off_Dividend_Treasures,Cash,Capital,InOutCash,Bench
1900-01-31,66.13,52.505184372505454,0.0,112.06349209999999,58.241377589965495,0.0,0.0,9998,0,72.99878716699999
1900-02-01,67.34,52.505184372505454,0.205387,112.06349209999999,58.241377589965495,0.294166667,0.0,10062,0,74.414174167
1900-02-02,67.86,52.505184372505454,0.0,112.0796652,58.241377589965495,0.0,0.0,10090,0,74.934174167
1900-02-03,67.88,52.505184372505454,0.0,112.09584299999999,58.241377589965495,0.0,0.0,10092,0,74.95417416699999
1900-02-05,68.36,52.505184372505454,0.0,112.1120254,58.241377589965495,0.0,0.0,10118,0,75.434174167
1900-02-06,68.03,52.505184372505454,0.0,112.1282125,58.241377589965495,0.0,0.0,10102,0,75.104174167
1900-02-07,67.94,52.505184372505454,0.0,112.1444043,58.241377589965495,0.0,0.0,10098,0,75.014174167
1900-02-08,67.46,52.505184372505454,0.0,112.1606008,58.241377589965495,0.0,0.0,10074,0,74.53417416699999
1900-02-09,66.86,52.505184372505454,0.0,112.176802,58.241377589965495,0.0,0.0,10043,0,73.934174167
1900-02-10,66.66,52.505184372505454,0.0,112.1930078,58.241377589965495,0.0,0.0,10034,0,73.73417416699999
1900-02-13,67.39,52.505184372505454,0.0,112.20921829999999,58.241377589965495,0.0,0.0,10073,0,74.464174167
1900-02-14,66.9,52.505184372505454,0.0,112.2254335,58.241377589965495,0.0,0.0,10048,0,73.974174167
1900-02-15,67.08,52.505184372505454,0.0,112.2416534,58.241377589965495,0.0,0.0,10059,0,74.154174167
1900-02-16,66.4,52.505184372505454,0.0,112.257878,58.241377589965495,0.0,0.0,10024,0,73.474174167
1900-02-17,65.81,52.505184372505454,0.0,112.27410729999998,58.241377589965495,0.0,0.0,9994,0,72.884174167
1900-02-19,66.25,52.505184372505454,0.0,112.2903412,58.241377589965495,0.0,0.0,10018,0,73.324174167
1900-02-20,66.16,52.505184372505454,0.0,112.30657990000002,58.241377589965495,0.0,0.0,10014,0,73.23417416699999
1900-02-21,65.59,52.505184372505454,0.0,112.3228233,58.241377589965495,0.0,0.0,9985,0,72.664174167
1900-02-23,64.52,52.505184372505454,0.0,112.3390713,58.241377589965495,0.0,0.0,9930,0,71.59417416699999
1900-02-24,64.12,52.505184372505454,0.0,112.35532409999999,58.241377589965495,0.0,0.0,9910,0,71.194174167
