Date,On_Price_DJIndex,On_Shares_DJIndex,On_Dividend_DJIndex,Off_Price_Treasures,Off_Shares_Treasures,Off_Dividend_Treasures,Cash,Capital,InOutCash,Bench
1900-04-19,62.38,97.55030010554154,0.0,112.62311000000001,32.67013665544927,0.0,0.0,9764,0,69.847040334
1900-04-20,62.2,97.55030010554154,0.0,112.6387347,32.67013665544927,0.0,0.0,9747,0,69.667040334
1900-04-21,60.47,97.55030010554154,0.0,112.6543638,32.67013665544927,0.0,0.0,9579,0,67.937040334
1900-04-23,61.19,97.55030010554154,0.0,112.66999720000001,32.67013665544927,0.0,0.0,9650,0,68.657040334
1900-04-24,61.69,97.55030010554154,0.0,112.685635,32.67013665544927,0.0,0.0,9699,0,69.157040334
1900-04-25,61.89,97.55030010554154,0.0,112.7012771,32.67013665544927,0.0,0.0,9719,0,69.357040334
1900-04-26,63.05,97.55030010554154,0.0,112.71692350000001,32.67013665544927,0.0,0.0,9833,0,70.517040334
1900-04-27,62.25,97.55030010554154,0.0,112.7325743,32.67013665544927,0.0,0.0,9755,0,69.717040334
1900-04-28,61.79,97.55030010554154,0.0,112.7482294,32.67013665544927,0.0,0.0,9711,0,69.257040334
1900-04-30,61.33,56.14052369987926,0.0,112.7638889,55.415960642452454,0.0,0.0,9692,0,68.797040334
1900-05-01,61.32,56.14052369987926,0.197757,112.7795527,55.415960642452454,0.294166667,0.0,9692,0,68.984797334
1900-05-02,61.05,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9677,0,68.714797334
1900-05-03,61.02,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9675,0,68.68479733400001
1900-05-04,61.18,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9684,0,68.844797334
1900-05-05,61.36,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9694,0,69.024797334
1900-05-07,60.62,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9653,0,68.284797334
1900-05-08,59.26,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9576,0,66.924797334
1900-05-09,59.94,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9614,0,67.604797334
1900-05-10,60.1,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9623,0,67.76479733400001
1900-05-11,58.62,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9540,0,66.284797334
1900-05-12,58.12,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9512,0,65.784797334
1900-05-14,57.55,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9480,0,65.214797334
1900-05-15,56.62,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9428,0,64.284797334
1900-05-16,57.12,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9456,0,64.784797334
1900-05-17,56.76,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9436,0,64.424797334
1900-05-18,57.76,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9492,0,65.424797334
1900-05-19,58.18,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9516,0,65.844797334
1900-05-21,57.4,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9472,0,65.064797334
1900-05-22,58.1,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9511,0,65.76479733400001
1900-05-23,58.35,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9525,0,66.01479733400001
1900-05-24,57.51,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9478,0,65.174797334
1900-05-25,57.26,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9464,0,64.924797334
1900-05-26,57.55,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9480,0,65.214797334
1900-05-28,57.67,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9487,0,65.334797334
1900-05-29,58.01,56.14052369987926,0.0,112.7795527,55.415960642452454,0.0,0.0,9506,0,65.674797334
1900-05-31,59.1,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9591,0,66.76479733400001
1900-06-01,59.38,80.95346189076798,0.1974385,112.7795527,42.62214054341223,0.294166667,0.0,9613,0,67.242235834
1900-06-02,58.8,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9566,0,66.662235834
1900-06-04,57.97,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9499,0,65.832235834
1900-06-05,57.48,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9460,0,65.342235834
1900-06-06,56.98,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9419,0,64.842235834
1900-06-07,57.56,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9466,0,65.422235834
1900-06-08,56.62,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9390,0,64.482235834
1900-06-09,56.41,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9373,0,64.272235834
1900-06-11,56.03,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9342,0,63.892235834000005
1900-06-12,56.15,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9352,0,64.012235834
1900-06-13,57.12,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9430,0,64.982235834
1900-06-14,56.51,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9381,0,64.372235834
1900-06-15,56.17,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9354,0,64.032235834
1900-06-16,55.42,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9293,0,63.282235834000005
1900-06-18,54.96,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9256,0,62.822235834
1900-06-19,55.08,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9265,0,62.942235834
1900-06-20,54.39,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9209,0,62.252235834000004
1900-06-21,54.65,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9231,0,62.512235833999995
1900-06-22,54.11,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9187,0,61.972235834
1900-06-23,53.68,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9152,0,61.542235833999996
1900-06-25,53.68,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9152,0,61.542235833999996
1900-06-26,54.0,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9178,0,61.862235834
1900-06-27,54.11,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9187,0,61.972235834
1900-06-28,54.75,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9239,0,62.612235834
1900-06-29,54.83,80.95346189076798,0.0,112.7795527,42.62214054341223,0.0,0.0,9245,0,62.692235834
1900-06-30,54.93,124.49786851303583,0.0,112.7795527,21.631411370547283,0.0,0.0,9278,0,62.792235833999996
1900-07-02,55.48,124.49786851303583,0.182159333,112.7795527,21.631411370547283,0.294166667,0.0,9346,0,63.524395166999994
1900-07-03,55.67,124.49786851303583,0.0,112.79396729999999,21.631411370547283,0.0,0.0,9370,0,63.714395167
1900-07-05,56.51,124.49786851303583,0.0,112.8083855,21.631411370547283,0.0,0.0,9475,0,64.554395167
1900-07-06,56.13,124.49786851303583,0.0,112.8228075,21.631411370547283,0.0,0.0,9428,0,64.174395167
1900-07-07,56.03,124.49786851303583,0.0,112.8372331,21.631411370547283,0.0,0.0,9416,0,64.074395167
1900-07-09,55.76,124.49786851303583,0.0,112.85166240000001,21.631411370547283,0.0,0.0,9383,0,63.804395166999996
1900-07-10,56.91,124.49786851303583,0.0,112.86609540000002,21.631411370547283,0.0,0.0,9526,0,64.954395167
1900-07-11,56.77,124.49786851303583,0.0,112.8805321,21.631411370547283,0.0,0.0,9509,0,64.814395167
1900-07-12,56.71,124.49786851303583,0.0,112.89497250000001,21.631411370547283,0.0,0.0,9502,0,64.754395167
1900-07-13,55.98,124.49786851303583,0.0,112.9094166,21.631411370547283,0.0,0.0,9411,0,64.024395167
1900-07-14,55.88,124.49786851303583,0.0,112.92386440000001,21.631411370547283,0.0,0.0,9399,0,63.924395167
1900-07-16,56.22,124.49786851303583,0.0,112.93831580000001,21.631411370547283,0.0,0.0,9442,0,64.264395167
1900-07-17,56.75,124.49786851303583,0.0,112.952771,21.631411370547283,0.0,0.0,9508,0,64.794395167
1900-07-18,56.61,124.49786851303583,0.0,112.9672299,21.631411370547283,0.0,0.0,9491,0,64.654395167
1900-07-19,57.27,124.49786851303583,0.0,112.98169250000001,21.631411370547283,0.0,0.0,9573,0,65.314395167
1900-07-20,58.35,124.49786851303583,0.0,112.9961588,21.631411370547283,0.0,0.0,9708,0,66.394395167
1900-07-21,58.41,124.49786851303583,0.0,113.01062879999999,21.631411370547283,0.0,0.0,9716,0,66.454395167
1900-07-23,59.02,124.49786851303583,0.0,113.02510249999999,21.631411370547283,0.0,0.0,9792,0,67.064395167
1900-07-24,58.35,124.49786851303583,0.0,113.0395799,21.631411370547283,0.0,0.0,9709,0,66.394395167
1900-07-25,58.18,124.49786851303583,0.0,113.054061,21.631411370547283,0.0,0.0,9688,0,66.224395167
1900-07-26,57.93,124.49786851303583,0.0,113.06854579999998,21.631411370547283,0.0,0.0,9657,0,65.974395167
1900-07-27,58.03,124.49786851303583,0.0,113.0830343,21.631411370547283,0.0,0.0,9670,0,66.074395167
1900-07-28,57.7,124.49786851303583,0.0,113.09752659999998,21.631411370547283,0.0,0.0,9629,0,65.74439516700001
1900-07-30,57.13,124.49786851303583,0.0,113.1120226,21.631411370547283,0.0,0.0,9559,0,65.174395167
1900-07-31,56.8,110.32180346022793,0.0,113.12652220000001,28.970433191778174,0.0,0.0,9543,0,64.844395167
1900-08-01,57.06,110.32180346022793,0.1906755,113.1410256,28.970433191778174,0.294166667,0.0,9572,0,65.295070667
1900-08-02,57.21,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9589,0,65.445070667
1900-08-03,57.29,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9598,0,65.525070667
1900-08-04,57.7,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9643,0,65.935070667
1900-08-06,57.57,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9628,0,65.805070667
1900-08-07,57.71,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9644,0,65.945070667
1900-08-08,57.88,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9663,0,66.115070667
1900-08-09,57.74,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9647,0,65.975070667
1900-08-10,58.0,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9676,0,66.235070667
1900-08-11,58.09,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9686,0,66.325070667
1900-08-13,58.5,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9731,0,66.735070667
1900-08-14,58.77,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9761,0,67.005070667
1900-08-15,58.9,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9775,0,67.135070667
1900-08-16,58.86,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9771,0,67.095070667
1900-08-17,58.84,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9769,0,67.075070667
1900-08-18,58.69,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9752,0,66.925070667
1900-08-20,58.8,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9764,0,67.035070667
1900-08-21,58.55,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9737,0,66.785070667
1900-08-22,58.65,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9748,0,66.885070667
1900-08-23,58.42,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9722,0,66.655070667
1900-08-24,58.3,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9709,0,66.535070667
1900-08-25,58.17,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9695,0,66.405070667
1900-08-27,58.22,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9700,0,66.455070667
1900-08-28,57.79,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9653,0,66.025070667
1900-08-29,58.43,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9723,0,66.665070667
1900-08-30,58.39,110.32180346022793,0.0,113.1410256,28.970433191778174,0.0,0.0,9719,0,66.625070667
1900-08-31,57.81,167.46151188649313,0.0,113.1410256,0.0,0.0,0.0,9680,0,66.045070667
1900-09-04,58.55,167.46151188649313,0.206876667,113.1410256,0.0,0.294166667,0.0,9804,0,66.991947334
1900-09-05,58.58,167.46151188649313,0.0,113.15679440000001,0.0,0.0,0.0,9809,0,67.021947334
1900-09-06,58.5,167.46151188649313,0.0,113.1725676,0.0,0.0,0.0,9796,0,66.94194733399999
1900-09-07,58.32,167.46151188649313,0.0,113.1883452,0.0,0.0,0.0,9766,0,66.761947334
1900-09-08,57.88,167.46151188649313,0.0,113.20412720000002,0.0,0.0,0.0,9692,0,66.321947334
1900-09-10,58.07,167.46151188649313,0.0,113.2199135,0.0,0.0,0.0,9724,0,66.511947334
1900-09-11,58.1,167.46151188649313,0.0,113.23570430000001,0.0,0.0,0.0,9729,0,66.541947334
1900-09-12,58.25,167.46151188649313,0.0,113.25149950000001,0.0,0.0,0.0,9754,0,66.69194733399999
1900-09-13,58.2,167.46151188649313,0.0,113.26729909999999,0.0,0.0,0.0,9746,0,66.64194733400001
1900-09-14,57.47,167.46151188649313,0.0,113.28310309999999,0.0,0.0,0.0,9624,0,65.91194733399999
1900-09-15,56.56,167.46151188649313,0.0,113.2989115,0.0,0.0,0.0,9471,0,65.001947334
1900-09-17,56.67,167.46151188649313,0.0,113.31472439999999,0.0,0.0,0.0,9490,0,65.111947334
1900-09-18,56.63,167.46151188649313,0.0,113.3305416,0.0,0.0,0.0,9483,0,65.071947334
1900-09-19,55.63,167.46151188649313,0.0,113.3463633,0.0,0.0,0.0,9315,0,64.071947334
1900-09-20,54.37,167.46151188649313,0.0,113.3621893,0.0,0.0,0.0,9104,0,62.811947333999996
1900-09-21,54.37,167.46151188649313,0.0,113.37801979999999,0.0,0.0,0.0,9104,0,62.811947333999996
1900-09-22,53.43,167.46151188649313,0.0,113.3938547,0.0,0.0,0.0,8947,0,61.871947334
1900-09-24,52.96,167.46151188649313,0.0,113.40969409999998,0.0,0.0,0.0,8868,0,61.401947334
1900-09-25,53.13,167.46151188649313,0.0,113.4255379,0.0,0.0,0.0,8897,0,61.571947334
1900-09-26,53.25,167.46151188649313,0.0,113.4413861,0.0,0.0,0.0,8917,0,61.691947334
1900-09-27,54.53,167.46151188649313,0.0,113.4572387,0.0,0.0,0.0,9131,0,62.971947334
1900-09-28,54.14,167.46151188649313,0.0,113.47309569999999,0.0,0.0,0.0,9066,0,62.581947334
1900-09-29,54.27,80.89817319886053,0.0,113.48895719999999,41.65931204859722,0.0,0.0,9118,0,62.711947334
1900-10-01,54.96,80.89817319886053,0.196482,113.5048232,41.65931204859722,0.294166667,0.0,9174,0,63.598429334
1900-10-02,54.52,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9139,0,63.158429334000004
1900-10-03,54.74,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9156,0,63.378429334
1900-10-04,55.29,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9201,0,63.928429334
1900-10-05,55.7,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9234,0,64.338429334
1900-10-06,55.51,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9219,0,64.148429334
1900-10-08,55.38,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9208,0,64.018429334
1900-10-09,55.51,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9219,0,64.148429334
1900-10-10,54.9,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9169,0,63.538429334
1900-10-11,55.34,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9205,0,63.978429334
1900-10-12,56.09,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9266,0,64.728429334
1900-10-13,56.58,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9305,0,65.21842933399999
1900-10-15,57.9,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9412,0,66.538429334
1900-10-16,57.82,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9406,0,66.458429334
1900-10-17,57.89,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9411,0,66.528429334
1900-10-18,58.46,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9457,0,67.098429334
1900-10-19,58.73,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9479,0,67.368429334
1900-10-20,59.54,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9545,0,68.178429334
1900-10-22,60.63,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9633,0,69.268429334
1900-10-23,60.79,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9646,0,69.428429334
1900-10-24,60.79,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9646,0,69.428429334
1900-10-25,60.64,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9634,0,69.278429334
1900-10-26,60.5,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9622,0,69.138429334
1900-10-27,60.08,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9588,0,68.71842933399999
1900-10-29,59.31,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9526,0,67.948429334
1900-10-30,59.53,80.89817319886053,0.0,113.5048232,41.65931204859722,0.0,0.0,9544,0,68.168429334
1900-10-31,59.04,92.21143666063722,0.0,113.5048232,35.988185286064024,0.0,0.0,9528,0,67.678429334
1900-11-01,59.18,92.21143666063722,0.19825299999999998,113.5048232,35.988185286064024,0.294166667,0.0,9541,0,68.016682334
1900-11-02,59.39,92.21143666063722,0.0,113.52003219999999,35.988185286064024,0.0,0.0,9561,0,68.226682334
1900-11-03,59.8,92.21143666063722,0.0,113.5352452,35.988185286064024,0.0,0.0,9600,0,68.636682334
1900-11-05,60.87,92.21143666063722,0.0,113.5504624,35.988185286064024,0.0,0.0,9699,0,69.70668233399999
1900-11-07,62.9,92.21143666063722,0.0,113.56568359999999,35.988185286064024,0.0,0.0,9887,0,71.736682334
1900-11-08,63.76,92.21143666063722,0.0,113.580909,35.988185286064024,0.0,0.0,9966,0,72.596682334
1900-11-09,65.15,92.21143666063722,0.0,113.5961384,35.988185286064024,0.0,0.0,10095,0,73.98668233400001
1900-11-10,66.48,92.21143666063722,0.0,113.61137190000001,35.988185286064024,0.0,0.0,10218,0,75.316682334
1900-11-12,67.33,92.21143666063722,0.0,113.6266094,35.988185286064024,0.0,0.0,10297,0,76.166682334
1900-11-13,65.73,92.21143666063722,0.0,113.6418511,35.988185286064024,0.0,0.0,10150,0,74.566682334
1900-11-14,66.23,92.21143666063722,0.0,113.6570969,35.988185286064024,0.0,0.0,10197,0,75.066682334
1900-11-15,66.81,92.21143666063722,0.0,113.67234669999999,35.988185286064024,0.0,0.0,10251,0,75.646682334
1900-11-16,68.19,92.21143666063722,0.0,113.68760060000001,35.988185286064024,0.0,0.0,10379,0,77.026682334
1900-11-17,68.7,92.21143666063722,0.0,113.70285870000001,35.988185286064024,0.0,0.0,10426,0,77.536682334
1900-11-19,68.88,92.21143666063722,0.0,113.71812079999998,35.988185286064024,0.0,0.0,10444,0,77.716682334
1900-11-20,69.07,92.21143666063722,0.0,113.73338700000001,35.988185286064024,0.0,0.0,10462,0,77.906682334
