Date,On_Price_DJIndex,On_Shares_DJIndex,On_Dividend_DJIndex,Off_Price_Treasures,Off_Shares_Treasures,Off_Dividend_Treasures,Cash,Capital,InOutCash,Bench
1999-03-31,9786.16,0.5334763865348167,0.0,62.80021349,76.08596308210478,0.0,0.0,9998,0,55.81
1999-04-01,9832.5,0.5334763865348167,0.0,62.22457254,76.08596308210478,0.294166667,0.0,9979,0,55.44
1999-04-02,9832.5,0.5334763865348167,0.0,62.22457254,76.08596308210478,0.0,0.0,9979,0,54.69
1999-04-03,9832.5,0.5334763865348167,0.0,62.22457254,76.08596308210478,0.0,0.0,9979,0,52.81
1999-04-04,9832.5,0.5334763865348167,0.0,62.22457254,76.08596308210478,0.0,0.0,9979,0,53.53
1999-04-05,10007.33,0.5334763865348167,0.0,63.15977814,76.08596308210478,0.0,0.0,10144,0,51.97
1999-04-06,9963.49,0.5334763865348167,0.0,63.97245379,76.08596308210478,0.0,0.0,10182,0,49.53
1999-04-07,10085.31,0.5334763865348167,0.0,64.07696497,76.08596308210478,0.0,0.0,10255,0,50.66
1999-04-08,10197.7,0.5334763865348167,0.0,65.03316139,76.08596308210478,0.0,0.0,10388,0,53.16
1999-04-09,10173.83,0.5334763865348167,0.0,64.74688188,76.08596308210478,0.0,0.0,10353,0,54.59
1999-04-10,10173.83,0.5334763865348167,0.0,64.74688188,76.08596308210478,0.0,0.0,10353,0,55.31
1999-04-11,10173.83,0.5334763865348167,0.0,64.74688188,76.08596308210478,0.0,0.0,10353,0,56.59
1999-04-12,10339.51,0.5334763865348167,0.0,64.83011938,76.08596308210478,0.0,0.0,10448,0,55.72
1999-04-13,10395.01,0.5334763865348167,0.0,64.25191118,76.08596308210478,0.0,0.0,10434,0,53.81
1999-04-14,10411.66,0.5334763865348167,0.0,64.18181818,76.08596308210478,0.0,0.0,10437,0,53.38
1999-04-15,10462.72,0.5334763865348167,0.0,63.94927536,76.08596308210478,0.0,0.0,10447,0,53.72
1999-04-16,10493.89,0.5334763865348167,1.8070196230000002,63.43216532,76.08596308210478,0.0,0.0,10424,0,53.44
1999-04-17,10493.89,0.5334763865348167,0.0,63.43216532,76.08596308210478,0.0,0.0,10424,0,52.59
1999-04-18,10493.89,0.5334763865348167,0.0,63.43216532,76.08596308210478,0.0,0.0,10424,0,54.19
1999-04-19,10440.53,0.5334763865348167,0.0,63.71841155,76.08596308210478,0.0,0.0,10417,0,52.22
1999-04-20,10448.55,0.5334763865348167,0.0,64.07696497,76.08596308210478,0.0,0.0,10449,0,52.97
1999-04-21,10581.42,0.5334763865348167,0.0,64.25191118,76.08596308210478,0.0,0.0,10533,0,53.5
1999-04-22,10727.18,0.5334763865348167,0.0,63.05823508,76.08596308210478,0.0,0.0,10520,0,54.34
1999-04-23,10689.67,0.5334763865348167,0.0,63.15977814,76.08596308210478,0.0,0.0,10508,0,55.47
1999-04-24,10689.67,0.5334763865348167,0.0,63.15977814,76.08596308210478,0.0,0.0,10508,0,54.44
1999-04-25,10689.67,0.5334763865348167,0.0,63.15977814,76.08596308210478,0.0,0.0,10508,0,53.41
1999-04-26,10718.59,0.5334763865348167,0.0,63.43216532,76.08596308210478,0.0,0.0,10544,0,54.37
1999-04-27,10831.71,0.5334763865348167,0.0,63.69541682,76.08596308210478,0.0,0.0,10624,0,54.12
1999-04-28,10845.45,0.5334763865348167,0.0,63.32974525,76.08596308210478,0.0,0.0,10604,0,54.88
1999-04-29,10878.38,0.5334763865348167,0.0,63.99564902,76.08596308210478,0.0,0.0,10672,0,53.37
1999-04-30,10789.04,0.8960217611837176,0.0,62.22457254,13.544670643614715,0.0,0.0,10510,0,52.88
1999-05-01,10789.04,0.8960217611837176,0.0,62.22457254,13.544670643614715,0.294166667,0.0,10510,0,51.53
1999-05-02,10789.04,0.8960217611837176,0.0,62.22457254,13.544670643614715,0.0,0.0,10510,0,49.84
1999-05-03,11014.69,0.8960217611837176,0.0,62.36749117,13.544670643614715,0.0,0.0,10714,0,51.23
1999-05-04,10886.12,0.8960217611837176,0.0,61.74567081,13.544670643614715,0.0,0.0,10590,0,51.19
1999-05-05,10955.42,0.8960217611837176,0.0,61.94069135,13.544670643614715,0.0,0.0,10655,0,52.03
1999-05-06,10946.82,0.8960217611837176,0.0,60.9671848,13.544670643614715,0.0,0.0,10634,0,50.88
1999-05-07,11031.59,0.8960217611837176,0.0,60.72595906,13.544670643614715,0.0,0.0,10707,0,51.73
1999-05-08,11031.59,0.8960217611837176,0.0,60.72595906,13.544670643614715,0.0,0.0,10707,0,51.0
1999-05-09,11031.59,0.8960217611837176,0.0,60.72595906,13.544670643614715,0.0,0.0,10707,0,52.56
1999-05-10,11007.24,0.8960217611837176,0.0,61.07266436,13.544670643614715,0.0,0.0,10689,0,53.66
1999-05-11,11026.14,0.8960217611837176,0.0,60.47627206,13.544670643614715,0.0,0.0,10698,0,52.31
1999-05-12,11000.37,0.8960217611837176,0.0,60.62167268,13.544670643614715,0.0,0.0,10677,0,53.19
1999-05-13,11107.19,0.8960217611837176,0.0,61.51969327,13.544670643614715,0.0,0.0,10785,0,52.58
