Date,On_Ticker_SPY,On_Price_SPY,On_Shares_SPY,On_Dividend_SPY,On_Ticker_DIA,On_Price_DIA,On_Shares_DIA,On_Dividend_DIA,Off_Ticker_TLT,Off_Price_TLT,Off_Shares_TLT,Off_Dividend_TLT,Cash,Capital,InOutCash,Bench
2008-02-05,0,134.13,36.47457513599288,0.0,0,122.96,59.64895698132549,0.0,0,94.97,190.46044073102675,0.0,0.0,30314,0,43.89
2008-02-06,0,133.05,36.47457513599288,0.0,0,122.26,59.64895698132549,0.0,0,94.68,190.46044073102675,0.0,0.0,30178,0,43.03
2008-02-07,0,133.93,36.47457513599288,0.0,0,122.73,59.64895698132549,0.0,0,92.64,190.46044073102675,0.0,0.0,29850,0,43.33
2008-02-08,0,133.07,36.47457513599288,0.0,0,121.75,59.64895698132549,0.0,0,93.7,190.46044073102675,0.0,0.0,29962,0,43.82
2008-02-11,0,133.75,36.47457513599288,0.0,0,122.32,59.64895698132549,0.0,0,94.09,190.46044073102675,0.0,0.0,30095,0,44.29
2008-02-12,0,134.99,36.47457513599288,0.0,0,123.77,59.64895698132549,0.0,0,93.53,190.46044073102675,0.0,0.0,30120,0,44.04
2008-02-13,0,136.37,36.47457513599288,0.0,0,125.26,59.64895698132549,0.0,0,92.54,190.46044073102675,0.0,0.0,30070,0,45.0
2008-02-14,0,135.17,36.47457513599288,0.0,0,124.01,59.64895698132549,0.0,0,91.18,190.46044073102675,0.0,0.0,29693,0,44.19
2008-02-15,0,135.14,36.47457513599288,0.0,0,123.33,59.64895698132549,0.235,0,91.88,190.46044073102675,0.0,0.0,29785,0,44.04
2008-02-19,0,135.52,36.47457513599288,0.0,0,123.68,59.64895698132549,0.0,0,90.95,190.46044073102675,0.0,0.0,29642,0,43.96
2008-02-20,0,135.92,36.47457513599288,0.0,0,124.09,59.64895698132549,0.0,0,91.58,190.46044073102675,0.0,0.0,29801,0,44.16
2008-02-21,0,134.79,36.47457513599288,0.0,0,123.2,59.64895698132549,0.0,0,92.55,190.46044073102675,0.0,0.0,29892,0,43.74
2008-02-22,0,135.62,36.47457513599288,0.0,0,123.8,59.64895698132549,0.0,0,92.02,190.46044073102675,0.0,0.0,29857,0,43.9
2008-02-25,0,137.33,36.47457513599288,0.0,0,125.57,59.64895698132549,0.0,0,91.08,190.46044073102675,0.0,0.0,29846,0,44.12
2008-02-26,0,138.36,36.47457513599288,0.0,0,126.81,59.64895698132549,0.0,0,91.11,190.46044073102675,0.0,0.0,29963,0,44.29
2008-02-27,0,138.22,36.47457513599288,0.0,0,126.83,59.64895698132549,0.0,0,91.19,190.46044073102675,0.0,0.0,29974,0,44.51
2008-02-28,0,136.87,36.47457513599288,0.0,0,125.84,59.64895698132549,0.0,0,92.81,190.46044073102675,0.0,0.0,30175,0,44.339999999999996
2008-02-29,0,133.82,46.52961717011547,0.0,0,123.01,75.9278924848165,0.0,0,94.23,159.9934459621587,0.0,0.0,30642,0,43.17
2008-03-03,0,133.5,46.52961717011547,0.0,0,122.5,75.9278924848165,0.0,0,93.64,159.9934459621587,0.348,0.0,30494,0,42.89
2008-03-04,0,132.99,46.52961717011547,0.0,0,122.4,75.9278924848165,0.0,0,92.73,159.9934459621587,0.0,0.0,30317,0,43.129999999999995
2008-03-05,0,133.83,46.52961717011547,0.0,0,122.87,75.9278924848165,0.0,0,91.62,159.9934459621587,0.0,0.0,30214,0,43.339999999999996
2008-03-06,0,131.06,46.52961717011547,0.0,0,120.8,75.9278924848165,0.0,0,92.11,159.9934459621587,0.0,0.0,30007,0,42.39
2008-03-07,0,129.71,46.52961717011547,0.0,0,118.93,75.9278924848165,0.0,0,92.23,159.9934459621587,0.0,0.0,29821,0,42.29
2008-03-10,0,128.0,46.52961717011547,0.0,0,117.98,75.9278924848165,0.0,0,93.59,159.9934459621587,0.0,0.0,29887,0,41.48
2008-03-11,0,132.6,46.52961717011547,0.0,0,122.06,75.9278924848165,0.0,0,92.79,159.9934459621587,0.0,0.0,30283,0,43.05
2008-03-12,0,131.36,46.52961717011547,0.0,0,121.4,75.9278924848165,0.0,0,94.58,159.9934459621587,0.0,0.0,30461,0,42.93
2008-03-13,0,131.65,46.52961717011547,0.0,0,121.51,75.9278924848165,0.0,0,93.84,159.9934459621587,0.0,0.0,30365,0,43.26
2008-03-14,0,129.61,46.52961717011547,0.0,0,120.02,75.9278924848165,0.0,0,95.0,159.9934459621587,0.0,0.0,30342,0,42.47
2008-03-17,0,128.3,46.52961717011547,0.0,0,120.09,75.9278924848165,0.0,0,95.73,159.9934459621587,0.0,0.0,30404,0,41.699999999999996
2008-03-18,0,133.63,46.52961717011547,0.0,0,124.05,75.9278924848165,0.0,0,95.36,159.9934459621587,0.0,0.0,30893,0,43.55
2008-03-19,0,130.32,46.52961717011547,0.0,0,121.44,75.9278924848165,0.0,0,96.94,159.9934459621587,0.0,0.0,30794,0,42.48
2008-03-20,0,132.08,46.52961717011547,0.642,0,123.11,75.9278924848165,0.29600000000000004,0,97.18,159.9934459621587,0.0,0.0,31041,0,43.343
2008-03-24,0,134.72,46.52961717011547,0.0,0,125.34,75.9278924848165,0.0,0,95.3,159.9934459621587,0.0,0.0,31032,0,44.833
2008-03-25,0,134.85,46.52961717011547,0.0,0,125.13,75.9278924848165,0.0,0,95.7,159.9934459621587,0.0,0.0,31086,0,45.083
2008-03-26,0,133.2,46.52961717011547,0.0,0,123.92,75.9278924848165,0.0,0,95.3,159.9934459621587,0.0,0.0,30854,0,44.953
2008-03-27,0,132.78,46.52961717011547,0.0,0,123.15,75.9278924848165,0.0,0,94.63,159.9934459621587,0.0,0.0,30668,0,43.963
2008-03-28,0,131.51,46.52961717011547,0.0,0,122.23,75.9278924848165,0.0,0,95.55,159.9934459621587,0.0,0.0,30687,0,43.743
2008-03-31,0,131.97,33.482338201666,0.0,0,122.4,54.15029623129731,0.0,0,95.89,206.13493261135335,0.0,0.0,30812,0,43.973
2008-04-01,0,136.61,33.482338201666,0.0,0,126.07,54.15029623129731,0.0,0,93.93,206.13493261135335,0.406,0.0,30763,0,45.843
2008-04-02,0,136.7,33.482338201666,0.0,0,126.19,54.15029623129731,0.0,0,94.13,206.13493261135335,0.0,0.0,30813,0,45.743
2008-04-03,0,137.04,33.482338201666,0.0,0,126.33,54.15029623129731,0.0,0,94.34,206.13493261135335,0.0,0.0,30875,0,45.843
2008-04-04,0,136.89,33.482338201666,0.0,0,126.1,54.15029623129731,0.0,0,95.2,206.13493261135335,0.0,0.0,31035,0,46.113
2008-04-07,0,136.96,33.482338201666,0.0,0,126.05,54.15029623129731,0.0,0,94.7,206.13493261135335,0.0,0.0,30932,0,46.013
2008-04-08,0,136.82,33.482338201666,0.0,0,126.13,54.15029623129731,0.0,0,94.37,206.13493261135335,0.0,0.0,30863,0,45.663
2008-04-09,0,135.83,33.482338201666,0.0,0,125.65,54.15029623129731,0.0,0,95.35,206.13493261135335,0.0,0.0,31006,0,45.153
2008-04-10,0,136.02,33.482338201666,0.0,0,125.95,54.15029623129731,0.0,0,95.03,206.13493261135335,0.0,0.0,30963,0,45.793
2008-04-11,0,133.38,33.482338201666,0.0,0,123.34,54.15029623129731,0.0,0,95.67,206.13493261135335,0.0,0.0,30865,0,44.533
2008-04-14,0,132.93,33.482338201666,0.0,0,123.17,54.15029623129731,0.0,0,95.11,206.13493261135335,0.0,0.0,30725,0,44.333
2008-04-15,0,133.24,33.482338201666,0.0,0,123.48,54.15029623129731,0.0,0,93.93,206.13493261135335,0.0,0.0,30509,0,44.393
2008-04-16,0,136.85,33.482338201666,0.0,0,126.64,54.15029623129731,0.0,0,93.01,206.13493261135335,0.0,0.0,30612,0,45.623
2008-04-17,0,137.05,33.482338201666,0.0,0,126.7,54.15029623129731,0.0,0,92.85,206.13493261135335,0.0,0.0,30589,0,45.523
2008-04-18,0,138.48,33.482338201666,0.0,0,127.86,54.15029623129731,0.156,0,92.77,206.13493261135335,0.0,0.0,30683,0,46.963
2008-04-21,0,138.55,33.482338201666,0.0,0,128.03,54.15029623129731,0.0,0,93.14,206.13493261135335,0.0,0.0,30771,0,47.293
2008-04-22,0,137.94,33.482338201666,0.0,0,127.37,54.15029623129731,0.0,0,93.46,206.13493261135335,0.0,0.0,30781,0,46.593
2008-04-23,0,137.72,33.482338201666,0.0,0,127.3,54.15029623129731,0.0,0,93.15,206.13493261135335,0.0,0.0,30705,0,47.103
2008-04-24,0,138.32,33.482338201666,0.0,0,128.1,54.15029623129731,0.0,0,92.36,206.13493261135335,0.0,0.0,30606,0,47.523
2008-04-25,0,139.6,33.482338201666,0.0,0,128.8,54.15029623129731,0.0,0,91.82,206.13493261135335,0.0,0.0,30576,0,47.403
2008-04-28,0,139.63,33.482338201666,0.0,0,128.79,54.15029623129731,0.0,0,92.1,206.13493261135335,0.0,0.0,30634,0,47.493
2008-04-29,0,139.08,33.482338201666,0.0,0,128.18,54.15029623129731,0.0,0,92.45,206.13493261135335,0.0,0.0,30654,0,47.853
2008-04-30,0,138.26,47.36287886142601,0.0,0,128.19,76.62522386357077,0.0,0,93.11,148.61352337240942,0.0,0.0,30208,0,47.463
2008-05-01,0,141.12,47.36287886142601,0.0,0,129.96,76.62522386357077,0.0,0,92.78,148.61352337240942,0.336,0.0,30430,0,48.953
2008-05-02,0,141.51,47.36287886142601,0.0,0,130.73,76.62522386357077,0.0,0,91.61,148.61352337240942,0.0,0.0,30334,0,49.023
2008-05-05,0,140.83,47.36287886142601,0.0,0,129.63,76.62522386357077,0.0,0,91.61,148.61352337240942,0.0,0.0,30217,0,48.883
2008-05-06,0,142.05,47.36287886142601,0.0,0,130.25,76.62522386357077,0.0,0,90.95,148.61352337240942,0.0,0.0,30224,0,49.183
2008-05-07,0,139.52,47.36287886142601,0.0,0,128.4,76.62522386357077,0.0,0,91.34,148.61352337240942,0.0,0.0,30021,0,48.293
2008-05-08,0,139.16,47.36287886142601,0.0,0,128.24,76.62522386357077,0.0,0,92.16,148.61352337240942,0.0,0.0,30113,0,48.653
2008-05-09,0,138.9,47.36287886142601,0.0,0,127.5,76.62522386357077,0.0,0,92.5,148.61352337240942,0.0,0.0,30095,0,48.463
2008-05-12,0,140.46,47.36287886142601,0.0,0,128.76,76.62522386357077,0.0,0,92.36,148.61352337240942,0.0,0.0,30244,0,49.343
2008-05-13,0,140.48,47.36287886142601,0.0,0,128.41,76.62522386357077,0.0,0,91.35,148.61352337240942,0.0,0.0,30068,0,49.473
2008-05-14,0,140.77,47.36287886142601,0.0,0,129.0,76.62522386357077,0.0,0,91.39,148.61352337240942,0.0,0.0,30133,0,49.363
2008-05-15,0,142.53,47.36287886142601,0.0,0,130.05,76.62522386357077,0.0,0,92.22,148.61352337240942,0.0,0.0,30420,0,50.223
2008-05-16,0,142.66,47.36287886142601,0.0,0,129.6,76.62522386357077,0.32799999999999996,0,91.84,148.61352337240942,0.0,0.0,30336,0,50.263
2008-05-19,0,143.05,47.36287886142601,0.0,0,130.23,76.62522386357077,0.0,0,91.96,148.61352337240942,0.0,0.0,30420,0,49.903
2008-05-20,0,141.89,47.36287886142601,0.0,0,128.31,76.62522386357077,0.0,0,92.44,148.61352337240942,0.0,0.0,30289,0,49.523
2008-05-21,0,139.49,47.36287886142601,0.0,0,126.06,76.62522386357077,0.0,0,92.46,148.61352337240942,0.0,0.0,30006,0,48.433
2008-05-22,0,139.51,47.36287886142601,0.0,0,126.02,76.62522386357077,0.0,0,91.37,148.61352337240942,0.0,0.0,29842,0,48.603
2008-05-23,0,137.64,47.36287886142601,0.0,0,124.61,76.62522386357077,0.0,0,91.77,148.61352337240942,0.0,0.0,29705,0,48.453
2008-05-27,0,138.66,47.36287886142601,0.0,0,125.43,76.62522386357077,0.0,0,91.15,148.61352337240942,0.0,0.0,29724,0,49.303
2008-05-28,0,139.3,47.36287886142601,0.0,0,125.84,76.62522386357077,0.0,0,90.34,148.61352337240942,0.0,0.0,29665,0,49.503
2008-05-29,0,140.0,47.36287886142601,0.0,0,126.23,76.62522386357077,0.0,0,89.69,148.61352337240942,0.0,0.0,29632,0,49.943
2008-05-30,0,140.35,54.57590793407202,0.0,0,126.13,91.09326106255855,0.0,0,90.28,118.71513441348957,0.0,0.0,29866,0,50.263
2008-06-02,0,138.9,54.57590793407202,0.0,0,125.16,91.09326106255855,0.0,0,90.3,118.71513441348957,0.327,0.0,29701,0,49.653
2008-06-03,0,138.09,54.57590793407202,0.0,0,123.96,91.09326106255855,0.0,0,90.95,118.71513441348957,0.0,0.0,29625,0,49.383
2008-06-04,0,138.02,54.57590793407202,0.0,0,123.99,91.09326106255855,0.0,0,90.14,118.71513441348957,0.0,0.0,29528,0,50.013
2008-06-05,0,140.78,54.57590793407202,0.0,0,126.11,91.09326106255855,0.0,0,89.6,118.71513441348957,0.0,0.0,29807,0,50.803
2008-06-06,0,136.29,54.57590793407202,0.0,0,122.12,91.09326106255855,0.0,0,90.76,118.71513441348957,0.0,0.0,29337,0,49.283
2008-06-09,0,136.62,54.57590793407202,0.0,0,122.96,91.09326106255855,0.0,0,90.76,118.71513441348957,0.0,0.0,29431,0,49.023
2008-06-10,0,135.94,54.57590793407202,0.0,0,122.96,91.09326106255855,0.0,0,90.17,118.71513441348957,0.0,0.0,29324,0,48.793
2008-06-11,0,133.94,54.57590793407202,0.0,0,121.05,91.09326106255855,0.0,0,89.96,118.71513441348957,0.0,0.0,29016,0,47.623
2008-06-12,0,134.45,54.57590793407202,0.0,0,121.63,91.09326106255855,0.0,0,89.06,118.71513441348957,0.0,0.0,28990,0,47.673
2008-06-13,0,136.15,54.57590793407202,0.0,0,123.1,91.09326106255855,0.0,0,88.87,118.71513441348957,0.0,0.0,29194,0,48.623
2008-06-16,0,136.23,54.57590793407202,0.0,0,122.66,91.09326106255855,0.0,0,88.89,118.71513441348957,0.0,0.0,29160,0,49.053
2008-06-17,0,135.57,54.57590793407202,0.0,0,121.93,91.09326106255855,0.0,0,89.07,118.71513441348957,0.0,0.0,29079,0,48.793
2008-06-18,0,134.25,54.57590793407202,0.0,0,120.33,91.09326106255855,0.0,0,89.82,118.71513441348957,0.0,0.0,28951,0,48.273
2008-06-19,0,134.42,54.57590793407202,0.0,0,120.63,91.09326106255855,0.0,0,89.29,118.71513441348957,0.0,0.0,28924,0,49.023
2008-06-20,0,131.58,54.57590793407202,0.669,0,118.24,91.09326106255855,0.26899999999999996,0,89.81,118.71513441348957,0.0,0.0,28613,0,47.707
2008-06-23,0,131.45,54.57590793407202,0.0,0,118.33,91.09326106255855,0.0,0,90.0,118.71513441348957,0.0,0.0,28637,0,47.336999999999996
2008-06-24,0,131.19,54.57590793407202,0.0,0,117.94,91.09326106255855,0.0,0,90.6,118.71513441348957,0.0,0.0,28658,0,47.097
2008-06-25,0,131.81,54.57590793407202,0.0,0,117.91,91.09326106255855,0.0,0,90.64,118.71513441348957,0.0,0.0,28694,0,47.857
2008-06-26,0,128.23,54.57590793407202,0.0,0,114.67,91.09326106255855,0.0,0,91.25,118.71513441348957,0.0,0.0,28276,0,45.937
2008-06-27,0,127.53,54.57590793407202,0.0,0,113.46,91.09326106255855,0.0,0,92.32,118.71513441348957,0.0,0.0,28255,0,45.937
2008-06-30,0,127.98,42.938063377729286,0.0,0,113.42,72.6751897956506,0.0,0,92.34,165.74004541860697,0.0,0.0,29042,0,45.457
2008-07-01,0,128.38,42.938063377729286,0.0,0,113.77,72.6751897956506,0.0,0,91.79,165.74004541860697,0.332,0.0,28993,0,46.097
2008-07-02,0,126.18,42.938063377729286,0.0,0,112.15,72.6751897956506,0.0,0,92.27,165.74004541860697,0.0,0.0,28861,0,44.997
2008-07-03,0,126.31,42.938063377729286,0.0,0,113.05,72.6751897956506,0.0,0,92.07,165.74004541860697,0.0,0.0,28899,0,44.917
2008-07-07,0,125.02,42.938063377729286,0.0,0,112.21,72.6751897956506,0.0,0,92.49,165.74004541860697,0.0,0.0,28852,0,45.187
2008-07-08,0,127.24,42.938063377729286,0.0,0,113.74,72.6751897956506,0.0,0,93.09,165.74004541860697,0.0,0.0,29158,0,46.257
2008-07-09,0,124.79,42.938063377729286,0.0,0,111.66,72.6751897956506,0.0,0,93.5,165.74004541860697,0.0,0.0,28969,0,45.037
2008-07-10,0,125.3,42.938063377729286,0.0,0,112.22,72.6751897956506,0.0,0,93.49,165.74004541860697,0.0,0.0,29030,0,45.567
2008-07-11,0,123.84,42.938063377729286,0.0,0,111.0,72.6751897956506,0.0,0,92.16,165.74004541860697,0.0,0.0,28658,0,44.847
2008-07-14,0,122.72,42.938063377729286,0.0,0,110.5,72.6751897956506,0.0,0,92.97,165.74004541860697,0.0,0.0,28708,0,44.516999999999996
2008-07-15,0,120.99,42.938063377729286,0.0,0,109.3,72.6751897956506,0.0,0,92.94,165.74004541860697,0.0,0.0,28542,0,44.527
2008-07-16,0,123.96,42.938063377729286,0.0,0,112.17,72.6751897956506,0.0,0,91.26,165.74004541860697,0.0,0.0,28600,0,45.627
2008-07-17,0,125.2,42.938063377729286,0.0,0,114.14,72.6751897956506,0.0,0,90.79,165.74004541860697,0.0,0.0,28718,0,45.927
2008-07-18,0,125.98,42.938063377729286,0.0,0,114.95,72.6751897956506,0.165,0,90.45,165.74004541860697,0.0,0.0,28754,0,44.877
2008-07-21,0,126.05,42.938063377729286,0.0,0,114.65,72.6751897956506,0.0,0,90.8,165.74004541860697,0.0,0.0,28793,0,45.067
2008-07-22,0,127.48,42.938063377729286,0.0,0,115.7,72.6751897956506,0.0,0,90.35,165.74004541860697,0.0,0.0,28856,0,45.067
2008-07-23,0,128.17,42.938063377729286,0.0,0,116.23,72.6751897956506,0.0,0,90.17,165.74004541860697,0.0,0.0,28895,0,45.657
2008-07-24,0,125.51,42.938063377729286,0.0,0,113.6,72.6751897956506,0.0,0,91.05,165.74004541860697,0.0,0.0,28735,0,44.977
2008-07-25,0,125.48,42.938063377729286,0.0,0,113.17,72.6751897956506,0.0,0,90.14,165.74004541860697,0.0,0.0,28552,0,45.557
2008-07-28,0,123.64,42.938063377729286,0.0,0,111.34,72.6751897956506,0.0,0,91.05,165.74004541860697,0.0,0.0,28491,0,44.707
2008-07-29,0,126.28,42.938063377729286,0.0,0,113.85,72.6751897956506,0.0,0,90.68,165.74004541860697,0.0,0.0,28725,0,45.627
2008-07-30,0,128.53,42.938063377729286,0.0,0,115.82,72.6751897956506,0.0,0,90.77,165.74004541860697,0.0,0.0,28980,0,45.857
2008-07-31,0,126.83,37.06012783625979,0.0,0,113.7,62.009709940274774,0.0,0,91.67,187.00040570586071,0.0,0.0,28893,0,45.747
2008-08-01,0,126.16,37.06012783625979,0.0,0,113.12,62.009709940274774,0.0,0,91.54,187.00040570586071,0.332,0.0,28808,0,45.167
2008-08-04,0,124.99,37.06012783625979,0.0,0,112.77,62.009709940274774,0.0,0,91.33,187.00040570586071,0.0,0.0,28703,0,44.717
2008-08-05,0,128.36,37.06012783625979,0.0,0,116.01,62.009709940274774,0.0,0,90.65,187.00040570586071,0.0,0.0,28902,0,46.217
2008-08-06,0,128.93,37.06012783625979,0.0,0,116.49,62.009709940274774,0.0,0,90.28,187.00040570586071,0.0,0.0,28884,0,46.917
2008-08-07,0,127.01,37.06012783625979,0.0,0,114.59,62.009709940274774,0.0,0,91.75,187.00040570586071,0.0,0.0,28969,0,46.557
2008-08-08,0,129.37,37.06012783625979,0.0,0,116.95,62.009709940274774,0.0,0,92.0,187.00040570586071,0.0,0.0,29250,0,47.607
2008-08-11,0,130.71,37.06012783625979,0.0,0,117.8,62.009709940274774,0.0,0,91.12,187.00040570586071,0.0,0.0,29188,0,48.037
2008-08-12,0,129.35,37.06012783625979,0.0,0,116.57,62.009709940274774,0.0,0,91.97,187.00040570586071,0.0,0.0,29220,0,48.086999999999996
2008-08-13,0,128.57,37.06012783625979,0.0,0,115.4,62.009709940274774,0.0,0,91.65,187.00040570586071,0.0,0.0,29059,0,47.987
2008-08-14,0,129.54,37.06012783625979,0.0,0,116.41,62.009709940274774,0.0,0,92.24,187.00040570586071,0.0,0.0,29268,0,48.537
2008-08-15,0,130.17,37.06012783625979,0.0,0,116.53,62.009709940274774,0.247,0,93.04,187.00040570586071,0.0,0.0,29448,0,48.446999999999996
2008-08-18,0,128.39,37.06012783625979,0.0,0,114.86,62.009709940274774,0.0,0,93.41,187.00040570586071,0.0,0.0,29348,0,47.887
2008-08-19,0,126.99,37.06012783625979,0.0,0,113.49,62.009709940274774,0.0,0,93.05,187.00040570586071,0.0,0.0,29144,0,47.297
2008-08-20,0,127.58,37.06012783625979,0.0,0,114.04,62.009709940274774,0.0,0,93.31,187.00040570586071,0.0,0.0,29248,0,47.377
2008-08-21,0,127.8,37.06012783625979,0.0,0,114.05,62.009709940274774,0.0,0,93.14,187.00040570586071,0.0,0.0,29225,0,47.157
2008-08-22,0,129.65,37.06012783625979,0.0,0,116.32,62.009709940274774,0.0,0,93.08,187.00040570586071,0.0,0.0,29423,0,47.777
2008-08-25,0,127.02,37.06012783625979,0.0,0,113.85,62.009709940274774,0.0,0,94.01,187.00040570586071,0.0,0.0,29347,0,46.777
2008-08-26,0,127.39,37.06012783625979,0.0,0,114.07,62.009709940274774,0.0,0,94.09,187.00040570586071,0.0,0.0,29389,0,46.717
2008-08-27,0,128.63,37.06012783625979,0.0,0,115.0,62.009709940274774,0.0,0,94.25,187.00040570586071,0.0,0.0,29522,0,47.016999999999996
2008-08-28,0,130.19,37.06012783625979,0.0,0,117.13,62.009709940274774,0.0,0,94.26,187.00040570586071,0.0,0.0,29714,0,47.397
2008-08-29,0,128.79,39.34987169360863,0.0,0,115.45,65.84499751519948,0.0,0,93.84,175.6132898676929,0.0,0.0,29149,0,46.407
2008-09-02,0,127.99,39.34987169360863,0.0,0,115.16,65.84499751519948,0.0,0,94.37,175.6132898676929,0.34,0.0,29191,0,45.836999999999996
2008-09-03,0,127.88,39.34987169360863,0.0,0,115.51,65.84499751519948,0.0,0,94.77,175.6132898676929,0.0,0.0,29280,0,45.407
2008-09-04,0,124.03,39.34987169360863,0.0,0,112.2,65.84499751519948,0.0,0,95.53,175.6132898676929,0.0,0.0,29044,0,43.946999999999996
2008-09-05,0,124.42,39.34987169360863,0.0,0,112.35,65.84499751519948,0.0,0,95.48,175.6132898676929,0.0,0.0,29061,0,43.737
2008-09-08,0,126.99,39.34987169360863,0.0,0,115.16,65.84499751519948,0.0,0,95.88,175.6132898676929,0.0,0.0,29417,0,43.657
2008-09-09,0,123.22,39.34987169360863,0.0,0,112.53,65.84499751519948,0.0,0,96.83,175.6132898676929,0.0,0.0,29262,0,42.737
2008-09-10,0,123.72,39.34987169360863,0.0,0,113.0,65.84499751519948,0.0,0,96.23,175.6132898676929,0.0,0.0,29208,0,43.086999999999996
2008-09-11,0,125.51,39.34987169360863,0.0,0,114.86,65.84499751519948,0.0,0,96.18,175.6132898676929,0.0,0.0,29392,0,43.887
2008-09-12,0,126.09,39.34987169360863,0.0,0,114.79,65.84499751519948,0.0,0,94.94,175.6132898676929,0.0,0.0,29192,0,43.717
2008-09-15,0,120.09,39.34987169360863,0.0,0,109.8,65.84499751519948,0.0,0,98.02,175.6132898676929,0.0,0.0,29168,0,42.367
2008-09-16,0,122.1,39.34987169360863,0.0,0,110.66,65.84499751519948,0.0,0,98.0,175.6132898676929,0.0,0.0,29301,0,42.696999999999996
2008-09-17,0,116.61,39.34987169360863,0.0,0,106.76,65.84499751519948,0.0,0,98.49,175.6132898676929,0.0,0.0,28914,0,40.497
2008-09-18,0,120.07,39.34987169360863,0.0,0,109.97,65.84499751519948,0.0,0,97.05,175.6132898676929,0.0,0.0,29008,0,41.857
2008-09-19,0,124.12,39.34987169360863,0.691,0,113.57,65.84499751519948,0.33399999999999996,0,93.97,175.6132898676929,0.0,0.0,28864,0,43.214999999999996
