Date,Open,High,Low,Close,Volume,Dividend,Momentum_1,Momentum_3,Momentum_6
1990-06-18,9.99,9.99,9.99,9.99,0,0.0,,,
1990-06-19,9.89,9.89,9.89,9.89,0,0.0,,,
1990-06-20,9.91,9.91,9.91,9.91,0,0.0,,,
1990-06-21,9.86,9.86,9.86,9.86,0,0.0,,,
1990-06-22,9.78,9.78,9.78,9.78,0,0.0,,,
1990-06-25,9.6,9.6,9.6,9.6,0,0.0,,,
1990-06-26,9.72,9.72,9.72,9.72,0,0.0,,,
1990-06-27,9.91,9.91,9.91,9.91,0,0.0,,,
1990-06-28,9.93,9.93,9.93,9.93,0,0.0,,,
1990-06-29,9.94,9.94,9.94,9.94,0,0.0,,,
1990-07-02,10.04,10.04,10.04,10.04,0,0.0,1.005005005005005,,
1990-07-03,10.05,10.05,10.05,10.05,0,0.0,,,
1990-07-05,10.11,10.11,10.11,10.11,0,0.0,,,
1990-07-06,10.06,10.06,10.06,10.06,0,0.0,,,
1990-07-09,10.09,10.09,10.09,10.09,0,0.0,,,
1990-07-10,10.16,10.16,10.16,10.16,0,0.0,,,
1990-07-11,10.22,10.22,10.22,10.22,0,0.0,,,
1990-07-12,10.29,10.29,10.29,10.29,0,0.0,,,
1990-07-13,10.31,10.31,10.31,10.31,0,0.0,,,
1990-07-16,10.45,10.45,10.45,10.45,0,0.0,,,
1990-07-17,10.5,10.5,10.5,10.5,0,0.0,,,
1990-07-18,10.48,10.48,10.48,10.48,0,0.0,,,
1990-07-19,10.46,10.46,10.46,10.46,0,0.0,,,
1990-07-20,10.26,10.26,10.26,10.26,0,0.0,,,
1990-07-23,10.18,10.18,10.18,10.18,0,0.0,,,
1990-07-24,10.03,10.03,10.03,10.03,0,0.0,,,
1990-07-25,9.96,9.96,9.96,9.96,0,0.0,,,
1990-07-26,9.77,9.77,9.77,9.77,0,0.0,,,
1990-07-27,9.73,9.73,9.73,9.73,0,0.0,,,
1990-07-30,9.71,9.71,9.71,9.71,0,0.0,,,
1990-07-31,9.95,9.95,9.95,9.95,0,0.0,1.001006036217304,,
1990-08-01,9.83,9.83,9.83,9.83,0,0.0,0.9790836653386455,,
1990-08-02,9.61,9.61,9.61,9.61,0,0.0,,,
1990-08-03,9.36,9.36,9.36,9.36,0,0.0,,,
1990-08-06,9.06,9.06,9.06,9.06,0,0.0,,,
1990-08-07,8.88,8.88,8.88,8.88,0,0.0,,,
1990-08-08,9.14,9.14,9.14,9.14,0,0.0,,,
1990-08-09,8.99,8.99,8.99,8.99,0,0.0,,,
