Date,Open,High,Low,Close,Volume,Dividend,Momentum_2,Momentum_1,Momentum_3,Momentum_4,Momentum_5,Momentum_8,Momentum_6,Momentum_7,Momentum_9,Momentum_10,Momentum_12
1896-05-26,0,0,0,100.0,0,0.0,,,,,,,,,,,
1896-05-27,0,0,0,100.0708717,0,0.0,,,,,,,,,,,
1896-05-28,0,0,0,100.141844,0,0.0,,,,,,,,,,,
1896-05-29,0,0,0,100.212917,0,0.0,,,,,,,,,,,
1896-06-01,0,0,0,100.2840909,0,0.294166667,,,,,,,,,,,
1896-06-02,0,0,0,100.3060109,0,0.0,,,,,,,,,,,
1896-06-03,0,0,0,100.3279405,0,0.0,,,,,,,,,,,
1896-06-04,0,0,0,100.3498797,0,0.0,,,,,,,,,,,
1896-06-05,0,0,0,100.3718285,0,0.0,,,,,,,,,,,
1896-06-06,0,0,0,100.3937869,0,0.0,,,,,,,,,,,
1896-06-08,0,0,0,100.4157549,0,0.0,,,,,,,,,,,
1896-06-09,0,0,0,100.4377325,0,0.0,,,,,,,,,,,
1896-06-10,0,0,0,100.4597198,0,0.0,,,,,,,,,,,
1896-06-11,0,0,0,100.4817167,0,0.0,,,,,,,,,,,
1896-06-12,0,0,0,100.5037232,0,0.0,,,,,,,,,,,
1896-06-13,0,0,0,100.5257393,0,0.0,,,,,,,,,,,
1896-06-15,0,0,0,100.5477651,0,0.0,,,,,,,,,,,
1896-06-16,0,0,0,100.5698006,0,0.0,,,,,,,,,,,
1896-06-17,0,0,0,100.5918457,0,0.0,,,,,,,,,,,
1896-06-18,0,0,0,100.6139005,0,0.0,,,,,,,,,,,
1896-06-19,0,0,0,100.6359649,0,0.0,,,,,,,,,,,
1896-06-20,0,0,0,100.658039,0,0.0,,,,,,,,,,,
1896-06-22,0,0,0,100.6801229,0,0.0,,,,,,,,,,,
1896-06-23,0,0,0,100.7022164,0,0.0,,,,,,,,,,,
1896-06-24,0,0,0,100.7243196,0,0.0,,,,,,,,,,,
1896-06-25,0,0,0,100.7464325,0,0.0,,,,,,,,,,,
1896-06-26,0,0,0,100.7685551,0,0.0,,,,,,,,,,,
1896-06-27,0,0,0,100.7906875,0,0.0,,,,,,,,,,,
1896-06-29,0,0,0,100.8128295,0,0.0,,,,,,,,,,,
1896-06-30,0,0,0,100.8349813,0,0.0,,1.0062074263340721,,,,,,,,,
1896-07-01,0,0,0,100.8571429,0,0.294166667,,,,,,,,,,,
1896-07-02,0,0,0,100.8793141,0,0.0,,,,,,,,,,,
1896-07-03,0,0,0,100.9014952,0,0.0,,,,,,,,,,,
1896-07-06,0,0,0,100.9236859,0,0.0,,,,,,,,,,,
1896-07-07,0,0,0,100.9458865,0,0.0,,,,,,,,,,,
1896-07-08,0,0,0,100.9680968,0,0.0,,,,,,,,,,,
1896-07-09,0,0,0,100.9903169,0,0.0,,,,,,,,,,,
1896-07-10,0,0,0,101.0125468,0,0.0,,,,,,,,,,,
1896-07-11,0,0,0,101.0347864,0,0.0,,,,,,,,,,,
1896-07-13,0,0,0,101.0570359,0,0.0,,,,,,,,,,,
1896-07-14,0,0,0,101.0792952,0,0.0,,,,,,,,,,,
1896-07-15,0,0,0,101.1015642,0,0.0,,,,,,,,,,,
1896-07-16,0,0,0,101.1238431,0,0.0,,,,,,,,,,,
1896-07-17,0,0,0,101.1461318,0,0.0,,,,,,,,,,,
1896-07-18,0,0,0,101.1684303,0,0.0,,,,,,,,,,,
1896-07-20,0,0,0,101.1907387,0,0.0,,,,,,,,,,,
1896-07-21,0,0,0,101.2130569,0,0.0,,,,,,,,,,,
1896-07-22,0,0,0,101.235385,0,0.0,,,,,,,,,,,
1896-07-23,0,0,0,101.2577229,0,0.0,,,,,,,,,,,
1896-07-24,0,0,0,101.2800706,0,0.0,,,,,,,,,,,
1896-07-25,0,0,0,101.3024283,0,0.0,,,,,,,,,,,
1896-07-27,0,0,0,101.3247958,0,0.0,,,,,,,,,,,
1896-07-28,0,0,0,101.3471731,0,0.0,,,,,,,,,,,
1896-07-29,0,0,0,101.3695604,0,0.0,,,,,,,,,,,
1896-07-30,0,0,0,101.39195759999998,0,0.0,,,,,,,,,,,
1896-07-31,0,0,0,101.4143646,0,0.0,1.0119889494884178,1.0057458561754105,,,,,,,,,
1896-08-01,0,0,0,101.4367816,0,0.294166667,,,,,,,,,,,
1896-08-03,0,0,0,101.4479938,0,0.0,,,,,,,,,,,
1896-08-04,0,0,0,101.4592085,0,0.0,,,,,,,,,,,
1896-08-05,0,0,0,101.4704256,0,0.0,,,,,,,,,,,
1896-08-06,0,0,0,101.4816453,0,0.0,,,,,,,,,,,
1896-08-07,0,0,0,101.4928674,0,0.0,,,,,,,,,,,
1896-08-08,0,0,0,101.504092,0,0.0,,,,,,,,,,,
1896-08-10,0,0,0,101.5153191,0,0.0,,,,,,,,,,,
1896-08-11,0,0,0,101.5265487,0,0.0,,,,,,,,,,,
1896-08-12,0,0,0,101.5377807,0,0.0,,,,,,,,,,,
1896-08-13,0,0,0,101.5490153,0,0.0,,,,,,,,,,,
1896-08-14,0,0,0,101.5602523,0,0.0,,,,,,,,,,,
1896-08-15,0,0,0,101.5714918,0,0.0,,,,,,,,,,,
1896-08-17,0,0,0,101.5827338,0,0.0,,,,,,,,,,,
1896-08-18,0,0,0,101.5939783,0,0.0,,,,,,,,,,,
1896-08-19,0,0,0,101.6052253,0,0.0,,,,,,,,,,,
1896-08-20,0,0,0,101.6164748,0,0.0,,,,,,,,,,,
1896-08-21,0,0,0,101.6277267,0,0.0,,,,,,,,,,,
1896-08-22,0,0,0,101.6389812,0,0.0,,,,,,,,,,,
1896-08-24,0,0,0,101.6502381,0,0.0,,,,,,,,,,,
1896-08-25,0,0,0,101.6614976,0,0.0,,,,,,,,,,,
1896-08-26,0,0,0,101.6727595,0,0.0,,,,,,,,,,,
1896-08-27,0,0,0,101.6840239,0,0.0,,,,,,,,,,,
1896-08-28,0,0,0,101.6952909,0,0.0,,,,,,,,,,,
1896-08-29,0,0,0,101.7065603,0,0.0,,,,,,,,,,,
1896-08-31,0,0,0,101.7178322,0,0.0,1.0087554030220265,1.0029923532154144,1.0150171778753831,,,,,,,,
1896-09-01,0,0,0,101.7291066,0,0.294166667,,,,,,,,,,,
1896-09-02,0,0,0,101.7525654,0,0.0,,,,,,,,,,,
1896-09-03,0,0,0,101.7760351,0,0.0,,,,,,,,,,,
1896-09-04,0,0,0,101.7995155,0,0.0,,,,,,,,,,,
1896-09-05,0,0,0,101.8230068,0,0.0,,,,,,,,,,,
1896-09-08,0,0,0,101.8465089,0,0.0,,,,,,,,,,,
1896-09-09,0,0,0,101.8700219,0,0.0,,,,,,,,,,,
1896-09-10,0,0,0,101.8935458,0,0.0,,,,,,,,,,,
1896-09-11,0,0,0,101.9170805,0,0.0,,,,,,,,,,,
1896-09-12,0,0,0,101.9406261,0,0.0,,,,,,,,,,,
1896-09-14,0,0,0,101.9641826,0,0.0,,,,,,,,,,,
1896-09-15,0,0,0,101.9877499,0,0.0,,,,,,,,,,,
1896-09-16,0,0,0,102.0113282,0,0.0,,,,,,,,,,,
1896-09-17,0,0,0,102.0349173,0,0.0,,,,,,,,,,,
1896-09-18,0,0,0,102.0585174,0,0.0,,,,,,,,,,,
1896-09-19,0,0,0,102.08212840000002,0,0.0,,,,,,,,,,,
1896-09-21,0,0,0,102.1057503,0,0.0,,,,,,,,,,,
1896-09-22,0,0,0,102.1293832,0,0.0,,,,,,,,,,,
1896-09-23,0,0,0,102.153027,0,0.0,,,,,,,,,,,
1896-09-24,0,0,0,102.1766817,0,0.0,,,,,,,,,,,
1896-09-25,0,0,0,102.2003474,0,0.0,,,,,,,,,,,
1896-09-26,0,0,0,102.2240241,0,0.0,,,,,,,,,,,
1896-09-28,0,0,0,102.2477117,0,0.0,,,,,,,,,,,
1896-09-29,0,0,0,102.2714104,0,0.0,,,,,,,,,,,
1896-09-30,0,0,0,102.29512,0,0.0,1.008684720389206,1.005675384418977,1.0144804777188965,1.0207777905516908,,,,,,,
1896-10-01,0,0,0,102.3188406,0,0.294166667,,,,,,,,,,,
