Date,Open,High,Low,Close,Volume,Dividend,Momentum_1,Momentum_2,Momentum_3,Momentum_4,Momentum_5,Momentum_6,Momentum_7,Momentum_8,Momentum_9,Momentum_10
2000-05-19,142.66,142.66,140.25,140.69,775500,0.0,,,,,,,,,,
2000-05-22,140.59,140.59,136.81,139.81,1850600,0.0,,,,,,,,,,
2000-05-23,140.22,140.22,137.69,137.69,373900,0.0,,,,,,,,,,
2000-05-24,137.75,140.06,136.66,139.75,400300,0.0,,,,,,,,,,
2000-05-25,140.03,140.94,137.88,138.47,69600,0.0,,,,,,,,,,
2000-05-26,138.48,138.75,137.0,137.84,237000,0.0,,,,,,,,,,
2000-05-30,139.28,142.44,139.28,142.38,118100,0.0,,,,,,,,,,
2000-05-31,141.88,143.62,141.88,142.78,216900,0.0,,,,,,,,,,
2000-06-01,143.91,145.06,143.62,145.06,128700,0.0,1.0087620916865274,,,,,,,,,
2000-06-02,148.31,148.78,147.47,147.94,108400,0.0,,,,,,,,,,
2000-06-05,147.0,147.66,146.69,146.97,192100,0.0,,,,,,,,,,
2000-06-06,146.44,147.19,145.69,146.22,209300,0.0,,,,,,,,,,
2000-06-07,146.22,147.5,145.66,147.19,85400,0.0,,,,,,,,,,
2000-06-08,147.81,147.81,145.94,146.66,248400,0.0,,,,,,,,,,
2000-06-09,147.52,147.52,145.88,146.12,20200,0.0,,,,,,,,,,
2000-06-12,146.62,146.62,144.86,144.86,17600,0.0,,,,,,,,,,
2000-06-13,145.0,147.25,144.5,146.75,40300,0.0,,,,,,,,,,
2000-06-14,147.75,148.38,147.12,147.66,353900,0.0,,,,,,,,,,
2000-06-15,147.69,148.25,146.61,147.66,338500,0.0,,,,,,,,,,
2000-06-16,148.62,148.62,146.47,147.06,855900,0.0,,,,,,,,,,
2000-06-19,146.56,149.03,146.5,148.52,160000,0.0,,,,,,,,,,
2000-06-20,148.62,148.64,147.3,147.7,182600,0.0,,,,,,,,,,
2000-06-21,146.88,148.16,146.88,147.86,137500,0.11900000000000001,,,,,,,,,,
2000-06-22,147.44,147.44,145.0,145.44,182900,0.0,,,,,,,,,,
2000-06-23,145.5,145.88,144.0,144.39,238200,0.0,,,,,,,,,,
2000-06-26,145.03,146.06,144.81,146.06,26000,0.0,,,,,,,,,,
2000-06-27,145.81,146.3,145.25,145.25,40900,0.0,,,,,,,,,,
2000-06-28,145.31,146.91,145.31,145.92,51200,0.0,,,,,,,,,,
2000-06-29,144.64,145.25,143.56,144.16,48500,0.0,,,,,,,,,,
2000-06-30,143.98,145.48,143.98,145.48,16800,0.0,1.0189102115142177,,,,,,,,,
2000-07-03,145.5,147.14,145.47,147.14,7100,0.0,1.0110485720241817,1.0199074723117902,,,,,,,,
2000-07-05,146.27,146.36,144.62,145.09,27400,0.0,,,,,,,,,,
2000-07-06,144.88,146.12,144.22,145.81,40100,0.0,,,,,,,,,,
2000-07-07,146.38,148.5,146.38,147.97,65500,0.0,,,,,,,,,,
2000-07-10,147.66,148.66,147.66,147.72,77500,0.0,,,,,,,,,,
2000-07-11,147.25,149.0,147.25,148.28,40700,0.0,,,,,,,,,,
2000-07-12,149.25,149.94,148.88,149.09,2642100,0.0,,,,,,,,,,
2000-07-13,149.72,150.28,149.14,149.59,971600,0.0,,,,,,,,,,
2000-07-14,150.25,151.12,149.81,150.98,158800,0.0,,,,,,,,,,
2000-07-17,150.73,151.91,150.59,150.89,430100,0.0,,,,,,,,,,
2000-07-18,150.47,150.5,149.38,149.81,763600,0.0,,,,,,,,,,
2000-07-19,149.34,149.58,148.41,148.41,120000,0.0,,,,,,,,,,
2000-07-20,148.88,150.42,148.77,150.42,96500,0.0,,,,,,,,,,
2000-07-21,149.41,149.44,147.72,147.72,601300,0.0,,,,,,,,,,
2000-07-24,148.25,148.59,146.59,146.59,251700,0.0,,,,,,,,,,
2000-07-25,147.47,147.52,146.81,147.42,116700,0.0,,,,,,,,,,
2000-07-26,146.88,146.89,145.75,146.0,474800,0.0,,,,,,,,,,
2000-07-27,145.72,146.56,144.88,145.39,94200,0.0,,,,,,,,,,
2000-07-28,145.5,145.5,141.5,142.22,1147800,0.0,,,,,,,,,,
2000-07-31,142.94,143.95,142.41,142.94,332900,0.0,0.9825405554028046,1.0011206051267685,,,,,,,,
2000-08-01,143.28,144.39,143.28,144.06,481700,0.0,0.9847422680412371,0.9956222639149469,1.0043459974765176,,,,,,,
2000-08-02,144.66,145.33,144.09,144.36,505900,0.0,,,,,,,,,,
2000-08-03,142.94,145.66,142.94,145.38,173500,0.0,,,,,,,,,,
2000-08-04,146.03,146.42,145.47,146.25,132900,0.0,,,,,,,,,,
2000-08-07,146.64,148.3,146.47,148.3,6500,0.0,,,,,,,,,,
2000-08-08,147.84,148.69,147.69,148.58,175400,0.0,,,,,,,,,,
2000-08-09,149.09,149.09,147.81,147.81,123100,0.0,,,,,,,,,,
2000-08-10,147.53,147.61,146.34,146.42,118000,0.0,,,,,,,,,,
2000-08-11,146.53,147.58,146.09,147.31,129400,0.0,,,,,,,,,,
2000-08-14,147.5,149.42,147.41,149.42,70100,0.0,,,,,,,,,,
2000-08-15,149.12,149.53,148.61,149.03,343600,0.0,,,,,,,,,,
2000-08-16,149.28,149.73,147.95,148.0,155000,0.0,,,,,,,,,,
2000-08-17,148.53,150.28,148.5,149.92,96900,0.0,,,,,,,,,,
2000-08-18,150.12,150.22,149.31,149.62,269000,0.0,,,,,,,,,,
2000-08-21,150.16,150.52,149.44,149.44,43000,0.0,,,,,,,,,,
2000-08-22,150.41,151.09,150.12,150.44,380100,0.0,,,,,,,,,,
