Date,Open,High,Low,Close,Volume,Dividend,SMA_175,Momentum_2,Momentum_1,Momentum_3,Momentum_4,Momentum_5,Momentum_6,Momentum_7,Momentum_8,Momentum_9,Momentum_10
2000-12-06,108.52,108.86,106.27,106.72,1846600,0.0,107.36,,,,,,,,,,
2000-12-07,106.62,107.12,105.78,105.98,895600,0.0,107.34,,,,,,,,,,
2000-12-08,107.66,108.47,104.34,104.53,1716200,0.0,107.31,,,,,,,,,,
2000-12-11,106.62,108.19,106.62,107.59,1062600,0.0,107.28,,,,,,,,,,
2000-12-12,107.03,108.67,107.03,108.12,679100,0.0,107.26,,,,,,,,,,
2000-12-13,108.92,109.44,107.83,108.06,813200,0.0,107.25,,,,,,,,,,
2000-12-14,107.31,107.66,106.28,106.67,1241700,0.0,107.22,,,,,,,,,,
2000-12-15,105.75,106.25,103.77,103.77,2231500,0.119,107.18,,,,,,,,,,
2000-12-18,105.44,106.8,105.41,106.64,2611500,0.0,107.15,,,,,,,,,,
2000-12-19,106.53,107.91,105.56,105.61,1554800,0.0,107.1,,,,,,,,,,
2000-12-20,104.09,104.91,102.95,102.95,2413500,0.0,107.06,,,,,,,,,,
2000-12-21,102.84,105.25,102.78,104.94,2508500,0.0,107.04,,,,,,,,,,
2000-12-22,105.5,106.97,105.22,106.97,1895200,0.0,107.06,,,,,,,,,,
2000-12-26,106.95,107.56,105.97,107.5,933900,0.0,107.07,,,,,,,,,,
2000-12-27,107.0,108.44,106.31,108.44,1769600,0.0,107.08,,,,,,,,,,
2000-12-28,107.94,109.0,107.72,108.75,1100100,0.0,107.09,,,,,,,,,,
2000-12-29,109.16,109.16,106.78,106.78,1552800,0.0,107.08,0.9759619778813636,1.022698975193947,1.0015006565372349,0.9494087312172136,1.016952380952381,1.0229929105192566,1.0139587883391892,0.9927482335440684,0.9756944444444444,1.0513981882630956
2001-01-02,107.19,107.75,105.59,106.41,1468300,0.0,107.07,0.9819530963722976,1.0214408233276158,1.0019629837352777,0.9490880113334514,1.0157301241353172,1.0232935560859189,1.0114172485374595,0.9927757710475132,0.9806056170524196,1.0531538612694045
2001-01-03,106.41,112.5,105.62,109.53,4409300,0.0,107.06,,,,,,,,,,
2001-01-04,109.14,110.41,108.75,109.23,1516600,0.0,107.06,,,,,,,,,,
2001-01-05,108.19,108.41,106.25,106.28,1633900,0.0,107.04,,,,,,,,,,
2001-01-08,106.0,107.12,105.12,106.31,1450200,0.0,107.04,,,,,,,,,,
2001-01-09,106.94,106.97,105.16,105.44,1313100,0.0,107.02,,,,,,,,,,
2001-01-10,105.12,106.59,104.59,106.59,1700300,0.0,107.02,,,,,,,,,,
2001-01-11,106.38,106.53,105.25,105.94,1605100,0.0,107.03,,,,,,,,,,
2001-01-12,105.53,106.25,104.62,105.34,1645800,0.0,107.03,,,,,,,,,,
2001-01-16,105.25,106.78,104.81,106.44,1052400,0.0,107.04,,,,,,,,,,
2001-01-17,107.23,107.38,105.45,105.97,2434700,0.0,107.04,,,,,,,,,,
2001-01-18,106.31,107.48,105.59,106.72,1189400,0.0,107.04,,,,,,,,,,
2001-01-19,107.12,107.12,105.56,105.56,1057700,0.119,107.06,,,,,,,,,,
2001-01-22,105.75,106.44,105.06,106.12,851400,0.0,107.06,,,,,,,,,,
2001-01-23,105.62,106.92,105.53,106.5,1362700,0.0,107.06,,,,,,,,,,
2001-01-24,106.53,106.97,106.22,106.34,634400,0.0,107.05,,,,,,,,,,
2001-01-25,106.69,107.94,106.44,107.31,1228900,0.0,107.04,,,,,,,,,,
2001-01-26,107.12,107.59,106.19,106.62,1536000,0.0,107.03,,,,,,,,,,
2001-01-29,106.61,107.36,106.15,107.1,613500,0.0,107.03,,,,,,,,,,
2001-01-30,107.24,109.05,106.8,108.73,1213200,0.0,107.04,,,,,,,,,,
2001-01-31,109.0,109.5,108.3,108.67,1740200,0.0,107.06,1.04080068958912,1.0176999438097023,0.9932364500502696,1.0192271618833242,0.9662132124121988,1.034952380952381,1.0410998275531709,1.0319058019181464,1.0103198214949796,0.9929641812865496
2001-02-01,108.72,110.25,108.4,110.02,1743700,0.0,107.09,1.0360205831903946,1.0142737195633922,0.9959692194943204,1.0162647223780146,0.9626350274482026,1.030228371079314,1.0378997613365155,1.0258539347046611,1.0069463739927758,0.9946025066325128
2001-02-02,109.8,110.39,108.5,108.63,1936700,0.0,107.11,,,,,,,,,,
2001-02-05,108.87,109.89,108.75,109.8,1516200,0.0,107.15,,,,,,,,,,
2001-02-06,109.3,110.48,109.3,109.58,1184400,0.0,107.18,,,,,,,,,,
2001-02-07,109.49,110.24,109.11,109.62,1712100,0.0,107.21,,,,,,,,,,
2001-02-08,109.85,109.88,108.71,108.73,1213800,0.0,107.23,,,,,,,,,,
2001-02-09,108.5,109.0,107.67,108.02,1531700,0.0,107.23,,,,,,,,,,
2001-02-12,108.08,109.69,108.03,109.63,1267200,0.0,107.25,,,,,,,,,,
2001-02-13,109.7,110.4,109.04,109.28,2354500,0.0,107.25,,,,,,,,,,
2001-02-14,109.36,109.36,108.01,108.28,1814400,0.0,107.26,,,,,,,,,,
2001-02-15,108.7,109.43,108.31,109.34,925400,0.0,107.26,,,,,,,,,,
2001-02-16,107.78,108.54,107.21,108.15,1561500,0.165,107.27,,,,,,,,,,
2001-02-20,108.4,109.1,107.31,107.45,1179800,0.0,107.28,,,,,,,,,,
2001-02-21,107.15,107.49,105.1,105.3,1815400,0.0,107.27,,,,,,,,,,
2001-02-22,105.6,105.85,103.8,105.65,2671700,0.0,107.27,,,,,,,,,,
2001-02-23,105.1,105.2,103.0,104.55,2489200,0.0,107.25,,,,,,,,,,
2001-02-26,104.9,106.7,104.26,106.7,1267800,0.0,107.25,,,,,,,,,,
2001-02-27,106.28,107.2,105.6,106.6,2046300,0.0,107.26,,,,,,,,,,
2001-02-28,106.75,107.1,104.27,105.0,2859200,0.0,107.26,0.9833302116501216,0.9662280298150364,1.0056507997318265,0.9596928982725528,0.9848058525604952,0.933582288610296,1.0,1.0059398352174749,0.9970563099420756,0.9761993306061733
2001-03-01,104.45,105.1,103.11,104.68,2547100,0.0,107.26,0.9744379139845136,0.9607247976453276,0.995330665141986,0.9568523268596556,0.976350719760703,0.9248273419514788,0.9897659433336492,0.9971360381861576,0.9855633138327986,0.9673983513939056
2001-03-02,103.52,105.99,103.01,104.8,2799900,0.0,107.26,,,,,,,,,,
2001-03-05,105.25,105.89,104.89,105.57,1067900,0.0,107.27,,,,,,,,,,
2001-03-06,106.5,107.14,105.81,106.15,1794900,0.0,107.28,,,,,,,,,,
2001-03-07,106.8,107.6,106.3,107.45,2587600,0.0,107.29,,,,,,,,,,
2001-03-08,107.01,108.78,107.01,108.61,2447400,0.0,107.31,,,,,,,,,,
2001-03-09,108.0,108.0,105.75,106.15,3106100,0.0,107.31,,,,,,,,,,
2001-03-12,105.45,107.84,101.4,101.9,4689200,0.0,107.3,,,,,,,,,,
2001-03-13,102.55,103.25,101.1,102.86,6299600,0.0,107.29,,,,,,,,,,
2001-03-14,100.25,102.3,99.13,100.19,9402900,0.0,107.25,,,,,,,,,,
2001-03-15,101.24,101.32,99.9,100.4,3576900,0.0,107.23,,,,,,,,,,
2001-03-16,99.65,100.61,98.15,98.38,4029600,0.151,107.19,,,,,,,,,,
2001-03-19,98.91,100.0,97.91,99.75,4135000,0.0,107.15,,,,,,,,,,
2001-03-20,100.05,100.7,96.95,96.96,4743300,0.0,107.1,,,,,,,,,,
2001-03-21,96.96,97.32,94.5,94.8,7788600,0.0,107.03,,,,,,,,,,
2001-03-22,94.5,95.04,91.0,93.45,12445300,0.0,106.95,,,,,,,,,,
2001-03-23,94.49,95.49,93.3,95.3,6343300,0.0,106.87,,,,,,,,,,
2001-03-26,96.0,97.45,95.79,97.2,5740500,0.0,106.81,,,,,,,,,,
2001-03-27,96.7,99.6,96.4,99.19,7042500,0.0,106.76,,,,,,,,,,
2001-03-28,98.4,98.73,97.0,97.66,5380800,0.0,106.7,,,,,,,,,,
2001-03-29,97.05,98.97,96.8,98.14,5104700,0.0,106.65,,,,,,,,,,
2001-03-30,98.32,99.29,97.55,99.14,5053600,0.0,106.59,0.9123033035796448,0.9441904761904762,0.9284510207904102,0.9495259074801264,0.90613289461658,0.9298443068842618,0.88147950564595,0.9441904761904762,0.9497988120329566,0.9414110720729276
2001-04-02,98.4,99.97,97.02,97.39,8406800,0.0,106.54,0.9050772626931568,0.9420775490665392,0.9179960817240416,0.9376786735277302,0.9014290949065592,0.9197980931015144,0.8712590756153711,0.9324362740452952,0.939379474940334,0.9284770711454992
2001-04-03,97.05,97.2,94.25,94.3,6530700,0.0,106.47,,,,,,,,,,
2001-04-04,94.5,96.65,93.76,95.31,5376800,0.0,106.4,,,,,,,,,,
2001-04-05,97.24,99.49,97.1,99.39,5670100,0.0,106.37,,,,,,,,,,
2001-04-06,98.5,98.8,97.05,98.2,5727900,0.0,106.32,,,,,,,,,,
2001-04-09,99.44,99.49,97.71,98.82,3701300,0.0,106.29,,,,,,,,,,
2001-04-10,98.3,101.79,98.3,100.97,8755900,0.0,106.26,,,,,,,,,,
2001-04-11,102.49,102.5,99.6,100.18,4623500,0.0,106.23,,,,,,,,,,
2001-04-12,99.5,101.73,99.0,101.7,3777300,0.0,106.2,,,,,,,,,,
2001-04-16,101.0,101.97,100.5,100.98,2164100,0.0,106.17,,,,,,,,,,
2001-04-17,100.77,102.45,100.71,102.25,3424200,0.0,106.14,,,,,,,,,,
2001-04-18,103.25,107.45,103.11,106.42,8816500,0.0,106.12,,,,,,,,,,
2001-04-19,106.4,107.23,105.7,107.18,3677200,0.0,106.11,,,,,,,,,,
2001-04-20,106.0,106.67,105.26,105.95,2753000,0.085,106.09,,,,,,,,,,
2001-04-23,105.35,105.85,104.8,105.15,2296500,0.0,106.07,,,,,,,,,,
2001-04-24,105.61,106.48,104.45,104.8,2812900,0.0,106.04,,,,,,,,,,
2001-04-25,105.1,106.55,104.45,106.46,2232600,0.0,106.01,,,,,,,,,,
2001-04-26,106.7,107.79,106.29,107.02,2626400,0.0,105.98,,,,,,,,,,
2001-04-27,107.65,108.29,107.1,108.23,3045100,0.0,105.97,,,,,,,,,,
2001-04-30,108.49,109.12,107.1,107.22,3978100,0.0,105.95,1.0211428571428571,1.0815009078071414,0.9866568510168399,1.0041206218392955,1.0269131309261563,0.979983548121744,1.0056274620146313,0.9533208855694852,1.0211428571428571,1.0272082774477869
2001-05-01,107.45,109.1,107.3,109.0,3892600,0.0,105.94,1.0287218764959312,1.0919715447154472,0.988318616629875,1.0024255994029294,1.023918429578807,0.9843349212165629,1.0043933445503832,0.9513901186470692,1.018193878517957,1.0257756563245823
2001-05-02,109.05,109.49,107.96,108.69,4863600,0.0,105.92,,,,,,,,,,
2001-05-03,108.0,108.19,107.27,108.14,3190400,0.0,105.91,,,,,,,,,,
2001-05-04,106.95,109.81,106.77,109.8,5031000,0.0,105.9,,,,,,,,,,
2001-05-07,109.45,110.03,108.95,109.22,2489400,0.0,105.88,,,,,,,,,,
2001-05-08,109.64,109.64,108.2,108.81,3099900,0.0,105.86,,,,,,,,,,
2001-05-09,108.3,109.32,108.1,108.61,2595900,0.0,105.84,,,,,,,,,,
2001-05-10,109.74,109.95,109.11,109.26,2157800,0.0,105.82,,,,,,,,,,
2001-05-11,109.11,109.37,107.84,108.53,3418400,0.0,105.8,,,,,,,,,,
2001-05-14,108.35,108.99,108.11,108.99,2258600,0.0,105.78,,,,,,,,,,
2001-05-15,109.1,109.75,108.14,109.22,3467400,0.0,105.76,,,,,,,,,,
2001-05-16,108.4,112.65,108.35,112.46,8124000,0.0,105.76,,,,,,,,,,
2001-05-17,112.4,113.64,112.15,112.88,5072100,0.0,105.76,,,,,,,,,,
2001-05-18,112.55,113.17,112.06,113.15,3790100,0.179,105.76,,,,,,,,,,
2001-05-21,113.0,113.6,112.15,113.3,4280900,0.0,105.77,,,,,,,,,,
2001-05-22,113.45,113.45,112.47,112.67,3840800,0.0,105.77,,,,,,,,,,
2001-05-23,112.3,112.5,111.06,111.1,3897400,0.0,105.76,,,,,,,,,,
2001-05-24,111.45,111.85,110.55,111.28,2439600,0.0,105.76,,,,,,,,,,
2001-05-25,111.35,111.35,110.01,110.15,2465700,0.0,105.75,,,,,,,,,,
2001-05-29,110.45,110.8,109.76,110.41,2103400,0.0,105.76,,,,,,,,,,
2001-05-30,110.02,110.59,108.65,109.0,3908700,0.0,105.76,,,,,,,,,,
2001-05-31,109.25,109.93,108.75,109.08,2087200,0.0,105.77,1.1002622553964092,1.0173475097929492,1.038857142857143,1.0037728904021348,1.0215396141599549,1.0447275165214058,0.9969838223197148,1.0230725942599888,0.9698586289677248,1.038857142857143
2001-06-01,109.5,110.45,108.4,110.45,2390100,0.0,105.79,1.1128048780487805,1.0190786412284782,1.0483484921014838,1.0071743929359824,1.0215505177721802,1.043453401943968,1.0031146940271165,1.0235558048233315,0.969541349389056,1.037619634227234
2001-06-04,110.25,110.92,109.5,110.67,1067100,0.0,105.82,,,,,,,,,,
2001-06-05,110.7,112.18,110.45,111.96,1919600,0.0,105.83,,,,,,,,,,
2001-06-06,111.85,111.94,110.71,111.05,2137400,0.0,105.85,,,,,,,,,,
2001-06-07,110.45,111.12,110.15,110.91,2334000,0.0,105.88,,,,,,,,,,
2001-06-08,110.8,110.8,109.35,109.75,1405600,0.0,105.9,,,,,,,,,,
2001-06-11,109.55,109.85,108.8,109.35,2264700,0.0,105.9,,,,,,,,,,
2001-06-12,108.69,110.0,107.95,109.53,2369500,0.0,105.92,,,,,,,,,,
2001-06-13,109.75,110.25,108.76,108.81,2241600,0.0,105.93,,,,,,,,,,
2001-06-14,108.35,108.35,106.53,106.6,3475600,0.0,105.93,,,,,,,,,,
2001-06-15,106.4,107.29,105.65,106.7,4091800,0.109,105.92,,,,,,,,,,
2001-06-18,106.4,107.2,106.2,107.0,2400000,0.0,105.92,,,,,,,,,,
2001-06-19,107.25,107.56,105.65,106.18,4168800,0.0,105.92,,,,,,,,,,
2001-06-20,105.95,107.14,105.67,106.73,3386000,0.0,105.92,,,,,,,,,,
2001-06-21,106.35,107.75,106.0,107.14,3673100,0.0,105.94,,,,,,,,,,
2001-06-22,106.95,106.95,105.8,106.24,1695900,0.0,105.95,,,,,,,,,,
2001-06-25,106.57,106.6,104.77,105.06,2237400,0.0,105.97,,,,,,,,,,
2001-06-26,104.6,105.5,104.01,104.62,2550400,0.0,105.99,,,,,,,,,,
2001-06-27,104.88,105.4,104.06,104.5,1937200,0.0,106.0,,,,,,,,,,
2001-06-28,105.07,106.83,105.0,105.69,2888600,0.0,106.03,,,,,,,,,,
2001-06-29,105.85,106.2,105.16,105.24,1571400,0.0,106.06,0.9815332960268606,0.9647964796479648,1.0615291506959854,1.0022857142857142,0.968436551026042,0.9855778235624648,1.0079494301312135,0.9618864820400328,0.9870568373663476,0.9357161909842624
2001-07-02,104.78,106.58,104.55,106.21,1604000,0.0,106.08,0.9751512331316892,0.9568949771689498,1.0648373983739836,1.0031594064145524,0.9637601177336276,0.9775165593805392,0.9984753192300364,0.9598754122389154,0.9794354084875676,0.9277492473879936
2001-07-03,105.95,106.05,105.35,106.05,642500,0.0,106.11,,,,,,,,,,
2001-07-05,105.25,105.74,104.65,104.65,1072000,0.0,106.11,,,,,,,,,,
2001-07-06,104.63,104.63,102.32,102.56,2707600,0.0,106.11,,,,,,,,,,
2001-07-09,102.95,103.39,102.32,102.85,2770800,0.0,106.11,,,,,,,,,,
2001-07-10,103.4,103.5,101.7,101.77,2083100,0.0,106.1,,,,,,,,,,
2001-07-11,102.03,102.93,101.34,102.55,3559600,0.0,106.08,,,,,,,,,,
2001-07-12,103.45,105.3,103.21,105.15,3186600,0.0,106.06,,,,,,,,,,
2001-07-13,104.75,105.7,104.4,105.68,1200700,0.0,106.04,,,,,,,,,,
2001-07-16,105.46,105.84,104.57,105.05,912400,0.0,106.01,,,,,,,,,,
2001-07-17,104.6,106.49,104.45,106.15,1513100,0.0,106.0,,,,,,,,,,
2001-07-18,105.35,106.08,104.9,105.6,2256500,0.0,105.99,,,,,,,,,,
2001-07-19,106.78,107.0,105.4,106.4,1638000,0.0,105.96,,,,,,,,,,
2001-07-20,105.55,106.07,105.35,105.8,1203300,0.114,105.94,,,,,,,,,,
2001-07-23,106.22,106.33,103.75,103.9,1805900,0.0,105.91,,,,,,,,,,
2001-07-24,103.8,104.17,102.0,102.65,2675700,0.0,105.88,,,,,,,,,,
2001-07-25,102.7,104.24,102.57,103.95,2227400,0.0,105.87,,,,,,,,,,
2001-07-26,103.7,104.74,102.85,104.64,2436500,0.0,105.87,,,,,,,,,,
2001-07-27,104.55,104.7,103.81,104.35,1409500,0.0,105.85,,,,,,,,,,
2001-07-30,104.65,104.65,103.63,104.07,824500,0.0,105.83,,,,,,,,,,
2001-07-31,104.25,106.05,104.16,105.03,2736600,0.0,105.82,0.962871287128713,0.9980045610034208,0.9795747062115278,1.0594109340326812,1.0002857142857142,0.966504094966412,0.9836111631391646,1.00593812853175,0.959967096243488,0.9850872256612268
2001-08-01,105.78,106.06,104.87,105.29,2099400,0.0,105.82,0.966027397260274,1.0095438060698607,0.9844578873894836,1.075,1.0127333652465291,0.9729580573951436,0.9868457878533444,1.00800457404231,0.9690362770245512,0.988782950084128
2001-08-02,106.25,106.25,105.23,105.6,1675000,0.0,105.82,,,,,,,,,,
2001-08-03,105.7,105.7,104.36,105.38,1950900,0.0,105.82,,,,,,,,,,
2001-08-06,105.0,105.08,103.85,103.94,1552700,0.0,105.82,,,,,,,,,,
2001-08-07,104.1,104.88,103.73,104.56,2502500,0.0,105.82,,,,,,,,,,
2001-08-08,104.19,104.93,102.7,102.96,4010000,0.0,105.8,,,,,,,,,,
2001-08-09,102.99,103.25,102.13,103.15,5422800,0.0,105.79,,,,,,,,,,
2001-08-10,102.93,104.46,102.02,104.23,4504000,0.0,105.78,,,,,,,,,,
2001-08-13,104.2,104.55,103.75,104.19,2801800,0.0,105.78,,,,,,,,,,
2001-08-14,104.5,104.97,103.97,104.31,1329100,0.0,105.78,,,,,,,,,,
2001-08-15,104.31,104.84,103.52,103.57,2354500,0.0,105.77,,,,,,,,,,
2001-08-16,103.32,104.25,102.89,104.25,3778100,0.0,105.74,,,,,,,,,,
2001-08-17,103.15,103.62,101.88,102.5,3423400,0.118,105.72,,,,,,,,,,
2001-08-20,102.4,103.6,102.15,103.58,2005200,0.0,105.7,,,,,,,,,,
2001-08-21,103.5,103.89,101.46,101.5,3860600,0.0,105.69,,,,,,,,,,
2001-08-22,102.2,103.23,101.45,102.88,5700500,0.0,105.66,,,,,,,,,,
2001-08-23,102.65,103.04,102.23,102.45,2266300,0.0,105.63,,,,,,,,,,
2001-08-24,102.75,104.97,102.38,104.63,2789300,0.0,105.61,,,,,,,,,,
2001-08-27,104.5,104.61,103.91,103.91,2574400,0.0,105.59,,,,,,,,,,
2001-08-28,103.99,103.99,102.25,102.32,2799200,0.0,105.58,,,,,,,,,,
2001-08-29,102.7,102.85,100.9,101.19,3113300,0.0,105.55,,,,,,,,,,
2001-08-30,100.54,101.46,98.83,99.26,5706100,0.0,105.51,,,,,,,,,,
2001-08-31,99.4,100.67,99.07,99.88,3670700,0.0,105.5,0.9490687951349296,0.9509663905550796,0.9156582324899156,0.9315426226450289,1.007464192051644,0.9512380952380952,0.9191129106469126,0.9353811575201348,0.9566133512115698,0.9128964445663104
2001-09-04,99.7,102.07,99.36,99.97,8618800,0.0,105.47,0.9515174651651078,0.9425222159198337,0.9105022831050228,0.9278734295020941,1.0132113821138211,0.9545236955481092,0.9170345842531272,0.9301240787386884,0.950066704783686,0.9133382191278856
2001-09-05,100.0,100.95,99.01,100.56,7027300,0.0,105.43,,,,,,,,,,
2001-09-06,99.8,100.2,98.33,98.35,5873600,0.0,105.38,,,,,,,,,,
2001-09-07,97.61,98.23,95.7,95.85,10479200,0.0,105.31,,,,,,,,,,
2001-09-10,95.17,96.96,95.05,96.45,8726900,0.0,105.24,,,,,,,,,,
2001-09-17,90.5,92.3,88.95,89.1,13237400,0.0,105.14,,,,,,,,,,
2001-09-18,89.75,90.5,88.2,89.4,6816000,0.0,105.04,,,,,,,,,,
2001-09-19,89.43,89.8,84.9,87.47,9969500,0.0,104.91,,,,,,,,,,
2001-09-20,86.5,86.9,83.5,83.65,10182100,0.0,104.77,,,,,,,,,,
2001-09-21,80.05,85.0,79.5,82.8,12533400,0.19,104.63,,,,,,,,,,
2001-09-24,85.46,86.69,84.5,86.2,7953200,0.0,104.52,,,,,,,,,,
2001-09-25,86.25,87.2,85.05,86.9,7317500,0.0,104.41,,,,,,,,,,
2001-09-26,87.39,87.5,85.3,86.05,3981600,0.0,104.29,,,,,,,,,,
2001-09-27,86.0,86.99,84.8,86.75,4621500,0.0,104.19,,,,,,,,,,
2001-09-28,87.25,88.74,87.05,88.35,8187100,0.0,104.09,0.8411882319337332,0.8845614737685222,0.8395096921322691,0.8099559955995599,0.8240067151650811,0.8911640104902158,0.8414285714285714,0.813011870801509,0.8274021352313167,0.8461833157743511
2001-10-01,87.85,88.7,87.35,88.68,5514500,0.0,103.99,0.8304972584609567,0.8811434302908725,0.8384233632372591,0.802283105022831,0.8175895765472312,0.8927845528455284,0.8410722833891814,0.8080389992641648,0.8195727213359455,0.8371450352582428
2001-10-02,88.32,89.7,88.04,89.7,4845300,0.0,103.89,,,,,,,,,,
2001-10-03,88.75,91.65,88.65,91.2,7744300,0.0,103.81,,,,,,,,,,
2001-10-04,91.9,91.98,90.4,90.9,8186900,0.0,103.72,,,,,,,,,,
2001-10-05,90.5,91.5,89.57,91.12,8074100,0.0,103.64,,,,,,,,,,
2001-10-08,90.2,91.62,90.05,90.7,4774300,0.0,103.55,,,,,,,,,,
2001-10-09,90.99,91.1,90.15,90.63,2580500,0.0,103.46,,,,,,,,,,
2001-10-10,90.2,92.79,90.07,92.55,6862500,0.0,103.37,,,,,,,,,,
2001-10-11,93.1,94.55,92.95,94.2,14720200,0.0,103.3,,,,,,,,,,
2001-10-12,93.2,93.99,92.0,93.59,6561400,0.0,103.22,,,,,,,,,,
2001-10-15,93.0,93.7,92.47,93.57,3774700,0.0,103.14,,,,,,,,,,
2001-10-16,93.9,94.3,93.03,93.95,4445000,0.0,103.05,,,,,,,,,,
2001-10-17,95.1,95.18,92.01,92.01,14080700,0.0,102.95,,,,,,,,,,
2001-10-18,92.25,92.57,91.45,91.99,2821400,0.0,102.85,,,,,,,,,,
2001-10-19,91.65,92.35,90.85,91.9,3465800,0.099,102.75,,,,,,,,,,
2001-10-22,91.9,94.15,91.7,94.05,3788200,0.0,102.66,,,,,,,,,,
2001-10-23,94.4,94.54,92.8,93.6,3764900,0.0,102.57,,,,,,,,,,
2001-10-24,93.65,94.0,92.85,93.45,2824200,0.0,102.48,,,,,,,,,,
2001-10-25,92.5,94.99,91.74,94.98,3775300,0.0,102.41,,,,,,,,,,
2001-10-26,94.43,96.1,94.25,95.24,3639300,0.0,102.33,,,,,,,,,,
2001-10-29,95.05,95.51,92.05,93.06,3040800,0.0,102.23,,,,,,,,,,
2001-10-30,92.1,92.15,90.68,91.15,4090800,0.0,102.14,,,,,,,,,,
2001-10-31,91.92,92.43,90.6,90.68,4741700,0.0,102.03,0.9078894673608332,1.0263723825693267,0.8633723697991049,0.8616495629038391,0.8313164649798314,0.8457377354971088,0.9146661287068792,0.8636190476190477,0.8344529308916905,0.8492227008803147
2001-11-01,91.15,92.99,90.15,92.5,3984800,0.0,101.94,0.9142427281845537,1.0375640295959023,0.8616940820570996,0.8699179232677993,0.8324200913242009,0.8483015355979525,0.926321138211382,0.8726663475347056,0.8383922001471671,0.8503591752962031
2001-11-02,92.5,93.57,92.12,93.41,2647400,0.0,101.86,,,,,,,,,,
2001-11-05,94.25,94.87,94.1,94.5,2273500,0.0,101.8,,,,,,,,,,
2001-11-06,94.25,96.15,93.85,96.15,3113200,0.0,101.74,,,,,,,,,,
2001-11-07,95.38,96.6,95.26,95.75,2955300,0.0,101.69,,,,,,,,,,
2001-11-08,96.3,97.4,95.66,96.23,3953300,0.0,101.63,,,,,,,,,,
2001-11-09,95.77,96.5,95.28,96.31,2739100,0.0,101.58,,,,,,,,,,
2001-11-12,95.2,96.12,94.0,95.53,4122500,0.0,101.52,,,,,,,,,,
2001-11-13,96.79,97.85,96.61,97.8,4026000,0.0,101.48,,,,,,,,,,
2001-11-14,98.45,98.89,97.58,98.55,2772100,0.0,101.45,,,,,,,,,,
2001-11-15,98.3,99.25,98.21,99.14,3540500,0.0,101.41,,,,,,,,,,
2001-11-16,99.16,99.34,98.01,98.87,3945800,0.13699999999999998,101.37,,,,,,,,,,
2001-11-19,99.45,100.14,98.9,100.1,2794300,0.0,101.33,,,,,,,,,,
2001-11-20,99.7,99.99,99.05,99.13,3313500,0.0,101.27,,,,,,,,,,
2001-11-21,99.1,99.1,98.12,98.4,3219200,0.0,101.23,,,,,,,,,,
2001-11-23,98.55,99.95,98.45,99.9,873900,0.0,101.22,,,,,,,,,,
2001-11-26,99.95,100.15,99.1,99.8,2250800,0.0,101.2,,,,,,,,,,
2001-11-27,99.5,100.14,98.41,98.92,5033100,0.0,101.19,,,,,,,,,,
2001-11-28,98.42,98.49,97.16,97.3,3206200,0.0,101.17,,,,,,,,,,
2001-11-29,97.55,98.81,97.06,98.8,2597100,0.0,101.18,,,,,,,,,,
2001-11-30,98.42,99.15,98.1,98.59,3416100,0.0,101.17,1.1159026598754953,1.0872298191442435,0.987084501401682,0.938684185470818,0.9368110984416572,0.903832049871654,0.9195112852079836,0.9944522896913456,0.9389523809523812,0.9072421091377564
2001-12-03,98.1,98.1,97.21,97.8,1779200,0.0,101.17,1.1166761525327262,1.076247942951179,0.9839518555667,0.9273964832671582,0.9362473754533308,0.8958904109589041,0.912982782689623,0.996951219512195,0.9392053614169458,0.902317880794702
2001-12-04,98.3,99.45,97.58,99.45,2617500,0.0,101.2,,,,,,,,,,
2001-12-05,99.73,101.7,99.6,101.2,2938700,0.0,101.25,,,,,,,,,,
2001-12-06,101.22,101.95,101.0,101.3,3566000,0.0,101.28,,,,,,,,,,
2001-12-07,100.82,101.24,100.17,100.9,3954900,0.0,101.3,,,,,,,,,,
2001-12-10,100.35,101.0,99.35,99.4,2329700,0.0,101.3,,,,,,,,,,
2001-12-11,99.79,100.49,98.8,99.05,3352000,0.0,101.31,,,,,,,,,,
2001-12-12,99.4,99.65,98.11,99.23,3120800,0.0,101.32,,,,,,,,,,
2001-12-13,98.3,98.79,97.52,97.6,2976500,0.0,101.31,,,,,,,,,,
2001-12-14,97.81,98.79,97.6,98.6,3638200,0.0,101.31,,,,,,,,,,
2001-12-17,98.35,99.6,98.34,99.3,2430900,0.0,101.34,,,,,,,,,,
2001-12-18,99.86,100.4,99.61,100.4,1557500,0.0,101.37,,,,,,,,,,
2001-12-19,99.6,101.17,99.36,101.16,2250900,0.0,101.38,,,,,,,,,,
2001-12-20,100.8,101.07,100.1,100.21,2260600,0.0,101.39,,,,,,,,,,
2001-12-21,100.55,100.77,100.01,100.5,2951100,0.213,101.4,,,,,,,,,,
2001-12-24,100.52,100.78,100.4,100.49,372500,0.0,101.4,,,,,,,,,,
2001-12-26,100.49,101.8,100.46,101.13,1462000,0.0,101.41,,,,,,,,,,
2001-12-27,101.12,101.55,100.89,101.49,1850300,0.0,101.4,,,,,,,,,,
2001-12-28,101.7,101.94,101.13,101.16,1401100,0.0,101.41,,,,,,,,,,
2001-12-31,101.34,101.47,99.66,99.8,1706300,0.0,101.39,1.1005734450816056,1.0122730500050714,1.1295981890209394,0.999199038846616,0.950204703418071,0.9483086278981376,0.9149248258159148,0.9307964931915688,1.0066572523703852,0.9504761904761904
