Date,Open,High,Low,Close,Volume,Dividend,SMA_175,Momentum_2,Momentum_1,Momentum_3,Momentum_4,Momentum_5,Momentum_6,Momentum_7,Momentum_8,Momentum_9,Momentum_10
1998-02-27,85.11,85.95,84.89,85.59,451300,0.0,,,1.0802726240060585,,,,,,,,
1998-03-02,85.75,85.86,85.28,85.72,1062800,0.0,,1.1020434391466392,1.063631853138179,,,,,,,,
1998-03-03,85.22,86.12,85.19,86.11,596600,0.0,,,,,,,,,,,
1998-03-04,85.62,85.88,85.11,85.53,691700,0.0,,,,,,,,,,,
1998-03-05,84.5,85.27,84.22,84.78,778300,0.0,,,,,,,,,,,
1998-03-06,85.09,86.03,85.09,86.03,933100,0.0,,,,,,,,,,,
1998-03-09,85.62,86.58,85.59,85.88,685300,0.0,,,,,,,,,,,
1998-03-10,86.38,86.75,86.16,86.72,563700,0.0,,,,,,,,,,,
1998-03-11,86.94,87.23,86.73,87.0,406600,0.0,,,,,,,,,,,
1998-03-12,86.94,87.06,86.31,86.89,576700,0.0,,,,,,,,,,,
1998-03-13,87.19,87.25,86.09,86.16,458900,0.0,,,,,,,,,,,
1998-03-16,86.56,87.47,86.34,87.47,733000,0.0,,,,,,,,,,,
1998-03-17,87.28,87.78,87.08,87.77,499900,0.0,,,,,,,,,,,
1998-03-18,87.59,88.02,87.28,87.98,410900,0.0,,,,,,,,,,,
1998-03-19,88.0,88.3,87.84,88.23,730000,0.0,,,,,,,,,,,
1998-03-20,88.56,89.41,88.28,89.16,754300,0.0,,,,,,,,,,,
1998-03-23,89.19,89.19,88.39,88.48,551600,0.0,,,,,,,,,,,
1998-03-24,88.97,89.86,88.92,89.44,470300,0.0,,,,,,,,,,,
1998-03-25,90.06,90.06,88.25,88.88,966200,0.0,,,,,,,,,,,
1998-03-26,88.84,89.3,88.52,88.62,412800,0.0,,,,,,,,,,,
1998-03-27,89.34,89.41,87.88,88.27,584100,0.0,,,,,,,,,,,
1998-03-30,88.28,88.56,87.69,88.16,562400,0.0,,,,,,,,,,,
1998-03-31,88.47,89.31,88.06,88.19,620000,0.0,,1.1130884765871512,1.030377380535109,,,,,,,,
1998-04-01,88.36,89.2,87.72,88.94,373700,0.0,,1.0960059538576037,1.0304373177842563,1.1355866855160004,,,,,,,
1998-04-02,88.91,90.25,88.83,90.16,440600,0.0,,,,,,,,,,,
1998-04-03,90.25,90.58,89.81,90.09,493300,0.0,,,,,,,,,,,
1998-04-06,90.88,91.25,90.34,90.38,610500,0.0,,,,,,,,,,,
1998-04-07,90.38,90.39,89.25,89.89,707300,0.0,,,,,,,,,,,
1998-04-08,90.06,90.06,88.83,89.28,949500,0.0,,,,,,,,,,,
1998-04-09,89.66,90.47,89.62,90.38,451700,0.0,,,,,,,,,,,
1998-04-13,90.73,90.73,89.56,90.34,337900,0.0,,,,,,,,,,,
1998-04-14,90.53,91.52,90.53,91.44,451500,0.0,,,,,,,,,,,
1998-04-15,91.66,92.02,91.2,92.02,261800,0.0,,,,,,,,,,,
1998-04-16,91.7,91.7,90.8,91.06,232800,0.0,,,,,,,,,,,
1998-04-17,90.73,91.75,90.58,91.7,382900,0.34,,,,,,,,,,,
1998-04-20,91.59,91.66,91.0,91.3,299400,0.0,,,,,,,,,,,
1998-04-21,91.25,91.92,90.97,91.91,372000,0.0,,,,,,,,,,,
1998-04-22,91.86,92.11,91.69,91.84,503400,0.0,,,,,,,,,,,
1998-04-23,91.72,92.03,91.11,91.31,597700,0.0,,,,,,,,,,,
1998-04-24,91.22,91.56,90.06,90.55,820200,0.0,,,,,,,,,,,
1998-04-27,89.44,89.88,88.39,89.25,1916800,0.0,,,,,,,,,,,
1998-04-28,90.03,90.12,88.66,88.98,437200,0.0,,,,,,,,,,,
1998-04-29,89.28,89.95,88.92,89.42,298700,0.0,,,,,,,,,,,
1998-04-30,90.33,91.31,90.22,90.88,443100,0.0,,1.061806285781049,1.0305023245265903,1.1470402625268206,,,,,,,
1998-05-01,91.09,91.66,90.81,91.66,338300,0.0,,1.0622740524781342,1.0308963331824357,1.1298685189779212,1.1706721501092403,,,,,,
1998-05-04,91.98,92.58,91.81,91.81,542500,0.0,,,,,,,,,,,
1998-05-05,91.5,91.86,90.97,91.48,325600,0.0,,,,,,,,,,,
1998-05-06,91.84,91.86,90.28,90.28,665500,0.0,,,,,,,,,,,
1998-05-07,90.62,90.62,89.72,89.73,593100,0.0,,,,,,,,,,,
1998-05-08,89.75,90.98,89.69,90.94,638100,0.0,,,,,,,,,,,
1998-05-11,91.28,91.84,90.69,90.92,703100,0.0,,,,,,,,,,,
1998-05-12,90.91,91.92,90.61,91.92,479000,0.0,,,,,,,,,,,
1998-05-13,91.91,92.36,91.62,92.25,399400,0.0,,,,,,,,,,,
1998-05-14,91.56,92.3,91.34,91.81,622900,0.0,,,,,,,,,,,
1998-05-15,91.88,91.88,90.8,90.8,280900,0.09,,,,,,,,,,,
1998-05-18,90.88,91.33,90.0,90.53,249200,0.0,,,,,,,,,,,
1998-05-19,91.12,91.31,90.38,90.56,482100,0.0,,,,,,,,,,,
1998-05-20,91.25,91.88,90.64,91.78,304400,0.0,,,,,,,,,,,
1998-05-21,91.94,92.17,91.11,91.38,530600,0.0,,,,,,,,,,,
1998-05-22,91.59,91.59,90.94,91.23,219000,0.0,,,,,,,,,,,
1998-05-26,91.73,91.84,89.66,89.66,561300,0.0,,,,,,,,,,,
1998-05-27,89.0,89.86,87.94,89.66,1041100,0.0,,,,,,,,,,,
1998-05-28,89.75,90.09,89.19,89.98,367700,0.0,,,,,,,,,,,
1998-05-29,90.28,90.42,88.84,88.84,232400,0.0,,1.0073704501644178,0.9775528169014084,1.0379717256688863,1.1212924397324249,,,,,,
1998-06-01,88.62,89.86,88.59,89.41,445800,0.0,,1.0029425079221368,0.9728839609177736,1.033469387755102,1.0992309600595385,1.1389281583344044,,,,,
1998-06-02,89.73,89.88,88.78,88.95,391600,0.0,,,,,,,,,,,
1998-06-03,89.38,89.41,87.81,87.84,473100,0.0,,,,,,,,,,,
1998-06-04,87.88,88.95,87.53,88.89,636200,0.0,,,,,,,,,,,
1998-06-05,89.47,90.86,89.0,90.86,1014000,0.0,,,,,,,,,,,
1998-06-08,90.75,91.25,90.48,90.92,467900,0.0,,,,,,,,,,,
1998-06-09,90.81,91.05,90.36,90.73,180100,0.0,,,,,,,,,,,
1998-06-10,90.28,91.12,89.58,89.75,531300,0.0,,,,,,,,,,,
1998-06-11,90.03,90.14,88.12,88.12,529200,0.0,,,,,,,,,,,
1998-06-12,88.19,88.62,86.88,88.56,909200,0.0,,,,,,,,,,,
1998-06-15,87.56,87.94,85.95,86.0,617400,0.0,,,,,,,,,,,
1998-06-16,86.81,86.94,85.94,86.8,796500,0.0,,,,,,,,,,,
1998-06-17,87.78,89.17,87.56,88.66,895100,0.0,,,,,,,,,,,
1998-06-18,88.44,88.72,88.09,88.31,219000,0.0,,,,,,,,,,,
1998-06-19,88.41,88.55,86.86,87.08,506100,0.19,,,,,,,,,,,
1998-06-22,87.19,87.7,86.8,87.17,161500,0.0,,,,,,,,,,,
1998-06-23,87.66,88.42,87.66,88.38,201600,0.0,,,,,,,,,,,
1998-06-24,88.5,89.44,87.86,89.3,353100,0.0,,,,,,,,,,,
1998-06-25,89.88,90.3,89.14,89.69,420200,0.0,,,,,,,,,,,
1998-06-26,89.59,89.94,89.34,89.69,150400,0.0,,,,,,,,,,,
1998-06-29,90.19,90.66,90.0,90.12,297700,0.0,,,,,,,,,,,
1998-06-30,89.91,90.16,89.36,89.69,395600,0.0,,0.986905809859155,1.0095677622692478,1.0170087311486564,1.0479027923822877,1.1320206992300896,,,,,
1998-07-01,90.38,90.67,89.89,90.59,347100,0.0,,0.992205511033044,1.0198600767321149,1.0228610230873698,1.0539941690962098,1.121061771272637,1.1615473589512917,,,,
1998-07-02,90.34,90.58,90.14,90.3,263900,0.0,,,,,,,,,,,
1998-07-06,90.31,91.25,90.03,91.25,166500,0.0,,,,,,,,,,,
1998-07-07,91.17,91.56,90.72,91.11,155700,0.0,,,,,,,,,,,
1998-07-08,91.19,91.98,91.11,91.95,146900,0.0,,,,,,,,,,,
1998-07-09,91.38,91.91,90.47,90.88,151500,0.0,,,,,,,,,,,
1998-07-10,91.03,91.47,90.34,91.23,127800,0.0,,,,,,,,,,,
1998-07-13,91.38,91.92,90.8,90.98,164400,0.0,,,,,,,,,,,
1998-07-14,91.48,92.67,91.48,92.44,276000,0.0,,,,,,,,,,,
1998-07-15,93.0,93.16,92.28,92.5,367900,0.0,,,,,,,,,,,
1998-07-16,92.44,93.41,92.09,93.27,356100,0.0,,,,,,,,,,,
1998-07-17,93.44,93.62,93.09,93.33,222100,0.0,,,,,,,,,,,
1998-07-20,93.55,93.58,92.58,93.12,234900,0.0,,,,,,,,,,,
1998-07-21,93.58,93.58,91.75,91.75,389800,0.0,,,,,,,,,,,
1998-07-22,91.5,91.75,90.83,91.41,229900,0.0,,,,,,,,,,,
1998-07-23,91.17,91.44,89.2,89.36,297000,0.0,,,,,,,,,,,
1998-07-24,90.08,90.08,88.53,89.44,424800,0.0,,,,,,,,,,,
1998-07-27,88.97,90.34,88.53,90.25,382900,0.0,,,,,,,,,,,
1998-07-28,90.09,90.09,88.02,89.22,557300,0.0,,,,,,,,,,,
1998-07-29,89.81,90.0,88.83,89.02,330400,0.0,,,,,,,,,,,
1998-07-30,89.88,90.38,89.58,90.23,533300,0.0,,,,,,,,,,,
1998-07-31,90.12,90.38,88.16,88.53,234400,0.0,,0.9965105808194508,0.9870665626045269,0.9741417253521129,1.0038553123936955,1.0343498072204698,1.117379780386217,,,,
1998-08-03,88.62,88.92,87.78,87.81,429300,0.0,,1.0,0.9805266651914142,0.9728839609177736,1.0029425079221368,1.033469387755102,1.0992309600595385,1.1389281583344044,,,
1998-08-04,88.62,88.62,84.88,84.94,947200,0.0,,,,,,,,,,,
1998-08-05,85.44,85.92,83.53,85.66,1456000,0.0,,,,,,,,,,,
1998-08-06,84.97,86.23,84.97,85.66,571600,0.0,,,,,,,,,,,
1998-08-07,86.28,87.23,85.5,86.16,698900,0.0,,,,,,,,,,,
1998-08-10,86.0,86.41,85.14,85.78,233900,0.0,,,,,,,,,,,
1998-08-11,84.25,84.81,83.06,84.38,1034100,0.0,,,,,,,,,,,
1998-08-12,85.22,85.78,84.72,85.69,592000,0.0,,,,,,,,,,,
1998-08-13,85.34,86.22,84.28,84.28,651900,0.0,,,,,,,,,,,
1998-08-14,85.62,85.69,83.78,84.31,731000,0.0,,,,,,,,,,,
1998-08-17,84.09,85.97,83.69,85.75,948800,0.0,,,,,,,,,,,
1998-08-18,86.22,87.67,86.03,87.38,566000,0.0,,,,,,,,,,,
1998-08-19,87.91,87.91,86.78,86.97,324700,0.0,,,,,,,,,,,
1998-08-20,86.59,87.12,86.16,86.25,536300,0.0,,,,,,,,,,,
1998-08-21,85.12,85.59,83.19,85.59,1184400,0.197,,,,,,,,,,,
1998-08-24,85.81,86.34,85.0,85.62,292300,0.0,,,,,,,,,,,
1998-08-25,86.47,86.88,85.28,85.91,309400,0.0,,,,,,,,,,,
1998-08-26,84.84,85.81,84.53,85.39,653200,0.0,,,,,,,,,,,
1998-08-27,83.94,84.22,80.81,81.05,1887300,0.0,,,,,,,,,,,
1998-08-28,82.0,82.61,80.12,80.78,1225000,0.0,,,,,,,,,,,
1998-08-31,81.22,81.41,74.88,74.88,1284000,0.0,,0.8348756829077935,0.8458149779735682,0.8428635749662313,0.8239436619718309,0.849075858940923,0.874868559411146,0.9450965543354788,,,
1998-09-01,76.22,79.09,73.88,78.53,1760300,0.0,,0.8433281699491039,0.8600767321146467,0.8600767321146467,0.8367548578329125,0.8626075147125396,0.8888629737609329,0.9454229719672536,0.9795656085336074,,
1998-09-02,78.66,79.62,77.62,77.78,551100,0.0,,,,,,,,,,,
1998-09-03,76.34,77.62,75.75,77.03,806800,0.0,,,,,,,,,,,
1998-09-04,77.69,77.78,74.94,76.88,578100,0.0,,,,,,,,,,,
1998-09-08,79.19,80.66,78.34,80.59,1187900,0.0,,,,,,,,,,,
1998-09-09,80.09,80.47,78.41,78.41,879200,0.0,,,,,,,,,,,
1998-09-10,76.47,77.22,75.0,75.75,1292900,0.0,,,,,,,,,,,
1998-09-11,75.38,78.81,75.02,78.72,1086900,0.0,,,,,,,,,,,
1998-09-14,79.42,80.34,79.22,79.41,627700,0.0,,,,,,,,,,,
1998-09-15,78.62,80.5,78.59,80.28,418000,0.0,,,,,,,,,,,
1998-09-16,80.94,81.69,79.59,81.12,495200,0.0,,,,,,,,,,,
1998-09-17,78.66,79.41,78.5,78.78,681100,0.0,,,,,,,,,,,
1998-09-18,78.56,79.12,78.12,78.81,309400,0.109,,,,,,,,,,,
1998-09-21,76.28,79.56,76.16,79.25,562200,0.0,,,,,,,,,,,
1998-09-22,80.06,80.06,78.52,78.86,431900,0.0,,,,,,,,,,,
1998-09-23,79.91,81.88,79.39,81.88,680200,0.0,,,,,,,,,,,
1998-09-24,81.27,81.86,79.23,79.77,568800,0.0,,,,,,,,,,,
1998-09-25,78.97,80.97,78.66,80.12,422200,0.0,,,,,,,,,,,
1998-09-28,80.94,81.64,80.38,81.28,678800,0.0,86.67,,,,,,,,,,
1998-09-29,81.48,81.56,79.59,80.69,1089600,0.0,86.68,,,,,,,,,,
1998-09-30,79.69,80.44,78.12,78.19,673200,0.0,86.69,0.8832034338642267,1.0442040598290598,0.8717805775448768,0.8801215668617739,0.8603653169014085,0.8866084590089579,0.9135413015539198,0.9868736589675629,,
1998-10-01,77.0,78.16,75.75,76.22,1107600,0.0,86.68,0.8688783570300157,1.0102335345053792,0.8519583978756362,0.8688783570300157,0.8453178175430892,0.8714350384789498,0.8979591836734694,0.9550979905730588,0.9895900269888188,
1998-10-02,76.38,78.31,75.06,78.16,971800,0.0,86.69,,,,,,,,,,
1998-10-05,77.34,78.0,75.44,77.22,728800,0.0,86.69,,,,,,,,,,
1998-10-06,78.31,78.86,76.62,77.19,806100,0.0,86.68,,,,,,,,,,
1998-10-07,77.53,78.56,75.86,77.34,1280800,0.0,86.67,,,,,,,,,,
1998-10-08,75.12,77.75,74.47,77.31,2218200,0.0,86.66,,,,,,,,,,
1998-10-09,78.06,79.38,76.56,79.19,1196900,0.0,86.66,,,,,,,,,,
1998-10-12,80.53,80.97,79.5,79.78,630700,0.0,86.65,,,,,,,,,,
1998-10-13,80.0,80.19,78.69,79.17,288500,0.0,86.64,,,,,,,,,,
1998-10-14,79.0,80.67,78.84,79.69,939700,0.0,86.63,,,,,,,,,,
1998-10-15,79.5,88.0,79.19,83.88,1219200,0.0,86.64,,,,,,,,,,
1998-10-16,83.94,84.42,83.25,84.19,694800,0.0,86.65,,,,,,,,,,
1998-10-19,84.0,85.25,83.81,84.62,423800,0.0,86.67,,,,,,,,,,
1998-10-20,85.48,86.5,84.48,84.89,959800,0.0,86.68,,,,,,,,,,
1998-10-21,85.47,85.8,84.62,85.06,599800,0.0,86.69,,,,,,,,,,
1998-10-22,85.03,85.69,84.2,85.56,574800,0.0,86.7,,,,,,,,,,
1998-10-23,84.94,85.19,84.12,84.31,463400,0.0,86.71,,,,,,,,,,
1998-10-26,85.0,85.44,84.12,84.38,381100,0.0,86.71,,,,,,,,,,
1998-10-27,85.28,85.42,83.39,83.72,915900,0.0,86.7,,,,,,,,,,
1998-10-28,83.86,84.38,83.17,83.45,355200,0.0,86.7,,,,,,,,,,
1998-10-29,83.91,85.44,83.47,85.44,413600,0.0,86.71,,,,,,,,,,
1998-10-30,86.09,86.61,85.58,86.03,678700,0.0,86.72,1.1489049145299146,1.1002685765443152,0.971760984976844,0.9591927751142826,0.9683701035569564,0.9466329225352114,0.975507427145935,1.0051407874751723,1.08582607598132,
1998-11-02,86.78,87.47,86.23,87.47,598900,0.0,86.74,1.1385463133035951,1.127012987012987,0.9792371925073348,0.9601681788006196,0.9792371925073348,0.952684158524536,0.9821186057039384,1.0120116618075805,1.0764078392458447,1.1152808122349311
1998-11-03,87.19,87.62,86.7,87.0,731200,0.0,86.75,,,,,,,,,,
1998-11-04,88.19,88.84,87.08,88.23,706600,0.0,86.77,,,,,,,,,,
1998-11-05,87.3,89.5,87.14,89.5,462600,0.0,86.79,,,,,,,,,,
1998-11-06,89.2,89.94,89.0,89.88,400000,0.0,86.81,,,,,,,,,,
1998-11-09,89.84,89.94,88.52,89.02,325700,0.0,86.83,,,,,,,,,,
1998-11-10,88.75,89.42,88.5,88.62,345400,0.0,86.85,,,,,,,,,,
1998-11-11,89.44,89.48,87.97,88.36,365000,0.0,86.87,,,,,,,,,,
1998-11-12,88.12,89.22,88.12,88.62,354400,0.0,86.88,,,,,,,,,,
1998-11-13,88.66,89.75,88.47,89.5,408300,0.0,86.9,,,,,,,,,,
1998-11-16,90.16,90.47,89.39,90.34,273700,0.0,86.92,,,,,,,,,,
1998-11-17,89.95,92.0,89.03,89.97,618700,0.0,86.94,,,,,,,,,,
1998-11-18,89.88,90.97,89.75,90.67,249600,0.0,86.96,,,,,,,,,,
1998-11-19,90.94,91.12,90.31,90.75,270800,0.0,86.99,,,,,,,,,,
1998-11-20,91.31,91.73,91.0,91.72,331900,0.15,87.01,,,,,,,,,,
1998-11-23,92.36,94.09,92.25,94.09,530600,0.0,87.05,,,,,,,,,,
1998-11-24,93.77,93.89,92.88,93.09,503700,0.0,87.08,,,,,,,,,,
1998-11-25,93.25,93.33,92.61,93.12,155300,0.0,87.11,,,,,,,,,,
1998-11-27,93.7,93.72,93.25,93.25,71000,0.0,87.13,,,,,,,,,,
1998-11-30,93.05,93.06,90.75,90.81,527600,0.0,87.14,1.16140171377414,1.0555620132511914,1.2127403846153848,1.0257539817011183,1.0124874567956297,1.0221746960828455,0.9992297535211268,1.0297085837396531,1.060988433228181,1.1461567588034836
1998-12-01,90.25,91.91,89.88,91.27,379800,0.0,87.15,1.172077922077922,1.039986171929016,1.1840724219364995,1.0183931392462198,0.9985616286789112,1.0183931392462198,0.990778351081348,1.0213897691263014,1.0524781341107872,1.1194492681716697
1998-12-02,90.53,90.98,89.52,90.75,317600,0.0,87.16,,,,,,,,,,
1998-12-03,90.33,90.98,88.56,88.83,638700,0.0,87.17,,,,,,,,,,
1998-12-04,89.62,90.62,89.38,90.5,1230600,0.0,87.18,,,,,,,,,,
1998-12-07,90.59,90.98,90.0,90.75,522900,0.0,87.19,,,,,,,,,,
1998-12-08,90.55,91.0,89.42,90.31,405500,0.0,87.21,,,,,,,,,,
1998-12-09,90.17,90.66,89.66,90.06,310100,0.0,87.21,,,,,,,,,,
1998-12-10,89.88,90.02,88.16,88.28,422700,0.0,87.2,,,,,,,,,,
1998-12-11,88.02,88.61,87.27,87.97,548700,0.0,87.19,,,,,,,,,,
1998-12-14,87.42,87.97,86.52,86.52,393500,0.0,87.17,,,,,,,,,,
1998-12-15,87.5,88.38,86.52,88.22,637200,0.0,87.16,,,,,,,,,,
1998-12-16,88.59,88.59,87.56,87.88,537800,0.0,87.15,,,,,,,,,,
1998-12-17,88.14,89.0,88.14,88.72,1114300,0.0,87.14,,,,,,,,,,
1998-12-18,89.11,89.38,88.52,88.72,289100,0.15,87.13,,,,,,,,,,
1998-12-21,89.27,91.19,89.11,89.81,483500,0.0,87.12,,,,,,,,,,
1998-12-22,90.27,90.77,89.42,90.34,317700,0.0,87.11,,,,,,,,,,
1998-12-23,91.23,92.31,90.69,92.06,657600,0.0,87.12,,,,,,,,,,
1998-12-24,92.11,92.52,91.81,92.09,346900,0.0,87.12,,,,,,,,,,
1998-12-28,92.77,92.78,91.81,91.94,274000,0.0,87.12,,,,,,,,,,
1998-12-29,92.3,93.53,91.77,93.48,598800,0.0,87.13,,,,,,,,,,
1998-12-30,93.06,93.47,92.62,92.62,202600,0.0,87.14,,,,,,,,,,
1998-12-31,92.61,92.86,91.5,91.53,870300,0.0,87.14,1.063931186795304,1.0079286422200198,1.1706100524363732,1.2223557692307694,1.0338868180277871,1.0205151075928198,1.0302791535344442,1.0071522887323945,1.037872774691008,1.0694006309148263
1999-01-04,92.08,93.61,91.05,91.95,490200,0.0,87.15,1.0610739801797648,1.0202770083102493,1.195844155844156,1.208081868276043,1.0390431053938165,1.0188094711219298,1.0390431053938165,1.0108683719398397,1.0421004979628792,1.0738192419825072
1999-01-05,91.94,93.44,91.94,93.22,473000,0.0,87.17,,,,,,,,,,
1999-01-06,94.17,95.81,93.83,95.66,701400,0.0,87.21,,,,,,,,,,
1999-01-07,94.25,95.48,94.09,95.25,450300,0.0,87.24,,,,,,,,,,
1999-01-08,96.25,96.62,95.3,96.52,446300,0.0,87.27,,,,,,,,,,
1999-01-11,96.34,96.45,95.25,96.34,603000,0.0,87.3,,,,,,,,,,
1999-01-12,95.94,96.06,94.53,94.53,539600,0.0,87.32,,,,,,,,,,
1999-01-13,91.8,94.38,91.8,93.34,1082800,0.0,87.33,,,,,,,,,,
1999-01-14,93.5,93.5,90.72,90.88,604100,0.0,87.33,,,,,,,,,,
1999-01-15,92.11,93.5,91.53,93.47,470100,0.15,87.35,,,,,,,,,,
1999-01-19,94.31,94.31,92.02,93.06,1505900,0.0,87.36,,,,,,,,,,
1999-01-20,94.19,94.75,92.75,93.62,687500,0.0,87.38,,,,,,,,,,
1999-01-21,93.0,93.78,92.03,92.12,944500,0.0,87.38,,,,,,,,,,
1999-01-22,90.92,92.11,90.75,91.31,550700,0.0,87.37,,,,,,,,,,
1999-01-25,91.39,92.28,90.36,92.28,608400,0.0,87.38,,,,,,,,,,
1999-01-26,92.3,93.72,91.83,93.72,459600,0.0,87.39,,,,,,,,,,
1999-01-27,93.81,94.0,91.5,91.69,487100,0.0,87.4,,,,,,,,,,
1999-01-28,92.47,93.16,92.22,92.47,268200,0.0,87.41,,,,,,,,,,
1999-01-29,93.2,94.0,92.05,93.28,306900,0.0,87.42,1.0271996476159009,1.0191194143996505,1.0842729280483552,1.1929914311293004,1.2457264957264955,1.0536541285439964,1.0400267588359906,1.04997748761819,1.0264084507042257,1.0577162943644405
1999-02-01,93.98,94.34,93.16,93.34,191400,0.0,87.43,1.0413296398891967,1.0206342311033885,1.0829684259045864,1.2205194805194806,1.2330097087378642,1.0604829609568946,1.0398318211993804,1.0604829609568946,1.0317268635415524,1.0636034404708012
1999-02-02,93.27,93.3,91.88,92.66,473600,0.0,87.44,,,,,,,,,,
1999-02-03,92.22,94.0,92.22,93.88,238100,0.0,87.46,,,,,,,,,,
1999-02-04,93.52,94.0,92.77,93.5,442800,0.0,87.48,,,,,,,,,,
1999-02-05,93.22,93.48,92.44,93.06,438700,0.0,87.5,,,,,,,,,,
1999-02-08,93.5,93.77,92.06,92.81,335500,0.0,87.52,,,,,,,,,,
1999-02-09,92.64,92.84,91.0,91.38,341700,0.0,87.54,,,,,,,,,,
1999-02-10,91.5,91.91,90.97,91.62,751900,0.0,87.55,,,,,,,,,,
1999-02-11,92.11,94.34,91.5,94.0,687700,0.0,87.59,,,,,,,,,,
1999-02-12,93.47,93.98,92.31,92.91,410400,0.0,87.61,,,,,,,,,,
1999-02-16,93.59,93.97,92.5,92.7,728100,0.0,87.62,,,,,,,,,,
1999-02-17,92.47,93.78,91.8,92.44,466000,0.0,87.63,,,,,,,,,,
1999-02-18,92.73,93.31,91.97,93.03,589200,0.0,87.64,,,,,,,,,,
1999-02-19,93.06,93.98,92.59,93.53,382200,0.15,87.66,,,,,,,,,,
1999-02-22,93.45,95.72,93.36,95.69,418500,0.0,87.71,,,,,,,,,,
1999-02-23,95.34,96.12,94.56,95.56,632800,0.0,87.75,,,,,,,,,,
1999-02-24,95.7,96.08,93.75,93.88,695600,0.0,87.79,,,,,,,,,,
1999-02-25,93.28,93.84,92.25,93.19,1438600,0.0,87.83,,,,,,,,,,
1999-02-26,93.72,93.81,92.44,92.89,356200,0.0,87.85,1.0148585163334425,0.9958190394511148,1.022904966413391,1.079739625711961,1.188003581020591,1.2405181623931625,1.049248842200384,1.0356784479875123,1.0455875731652409,1.0221170774647887
1999-03-01,93.0,93.56,92.25,93.06,336900,0.0,87.88,1.009991311902693,0.9895722494147692,1.0304709141274238,1.0716755012675732,1.207792207792208,1.2201521910259774,1.0494245091401488,1.0289887143173269,1.0494245091401488,1.0209682731364584
1999-03-02,93.61,94.22,92.64,93.28,242000,0.0,87.92,,,,,,,,,,
1999-03-03,93.02,93.34,92.0,92.84,201200,0.0,87.95,,,,,,,,,,
1999-03-04,93.5,94.97,93.34,94.97,584900,0.0,87.99,,,,,,,,,,
1999-03-05,96.33,97.84,96.17,97.62,1525300,0.0,88.03,,,,,,,,,,
1999-03-08,97.67,97.78,96.8,97.47,298300,0.0,88.08,,,,,,,,,,
1999-03-09,97.31,98.34,96.75,96.94,848200,0.0,88.12,,,,,,,,,,
1999-03-10,97.12,97.94,96.81,97.94,180300,0.0,88.16,,,,,,,,,,
1999-03-11,98.61,99.72,98.03,99.31,758500,0.0,88.22,,,,,,,,,,
1999-03-12,99.84,99.86,98.64,98.64,411300,0.0,88.26,,,,,,,,,,
1999-03-15,98.91,99.75,98.75,99.73,204000,0.0,88.32,,,,,,,,,,
1999-03-16,99.92,100.11,99.27,99.44,644400,0.0,88.36,,,,,,,,,,
1999-03-17,99.47,99.75,98.69,98.92,608100,0.0,88.41,,,,,,,,,,
