Date,Open,High,Low,Close,Volume,Dividend,Momentum_1,Momentum_3,Momentum_6
1988-12-30,10.0,10.0,10.0,10.0,0,0.0,,,
1989-01-03,10.01,10.01,10.01,10.01,0,0.0,1.001,,
1989-01-04,9.97,9.97,9.97,9.97,0,0.0,,,
1989-01-05,9.94,9.94,9.94,9.94,0,0.0,,,
1989-01-06,9.9,9.9,9.9,9.9,0,0.0,,,
1989-01-09,9.93,9.93,9.93,9.93,0,0.0,,,
1989-01-10,9.94,9.94,9.94,9.94,0,0.0,,,
1989-01-11,9.97,9.97,9.97,9.97,0,0.0,,,
1989-01-12,9.99,9.99,9.99,9.99,0,0.0,,,
1989-01-13,9.95,9.95,9.95,9.95,0,0.0,,,
1989-01-16,10.02,10.02,10.02,10.02,0,0.0,,,
1989-01-17,10.11,10.11,10.11,10.11,0,0.0,,,
1989-01-18,10.06,10.06,10.06,10.06,0,0.0,,,
1989-01-19,10.11,10.11,10.11,10.11,0,0.0,,,
1989-01-20,10.18,10.18,10.18,10.18,0,0.0,,,
1989-01-23,10.22,10.22,10.22,10.22,0,0.0,,,
1989-01-24,10.26,10.26,10.26,10.26,0,0.0,,,
1989-01-25,10.34,10.34,10.34,10.34,0,0.0,,,
1989-01-26,10.31,10.31,10.31,10.31,0,0.0,,,
1989-01-27,10.38,10.38,10.38,10.38,0,0.0,,,
1989-01-30,10.48,10.48,10.48,10.48,0,0.0,,,
1989-01-31,10.41,10.41,10.41,10.41,0,0.0,1.041,,
1989-02-01,10.39,10.39,10.39,10.39,0,0.0,1.037962037962038,,
1989-02-02,10.48,10.48,10.48,10.48,0,0.0,,,
1989-02-03,10.54,10.54,10.54,10.54,0,0.0,,,
1989-02-06,10.55,10.55,10.55,10.55,0,0.0,,,
1989-02-07,10.51,10.51,10.51,10.51,0,0.0,,,
1989-02-08,10.53,10.53,10.53,10.53,0,0.0,,,
1989-02-09,10.66,10.66,10.66,10.66,0,0.0,,,
1989-02-10,10.64,10.64,10.64,10.64,0,0.0,,,
1989-02-13,10.61,10.61,10.61,10.61,0,0.0,,,
1989-02-14,10.65,10.65,10.65,10.65,0,0.0,,,
1989-02-15,10.67,10.67,10.67,10.67,0,0.0,,,
1989-02-16,10.67,10.67,10.67,10.67,0,0.0,,,
1989-02-17,10.68,10.68,10.68,10.68,0,0.0,,,
1989-02-21,10.62,10.62,10.62,10.62,0,0.0,,,
1989-02-22,10.67,10.67,10.67,10.67,0,0.0,,,
1989-02-23,10.62,10.62,10.62,10.62,0,0.0,,,
1989-02-24,10.61,10.61,10.61,10.61,0,0.0,,,
1989-02-27,10.51,10.51,10.51,10.51,0,0.0,,,
1989-02-28,10.46,10.46,10.46,10.46,0,0.0,1.0048030739673393,,
1989-03-01,10.38,10.38,10.38,10.38,0,0.0,0.9990375360923965,1.038,
1989-03-02,10.36,10.36,10.36,10.36,0,0.0,,,
1989-03-03,10.43,10.43,10.43,10.43,0,0.0,,,
1989-03-06,10.35,10.35,10.35,10.35,0,0.0,,,
1989-03-07,10.44,10.44,10.44,10.44,0,0.0,,,
1989-03-08,10.41,10.41,10.41,10.41,0,0.0,,,
1989-03-09,10.42,10.42,10.42,10.42,0,0.0,,,
1989-03-10,10.41,10.41,10.41,10.41,0,0.0,,,
1989-03-13,10.39,10.39,10.39,10.39,0,0.0,,,
1989-03-14,10.48,10.48,10.48,10.48,0,0.0,,,
1989-03-15,10.46,10.46,10.46,10.46,0,0.0,,,
1989-03-16,10.46,10.46,10.46,10.46,0,0.0,,,
1989-03-17,10.42,10.42,10.42,10.42,0,0.0,,,
1989-03-20,10.39,10.39,10.39,10.39,0,0.0,,,
1989-03-21,10.42,10.42,10.42,10.42,0,0.0,,,
1989-03-22,10.44,10.44,10.44,10.44,0,0.0,,,
