Date,Open,High,Low,Close,Volume,Dividend,Momentum_1,Momentum_2,Momentum_3,Momentum_4,Momentum_5,Momentum_6,Momentum_7,Momentum_8,Momentum_9,Momentum_10
1992-04-27,10.03,10.03,10.03,10.03,0,0.0,,,,,,,,,,
1992-04-28,10.0,10.0,10.0,10.0,0,0.0,,,,,,,,,,
1992-04-29,10.0,10.0,10.0,10.0,0,0.0,,,,,,,,,,
1992-04-30,10.18,10.18,10.18,10.18,0,0.0,,,,,,,,,,
1992-05-01,10.18,10.18,10.18,10.18,0,0.0,1.0149551345962113,,,,,,,,,
1992-05-04,10.25,10.25,10.25,10.25,0,0.0,,,,,,,,,,
1992-05-05,10.26,10.26,10.26,10.26,0,0.0,,,,,,,,,,
1992-05-06,10.27,10.27,10.27,10.27,0,0.0,,,,,,,,,,
1992-05-07,10.25,10.25,10.25,10.25,0,0.0,,,,,,,,,,
1992-05-08,10.25,10.25,10.25,10.25,0,0.0,,,,,,,,,,
1992-05-11,10.31,10.31,10.31,10.31,0,0.0,,,,,,,,,,
1992-05-12,10.26,10.26,10.26,10.26,0,0.0,,,,,,,,,,
1992-05-13,10.26,10.26,10.26,10.26,0,0.0,,,,,,,,,,
1992-05-14,10.18,10.18,10.18,10.18,0,0.0,,,,,,,,,,
1992-05-15,10.12,10.12,10.12,10.12,0,0.0,,,,,,,,,,
1992-05-18,10.18,10.18,10.18,10.18,0,0.0,,,,,,,,,,
1992-05-19,10.25,10.25,10.25,10.25,0,0.0,,,,,,,,,,
1992-05-20,10.24,10.24,10.24,10.24,0,0.0,,,,,,,,,,
1992-05-21,10.17,10.17,10.17,10.17,0,0.0,,,,,,,,,,
1992-05-22,10.21,10.21,10.21,10.21,0,0.0,,,,,,,,,,
1992-05-26,10.14,10.14,10.14,10.14,0,0.0,,,,,,,,,,
1992-05-27,10.16,10.16,10.16,10.16,0,0.0,,,,,,,,,,
1992-05-28,10.25,10.25,10.25,10.25,0,0.0,,,,,,,,,,
1992-05-29,10.25,10.25,10.25,10.25,0,0.0,1.006876227897839,,,,,,,,,
1992-06-01,10.3,10.3,10.3,10.3,0,0.0,1.0117878192534382,1.0269192422731805,,,,,,,,
1992-06-02,10.24,10.24,10.24,10.24,0,0.0,,,,,,,,,,
1992-06-03,10.26,10.26,10.26,10.26,0,0.0,,,,,,,,,,
1992-06-04,10.23,10.23,10.23,10.23,0,0.0,,,,,,,,,,
1992-06-05,10.22,10.22,10.22,10.22,0,0.0,,,,,,,,,,
1992-06-08,10.21,10.21,10.21,10.21,0,0.0,,,,,,,,,,
1992-06-09,10.12,10.12,10.12,10.12,0,0.0,,,,,,,,,,
1992-06-10,10.05,10.05,10.05,10.05,0,0.0,,,,,,,,,,
1992-06-11,10.07,10.07,10.07,10.07,0,0.0,,,,,,,,,,
1992-06-12,10.1,10.1,10.1,10.1,0,0.0,,,,,,,,,,
1992-06-15,10.1,10.1,10.1,10.1,0,0.0,,,,,,,,,,
1992-06-16,10.05,10.05,10.05,10.05,0,0.0,,,,,,,,,,
1992-06-17,9.89,9.89,9.89,9.89,0,0.0,,,,,,,,,,
1992-06-18,9.85,9.85,9.85,9.85,0,0.0,,,,,,,,,,
1992-06-19,9.91,9.91,9.91,9.91,0,0.0,,,,,,,,,,
1992-06-22,9.89,9.89,9.89,9.89,0,0.0,,,,,,,,,,
1992-06-23,9.92,9.92,9.92,9.92,0,0.0,,,,,,,,,,
1992-06-24,9.91,9.91,9.91,9.91,0,0.0,,,,,,,,,,
1992-06-25,9.89,9.89,9.89,9.89,0,0.0,,,,,,,,,,
1992-06-26,9.89,9.89,9.89,9.89,0,0.0,,,,,,,,,,
1992-06-29,10.03,10.03,10.03,10.03,0,0.0,,,,,,,,,,
1992-06-30,10.04,10.04,10.04,10.04,0,0.0,0.9795121951219511,0.9862475442043221,,,,,,,,
1992-07-01,10.15,10.15,10.15,10.15,0,0.0,0.9854368932038835,0.9970530451866405,1.0119641076769692,,,,,,,
1992-07-02,10.12,10.12,10.12,10.12,0,0.0,,,,,,,,,,
1992-07-06,10.16,10.16,10.16,10.16,0,0.0,,,,,,,,,,
1992-07-07,10.06,10.06,10.06,10.06,0,0.0,,,,,,,,,,
1992-07-08,10.07,10.07,10.07,10.07,0,0.0,,,,,,,,,,
1992-07-09,10.17,10.17,10.17,10.17,0,0.0,,,,,,,,,,
1992-07-10,10.2,10.2,10.2,10.2,0,0.0,,,,,,,,,,
