Date,Open,High,Low,Close,Volume,Dividend,Momentum_1,Momentum_3,Momentum_6
1990-06-18,9.92,9.92,9.92,9.92,0,0.0,,,
1990-06-19,9.98,9.98,9.98,9.98,0,0.0,,,
1990-06-20,10.0,10.0,10.0,10.0,0,0.0,,,
1990-06-21,10.02,10.02,10.02,10.02,0,0.0,,,
1990-06-22,10.11,10.11,10.11,10.11,0,0.0,,,
1990-06-25,10.16,10.16,10.16,10.16,0,0.0,,,
1990-06-26,10.24,10.24,10.24,10.24,0,0.0,,,
1990-06-27,10.22,10.22,10.22,10.22,0,0.0,,,
1990-06-28,10.18,10.18,10.18,10.18,0,0.0,,,
1990-06-29,10.25,10.25,10.25,10.25,0,0.0,,,
1990-07-02,10.35,10.35,10.35,10.35,0,0.0,1.0433467741935485,,
1990-07-03,10.38,10.38,10.38,10.38,0,0.0,,,
1990-07-05,10.29,10.29,10.29,10.29,0,0.0,,,
1990-07-06,10.32,10.32,10.32,10.32,0,0.0,,,
1990-07-09,10.37,10.37,10.37,10.37,0,0.0,,,
1990-07-10,10.38,10.38,10.38,10.38,0,0.0,,,
1990-07-11,10.36,10.36,10.36,10.36,0,0.0,,,
1990-07-12,10.47,10.47,10.47,10.47,0,0.0,,,
1990-07-13,10.5,10.5,10.5,10.5,0,0.0,,,
1990-07-16,10.52,10.52,10.52,10.52,0,0.0,,,
1990-07-17,10.62,10.62,10.62,10.62,0,0.0,,,
1990-07-18,10.6,10.6,10.6,10.6,0,0.0,,,
1990-07-19,10.59,10.59,10.59,10.59,0,0.0,,,
1990-07-20,10.63,10.63,10.63,10.63,0,0.0,,,
1990-07-23,10.63,10.63,10.63,10.63,0,0.0,,,
1990-07-24,10.56,10.56,10.56,10.56,0,0.0,,,
1990-07-25,10.56,10.56,10.56,10.56,0,0.0,,,
1990-07-26,10.51,10.51,10.51,10.51,0,0.0,,,
1990-07-27,10.55,10.55,10.55,10.55,0,0.0,,,
1990-07-30,10.55,10.55,10.55,10.55,0,0.0,,,
1990-07-31,10.71,10.71,10.71,10.71,0,0.0,1.0448780487804878,,
1990-08-01,10.66,10.66,10.66,10.66,0,0.0,1.029951690821256,,
1990-08-02,10.51,10.51,10.51,10.51,0,0.0,,,
1990-08-03,10.34,10.34,10.34,10.34,0,0.0,,,
1990-08-06,10.02,10.02,10.02,10.02,0,0.0,,,
1990-08-07,10.09,10.09,10.09,10.09,0,0.0,,,
1990-08-08,9.96,9.96,9.96,9.96,0,0.0,,,
1990-08-09,9.98,9.98,9.98,9.98,0,0.0,,,
1990-08-10,9.99,9.99,9.99,9.99,0,0.0,,,
1990-08-13,9.89,9.89,9.89,9.89,0,0.0,,,
1990-08-14,9.99,9.99,9.99,9.99,0,0.0,,,
1990-08-15,10.06,10.06,10.06,10.06,0,0.0,,,
1990-08-16,10.07,10.07,10.07,10.07,0,0.0,,,
1990-08-17,9.86,9.86,9.86,9.86,0,0.0,,,
1990-08-20,9.63,9.63,9.63,9.63,0,0.0,,,
1990-08-21,9.37,9.37,9.37,9.37,0,0.0,,,
1990-08-22,9.43,9.43,9.43,9.43,0,0.0,,,
1990-08-23,9.32,9.32,9.32,9.32,0,0.0,,,
1990-08-24,9.37,9.37,9.37,9.37,0,0.0,,,
